cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 1.0000000E+000, 6.5819370E+002, 6.5648391E+002, 1.6436955E-002, 1.9638979E+001, 3.7511838E+001, 6.5322055E-002, 4.4256938E-002, 3.7363144E-002, 2.0595107E-002, 3.7734163E-001, 7.5387479E-002, 1.6234778E-002, 4.2715924E-001, 1.6807547E-002, 5.8139619E-004
 3.0000000E+000, 7.2820577E+002, 7.2998297E+002, 1.9021859E-001, 2.9100683E+001, 6.0213746E+001, 9.7825636E-002, 4.8252996E-002, 4.2003262E-002, 2.2620824E-002, 3.0985303E-001, 8.4294490E-002, 1.7830982E-002, 4.7330430E-001, 1.9174149E-002, 6.6884114E-004
 5.0000000E+000, 9.0076310E+002, 9.1256721E+002, 5.1652811E-001, 8.1713900E+001, 1.6640613E+002, 1.4434995E-001, 5.1552975E-002, 5.2755167E-002, 2.4625003E-002, 1.9544986E-001, 1.0266256E-001, 1.9406159E-002, 5.5143608E-001, 2.2288330E-002, 8.2184118E-004
 7.0000000E+000, 9.4132795E+002, 9.5688088E+002, 9.0395883E-001, 8.6606382E+001, 1.8228534E+002, 1.9435441E-001, 5.1935456E-002, 5.5300973E-002, 2.4508683E-002, 1.7323320E-001, 1.0653037E-001, 1.9312652E-002, 5.6703313E-001, 2.2435143E-002, 8.4508082E-004
 9.0000000E+000, 1.0271083E+003, 1.0511768E+003, 1.2877162E+000, 9.3106939E+001, 2.1080047E+002, 2.5407111E-001, 5.3666407E-002, 6.0535172E-002, 2.3371538E-002, 1.2754787E-001, 1.1378094E-001, 1.8411463E-002, 6.0051979E-001, 2.1875960E-002, 8.7420910E-004
 1.1000000E+001, 1.0633430E+003, 1.0913046E+003, 1.6390921E+000, 9.4822986E+001, 2.1994702E+002, 3.2312158E-001, 5.5368811E-002, 6.2645736E-002, 2.2239054E-002, 1.0770826E-001, 1.1618362E-001, 1.7516009E-002, 6.1619858E-001, 2.0998985E-002, 8.7160412E-004
 1.3000000E+001, 1.0862172E+003, 1.1155100E+003, 1.9484019E+000, 9.4371111E+001, 2.2642195E+002, 3.9778641E-001, 5.7791139E-002, 6.3812976E-002, 2.0982073E-002, 9.2824040E-002, 1.1703537E-001, 1.6522890E-002, 6.2893970E-001, 1.9932031E-002, 8.5758907E-004
 1.5000000E+001, 1.1022142E+003, 1.1309803E+003, 2.2180854E+000, 9.3336320E+001, 2.3328226E+002, 4.8152785E-001, 6.0318546E-002, 6.4448750E-002, 1.9878057E-002, 8.1048252E-002, 1.1718638E-001, 1.5650882E-002, 6.3942561E-001, 1.8979587E-002, 8.4216578E-004
 1.7000000E+001, 1.1128911E+003, 1.1400806E+003, 2.4555165E+000, 9.2353626E+001, 2.3952723E+002, 5.6675303E-001, 6.2916550E-002, 6.4719550E-002, 1.8864721E-002, 7.1486695E-002, 1.1684463E-001, 1.4850704E-002, 6.4832282E-001, 1.8094302E-002, 8.2548858E-004
 1.9000000E+001, 1.1202826E+003, 1.1449340E+003, 2.6657317E+000, 9.1866541E+001, 2.4682888E+002, 6.5431616E-001, 6.5525334E-002, 6.4743019E-002, 1.7944364E-002, 6.3444549E-002, 1.1619352E-001, 1.4124093E-002, 6.5607893E-001, 1.7281624E-002, 8.0857430E-004
 2.1000000E+001, 1.1265048E+003, 1.1482494E+003, 2.8548816E+000, 9.2588131E+001, 2.5551097E+002, 7.4228247E-001, 6.8018719E-002, 6.4702271E-002, 1.7030665E-002, 5.6449512E-002, 1.1544579E-001, 1.3402782E-002, 6.6305285E-001, 1.6459550E-002, 7.9083227E-004
 2.3000000E+001, 1.1314184E+003, 1.1505238E+003, 3.0292447E+000, 9.3605423E+001, 2.6320410E+002, 8.2241336E-001, 7.0462761E-002, 6.4579287E-002, 1.6160404E-002, 5.0149764E-002, 1.1460421E-001, 1.2715817E-002, 6.6947810E-001, 1.5670691E-002, 7.7317228E-004
 2.5000000E+001, 1.1361421E+003, 1.1525986E+003, 3.1913177E+000, 9.5301084E+001, 2.7197503E+002, 8.9411132E-001, 7.2752647E-002, 6.4441579E-002, 1.5348929E-002, 4.4413028E-002, 1.1378393E-001, 1.2075271E-002, 6.7537986E-001, 1.4934304E-002, 7.5654331E-004
 2.7000000E+001, 1.1409321E+003, 1.1547620E+003, 3.3420359E+000, 9.7980902E+001, 2.8165592E+002, 9.5824291E-001, 7.4881611E-002, 6.4313404E-002, 1.4577039E-002, 3.9168145E-002, 1.1300709E-001, 1.1465971E-002, 6.8082465E-001, 1.4230561E-002, 7.4066321E-004
 2.9000000E+001, 1.1449871E+003, 1.1562945E+003, 3.4817231E+000, 1.0069409E+002, 2.9081903E+002, 1.0190952E+000, 7.6979619E-002, 6.4127067E-002, 1.3848432E-002, 3.4333142E-002, 1.1217402E-001, 1.0890879E-002, 6.8592603E-001, 1.3566107E-002, 7.2524146E-004
 3.1000000E+001, 1.1472782E+003, 1.1560135E+003, 3.6106669E+000, 1.0361129E+002, 2.9962939E+002, 1.0740003E+000, 7.9245324E-002, 6.3825144E-002, 1.3061965E-002, 2.9939281E-002, 1.1111829E-001, 1.0270185E-002, 6.9086513E-001, 1.2835222E-002, 7.0743936E-004
 3.3000000E+001, 1.1462392E+003, 1.1519630E+003, 3.7258599E+000, 1.0749295E+002, 3.0852779E+002, 1.1248783E+000, 8.1942938E-002, 6.3253989E-002, 1.2225350E-002, 2.5950914E-002, 1.0961255E-001, 9.6100779E-003, 6.9578245E-001, 1.2046400E-002, 6.8643017E-004
 3.5000000E+001, 1.1440846E+003, 1.1479055E+003, 3.8228891E+000, 1.1010171E+002, 3.1349742E+002, 1.1765341E+000, 8.3538227E-002, 6.2835095E-002, 1.1761386E-002, 2.4106170E-002, 1.0862078E-001, 9.2440680E-003, 6.9830349E-001, 1.1602970E-002, 6.7387503E-004
 3.7000000E+001, 1.1316333E+003, 1.1280169E+003, 3.9001541E+000, 1.1942771E+002, 3.3069005E+002, 1.2321151E+000, 8.9161460E-002, 6.1082631E-002, 1.0273950E-002, 1.9133911E-002, 1.0481505E-001, 8.0709347E-003, 7.0597688E-001, 1.0164136E-002, 6.3028671E-004
 3.9000000E+001, 1.1184960E+003, 1.1091378E+003, 3.9596845E+000, 1.2616690E+002, 3.4211342E+002, 1.2903537E+000, 9.3457724E-002, 5.9551372E-002, 9.2591624E-003, 1.6309065E-002, 1.0170620E-001, 7.2707991E-003, 7.1103775E-001, 9.1728541E-003, 5.9795407E-004
 4.1000000E+001, 1.1026649E+003, 1.0875945E+003, 4.0103123E+000, 1.3181671E+002, 3.5178950E+002, 1.3377674E+000, 9.7944593E-002, 5.7837776E-002, 8.3042368E-003, 1.3775002E-002, 9.8365837E-002, 6.5180429E-003, 7.1592354E-001, 8.2391405E-003, 5.6565632E-004
 4.3000000E+001, 1.0833002E+003, 1.0628385E+003, 4.0514982E+000, 1.3667021E+002, 3.5836918E+002, 1.3723191E+000, 1.0275150E-001, 5.5877764E-002, 7.3844766E-003, 1.1564980E-002, 9.4677132E-002, 5.7932114E-003, 7.2069888E-001, 7.3372758E-003, 5.3235871E-004
 4.5000000E+001, 1.0723012E+003, 1.0492434E+003, 4.0788375E+000, 1.3901236E+002, 3.6083269E+002, 1.4011474E+000, 1.0526471E-001, 5.4802581E-002, 6.9566070E-003, 1.0558892E-002, 9.2712742E-002, 5.4561299E-003, 7.2303554E-001, 6.9176032E-003, 5.1577595E-004
 4.7000000E+001, 1.0478717E+003, 1.0195283E+003, 4.0922104E+000, 1.4347752E+002, 3.6501542E+002, 1.4189626E+000, 1.1057272E-001, 5.2451227E-002, 6.1242884E-003, 8.7391801E-003, 8.8496018E-002, 4.8005894E-003, 7.2768359E-001, 6.0983949E-003, 4.8170324E-004
 4.9000000E+001, 1.0058739E+003, 9.6814771E+002, 4.0841603E+000, 1.4763250E+002, 3.7121283E+002, 1.4378498E+000, 1.1915346E-001, 4.8461414E-002, 4.9442032E-003, 6.5218728E-003, 8.1518962E-002, 3.8715782E-003, 7.3452032E-001, 4.9301588E-003, 4.2881756E-004
 5.1000000E+001, 9.7514193E+002, 9.3143325E+002, 4.0576437E+000, 1.4837698E+002, 3.7274534E+002, 1.4577703E+000, 1.2492757E-001, 4.5665031E-002, 4.2628498E-003, 5.3832577E-003, 7.6741091E-002, 3.3355144E-003, 7.3875588E-001, 4.2546229E-003, 3.9496051E-004
 5.3000000E+001, 9.5911982E+002, 9.1285363E+002, 4.0181495E+000, 1.4806723E+002, 3.7215418E+002, 1.4763618E+000, 1.2776810E-001, 4.4260556E-002, 3.9607207E-003, 4.8945970E-003, 7.4372404E-002, 3.0979189E-003, 7.4075466E-001, 3.9550161E-003, 3.7885379E-004
 5.5000000E+001, 9.1114974E+002, 8.5902963E+002, 3.9787528E+000, 1.4547985E+002, 3.6733718E+002, 1.4798337E+000, 1.3583915E-001, 4.0218839E-002, 3.1582888E-003, 3.6455465E-003, 6.7607666E-002, 2.4670889E-003, 7.4627750E-001, 3.1574069E-003, 3.3397167E-004
 5.7000000E+001, 8.9549527E+002, 8.4210767E+002, 3.9407840E+000, 1.4423530E+002, 3.6477538E+002, 1.4721141E+000, 1.3834432E-001, 3.8959888E-002, 2.9107610E-003, 3.2867434E-003, 6.5502293E-002, 2.2725036E-003, 7.4797019E-001, 2.9108386E-003, 3.2003053E-004
 5.9000000E+001, 8.4957579E+002, 7.9381769E+002, 3.8981821E+000, 1.3995682E+002, 3.5479067E+002, 1.4670309E+000, 1.4546925E-001, 3.5350539E-002, 2.2359342E-003, 2.3569991E-003, 5.9493109E-002, 1.7421289E-003, 7.5269042E-001, 2.2373078E-003, 2.8080953E-004
 6.1000000E+001, 8.1765366E+002, 7.6184315E+002, 3.8475634E+000, 1.3706150E+002, 3.4488922E+002, 1.4669196E+000, 1.5007793E-001, 3.2981786E-002, 1.8355505E-003, 1.8551509E-003, 5.5582154E-002, 1.4276006E-003, 7.5563614E-001, 1.8368234E-003, 2.5600602E-004
 6.3000000E+001, 7.8645537E+002, 7.3168301E+002, 3.7960235E+000, 1.3495477E+002, 3.3407197E+002, 1.4635355E+000, 1.5432660E-001, 3.0775191E-002, 1.4946117E-003, 1.4395975E-003, 5.1963758E-002, 1.1598953E-003, 7.5828894E-001, 1.4960408E-003, 2.3364362E-004
 6.5000000E+001, 7.5732301E+002, 7.0408516E+002, 3.7502100E+000, 1.3274077E+002, 3.2273969E+002, 1.4515722E+000, 1.5810589E-001, 2.8784592E-002, 1.2251620E-003, 1.1290935E-003, 4.8729076E-002, 9.4848617E-004, 7.6057144E-001, 1.2266338E-003, 2.1433683E-004
 6.7000000E+001, 7.4396635E+002, 6.9157529E+002, 3.7049229E+000, 1.3125030E+002, 3.1715059E+002, 1.4367319E+000, 1.5979222E-001, 2.7890442E-002, 1.1138734E-003, 9.9461640E-004, 4.7283696E-002, 8.6121715E-004, 7.6157745E-001, 1.1156345E-003, 2.0589806E-004
 6.9000000E+001, 7.0886212E+002, 6.5939721E+002, 3.6624891E+000, 1.2610445E+002, 3.0117388E+002, 1.4158127E+000, 1.6408481E-001, 2.5618327E-002, 8.2074603E-004, 6.6899023E-004, 4.3602718E-002, 6.3130100E-004, 7.6413740E-001, 8.2232923E-004, 1.8419962E-004
 7.1000000E+001, 6.8755253E+002, 6.4039519E+002, 3.6199525E+000, 1.2281061E+002, 2.9026992E+002, 1.3933698E+000, 1.6659788E-001, 2.4275439E-002, 6.6230717E-004, 5.1682690E-004, 4.1438559E-002, 5.0710432E-004, 7.6559541E-001, 6.6330389E-004, 1.7169665E-004
 7.3000000E+001, 6.6636527E+002, 6.2197103E+002, 3.5750376E+000, 1.1952955E+002, 2.7866480E+002, 1.3690683E+000, 1.6902355E-001, 2.2963005E-002, 5.3185845E-004, 3.9100572E-004, 3.9342450E-002, 4.0498501E-004, 7.6696395E-001, 5.3247828E-004, 1.6003952E-004
 7.5000000E+001, 6.4483115E+002, 6.0369691E+002, 3.5243401E+000, 1.1536267E+002, 2.6539617E+002, 1.3477926E+000, 1.7142318E-001, 2.1656723E-002, 4.1022606E-004, 2.9472026E-004, 3.7262460E-002, 3.0982187E-004, 7.6829040E-001, 4.1016314E-004, 1.4861076E-004
 7.7000000E+001, 6.2359913E+002, 5.8612611E+002, 3.4704823E+000, 1.1019777E+002, 2.5057690E+002, 1.3307185E+000, 1.7370076E-001, 2.0401430E-002, 3.1660995E-004, 2.2109029E-004, 3.5281768E-002, 2.3674318E-004, 7.6951359E-001, 3.1640063E-004, 1.3817382E-004
 7.9000000E+001, 6.0439915E+002, 5.7036698E+002, 3.4247404E+000, 1.0522875E+002, 2.3650542E+002, 1.3081519E+000, 1.7572458E-001, 1.9275420E-002, 2.4843159E-004, 1.6744911E-004, 3.3517362E-002, 1.8366155E-004, 7.7057620E-001, 2.4819653E-004, 1.2918022E-004
 8.1000000E+001, 5.8766128E+002, 5.5653374E+002, 3.3861136E+000, 1.0018746E+002, 2.2391854E+002, 1.2798799E+000, 1.7748683E-001, 1.8284111E-002, 2.0532045E-004, 1.2838098E-004, 3.1977206E-002, 1.5028090E-004, 7.7147866E-001, 2.0535652E-004, 1.2166556E-004
 8.3000000E+001, 5.8014806E+002, 5.5031206E+002, 3.3511345E+000, 9.7721898E+001, 2.1809855E+002, 1.2537255E+000, 1.7827741E-001, 1.7838262E-002, 1.8772486E-004, 1.1139807E-004, 3.1285910E-002, 1.3668398E-004, 7.7188126E-001, 1.8783547E-004, 1.1832780E-004
 8.5000000E+001, 5.5968356E+002, 5.3324428E+002, 3.3177773E+000, 9.0860066E+001, 2.0239053E+002, 1.2247378E+000, 1.8041731E-001, 1.6630557E-002, 1.4136380E-004, 6.6558931E-005, 2.9414352E-002, 1.0088046E-004, 7.7296886E-001, 1.4165024E-004, 1.0932253E-004
 8.7000000E+001, 5.4797641E+002, 5.2327660E+002, 3.2834345E+000, 8.6430401E+001, 1.9348622E+002, 1.2051066E+000, 1.8164588E-001, 1.5938654E-002, 1.1194259E-004, 4.2739103E-005, 2.8339880E-002, 7.8109970E-005, 7.7359498E-001, 1.1218717E-004, 1.0409784E-004
 8.9000000E+001, 5.4243805E+002, 5.1858319E+002, 3.2521960E+000, 8.3792901E+001, 1.8897552E+002, 1.1865976E+000, 1.8222138E-001, 1.5615464E-002, 9.6301993E-005, 3.3371726E-005, 2.7836502E-002, 6.5975500E-005, 7.7388905E-001, 9.6410809E-005, 1.0160979E-004
 9.1000000E+001, 5.2632431E+002, 5.0511129E+002, 3.2168092E+000, 7.5166800E+001, 1.7475133E+002, 1.1694269E+000, 1.8386334E-001, 1.4690064E-002, 5.5299886E-005, 1.5650220E-005, 2.6398080E-002, 3.4216351E-005, 7.7471795E-001, 5.5025568E-005, 9.4568576E-005
 9.3000000E+001, 5.2135446E+002, 5.0100642E+002, 3.1821993E+000, 7.2584980E+001, 1.6999349E+002, 1.1497620E+000, 1.8436080E-001, 1.4407223E-002, 4.6479864E-005, 1.2580636E-005, 2.5961328E-002, 2.7439902E-005, 7.7496361E-001, 4.6159888E-005, 9.2503385E-005
 9.5000000E+001, 5.0780972E+002, 4.8989314E+002, 3.1541377E+000, 6.6620134E+001, 1.5749900E+002, 1.1297440E+000, 1.8568451E-001, 1.3649530E-002, 3.0839105E-005, 6.9369451E-006, 2.4797562E-002, 1.5592141E-005, 7.7560710E-001, 3.0503218E-005, 8.7163056E-005
 9.7000000E+001, 5.0371111E+002, 4.8651786E+002, 3.1298887E+000, 6.5063030E+001, 1.5378157E+002, 1.1122999E+000, 1.8608111E-001, 1.3421639E-002, 2.7503420E-005, 5.7254429E-006, 2.4448605E-002, 1.3109151E-005, 7.7579811E-001, 2.7175655E-005, 8.5590170E-005
 9.9000000E+001, 4.9579230E+002, 4.8006727E+002, 3.1118945E+000, 6.2008882E+001, 1.4618601E+002, 1.0969365E+000, 1.8684431E-001, 1.2982263E-002, 2.2316832E-005, 3.9711196E-006, 2.3776780E-002, 9.3045372E-006, 7.7616396E-001, 2.2002756E-005, 8.2585985E-005
