s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
Time,"MLRPUA","HEAT_FLUX","MLRPUA_ideal","T_SURF_MEAN","T_SURF_MAX","w"
 0.0000000E+000, 0.0000000E+000, 1.9999959E+001, 1.8199962E-002, 2.5000000E+001, 2.5000000E+001,-4.3886286E-003
 7.9832489E-002, 0.0000000E+000, 1.9999996E+001, 1.8199997E-002, 2.5000000E+001, 2.5000000E+001,-4.3628660E-003
 1.5966498E-001, 1.6269440E-005, 1.9999371E+001, 1.8199428E-002, 2.7477708E+001, 2.7480861E+001,-4.3387072E-003
 2.3949747E-001, 1.6269440E-005, 1.9999371E+001, 1.8199428E-002, 2.7477708E+001, 2.7480861E+001,-4.3166961E-003
 3.1932996E-001, 1.8439422E-005, 1.9982366E+001, 1.8183953E-002, 2.9770188E+001, 2.9776508E+001,-4.2929191E-003
 3.9916245E-001, 1.8439422E-005, 1.9982388E+001, 1.8183973E-002, 2.9770188E+001, 2.9776508E+001,-4.2552343E-003
 4.7899494E-001, 2.0795483E-005, 1.9966064E+001, 1.8169118E-002, 3.1912087E+001, 3.1920963E+001,-4.1865596E-003
 5.5882742E-001, 2.0795483E-005, 1.9966096E+001, 1.8169148E-002, 3.1912087E+001, 3.1920963E+001,-4.0745587E-003
 6.3865991E-001, 2.3322012E-005, 1.9950227E+001, 1.8154706E-002, 3.3925291E+001, 3.3936147E+001,-3.9208519E-003
 7.1849240E-001, 2.3322012E-005, 1.9950265E+001, 1.8154741E-002, 3.3925291E+001, 3.3936147E+001,-3.7426056E-003
 7.9832489E-001, 2.6023637E-005, 1.9934988E+001, 1.8140839E-002, 3.5828679E+001, 3.5840833E+001,-3.5648126E-003
 8.7815738E-001, 2.6023637E-005, 1.9935032E+001, 1.8140879E-002, 3.5828679E+001, 3.5840833E+001,-3.4084626E-003
 9.5798987E-001, 2.9133928E-005, 1.9920431E+001, 1.8127592E-002, 3.7637808E+001, 3.7649743E+001,-3.2817331E-003
