Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0,-4.613E-02, 3.673E+03, 1.483E+03, 1.928E+03, 1.019E+04, 6.515E+02, 2.883E+02, 5.373E-01, 1.538E+03, 1.811E+02, 1.073E+03, 0.000E+00, 0.000E+00, 1.947E+03, 0.000E+00, 2.296E+04
    1, 9.378E+01, 3.697E+03, 1.493E+03, 1.916E+03, 1.043E+04, 6.411E+02, 2.229E+02, 5.920E-01, 1.525E+03, 1.836E+02, 8.332E+02, 0.000E+00, 0.000E+00, 1.925E+03, 0.000E+00, 2.296E+04
    2, 7.709E+01, 3.704E+03, 1.494E+03, 1.923E+03, 1.054E+04, 6.433E+02, 2.200E+02, 5.464E-01, 1.582E+03, 1.849E+02, 6.645E+02, 0.000E+00, 0.000E+00, 1.924E+03, 0.000E+00, 2.296E+04
    3, 7.881E+01, 3.599E+03, 1.387E+03, 1.885E+03, 8.786E+03, 6.176E+02, 2.223E+02, 4.980E-01, 1.544E+03, 1.825E+02, 2.725E+03, 0.000E+00, 0.000E+00, 1.930E+03, 0.000E+00, 2.296E+04
    4,-8.090E+01, 3.638E+03, 1.477E+03, 1.893E+03, 1.614E+03, 5.055E+02, 2.422E+02, 5.488E-01, 1.522E+03, 2.517E+02, 1.069E+04, 0.000E+00, 0.000E+00, 1.199E+03, 0.000E+00, 2.296E+04
    5,-7.735E+01, 3.607E+03, 1.443E+03, 1.876E+03, 1.616E+03, 5.019E+02, 2.490E+02, 5.211E-01, 1.485E+03, 2.510E+02, 1.082E+04, 0.000E+00, 0.000E+00, 1.189E+03, 0.000E+00, 2.296E+04
    6,-9.263E+01, 3.643E+03, 1.518E+03, 1.847E+03, 1.621E+03, 4.913E+02, 2.541E+02, 5.415E-01, 1.549E+03, 2.557E+02, 1.069E+04, 0.000E+00, 0.000E+00, 1.180E+03, 0.000E+00, 2.296E+04
    7,-9.042E+01, 3.620E+03, 1.420E+03, 1.875E+03, 1.702E+03, 4.954E+02, 2.645E+02, 6.319E-01, 1.520E+03, 2.577E+02, 1.070E+04, 0.000E+00, 0.000E+00, 1.187E+03, 0.000E+00, 2.296E+04
