cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 1.0000000E+000, 6.2490481E+002, 6.2350689E+002, 1.2236038E-001, 7.7273541E+001, 8.0527623E+001, 1.0264770E-001, 6.5821109E-002, 3.6560979E-002, 1.3616577E-002, 3.5992356E-001, 4.8431282E-002, 8.4620866E-003, 4.6295898E-001, 9.8602271E-003, 1.3145647E-003
 3.0000000E+000, 6.8384797E+002, 6.8375546E+002, 1.2236038E-001, 7.4414437E+001, 7.8259756E+001, 1.0264770E-001, 7.2269211E-002, 4.0366509E-002, 1.5100581E-002, 2.9490766E-001, 5.3506718E-002, 9.3845635E-003, 5.0978282E-001, 1.1476483E-002, 1.5282691E-003
 5.0000000E+000, 7.3439000E+002, 7.3546284E+002, 6.6664226E-001, 7.9071354E+001, 8.4649343E+001, 1.8938916E-001, 7.6443348E-002, 4.3383407E-002, 1.6174740E-002, 2.4833799E-001, 5.7446235E-002, 1.0051926E-002, 5.4314406E-001, 1.2764997E-002, 1.7009734E-003
 7.0000000E+000, 7.7757450E+002, 7.7965574E+002, 9.6928109E-001, 8.1949101E+001, 8.9722286E+001, 2.1969869E-001, 7.8855359E-002, 4.5969330E-002, 1.6986723E-002, 2.1451515E-001, 6.0730162E-002, 1.0555995E-002, 5.6710780E-001, 1.3793528E-002, 1.8412430E-003
 9.0000000E+000, 8.1582994E+002, 8.1896516E+002, 1.2625148E+000, 8.3943049E+001, 9.4187719E+001, 2.4443188E-001, 8.0063328E-002, 4.8330998E-002, 1.7679277E-002, 1.8861658E-001, 6.3677987E-002, 1.0985715E-002, 5.8514031E-001, 1.4687665E-002, 1.9644282E-003
 1.1000000E+001, 8.4998423E+002, 8.5430194E+002, 1.5385526E+000, 8.5154433E+001, 9.8137438E+001, 2.6607828E-001, 8.0532089E-002, 5.0543406E-002, 1.8225096E-002, 1.6801668E-001, 6.6360518E-002, 1.1323922E-002, 5.9930618E-001, 1.5422471E-002, 2.0686226E-003
 1.3000000E+001, 8.8076398E+002, 8.8635728E+002, 1.7944086E+000, 8.5859054E+001, 1.0155651E+002, 2.8696909E-001, 8.0505763E-002, 5.2633785E-002, 1.8678234E-002, 1.5109584E-001, 6.8845743E-002, 1.1604363E-002, 6.1078375E-001, 1.6051194E-002, 2.1599084E-003
 1.5000000E+001, 9.0836943E+002, 9.1528729E+002, 2.0305874E+000, 8.6315120E+001, 1.0429853E+002, 3.0935533E-001, 8.0227361E-002, 5.4606989E-002, 1.9004649E-002, 1.3682051E-001, 7.1121980E-002, 1.1805757E-002, 6.2043413E-001, 1.6544280E-002, 2.2352182E-003
 1.7000000E+001, 9.3328991E+002, 9.4150507E+002, 2.2493143E+000, 8.6978902E+001, 1.0690828E+002, 3.3112454E-001, 7.9812811E-002, 5.6468975E-002, 1.9220433E-002, 1.2451706E-001, 7.3208084E-002, 1.1938154E-002, 6.2875993E-001, 1.6917904E-002, 2.2964208E-003
 1.9000000E+001, 9.5558649E+002, 9.6507964E+002, 2.4519201E+000, 8.7513022E+001, 1.0907194E+002, 3.5426670E-001, 7.9402678E-002, 5.8211070E-002, 1.9296622E-002, 1.1371372E-001, 7.5079319E-002, 1.1983462E-002, 6.3618023E-001, 1.7146314E-002, 2.3406902E-003
 2.1000000E+001, 9.7557459E+002, 9.8628248E+002, 2.6408605E+000, 8.7788315E+001, 1.1081367E+002, 3.7771264E-001, 7.9072540E-002, 5.9808829E-002, 1.9272198E-002, 1.0403661E-001, 7.6736361E-002, 1.1966079E-002, 6.4294454E-001, 1.7269498E-002, 2.3721751E-003
 2.3000000E+001, 9.9356293E+002, 1.0054072E+003, 2.8178688E+000, 8.7878392E+001, 1.1221273E+002, 3.9956469E-001, 7.8812081E-002, 6.1270157E-002, 1.9192595E-002, 9.5261460E-002, 7.8216257E-002, 1.1914389E-002, 6.4915716E-001, 1.7331484E-002, 2.3957121E-003
 2.5000000E+001, 1.0095897E+003, 1.0224854E+003, 2.9834028E+000, 8.8129704E+001, 1.1371867E+002, 4.2190797E-001, 7.8694440E-002, 6.2593599E-002, 1.9011994E-002, 8.7268121E-002, 7.9489760E-002, 1.1799759E-002, 6.5498172E-001, 1.7286887E-002, 2.4063803E-003
 2.7000000E+001, 1.0238444E+003, 1.0376182E+003, 3.1380941E+000, 8.8915374E+001, 1.1600384E+002, 4.4563835E-001, 7.8754338E-002, 6.3748176E-002, 1.8776749E-002, 7.9889312E-002, 8.0554550E-002, 1.1651200E-002, 6.6049785E-001, 1.7180573E-002, 2.4087507E-003
 2.9000000E+001, 1.0365578E+003, 1.0510830E+003, 3.2821194E+000, 9.0910799E+001, 1.1958470E+002, 4.7035262E-001, 7.8963409E-002, 6.4759905E-002, 1.8497162E-002, 7.3026190E-002, 8.1443961E-002, 1.1475118E-002, 6.6575351E-001, 1.7024577E-002, 2.4043609E-003
 3.1000000E+001, 1.0479202E+003, 1.0631240E+003, 3.2821194E+000, 9.4050901E+001, 1.2420216E+002, 4.7035262E-001, 7.9325411E-002, 6.5633766E-002, 1.8186433E-002, 6.6562188E-002, 8.2171715E-002, 1.1279754E-002, 6.7081797E-001, 1.6831615E-002, 2.3946571E-003
 3.3000000E+001, 1.0579109E+003, 1.0737012E+003, 3.5399515E+000, 9.8832166E+001, 1.3003580E+002, 5.3075883E-001, 7.9852887E-002, 6.6373929E-002, 1.7833710E-002, 6.0459574E-002, 8.2735531E-002, 1.1058323E-002, 6.7573479E-001, 1.6591931E-002, 2.3786194E-003
 3.5000000E+001, 1.0662449E+003, 1.0824374E+003, 3.6536832E+000, 1.0546667E+002, 1.3769657E+002, 5.6752097E-001, 8.0607769E-002, 6.6950833E-002, 1.7425374E-002, 5.4697817E-002, 8.3096914E-002, 1.0802349E-002, 6.8055679E-001, 1.6291375E-002, 2.3544330E-003
 3.7000000E+001, 1.0733814E+003, 1.0897807E+003, 3.7576124E+000, 1.1386983E+002, 1.4771557E+002, 6.0988570E-001, 8.1523154E-002, 6.7416536E-002, 1.6956933E-002, 4.9247738E-002, 8.3306364E-002, 1.0508958E-002, 6.8528479E-001, 1.5925998E-002, 2.3221495E-003
 3.9000000E+001, 1.0787782E+003, 1.0952283E+003, 3.8508908E+000, 1.2388397E+002, 1.5937657E+002, 6.6004239E-001, 8.2668566E-002, 6.7738506E-002, 1.6398251E-002, 4.4152668E-002, 8.3311892E-002, 1.0159357E-002, 6.8994768E-001, 1.5465064E-002, 2.2781015E-003
 4.1000000E+001, 1.0821091E+003, 1.0983097E+003, 3.9332432E+000, 1.3534544E+002, 1.7273359E+002, 7.1936426E-001, 8.4074007E-002, 6.7862634E-002, 1.5806349E-002, 3.9381494E-002, 8.3093566E-002, 9.7892558E-003, 6.9451484E-001, 1.4965119E-002, 2.2278869E-003
 4.3000000E+001, 1.0835580E+003, 1.0991451E+003, 4.0029611E+000, 1.4788913E+002, 1.8791332E+002, 7.8931352E-001, 8.5730719E-002, 6.7828364E-002, 1.5121898E-002, 3.4979183E-002, 8.2654862E-002, 9.3615224E-003, 6.9901753E-001, 1.4368200E-002, 2.1655841E-003
 4.5000000E+001, 1.0830437E+003, 1.0976121E+003, 4.0601238E+000, 1.6051326E+002, 2.0401811E+002, 8.7096195E-001, 8.7633558E-002, 6.7608293E-002, 1.4397182E-002, 3.0915226E-002, 8.2000191E-002, 8.9088707E-003, 7.0341696E-001, 1.3724165E-002, 2.0963181E-003
 4.7000000E+001, 1.0806908E+003, 1.0938760E+003, 4.1070580E+000, 1.7305378E+002, 2.2049238E+002, 9.5528368E-001, 8.9763436E-002, 6.7202386E-002, 1.3659163E-002, 2.7152156E-002, 8.1146308E-002, 8.4481506E-003, 7.0770241E-001, 1.3061305E-002, 2.0231493E-003
 4.9000000E+001, 1.0768865E+003, 1.0884300E+003, 4.1499957E+000, 1.8516588E+002, 2.3670726E+002, 1.0226076E+000, 9.2068843E-002, 6.6663242E-002, 1.2882502E-002, 2.3683072E-002, 8.0131314E-002, 7.9634566E-003, 7.1188798E-001, 1.2354610E-002, 1.9438699E-003
 5.1000000E+001, 1.0716071E+003, 1.0813624E+003, 4.1837179E+000, 1.9631630E+002, 2.5185528E+002, 1.0823574E+000, 9.4519171E-002, 6.6013862E-002, 1.2065637E-002, 2.0498085E-002, 7.8977767E-002, 7.4537815E-003, 7.1597105E-001, 1.1602978E-002, 1.8585737E-003
 5.3000000E+001, 1.0641632E+003, 1.0719362E+003, 4.2085022E+000, 2.0644221E+002, 2.6568239E+002, 1.1433313E+000, 9.7206414E-002, 6.5182636E-002, 1.1220860E-002, 1.7608253E-002, 7.7620094E-002, 6.9269028E-003, 7.1996422E-001, 1.0817206E-002, 1.7677276E-003
 5.5000000E+001, 1.0544081E+003, 1.0601916E+003, 4.2236782E+000, 2.1566272E+002, 2.7786562E+002, 1.2049304E+000, 1.0014338E-001, 6.4178520E-002, 1.0320742E-002, 1.5019799E-002, 7.6050489E-002, 6.3656657E-003, 7.2389855E-001, 9.9706711E-003, 1.6685326E-003
 5.7000000E+001, 1.0420285E+003, 1.0457340E+003, 4.2329503E+000, 2.2393150E+002, 2.8861200E+002, 1.2582972E+000, 1.0336319E-001, 6.2957916E-002, 9.4018903E-003, 1.2709613E-002, 7.4247125E-002, 5.7930080E-003, 7.2776176E-001, 9.1001404E-003, 1.5645469E-003
 5.9000000E+001, 1.0273134E+003, 1.0287998E+003, 4.2353916E+000, 2.3143021E+002, 2.9845129E+002, 1.3032116E+000, 1.0677719E-001, 6.1559618E-002, 8.4961979E-003, 1.0672758E-002, 7.2269308E-002, 5.2288105E-003, 7.3148869E-001, 8.2377896E-003, 1.4596073E-003
 6.1000000E+001, 1.0100392E+003, 1.0093421E+003, 4.2276409E+000, 2.3828652E+002, 3.0713975E+002, 1.3493757E+000, 1.1041023E-001, 5.9976069E-002, 7.5911205E-003, 8.9042348E-003, 7.0101602E-002, 4.6652435E-003, 7.3510617E-001, 7.3710303E-003, 1.3522757E-003
 6.3000000E+001, 9.9034677E+002, 9.8749763E+002, 4.2146648E+000, 2.4416018E+002, 3.1413058E+002, 1.3856773E+000, 1.1425603E-001, 5.8219292E-002, 6.6749114E-003, 7.4047771E-003, 6.7749033E-002, 4.0949494E-003, 7.3862449E-001, 6.4880851E-003, 1.2413818E-003
 6.5000000E+001, 9.6842135E+002, 9.6341374E+002, 4.1940404E+000, 2.4915708E+002, 3.1984545E+002, 1.4235684E+000, 1.1828367E-001, 5.6275766E-002, 5.8080581E-003, 6.1289703E-003, 6.5235309E-002, 3.5557506E-003, 7.4199664E-001, 5.6496942E-003, 1.1333818E-003
 6.7000000E+001, 9.4468321E+002, 9.3759957E+002, 4.1679266E+000, 2.5278719E+002, 3.2379744E+002, 1.4590709E+000, 1.2243263E-001, 5.4183821E-002, 5.0000773E-003, 5.0479070E-003, 6.2605555E-002, 3.0535443E-003, 7.4520995E-001, 4.8664997E-003, 1.0298059E-003
 6.9000000E+001, 9.1953527E+002, 9.1056655E+002, 4.1417316E+000, 2.5454647E+002, 3.2531965E+002, 1.4839763E+000, 1.2663617E-001, 5.1975631E-002, 4.2715921E-003, 4.1528831E-003, 5.9905383E-002, 2.6011770E-003, 7.4822272E-001, 4.1592520E-003, 9.3320053E-004
 7.1000000E+001, 8.9426697E+002, 8.8376671E+002, 4.1137032E+000, 2.5442080E+002, 3.2445321E+002, 1.5054788E+000, 1.3072001E-001, 4.9766697E-002, 3.6297919E-003, 3.4207209E-003, 5.7257248E-002, 2.2029886E-003, 7.5097851E-001, 3.5353982E-003, 8.4547664E-004
 7.3000000E+001, 8.6873960E+002, 8.5701457E+002, 4.0814940E+000, 2.5279280E+002, 3.2135378E+002, 1.5219057E+000, 1.3472343E-001, 4.7536933E-002, 3.0733208E-003, 2.8131124E-003, 5.4639969E-002, 1.8581585E-003, 7.5352059E-001, 2.9941720E-003, 7.6639214E-004
 7.5000000E+001, 8.4361278E+002, 8.3079453E+002, 4.0486698E+000, 2.4977782E+002, 3.1693618E+002, 1.5339918E+000, 1.3859002E-001, 4.5333747E-002, 2.5922257E-003, 2.3098528E-003, 5.2095889E-002, 1.5604029E-003, 7.5585348E-001, 2.5259178E-003, 6.9536592E-004
 7.7000000E+001, 8.1929719E+002, 8.0546397E+002, 4.0144883E+000, 2.4580865E+002, 3.1180103E+002, 1.5472157E+000, 1.4224321E-001, 4.3216171E-002, 2.1777252E-003, 1.8989565E-003, 4.9679914E-002, 1.3041551E-003, 7.5796700E-001, 2.1221384E-003, 6.3204628E-004
 7.9000000E+001, 7.9615316E+002, 7.8158311E+002, 3.9860322E+000, 2.4087427E+002, 3.0549278E+002, 1.5482336E+000, 1.4563519E-001, 4.1221443E-002, 1.8263866E-003, 1.5603315E-003, 4.7428027E-002, 1.0872200E-003, 7.5986148E-001, 1.7797981E-003, 5.7647121E-004
 8.1000000E+001, 7.7396566E+002, 7.5904276E+002, 3.9580261E+000, 2.3559068E+002, 2.9838226E+002, 1.5457858E+000, 1.4879824E-001, 3.9333965E-002, 1.5328764E-003, 1.2762026E-003, 4.5321088E-002, 9.0628515E-004, 7.6156749E-001, 1.4938791E-003, 5.2796522E-004
 8.3000000E+001, 7.5249960E+002, 7.3748013E+002, 3.9328421E+000, 2.2977756E+002, 2.9042996E+002, 1.5381792E+000, 1.5180655E-001, 3.7513307E-002, 1.2857628E-003, 1.0343309E-003, 4.3310818E-002, 7.5425921E-004, 7.6313407E-001, 1.2533460E-003, 4.8496257E-004
 8.5000000E+001, 7.3180016E+002, 7.1676143E+002, 3.9053625E+000, 2.2344210E+002, 2.8193666E+002, 1.5295315E+000, 1.5466688E-001, 3.5760236E-002, 1.0770425E-003, 8.3517226E-004, 4.1393060E-002, 6.2613926E-004, 7.6457239E-001, 1.0502022E-003, 4.4660891E-004
 8.7000000E+001, 7.1214033E+002, 6.9712280E+002, 3.8773135E+000, 2.1671375E+002, 2.7326186E+002, 1.5238992E+000, 1.5735927E-001, 3.4096039E-002, 8.9661289E-004, 6.7105044E-004, 3.9583345E-002, 5.1558280E-004, 7.6589176E-001, 8.7437911E-004, 4.1202164E-004
 8.9000000E+001, 6.9344957E+002, 6.7867552E+002, 3.8773135E+000, 2.0954229E+002, 2.6417216E+002, 1.5238992E+000, 1.5989065E-001, 3.2518374E-002, 7.4233049E-004, 5.3575018E-004, 3.7877989E-002, 4.2125330E-004, 7.6710156E-001, 7.2397084E-004, 3.8097571E-004
 9.1000000E+001, 6.7562146E+002, 6.6116979E+002, 3.8112962E+000, 2.0205149E+002, 2.5493215E+002, 1.5056840E+000, 1.6228934E-001, 3.1009790E-002, 6.1285302E-004, 4.2444961E-004, 3.6258365E-002, 3.4233504E-004, 7.6821726E-001, 5.9773124E-004, 3.5317537E-004
 9.3000000E+001, 6.5864361E+002, 6.4452990E+002, 3.7741746E+000, 1.9429913E+002, 2.4559964E+002, 1.4948513E+000, 1.6456510E-001, 2.9568749E-002, 5.0182030E-004, 3.3191111E-004, 3.4718999E-002, 2.7485495E-004, 7.6925330E-001, 4.8943805E-004, 3.2793687E-004
 9.5000000E+001, 6.4236400E+002, 6.2869618E+002, 3.7373112E+000, 1.8597360E+002, 2.3570038E+002, 1.4876118E+000, 1.6672775E-001, 2.8192449E-002, 4.0385394E-004, 2.5683145E-004, 3.3253721E-002, 2.1545528E-004, 7.7022029E-001, 3.9378470E-004, 3.0466248E-004
 9.7000000E+001, 6.2662773E+002, 6.1359788E+002, 3.7036591E+000, 1.7696474E+002, 2.2488013E+002, 1.4762351E+000, 1.6877597E-001, 2.6878106E-002, 3.2441348E-004, 1.9922652E-004, 3.1863056E-002, 1.6755192E-004, 7.7111161E-001, 3.1622846E-004, 2.8391571E-004
 9.9000000E+001, 6.1153409E+002, 5.9922696E+002, 3.7036591E+000, 1.6804294E+002, 2.1404886E+002, 1.4762351E+000, 1.7070548E-001, 2.5628943E-002, 2.6373430E-004, 1.5547727E-004, 3.0550452E-002, 1.3128770E-004, 7.7192797E-001, 2.5703027E-004, 2.6575881E-004
