s,m/s
Time,"w"
 0.0000000E+000, 2.9934852E-003
 5.7614136E-003, 2.8801337E-003
 1.1522827E-002, 2.7689911E-003
 1.7284241E-002, 2.6638920E-003
 2.3045655E-002, 2.5839348E-003
 2.8807068E-002, 2.5963770E-003
 3.4568482E-002, 2.6733989E-003
 4.0329895E-002, 2.8154818E-003
 4.6091309E-002, 3.0619740E-003
 5.1852723E-002, 3.3894707E-003
 5.7614136E-002, 3.7949596E-003
 6.3375550E-002, 4.2686052E-003
 6.9136964E-002, 4.7779122E-003
 7.4898377E-002, 5.3270540E-003
 8.0659791E-002, 5.8932819E-003
 8.6421205E-002, 6.4689765E-003
 9.2182618E-002, 7.0482395E-003
 9.7944032E-002, 7.6282557E-003
 1.0370545E-001, 8.2076639E-003
 1.0946686E-001, 8.7882818E-003
 1.1522827E-001, 9.3689329E-003
 1.2098969E-001, 9.9506165E-003
 1.2675110E-001, 1.0531481E-002
 1.3251251E-001, 1.1100074E-002
 1.3827393E-001, 1.1633732E-002
 1.4403534E-001, 1.2042547E-002
 1.4979675E-001, 1.2360457E-002
 1.5555817E-001, 1.2521216E-002
 1.6131958E-001, 1.2568966E-002
 1.6708100E-001, 1.2652152E-002
 1.7284241E-001, 1.2803768E-002
 1.7860382E-001, 1.3294336E-002
 1.8436524E-001, 1.4007651E-002
 1.9012665E-001, 1.4503365E-002
 1.9588806E-001, 1.4486961E-002
 2.0164948E-001, 1.4279863E-002
 2.0741089E-001, 1.3808331E-002
 2.1317230E-001, 1.3341461E-002
 2.1893372E-001, 1.3108930E-002
 2.2469513E-001, 1.3035024E-002
 2.3045655E-001, 1.3156720E-002
 2.3621796E-001, 1.3608561E-002
 2.4197937E-001, 1.4134918E-002
 2.4774079E-001, 1.4532104E-002
 2.5350220E-001, 1.4767055E-002
 2.5926361E-001, 1.4878226E-002
 2.6502503E-001, 1.4930469E-002
 2.7078644E-001, 1.4969088E-002
 2.7654785E-001, 1.5020082E-002
 2.8230927E-001, 1.5112549E-002
 2.8807068E-001, 1.5176820E-002
 2.9383210E-001, 1.3917640E-002
 2.9959351E-001, 9.4070533E-003
 3.0535492E-001, 2.5635738E-003
 3.1111634E-001,-3.0218836E-003
 3.1687775E-001,-4.6929982E-003
 3.2263916E-001,-2.5622628E-003
 3.2742187E-001, 1.5331787E-003
 3.3220458E-001, 5.6447641E-003
 3.3698728E-001, 8.9370657E-003
 3.4127273E-001, 1.0671238E-002
 3.4555818E-001, 1.1778273E-002
 3.4984363E-001, 1.2533008E-002
 3.5412908E-001, 1.3116957E-002
 3.5841453E-001, 1.3632699E-002
 3.6269998E-001, 1.4186206E-002
 3.6698543E-001, 1.4896953E-002
 3.7169942E-001, 1.5831076E-002
 3.7641341E-001, 1.6819660E-002
 3.8159881E-001, 1.7942715E-002
 3.8678420E-001, 1.9156868E-002
 3.9196959E-001, 2.0431425E-002
 3.9715499E-001, 2.1754536E-002
 4.0178081E-001, 2.2937709E-002
 4.0640663E-001, 2.4083289E-002
 4.1103245E-001, 2.5189327E-002
 4.1565827E-001, 2.6165332E-002
 4.1950267E-001, 2.6726964E-002
 4.2334707E-001, 2.7319368E-002
 4.2719146E-001, 2.8161364E-002
 4.3103586E-001, 2.9117931E-002
 4.3443689E-001, 2.9719243E-002
 4.3783793E-001, 3.0148013E-002
 4.4123897E-001, 3.0667029E-002
 4.4464001E-001, 3.1385710E-002
 4.4804104E-001, 3.2195198E-002
 4.5144208E-001, 3.2989975E-002
 4.5448250E-001, 3.3675587E-002
 4.5752291E-001, 3.4431362E-002
 4.6056333E-001, 3.5381657E-002
 4.6360374E-001, 3.6377777E-002
 4.6664416E-001, 3.7207840E-002
 4.6968458E-001, 3.7805334E-002
 4.7272499E-001, 3.8318029E-002
 4.7576541E-001, 3.8922970E-002
 4.7849035E-001, 3.9569322E-002
 4.8121530E-001, 4.0286520E-002
 4.8394025E-001, 4.1090359E-002
 4.8666519E-001, 4.1851959E-002
 4.8939014E-001, 4.2446933E-002
 4.9211508E-001, 4.2930870E-002
 4.9484003E-001, 4.3433069E-002
 4.9756498E-001, 4.3984878E-002
 5.0028992E-001, 4.4578913E-002
 5.0271656E-001, 4.5181369E-002
 5.0514320E-001, 4.5971588E-002
 5.0756984E-001, 4.6973735E-002
 5.0999647E-001, 4.8016776E-002
 5.1242311E-001, 4.8887723E-002
 5.1484975E-001, 4.9514239E-002
 5.1727639E-001, 5.0013828E-002
 5.1970303E-001, 5.0529712E-002
 5.2212966E-001, 5.1131591E-002
 5.2455630E-001, 5.1793510E-002
 5.2698294E-001, 5.2468915E-002
 5.2940958E-001, 5.3171169E-002
 5.3156677E-001, 5.3794330E-002
 5.3372396E-001, 5.4385874E-002
 5.3588116E-001, 5.5058750E-002
 5.3803835E-001, 5.5843941E-002
 5.4019554E-001, 5.6645163E-002
 5.4235274E-001, 5.7382373E-002
 5.4450993E-001, 5.8058785E-002
 5.4666712E-001, 5.8734669E-002
 5.4882432E-001, 5.9420124E-002
 5.5098151E-001, 6.0023574E-002
 5.5313870E-001, 6.0509434E-002
 5.5529589E-001, 6.0960413E-002
 5.5745309E-001, 6.1516204E-002
 5.5961028E-001, 6.2202981E-002
 5.6176747E-001, 6.2879091E-002
 5.6392467E-001, 6.3500350E-002
 5.6608186E-001, 6.4140304E-002
 5.6823905E-001, 6.4865495E-002
 5.7017307E-001, 6.5587976E-002
 5.7210709E-001, 6.6375659E-002
 5.7404111E-001, 6.7326688E-002
 5.7597512E-001, 6.8397688E-002
 5.7790914E-001, 6.9362995E-002
 5.7984316E-001, 7.0021230E-002
 5.8177718E-001, 7.0458107E-002
 5.8371120E-001, 7.0866460E-002
 5.8564521E-001, 7.1362613E-002
 5.8757923E-001, 7.1871777E-002
 5.8951325E-001, 7.2353549E-002
 5.9144727E-001, 7.2850759E-002
 5.9338129E-001, 7.3430899E-002
 5.9531530E-001, 7.4113165E-002
 5.9724932E-001, 7.4842357E-002
 5.9918334E-001, 7.5529508E-002
 6.0111736E-001, 7.6123168E-002
 6.0305138E-001, 7.6677451E-002
 6.0498539E-001, 7.7238340E-002
 6.0691941E-001, 7.7804473E-002
 6.0885343E-001, 7.8367590E-002
 6.1078745E-001, 7.8945351E-002
 6.1272147E-001, 7.9553481E-002
 6.1465548E-001, 8.0159669E-002
 6.1658950E-001, 8.0753918E-002
 6.1852352E-001, 8.1385466E-002
 6.2045754E-001, 8.2099096E-002
 6.2239155E-001, 8.2868417E-002
 6.2432557E-001, 8.3631543E-002
 6.2625959E-001, 8.4366777E-002
 6.2819361E-001, 8.5097888E-002
 6.3012763E-001, 8.5818092E-002
 6.3206164E-001, 8.6502540E-002
 6.3399566E-001, 8.7118773E-002
 6.3592968E-001, 8.7659725E-002
 6.3786370E-001, 8.8176738E-002
 6.3979772E-001, 8.8692824E-002
 6.4173173E-001, 8.9181430E-002
 6.4345458E-001, 8.9636313E-002
 6.4517742E-001, 9.0264952E-002
 6.4690027E-001, 9.1129998E-002
 6.4862311E-001, 9.2095170E-002
 6.5034596E-001, 9.2909341E-002
 6.5206880E-001, 9.3497887E-002
 6.5379165E-001, 9.3966722E-002
 6.5551449E-001, 9.4466697E-002
 6.5723734E-001, 9.5025647E-002
 6.5896018E-001, 9.5576805E-002
 6.6049079E-001, 9.6050675E-002
 6.6202140E-001, 9.6582463E-002
 6.6355200E-001, 9.7208826E-002
 6.6508261E-001, 9.7838955E-002
 6.6661322E-001, 9.8330741E-002
 6.6814383E-001, 9.8670983E-002
 6.6967443E-001, 9.8952248E-002
 6.7120504E-001, 9.9291885E-002
 6.7273565E-001, 9.9742101E-002
 6.7426625E-001, 1.0028550E-001
 6.7579686E-001, 1.0088151E-001
 6.7732747E-001, 1.0148575E-001
 6.7885808E-001, 1.0206662E-001
 6.8038868E-001, 1.0258516E-001
 6.8191929E-001, 1.0305425E-001
 6.8344990E-001, 1.0352505E-001
 6.8498051E-001, 1.0404865E-001
 6.8651111E-001, 1.0459486E-001
 6.8804172E-001, 1.0508887E-001
 6.8957233E-001, 1.0549170E-001
 6.9110294E-001, 1.0582791E-001
 6.9263354E-001, 1.0614690E-001
 6.9416415E-001, 1.0650282E-001
 6.9569476E-001, 1.0690547E-001
 6.9722536E-001, 1.0734750E-001
 6.9875597E-001, 1.0783544E-001
 7.0011072E-001, 1.0832879E-001
 7.0146546E-001, 1.0890684E-001
 7.0282020E-001, 1.0957494E-001
 7.0417495E-001, 1.1026870E-001
 7.0552969E-001, 1.1086545E-001
 7.0688444E-001, 1.1126546E-001
 7.0823918E-001, 1.1153708E-001
 7.0959392E-001, 1.1177644E-001
 7.1094867E-001, 1.1206756E-001
 7.1230341E-001, 1.1242198E-001
 7.1365816E-001, 1.1280938E-001
 7.1501290E-001, 1.1318907E-001
 7.1636764E-001, 1.1354713E-001
 7.1772239E-001, 1.1387148E-001
 7.1907713E-001, 1.1414227E-001
 7.2043188E-001, 1.1436551E-001
 7.2178662E-001, 1.1457068E-001
 7.2314136E-001, 1.1480896E-001
 7.2449611E-001, 1.1506805E-001
 7.2585085E-001, 1.1530441E-001
 7.2720560E-001, 1.1552353E-001
 7.2856034E-001, 1.1576123E-001
 7.2991508E-001, 1.1604850E-001
 7.3126983E-001, 1.1637140E-001
 7.3262457E-001, 1.1667898E-001
 7.3397932E-001, 1.1695096E-001
 7.3533406E-001, 1.1718842E-001
 7.3668880E-001, 1.1738969E-001
 7.3804355E-001, 1.1757853E-001
 7.3939829E-001, 1.1782445E-001
 7.4075304E-001, 1.1816958E-001
 7.4210778E-001, 1.1855081E-001
 7.4346252E-001, 1.1887765E-001
 7.4481727E-001, 1.1915700E-001
 7.4617201E-001, 1.1943305E-001
 7.4752675E-001, 1.1970062E-001
 7.4888150E-001, 1.1994878E-001
 7.5023624E-001, 1.2018779E-001
 7.5159099E-001, 1.2044576E-001
 7.5294573E-001, 1.2073985E-001
 7.5430047E-001, 1.2104415E-001
 7.5565522E-001, 1.2131664E-001
 7.5700996E-001, 1.2152184E-001
 7.5836471E-001, 1.2165176E-001
 7.5971945E-001, 1.2172560E-001
 7.6107419E-001, 1.2182486E-001
 7.6242894E-001, 1.2204720E-001
 7.6378368E-001, 1.2236651E-001
 7.6513843E-001, 1.2267817E-001
 7.6649317E-001, 1.2290325E-001
 7.6784791E-001, 1.2310160E-001
 7.6920266E-001, 1.2339740E-001
 7.7055740E-001, 1.2381740E-001
 7.7191215E-001, 1.2429870E-001
 7.7326689E-001, 1.2479799E-001
 7.7462163E-001, 1.2528686E-001
 7.7597638E-001, 1.2574534E-001
 7.7733112E-001, 1.2616794E-001
 7.7868587E-001, 1.2660868E-001
 7.8004061E-001, 1.2713546E-001
 7.8139535E-001, 1.2777302E-001
 7.8275010E-001, 1.2850204E-001
 7.8410484E-001, 1.2924571E-001
 7.8545959E-001, 1.2994446E-001
 7.8681433E-001, 1.3064099E-001
 7.8816907E-001, 1.3144118E-001
 7.8952382E-001, 1.3238205E-001
 7.9087856E-001, 1.3340871E-001
 7.9223331E-001, 1.3447865E-001
 7.9358805E-001, 1.3554306E-001
 7.9494279E-001, 1.3663310E-001
 7.9629754E-001, 1.3776988E-001
 7.9765228E-001, 1.3895319E-001
 7.9900703E-001, 1.4023535E-001
 8.0036177E-001, 1.4163136E-001
 8.0171651E-001, 1.4306070E-001
 8.0307126E-001, 1.4448092E-001
 8.0442600E-001, 1.4599006E-001
 8.0578075E-001, 1.4766429E-001
 8.0713549E-001, 1.4947462E-001
 8.0849023E-001, 1.5131062E-001
 8.0984498E-001, 1.5311364E-001
 8.1119972E-001, 1.5491519E-001
 8.1255447E-001, 1.5679825E-001
 8.1390921E-001, 1.5882297E-001
 8.1526395E-001, 1.6100579E-001
 8.1646663E-001, 1.6301160E-001
 8.1766931E-001, 1.6520045E-001
 8.1887198E-001, 1.6743543E-001
 8.2007466E-001, 1.6964808E-001
 8.2127734E-001, 1.7187571E-001
 8.2248002E-001, 1.7420360E-001
 8.2368269E-001, 1.7660461E-001
 8.2475664E-001, 1.7865764E-001
 8.2583059E-001, 1.8074460E-001
 8.2690453E-001, 1.8280351E-001
 8.2797848E-001, 1.8484447E-001
 8.2905243E-001, 1.8678484E-001
 8.3012638E-001, 1.8864146E-001
 8.3120032E-001, 1.9046752E-001
 8.3227427E-001, 1.9220287E-001
 8.3334822E-001, 1.9379033E-001
 8.3442216E-001, 1.9520444E-001
 8.3549611E-001, 1.9638755E-001
 8.3657006E-001, 1.9731951E-001
 8.3764401E-001, 1.9803272E-001
 8.3871795E-001, 1.9831098E-001
 8.3979190E-001, 1.9795681E-001
 8.4086585E-001, 1.9693111E-001
 8.4193979E-001, 1.9525523E-001
 8.4301374E-001, 1.9284956E-001
 8.4408769E-001, 1.8966518E-001
 8.4516163E-001, 1.8572976E-001
 8.4623558E-001, 1.8093746E-001
 8.4730953E-001, 1.7526801E-001
 8.4838348E-001, 1.6857390E-001
 8.4945742E-001, 1.6080819E-001
 8.5053137E-001, 1.5193727E-001
 8.5160532E-001, 1.4201246E-001
 8.5267926E-001, 1.3106421E-001
 8.5375321E-001, 1.1921440E-001
 8.5482716E-001, 1.0652206E-001
 8.5590110E-001, 9.2991737E-002
 8.5697505E-001, 7.8630375E-002
 8.5804900E-001, 6.3530197E-002
 8.5912295E-001, 4.7922602E-002
 8.6019689E-001, 3.2108691E-002
 8.6127084E-001, 1.6661933E-002
 8.6234479E-001, 2.0748092E-003
 8.6341873E-001,-1.1173914E-002
 8.6449268E-001,-2.2638994E-002
 8.6556663E-001,-3.1808512E-002
 8.6664057E-001,-3.8245394E-002
 8.6771452E-001,-4.1592289E-002
 8.6878847E-001,-4.1555104E-002
 8.6986242E-001,-3.7940588E-002
 8.7093636E-001,-3.0434616E-002
 8.7201031E-001,-1.9240238E-002
