cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 1.0000000E+000, 6.7589557E+002, 6.8021211E+002, 2.1309747E-001, 8.4430480E+001, 9.0151663E+001, 8.9890710E-002, 6.2778130E-002, 3.4430375E-002, 1.3751741E-002, 3.4733085E-001, 6.5703536E-002, 1.0834068E-002, 4.6391567E-001, 1.1398882E-002, 4.4750593E-004
 3.0000000E+000, 7.2092636E+002, 7.2637574E+002, 2.1309747E-001, 8.5191797E+001, 9.1964608E+001, 8.9890710E-002, 6.7198758E-002, 3.6870983E-002, 1.4936234E-002, 3.0015446E-001, 7.0528486E-002, 1.1767594E-002, 4.9718782E-001, 1.2671593E-002, 4.9433405E-004
 5.0000000E+000, 7.7078219E+002, 7.7844690E+002, 8.1322499E-001, 9.3167823E+001, 1.0395337E+002, 2.2304464E-001, 7.0357155E-002, 3.9415371E-002, 1.6265604E-002, 2.5742833E-001, 7.5606444E-002, 1.2815428E-002, 5.2664670E-001, 1.4137112E-002, 5.4713417E-004
 7.0000000E+000, 8.1620548E+002, 8.2637723E+002, 1.1319628E+000, 1.0179316E+002, 1.1734141E+002, 2.7991131E-001, 7.2007111E-002, 4.1784886E-002, 1.7390655E-002, 2.2437705E-001, 8.0219991E-002, 1.3702069E-002, 5.4895738E-001, 1.5411610E-002, 5.9435430E-004
 9.0000000E+000, 8.5634075E+002, 8.6916661E+002, 1.4407758E+000, 1.0842922E+002, 1.2848678E+002, 3.2391793E-001, 7.2830353E-002, 4.3985759E-002, 1.8221029E-002, 1.9814473E-001, 8.4319497E-002, 1.4356182E-002, 5.6650380E-001, 1.6395872E-002, 6.3363361E-004
 1.1000000E+001, 8.9130892E+002, 9.0679111E+002, 1.7253391E+000, 1.1217518E+002, 1.3645788E+002, 3.5946978E-001, 7.3251732E-002, 4.5991606E-002, 1.8739556E-002, 1.7700451E-001, 8.7858398E-002, 1.4764226E-002, 5.8069294E-001, 1.7062835E-002, 6.6414404E-004
 1.3000000E+001, 9.2228086E+002, 9.4035157E+002, 1.9885330E+000, 1.1406836E+002, 1.4253734E+002, 3.8758308E-001, 7.3374565E-002, 4.7810708E-002, 1.9119108E-002, 1.5952691E-001, 9.0990126E-002, 1.5062675E-002, 5.9237071E-001, 1.7579705E-002, 6.8982869E-004
 1.5000000E+001, 9.5029855E+002, 9.7093365E+002, 2.2283655E+000, 1.1478424E+002, 1.4727529E+002, 4.1085067E-001, 7.3316026E-002, 4.9509556E-002, 1.9370561E-002, 1.4454958E-001, 9.3828918E-002, 1.5260074E-002, 6.0238050E-001, 1.7960724E-002, 7.1149424E-004
 1.7000000E+001, 9.7608519E+002, 9.9922460E+002, 2.4517314E+000, 1.1497537E+002, 1.5113795E+002, 4.3148236E-001, 7.3106093E-002, 5.1091405E-002, 1.9591491E-002, 1.3141279E-001, 9.6458625E-002, 1.5433451E-002, 6.1108521E-001, 1.8303661E-002, 7.3144997E-004
 1.9000000E+001, 1.0003798E+003, 1.0259985E+003, 2.6582932E+000, 1.1463239E+002, 1.5437384E+002, 4.5041614E-001, 7.2762189E-002, 5.2601180E-002, 1.9797841E-002, 1.1958317E-001, 9.8962132E-002, 1.5595365E-002, 6.1884290E-001, 1.8626296E-002, 7.5042528E-004
 2.1000000E+001, 1.0235936E+003, 1.0516592E+003, 2.8541094E+000, 1.1392854E+002, 1.5715176E+002, 4.7071583E-001, 7.2325447E-002, 5.4063831E-002, 1.9972779E-002, 1.0874308E-001, 1.0136549E-001, 1.5732511E-002, 6.2590975E-001, 1.8913099E-002, 7.6824974E-004
 2.3000000E+001, 1.0460418E+003, 1.0765383E+003, 3.0369809E+000, 1.1312029E+002, 1.5976853E+002, 4.9237806E-001, 7.1804803E-002, 5.5494899E-002, 2.0129325E-002, 9.8656433E-002, 1.0370343E-001, 1.5855158E-002, 6.3243839E-001, 1.9178525E-002, 7.8538079E-004
 2.5000000E+001, 1.0675058E+003, 1.1004087E+003, 3.2119596E+000, 1.1261482E+002, 1.6260789E+002, 5.1309530E-001, 7.1288569E-002, 5.6876859E-002, 2.0231017E-002, 8.9228538E-002, 1.0592122E-001, 1.5934531E-002, 6.3857491E-001, 1.9386749E-002, 8.0087904E-004
 2.7000000E+001, 1.0878309E+003, 1.1230658E+003, 3.3747867E+000, 1.1196456E+002, 1.6543012E+002, 5.3664663E-001, 7.0834841E-002, 5.8216530E-002, 2.0223523E-002, 8.0398237E-002, 1.0798702E-001, 1.5927732E-002, 6.4444737E-001, 1.9481408E-002, 8.1347995E-004
 2.9000000E+001, 1.1070985E+003, 1.1445150E+003, 3.5301264E+000, 1.1112369E+002, 1.6856274E+002, 5.6031782E-001, 7.0490224E-002, 5.9505626E-002, 2.0095614E-002, 7.2067424E-002, 1.0987984E-001, 1.5825903E-002, 6.5015735E-001, 1.9450004E-002, 8.2284353E-004
 3.1000000E+001, 1.1242383E+003, 1.1634126E+003, 3.5301264E+000, 1.0975650E+002, 1.7206382E+002, 5.6031782E-001, 7.0445121E-002, 6.0670751E-002, 1.9784350E-002, 6.4246629E-002, 1.1143891E-001, 1.5579401E-002, 6.5585512E-001, 1.9229051E-002, 8.2699545E-004
 3.3000000E+001, 1.1384149E+003, 1.1785558E+003, 3.8022982E+000, 1.0791947E+002, 1.7677155E+002, 6.2552534E-001, 7.0866791E-002, 6.1639368E-002, 1.9241580E-002, 5.6975734E-002, 1.1251621E-001, 1.5150261E-002, 6.6164389E-001, 1.8768684E-002, 8.2427541E-004
 3.5000000E+001, 1.1492258E+003, 1.1894363E+003, 3.9163019E+000, 1.0570341E+002, 1.8333849E+002, 6.7181609E-001, 7.1882650E-002, 6.2378940E-002, 1.8404595E-002, 5.0228543E-002, 1.1301339E-001, 1.4488998E-002, 6.6766932E-001, 1.8003136E-002, 8.1293063E-004
 3.7000000E+001, 1.1560074E+003, 1.1952423E+003, 4.0147425E+000, 1.0340073E+002, 1.9191142E+002, 7.3078367E-001, 7.3544402E-002, 6.2810148E-002, 1.7347049E-002, 4.4041779E-002, 1.1286729E-001, 1.3653811E-002, 6.7385096E-001, 1.7005750E-002, 7.9409115E-004
 3.9000000E+001, 1.1575103E+003, 1.1945085E+003, 4.0950683E+000, 1.0179640E+002, 2.0230992E+002, 8.0674264E-001, 7.6038296E-002, 6.2819817E-002, 1.6061924E-002, 3.8492917E-002, 1.1190012E-001, 1.2639234E-002, 6.8023067E-001, 1.5768807E-002, 7.6679410E-004
 4.1000000E+001, 1.1536294E+003, 1.1873123E+003, 4.1647478E+000, 1.0142376E+002, 2.1361521E+002, 8.6198140E-001, 7.9244941E-002, 6.2388964E-002, 1.4695113E-002, 3.3576762E-002, 1.1019705E-001, 1.1560459E-002, 6.8659837E-001, 1.4441662E-002, 7.3434618E-004
 4.3000000E+001, 1.1444318E+003, 1.1739102E+003, 4.2192025E+000, 1.0325616E+002, 2.2564532E+002, 9.1643797E-001, 8.3118967E-002, 6.1499638E-002, 1.3334967E-002, 2.9214649E-002, 1.0780015E-001, 1.0487248E-002, 6.9289150E-001, 1.3114706E-002, 6.9872476E-004
 4.5000000E+001, 1.1304267E+003, 1.1552003E+003, 4.2582649E+000, 1.0853761E+002, 2.3831760E+002, 9.7312817E-001, 8.7548182E-002, 6.0191136E-002, 1.2034976E-002, 2.5350582E-002, 1.0481118E-001, 9.4618047E-003, 6.9903808E-001, 1.1843805E-002, 6.6149655E-004
 4.7000000E+001, 1.1120667E+003, 1.1318866E+003, 4.2791587E+000, 1.1814303E+002, 2.5153351E+002, 1.0393162E+000, 9.2428302E-002, 5.8496644E-002, 1.0854284E-002, 2.1912753E-002, 1.0132707E-001, 8.5307995E-003, 7.0497462E-001, 1.0690409E-002, 6.2432774E-004
