cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_Soot,r_rad1,HF,radHF,z_rad,HF_vert,r_rad2,HF_hori,r_rad3,TC_03,TC_30,TC_41,TC_51,TC_61,TC_03_RMS,TC_30_RMS,TC_41_RMS,TC_51_RMS,TC_61_RMS
 1.0000000E+000, 7.1074894E+002, 7.1189209E+002,-9.8112165E-003, 5.5836895E+001, 5.8714150E+001, 6.7318797E-002, 1.8954060E-002, 3.7850538E-002, 2.8596147E-002, 4.4155915E-001, 1.0595093E-001, 2.8596147E-002, 3.3849303E-001, 0.0000000E+000,-4.0000000E+000, 2.0212354E+001, 1.4866215E+001, 0.0000000E+000, 7.0382548E-001, 1.6155494E+001, 2.7189097E+000,-4.0000000E+000, 1.0538131E+003, 7.2722267E+002, 6.5482783E+002, 5.9361125E+002, 5.4308188E+002, 1.1926652E+002, 1.7085146E+002, 1.5934037E+002, 1.3660938E+002, 1.1339012E+002
 3.0000000E+000, 7.9922444E+002, 8.0270518E+002, 2.4612394E-001, 1.0311727E+002, 1.0936251E+002, 1.0004234E-001, 2.1388030E-002, 4.3460574E-002, 3.1801844E-002, 3.6563188E-001, 1.2060542E-001, 3.1801844E-002, 3.8531040E-001, 0.0000000E+000,-3.0000000E+000, 1.9186704E+001, 1.4414665E+001, 2.5423729E+000, 6.7625592E-001, 1.8462585E+001, 2.1201587E+000,-2.0000000E+000, 8.8825880E+002, 9.3711441E+002, 8.2566438E+002, 7.0026901E+002, 6.0376213E+002, 9.0180734E+001, 2.0428718E+002, 1.9559744E+002, 1.6258961E+002, 1.2988516E+002
 5.0000000E+000, 9.9463254E+002, 1.0059585E+003, 6.5027809E-001, 1.9461036E+002, 2.0985300E+002, 1.5938710E-001, 2.6131765E-002, 5.4773009E-002, 3.4568139E-002, 2.3139159E-001, 1.4642083E-001, 3.4568139E-002, 4.7214653E-001, 0.0000000E+000,-2.0000000E+000, 1.8479630E+001, 1.4016668E+001, 5.0847458E+000, 8.7331687E-001, 2.0770544E+001, 1.7157986E+000,-1.0000000E-002, 8.6102886E+002, 1.0094016E+003, 8.9579498E+002, 7.4098797E+002, 6.2350469E+002, 8.5933432E+001, 2.1239079E+002, 2.1172893E+002, 1.7669818E+002, 1.3706680E+002
 7.0000000E+000, 1.0378051E+003, 1.0511767E+003, 1.0810061E+000, 2.0531699E+002, 2.2249366E+002, 2.2548331E-001, 2.7755187E-002, 5.7112688E-002, 3.4307442E-002, 2.0463025E-001, 1.5093138E-001, 3.4307442E-002, 4.9095561E-001, 0.0000000E+000,-1.0000000E+000, 1.8099168E+001, 1.3692614E+001, 7.6271186E+000, 9.0633463E-001, 2.3079112E+001, 1.4232378E+000, 2.0000000E+000, 8.8587912E+002, 9.1867805E+002, 8.0589784E+002, 6.8912700E+002, 5.9521175E+002, 1.2352860E+002, 2.0918181E+002, 2.0378425E+002, 1.7382174E+002, 1.3862564E+002
 9.0000000E+000, 1.1185481E+003, 1.1354380E+003, 1.4840871E+000, 2.1454118E+002, 2.3622385E+002, 3.1048985E-001, 3.4855893E-002, 6.1215493E-002, 3.1592449E-002, 1.4841487E-001, 1.5664054E-001, 3.1592449E-002, 5.3568831E-001, 0.0000000E+000,-1.0000000E-002, 1.8099168E+001, 1.3692614E+001, 1.0169492E+001, 8.4622570E-001, 2.5388123E+001, 1.2015833E+000, 4.0000000E+000, 1.0873625E+003, 7.0896200E+002, 6.5148707E+002, 5.9836348E+002, 5.4546531E+002, 1.4668303E+002, 1.8878668E+002, 1.7089946E+002, 1.5173955E+002, 1.2751240E+002
 1.1000000E+001, 1.1395634E+003, 1.1564235E+003, 1.8356703E+000, 2.1628436E+002, 2.4151216E+002, 4.1921736E-001, 4.1193167E-002, 6.1906811E-002, 2.9204905E-002, 1.2381497E-001, 1.5574916E-001, 2.9204905E-002, 5.5892609E-001, 0.0000000E+000, 1.0000000E+000, 1.7976503E+001, 1.3575654E+001, 1.2711864E+001, 8.4218457E-001, 2.7697465E+001, 1.0279393E+000, 6.0000000E+000, 1.2153422E+003, 5.9175544E+002, 5.6590667E+002, 5.3727144E+002, 4.9820613E+002, 1.3428369E+002, 1.6580170E+002, 1.5613108E+002, 1.4309526E+002, 1.1510644E+002
 1.3000000E+001, 1.1472614E+003, 1.1633404E+003, 2.1332314E+000, 2.2332979E+002, 2.5221414E+002, 5.4513809E-001, 4.7702644E-002, 6.1863066E-002, 2.6727979E-002, 1.0520030E-001, 1.5328036E-001, 2.6727979E-002, 5.7849768E-001, 0.0000000E+000, 2.0000000E+000, 1.8109599E+001, 1.3648834E+001, 1.5254237E+001, 8.7755607E-001, 3.0007063E+001, 8.8866568E-001, 8.0000000E+000, 1.1797724E+003, 5.1971272E+002, 5.0984718E+002, 4.8703995E+002, 4.5452752E+002, 1.8659577E+002, 1.5507149E+002, 1.5172142E+002, 1.3758913E+002, 1.1013447E+002
 1.5000000E+001, 1.1456153E+003, 1.1606111E+003, 2.3845025E+000, 2.2853640E+002, 2.5958320E+002, 6.7475446E-001, 5.4149975E-002, 6.1253353E-002, 2.4516302E-002, 9.0491173E-002, 1.4993057E-001, 2.4516302E-002, 5.9514232E-001, 0.0000000E+000, 3.0000000E+000, 1.8316673E+001, 1.3776805E+001, 1.7796610E+001, 8.9422835E-001, 3.2316861E+001, 7.5189581E-001, 1.0000000E+001, 1.0790092E+003, 4.4245888E+002, 4.4619865E+002, 4.3870481E+002, 4.1518999E+002, 2.1750902E+002, 1.4069348E+002, 1.3767817E+002, 1.2725911E+002, 1.0975991E+002
 1.7000000E+001, 1.1387372E+003, 1.1524519E+003, 2.6000143E+000, 2.3661235E+002, 2.6944009E+002, 7.9566893E-001, 6.0325208E-002, 6.0306185E-002, 2.2658626E-002, 7.8276292E-002, 1.4624884E-001, 2.2658626E-002, 6.0952623E-001, 0.0000000E+000, 4.0000000E+000, 1.8895028E+001, 1.4054452E+001, 2.0338983E+001, 8.9424658E-001, 3.4626819E+001, 6.6153559E-001, 1.2000000E+001, 7.8636971E+002, 3.7236145E+002, 3.9069459E+002, 3.8646809E+002, 3.7833244E+002, 1.5449436E+002, 1.0712627E+002, 1.1440275E+002, 1.0481654E+002, 9.7787583E+001
