s,m/s
Time,"w"
 0.0000000E+000, 4.8491716E-004
 1.1522827E-002, 4.7658570E-004
 2.3045655E-002, 4.6943291E-004
 3.4568482E-002, 5.5242686E-004
 4.6091309E-002, 1.0520841E-003
 5.7614136E-002, 2.0127471E-003
 6.9136964E-002, 3.5802488E-003
 8.0659791E-002, 5.4620887E-003
 9.2182618E-002, 7.4567010E-003
 1.0370545E-001, 9.5153222E-003
 1.1522827E-001, 1.1586380E-002
 1.2675110E-001, 1.3657499E-002
 1.3827393E-001, 1.5711081E-002
 1.4979675E-001, 1.7738133E-002
 1.6131958E-001, 1.9688781E-002
 1.7284241E-001, 2.1407620E-002
 1.8436524E-001, 2.2562979E-002
 1.9588806E-001, 2.2982647E-002
 2.0741089E-001, 2.2832454E-002
 2.1893372E-001, 2.2542496E-002
 2.3045655E-001, 2.2257185E-002
 2.4197937E-001, 2.2109232E-002
 2.5350220E-001, 2.2283264E-002
 2.6502503E-001, 2.3352625E-002
 2.7654785E-001, 2.4926973E-002
 2.8807068E-001, 2.6979077E-002
 2.9959351E-001, 2.9364281E-002
 3.1111634E-001, 3.1926882E-002
 3.2263916E-001, 3.4238732E-002
 3.3416199E-001, 3.6781277E-002
 3.4568482E-001, 4.1151797E-002
 3.5720765E-001, 4.7181764E-002
 3.6730802E-001, 5.1883100E-002
 3.7740838E-001, 5.3146990E-002
 3.8750875E-001, 4.9710752E-002
 3.9626498E-001, 4.6010878E-002
 4.0502120E-001, 4.5634515E-002
 4.1266175E-001, 4.8534376E-002
 4.1906167E-001, 5.2423348E-002
 4.2374116E-001, 5.5993692E-002
 4.2842065E-001, 5.9797736E-002
 4.3310014E-001, 6.3090546E-002
 4.3777963E-001, 6.5230952E-002
 4.4245912E-001, 6.6320076E-002
 4.4713861E-001, 6.7195525E-002
 4.5181810E-001, 6.8298519E-002
 4.5696554E-001, 6.9854506E-002
 4.6211298E-001, 7.1567295E-002
 4.6726042E-001, 7.3360655E-002
 4.7240786E-001, 7.5375621E-002
 4.7755530E-001, 7.7737225E-002
 4.8270274E-001, 8.0515529E-002
 4.8836492E-001, 8.3853755E-002
 4.9402710E-001, 8.7269214E-002
 4.9968929E-001, 9.0688441E-002
 5.0535147E-001, 9.4256956E-002
 5.1101365E-001, 9.8050230E-002
 5.1667584E-001, 1.0199265E-001
 5.2233802E-001, 1.0610447E-001
 5.2739552E-001, 1.0987727E-001
 5.3245302E-001, 1.1410107E-001
 5.3751052E-001, 1.1877100E-001
 5.4194218E-001, 1.2286414E-001
 5.4637384E-001, 1.2741515E-001
 5.5080550E-001, 1.3279627E-001
 5.5523716E-001, 1.3884087E-001
 5.5966882E-001, 1.4553621E-001
 5.6410048E-001, 1.5310489E-001
 5.6853214E-001, 1.6180758E-001
 5.7296381E-001, 1.7159887E-001
 5.7739547E-001, 1.8263247E-001
 5.8182713E-001, 1.9465275E-001
 5.8625879E-001, 2.0728430E-001
 5.9069045E-001, 2.1980419E-001
 5.9512211E-001, 2.3301135E-001
 5.9955377E-001, 2.4999859E-001
 6.0398543E-001, 2.7282408E-001
 6.0841709E-001, 3.0368501E-001
 6.1284875E-001, 3.4202991E-001
 6.1728041E-001, 3.8762626E-001
 6.2171207E-001, 4.4269082E-001
 6.2614374E-001, 5.1175267E-001
 6.2990781E-001, 5.8958518E-001
 6.3367188E-001, 6.8833704E-001
 6.3701433E-001, 7.9104492E-001
 6.4035679E-001, 9.0961677E-001
 6.4320906E-001, 1.0095872E+000
 6.4606134E-001, 1.1076194E+000
 6.4891361E-001, 1.1937342E+000
 6.5176589E-001, 1.2597769E+000
 6.5428120E-001, 1.2974966E+000
 6.5679651E-001, 1.3187840E+000
 6.5931183E-001, 1.3218311E+000
 6.6182714E-001, 1.3088845E+000
 6.6434246E-001, 1.2847559E+000
 6.6685777E-001, 1.2538782E+000
 6.6937309E-001, 1.2219385E+000
 6.7188840E-001, 1.1923097E+000
 6.7440372E-001, 1.1683812E+000
 6.7691903E-001, 1.1509451E+000
 6.7943434E-001, 1.1391109E+000
 6.8194966E-001, 1.1320806E+000
 6.8446497E-001, 1.1272719E+000
 6.8698029E-001, 1.1227071E+000
 6.8949560E-001, 1.1168764E+000
 6.9201092E-001, 1.1081640E+000
 6.9452623E-001, 1.0954833E+000
 6.9704155E-001, 1.0781424E+000
 6.9930452E-001, 1.0583107E+000
 7.0156750E-001, 1.0353200E+000
 7.0383047E-001, 1.0094058E+000
 7.0609345E-001, 9.8104123E-001
 7.0835643E-001, 9.5119755E-001
 7.1061940E-001, 9.2081797E-001
 7.1288238E-001, 8.9059883E-001
 7.1514536E-001, 8.6083127E-001
 7.1740833E-001, 8.3130880E-001
 7.1967131E-001, 8.0183567E-001
 7.2193428E-001, 7.7211906E-001
 7.2419726E-001, 7.4195958E-001
 7.2646024E-001, 7.1113168E-001
 7.2872321E-001, 6.7962882E-001
 7.3098619E-001, 6.4796288E-001
 7.3324917E-001, 6.1638528E-001
 7.3551214E-001, 5.8527600E-001
 7.3777512E-001, 5.5502343E-001
 7.4003809E-001, 5.2597568E-001
 7.4230107E-001, 4.9848757E-001
 7.4456405E-001, 4.7263898E-001
 7.4682702E-001, 4.4842184E-001
 7.4909000E-001, 4.2585913E-001
 7.5135298E-001, 4.0477764E-001
 7.5361595E-001, 3.8513624E-001
 7.5587893E-001, 3.6662861E-001
 7.5814190E-001, 3.4921496E-001
 7.6040488E-001, 3.3256063E-001
 7.6243484E-001, 3.1835864E-001
 7.6446479E-001, 3.0528932E-001
 7.6649475E-001, 2.9291480E-001
 7.6852470E-001, 2.8090953E-001
 7.7055466E-001, 2.6946369E-001
 7.7258461E-001, 2.5878990E-001
 7.7461457E-001, 2.4880478E-001
 7.7664452E-001, 2.3976385E-001
 7.7867448E-001, 2.3197338E-001
 7.8070443E-001, 2.2514954E-001
 7.8273439E-001, 2.1917941E-001
 7.8476434E-001, 2.1424144E-001
 7.8679430E-001, 2.1080592E-001
 7.8882425E-001, 2.0841689E-001
 7.9085421E-001, 2.0743489E-001
 7.9288416E-001, 2.0815488E-001
 7.9491412E-001, 2.1097577E-001
 7.9694407E-001, 2.1528691E-001
 7.9897403E-001, 2.2186888E-001
 8.0100398E-001, 2.3035353E-001
 8.0303394E-001, 2.3985541E-001
 8.0506389E-001, 2.5038280E-001
 8.0709385E-001, 2.6118088E-001
 8.0912380E-001, 2.7160404E-001
 8.1115376E-001, 2.8168276E-001
 8.1318371E-001, 2.9079473E-001
 8.1521367E-001, 2.9890245E-001
 8.1724362E-001, 3.0616515E-001
 8.1927358E-001, 3.1225740E-001
 8.2130353E-001, 3.1703364E-001
 8.2333349E-001, 3.2101573E-001
 8.2536344E-001, 3.2451555E-001
 8.2739340E-001, 3.2855942E-001
 8.2942335E-001, 3.3204887E-001
 8.3145331E-001, 3.3537859E-001
 8.3348326E-001, 3.3830882E-001
 8.3551322E-001, 3.4068924E-001
 8.3754317E-001, 3.4199565E-001
 8.3957313E-001, 3.4386964E-001
 8.4160308E-001, 3.4536730E-001
 8.4363304E-001, 3.4810789E-001
 8.4566299E-001, 3.5197348E-001
 8.4769295E-001, 3.5801877E-001
 8.4972290E-001, 3.6751120E-001
 8.5175286E-001, 3.7709417E-001
 8.5378281E-001, 3.8838660E-001
 8.5581277E-001, 3.9236794E-001
 8.5784272E-001, 3.8878317E-001
 8.5987268E-001, 3.7530888E-001
 8.6190263E-001, 3.5676950E-001
 8.6393259E-001, 3.3922599E-001
 8.6596254E-001, 3.3064419E-001
 8.6799250E-001, 3.3878061E-001
 8.7002246E-001, 3.6151138E-001
 8.7205241E-001, 4.0012441E-001
 8.7408237E-001, 4.7595010E-001
 8.7611232E-001, 5.9016127E-001
 8.7814228E-001, 7.6956827E-001
 8.8017223E-001, 9.9724110E-001
 8.8220219E-001, 1.2471890E+000
 8.8423214E-001, 1.4870537E+000
 8.8626210E-001, 1.6876987E+000
 8.8829205E-001, 1.8408433E+000
 8.9032201E-001, 1.9500320E+000
 8.9235196E-001, 2.0294546E+000
 8.9438192E-001, 2.0713459E+000
 8.9641187E-001, 2.0897686E+000
 8.9844183E-001, 2.0861623E+000
 9.0047178E-001, 2.0591148E+000
 9.0250174E-001, 2.0444015E+000
 9.0453169E-001, 2.0442757E+000
 9.0656165E-001, 2.0938110E+000
 9.0859160E-001, 2.2246682E+000
