cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 9.2473345E+002, 9.3314078E+002, 7.5232287E-001, 1.5690520E+001, 2.1368969E+001, 6.0423796E-002, 6.0009557E-002, 5.6144921E-002, 1.8216482E-002, 9.8791597E-002, 9.6748366E-002, 1.6057925E-002, 6.4631558E-001, 1.7457512E-002, 3.1705890E-003
 2.2806122E+000, 9.4713304E+002, 9.5725564E+002, 1.0903123E+000, 1.7360692E+001, 2.5025396E+001, 8.2233846E-002, 5.9903996E-002, 5.7073867E-002, 1.8412238E-002, 8.9834703E-002, 9.8231818E-002, 1.6229700E-002, 6.5250560E-001, 1.7736315E-002, 3.2252067E-003
 4.3112245E+000, 9.6659569E+002, 9.7859090E+002, 1.4192272E+000, 1.9364688E+001, 2.9137544E+001, 1.0518208E-001, 5.9585416E-002, 5.8056696E-002, 1.8497242E-002, 8.2162409E-002, 9.9686486E-002, 1.6302897E-002, 6.5784359E-001, 1.7895611E-002, 3.2629783E-003
 6.3418367E+000, 9.8389097E+002, 9.9772096E+002, 1.7344418E+000, 2.1637302E+001, 3.3387920E+001, 1.2702792E-001, 5.9215074E-002, 5.9055214E-002, 1.8455576E-002, 7.5445787E-002, 1.0104730E-001, 1.6263460E-002, 6.6263688E-001, 1.7920446E-002, 3.2813621E-003
 8.3724490E+000, 9.9959107E+002, 1.0151388E+003, 2.0264786E+000, 2.3810027E+001, 3.7229293E+001, 1.5072203E-001, 5.8872078E-002, 6.0059222E-002, 1.8285049E-002, 6.9411008E-002, 1.0229946E-001, 1.6109467E-002, 6.6711036E-001, 1.7809620E-002, 3.2801233E-003
 1.0403061E+001, 1.0136871E+003, 1.0308057E+003, 2.2980943E+000, 2.5637007E+001, 4.0347480E+001, 1.7275480E-001, 5.8631919E-002, 6.1027275E-002, 1.7996199E-002, 6.3990767E-002, 1.0339565E-001, 1.5850384E-002, 6.7132230E-001, 1.7573261E-002, 3.2602005E-003
 1.2433673E+001, 1.0267497E+003, 1.0453406E+003, 2.5463571E+000, 2.7190541E+001, 4.2989555E+001, 1.9501492E-001, 5.8511345E-002, 6.1967199E-002, 1.7601054E-002, 5.8956028E-002, 1.0435813E-001, 1.5496885E-002, 6.7542796E-001, 1.7225180E-002, 3.2237450E-003
 1.4464286E+001, 1.0387390E+003, 1.0587177E+003, 2.7772308E+000, 2.8562257E+001, 4.5193321E+001, 2.1733283E-001, 5.8527050E-002, 6.2859578E-002, 1.7116622E-002, 5.4283830E-002, 1.0517531E-001, 1.5064133E-002, 6.7942734E-001, 1.6782446E-002, 3.1729638E-003
 1.6494898E+001, 1.0501941E+003, 1.0715070E+003, 2.9888437E+000, 3.0117531E+001, 4.7789771E+001, 2.3999732E-001, 5.8655340E-002, 6.3713254E-002, 1.6565391E-002, 4.9859581E-002, 1.0587959E-001, 1.4572097E-002, 6.8336728E-001, 1.6268772E-002, 3.1114216E-003
 1.8525510E+001, 1.0612256E+003, 1.0838369E+003, 3.1877696E+000, 3.2139169E+001, 5.1071929E+001, 2.6431778E-001, 5.8902354E-002, 6.4519601E-002, 1.5956298E-002, 4.5669962E-002, 1.0646705E-001, 1.4028744E-002, 6.8724788E-001, 1.5693232E-002, 3.0403122E-003
 2.0556122E+001, 1.0718382E+003, 1.0957082E+003, 3.3715810E+000, 3.4230315E+001, 5.4395913E+001, 2.8697393E-001, 5.9281015E-002, 6.5266925E-002, 1.5299564E-002, 4.1687620E-002, 1.0693076E-001, 1.3443184E-002, 6.9107979E-001, 1.5066540E-002, 2.9610309E-003
 2.2586735E+001, 1.0822084E+003, 1.1072864E+003, 3.5459721E+000, 3.6193724E+001, 5.7901185E+001, 3.1001948E-001, 5.9780362E-002, 6.5949862E-002, 1.4612680E-002, 3.7895157E-002, 1.0727881E-001, 1.2830979E-002, 6.9484992E-001, 1.4406524E-002, 2.8760826E-003
 2.4617347E+001, 1.0920084E+003, 1.1181627E+003, 3.7073754E+000, 3.8164523E+001, 6.1942568E+001, 3.3281373E-001, 6.0470286E-002, 6.6534803E-002, 1.3889514E-002, 3.4294599E-002, 1.0745969E-001, 1.2186761E-002, 6.9858600E-001, 1.3707275E-002, 2.7841867E-003
 2.6647959E+001, 1.1013704E+003, 1.1284729E+003, 3.8592405E+000, 3.9918108E+001, 6.6338197E+001, 3.5765052E-001, 6.1340566E-002, 6.7009488E-002, 1.3155598E-002, 3.0871870E-002, 1.0747911E-001, 1.1533251E-002, 7.0226249E-001, 1.2994778E-002, 2.6889340E-003
 2.8678571E+001, 1.1098138E+003, 1.1376503E+003, 3.9992058E+000, 4.2253672E+001, 7.2005144E+001, 3.8563346E-001, 6.2483795E-002, 6.7342471E-002, 1.2387685E-002, 2.7615828E-002, 1.0727350E-001, 1.0849864E-002, 7.0594546E-001, 1.2246150E-002, 2.5866356E-003
 3.0709184E+001, 1.1169553E+003, 1.1451473E+003, 4.1291256E+000, 4.6422827E+001, 8.0661507E+001, 4.1645991E-001, 6.3941501E-002, 6.7501761E-002, 1.1596682E-002, 2.4536020E-002, 1.0680853E-001, 1.0146371E-002, 7.0962677E-001, 1.1472534E-002, 2.4784938E-003
 3.2739796E+001, 1.1231087E+003, 1.1512937E+003, 4.2454991E+000, 5.2740689E+001, 9.2756703E+001, 4.5851005E-001, 6.5654498E-002, 6.7513729E-002, 1.0791200E-002, 2.1626233E-002, 1.0612798E-001, 9.4303625E-003, 7.1328182E-001, 1.0682845E-002, 2.3661284E-003
 3.4770408E+001, 1.1274536E+003, 1.1551648E+003, 4.3519816E+000, 6.0951908E+001, 1.0787187E+002, 5.0963265E-001, 6.7694876E-002, 6.7335158E-002, 9.9715687E-003, 1.8919168E-002, 1.0517273E-001, 8.7022358E-003, 7.1690861E-001, 9.8772703E-003, 2.2490063E-003
 3.6801020E+001, 1.1295173E+003, 1.1562000E+003, 4.4436981E+000, 7.1352526E+001, 1.2581139E+002, 5.6413131E-001, 7.0134125E-002, 6.6922792E-002, 9.1471534E-003, 1.6390353E-002, 1.0389175E-001, 7.9704200E-003, 7.2053475E-001, 9.0654090E-003, 2.1279774E-003
 3.8831633E+001, 1.1290127E+003, 1.1540893E+003, 4.5261743E+000, 8.3852427E+001, 1.4597497E+002, 6.2294535E-001, 7.2966289E-002, 6.6279143E-002, 8.3142893E-003, 1.4070679E-002, 1.0228514E-001, 7.2316515E-003, 7.2414077E-001, 8.2434285E-003, 2.0025024E-003
 4.0862245E+001, 1.1256181E+003, 1.1485702E+003, 4.5906200E+000, 9.7877133E+001, 1.6742563E+002, 6.9150253E-001, 7.6213527E-002, 6.5393824E-002, 7.4714613E-003, 1.1955570E-002, 1.0033734E-001, 6.4846083E-003, 7.2773869E-001, 7.4100131E-003, 1.8722553E-003
 4.2892857E+001, 1.1189153E+003, 1.1393341E+003, 4.6440103E+000, 1.1257029E+002, 1.8857127E+002, 7.6979262E-001, 7.9885304E-002, 6.4256079E-002, 6.6245003E-003, 1.0055263E-002, 9.8038676E-002, 5.7344996E-003, 7.3131656E-001, 6.5710002E-003, 1.7379284E-003
