cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_Soot,r_rad1,HF,radHF,z_rad,HF_vert,r_rad2,HF_hori,r_rad3,TC_03,TC_30,TC_41,TC_51,TC_61,TC_03_RMS,TC_30_RMS,TC_41_RMS,TC_51_RMS,TC_61_RMS
 1.0000000E+000, 7.5703915E+002, 7.5445999E+002, 2.6309503E-001, 5.4324358E+001, 5.6170590E+001, 6.8800727E-002, 3.3570271E-002, 2.7527507E-002, 3.5852142E-002, 4.2560163E-001, 9.2611554E-002, 3.5852142E-002, 3.4886899E-001, 0.0000000E+000,-4.0000000E+000, 4.7731619E+001, 4.3726356E+001, 0.0000000E+000, 9.4269278E-001, 1.6155494E+001, 6.0042894E+000,-4.0000000E+000, 9.2944729E+002, 1.2096778E+003, 1.1273134E+003, 9.6676585E+002, 8.6280088E+002, 8.0375152E+001, 1.3976742E+002, 1.8223501E+002, 2.3701968E+002, 2.4571920E+002
 3.0000000E+000, 9.2969619E+002, 9.3557614E+002, 2.6309503E-001, 8.5323469E+001, 8.8311511E+001, 6.8800727E-002, 3.0374917E-002, 3.5971884E-002, 5.0064013E-002, 2.9831165E-001, 1.2401668E-001, 5.0064013E-002, 4.1119685E-001, 0.0000000E+000,-3.0000000E+000, 4.7731619E+001, 4.3726356E+001, 2.5423729E+000, 1.1184145E+000, 1.8462585E+001, 1.8653551E+000,-2.0000000E+000, 9.2944729E+002, 1.2096778E+003, 1.1273134E+003, 9.6676585E+002, 8.6280088E+002, 8.0375152E+001, 1.3976742E+002, 1.8223501E+002, 2.3701968E+002, 2.4571920E+002
 5.0000000E+000, 9.2969619E+002, 9.3557614E+002, 1.0785635E+000, 8.5323469E+001, 8.8311511E+001, 1.5056434E-001, 3.0374917E-002, 3.5971884E-002, 5.0064013E-002, 2.9831165E-001, 1.2401668E-001, 5.0064013E-002, 4.1119685E-001, 0.0000000E+000,-2.0000000E+000, 4.7731619E+001, 4.3726356E+001, 5.0847458E+000, 1.1184145E+000, 2.0770544E+001, 1.8653551E+000, 0.0000000E+000, 9.2208161E+002, 1.1851756E+003, 1.1003534E+003, 9.5354114E+002, 8.6115552E+002, 7.6821136E+001, 1.4870741E+002, 1.9432025E+002, 2.4398100E+002, 2.5317033E+002
 7.0000000E+000, 1.0738103E+003, 1.0856612E+003, 1.0785635E+000, 9.3806541E+001, 9.8811988E+001, 1.5056434E-001, 3.5397395E-002, 4.1893727E-002, 5.6698748E-002, 1.9054836E-001, 1.4281146E-001, 5.6698748E-002, 4.7595156E-001, 0.0000000E+000,-1.0000000E+000, 4.7731619E+001, 4.3726356E+001, 7.6271186E+000, 1.1819348E+000, 2.3079112E+001, 1.6540735E+000, 2.0000000E+000, 9.2208161E+002, 1.1851756E+003, 1.1003534E+003, 9.5354114E+002, 8.6115552E+002, 7.6821136E+001, 1.4870741E+002, 1.9432025E+002, 2.4398100E+002, 2.5317033E+002
 9.0000000E+000, 1.0738103E+003, 1.0856612E+003, 1.7751794E+000, 9.3806541E+001, 9.8811988E+001, 1.7421793E-001, 3.5397395E-002, 4.1893727E-002, 5.6698748E-002, 1.9054836E-001, 1.4281146E-001, 5.6698748E-002, 4.7595156E-001, 0.0000000E+000, 0.0000000E+000, 4.7835533E+001, 4.3860390E+001, 1.0169492E+001, 1.2251994E+000, 2.5388123E+001, 1.4464732E+000, 4.0000000E+000, 1.0129273E+003, 7.4598680E+002, 7.2613878E+002, 6.8608090E+002, 6.5449138E+002, 6.4886463E+001, 1.7543919E+002, 1.8725038E+002, 1.9373960E+002, 1.8990804E+002
 1.1000000E+001, 1.1547656E+003, 1.1706652E+003, 1.7751794E+000, 8.6989438E+001, 9.2718487E+001, 1.7421793E-001, 4.3574770E-002, 4.4877076E-002, 5.7849447E-002, 1.1999130E-001, 1.5017184E-001, 5.7849447E-002, 5.2568612E-001, 0.0000000E+000, 1.0000000E+000, 4.7553559E+001, 4.3626073E+001, 1.2711864E+001, 1.2251994E+000, 2.7697465E+001, 1.2506511E+000, 6.0000000E+000, 1.0129273E+003, 7.4598680E+002, 7.2613878E+002, 6.8608090E+002, 6.5449138E+002, 6.4886463E+001, 1.7543919E+002, 1.8725038E+002, 1.9373960E+002, 1.8990804E+002
 1.3000000E+001, 1.1547656E+003, 1.1706652E+003, 2.3528957E+000, 8.6989438E+001, 9.2718487E+001, 2.1828759E-001, 4.3574770E-002, 4.4877076E-002, 5.7849447E-002, 1.1999130E-001, 1.5017184E-001, 5.7849447E-002, 5.2568612E-001, 0.0000000E+000, 2.0000000E+000, 4.7553559E+001, 4.3626073E+001, 1.5254237E+001, 1.2543830E+000, 3.0007063E+001, 1.2506511E+000, 8.0000000E+000, 5.3956038E+002, 4.2813979E+002, 4.4658124E+002, 4.6067207E+002, 4.6178157E+002, 1.2096037E+002, 6.5600052E+001, 7.8800040E+001, 9.4259410E+001, 9.6592539E+001
 1.5000000E+001, 1.2018015E+003, 1.2204147E+003, 2.3528957E+000, 9.7704131E+001, 1.0492383E+002, 2.1828759E-001, 5.1491953E-002, 4.7550934E-002, 5.4026558E-002, 7.7676421E-002, 1.5188066E-001, 5.4026558E-002, 5.6334692E-001, 0.0000000E+000, 3.0000000E+000, 4.7553559E+001, 4.3626073E+001, 1.7796610E+001, 1.2543830E+000, 3.2316861E+001, 9.6684451E-001, 1.0000000E+001, 5.3956038E+002, 4.2813979E+002, 4.4658124E+002, 4.6067207E+002, 4.6178157E+002, 1.2096037E+002, 6.5600052E+001, 7.8800040E+001, 9.4259410E+001, 9.6592539E+001
 1.7000000E+001, 1.2018015E+003, 1.2204147E+003, 2.8345903E+000, 9.7704131E+001, 1.0492383E+002, 2.8646099E-001, 5.1491953E-002, 4.7550934E-002, 5.4026558E-002, 7.7676421E-002, 1.5188066E-001, 5.4026558E-002, 5.6334692E-001, 0.0000000E+000, 4.0000000E+000, 4.7553559E+001, 4.3626073E+001, 2.0338983E+001, 1.2747537E+000, 3.4626819E+001, 9.6684451E-001, 1.2000000E+001, 3.5294834E+002, 3.2142659E+002, 3.3043642E+002, 3.4362740E+002, 3.5268549E+002, 2.6632183E+001, 1.6614497E+001, 2.3821140E+001, 3.2788315E+001, 3.9417658E+001
 1.9000000E+001, 1.2282287E+003, 1.2485745E+003, 2.8345903E+000, 1.2551809E+002, 1.3513810E+002, 2.8646099E-001, 5.8863054E-002, 5.0178786E-002, 4.7343964E-002, 5.2351036E-002, 1.5060019E-001, 4.7343964E-002, 5.9331900E-001, 0.0000000E+000, 5.0000000E+000, 4.3857327E+001, 3.8488424E+001, 2.2881356E+001, 1.2843956E+000, 3.6936908E+001, 8.3789801E-001, 1.4000000E+001, 3.5294834E+002, 3.2142659E+002, 3.3043642E+002, 3.4362740E+002, 3.5268549E+002, 2.6632183E+001, 1.6614497E+001, 2.3821140E+001, 3.2788315E+001, 3.9417658E+001
 2.1000000E+001, 1.2282287E+003, 1.2485745E+003, 3.2251619E+000, 1.2551809E+002, 1.3513810E+002, 3.6634528E-001, 5.8863054E-002, 5.0178786E-002, 4.7343964E-002, 5.2351036E-002, 1.5060019E-001, 4.7343964E-002, 5.9331900E-001, 0.0000000E+000, 6.0000000E+000, 4.3857327E+001, 3.8488424E+001, 2.5423729E+001, 1.2843956E+000, 3.9247104E+001, 8.3789801E-001, 1.6000000E+001, 3.0074661E+002, 2.9852768E+002, 3.0052061E+002, 3.0391758E+002, 3.0826174E+002, 3.6148460E+000, 3.4290390E+000, 7.7375520E+000, 1.0580788E+001, 1.5919781E+001
 2.3000000E+001, 1.2366288E+003, 1.2578055E+003, 3.2251619E+000, 1.5648981E+002, 1.6864622E+002, 3.6634528E-001, 6.6567065E-002, 5.2218260E-002, 3.9520188E-002, 3.6113972E-002, 1.4698122E-001, 3.9520188E-002, 6.1907911E-001, 0.0000000E+000, 7.0000000E+000, 4.3857327E+001, 3.8488424E+001, 2.7966102E+001, 1.2818833E+000, 4.1557389E+001, 6.6579622E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
