s,m/s
Time,"w"
 0.0000000E+000, 6.3626160E-004
 4.4669175E-002, 7.4233810E-004
 8.9338349E-002, 1.0523021E-002
 1.3400752E-001, 2.2714937E-002
 1.7867670E-001, 3.6074973E-002
 2.2334587E-001, 5.0122101E-002
 2.6801505E-001, 6.3260279E-002
 3.1268422E-001, 7.1922095E-002
 3.5735340E-001, 8.4631832E-002
 4.0202257E-001, 1.0995642E-001
 4.4014970E-001, 1.4385589E-001
 4.7269083E-001, 1.7442515E-001
 5.0523195E-001, 2.0615237E-001
 5.3151745E-001, 2.4548770E-001
 5.5378754E-001, 2.7607289E-001
 5.7305447E-001, 3.1383802E-001
 5.9232140E-001, 3.5776964E-001
 6.1158834E-001, 4.1680217E-001
 6.2889654E-001, 4.9081671E-001
 6.4620474E-001, 5.9292661E-001
 6.6351294E-001, 7.3449458E-001
 6.8082114E-001, 9.0933447E-001
 6.9812934E-001, 1.1387858E+000
 7.1230815E-001, 1.3196765E+000
 7.2648695E-001, 1.5190265E+000
 7.4066576E-001, 1.6752336E+000
 7.5484456E-001, 1.8214328E+000
 7.6690089E-001, 1.9663730E+000
 7.7740580E-001, 2.1746504E+000
 7.8791072E-001, 2.4247260E+000
 7.9841564E-001, 2.7382496E+000
 8.0656931E-001, 2.9426807E+000
 8.1472298E-001, 3.0845309E+000
 8.2287665E-001, 3.1557756E+000
 8.3103032E-001, 3.1157829E+000
 8.3835151E-001, 2.9555529E+000
 8.4567271E-001, 2.7006838E+000
 8.5299390E-001, 2.3793257E+000
 8.6031510E-001, 2.0397398E+000
 8.6763630E-001, 1.7436602E+000
 8.7495749E-001, 1.5426488E+000
 8.8227869E-001, 1.4518593E+000
 8.8959988E-001, 1.4630264E+000
 8.9692108E-001, 1.5510533E+000
 9.0424227E-001, 1.6993271E+000
 9.1156347E-001, 1.8911270E+000
 9.1888467E-001, 2.0993494E+000
 9.2620586E-001, 2.2666122E+000
 9.3425918E-001, 2.3486216E+000
 9.4231249E-001, 2.3267498E+000
 9.5036581E-001, 2.2565968E+000
 9.5841912E-001, 2.1344275E+000
 9.6647244E-001, 2.0351292E+000
 9.7452575E-001, 2.0716128E+000
 9.8257907E-001, 2.2357464E+000
 9.9063238E-001, 2.4804575E+000
 9.9868570E-001, 2.7415011E+000
 1.0056217E+000, 2.9385368E+000
 1.0125577E+000, 3.0463905E+000
 1.0187678E+000, 3.0307422E+000
 1.0249780E+000, 2.9355659E+000
