s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-5.3740973E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3740973E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0008044E+000, 1.1118579E+001,-2.6954774E+000,-1.2049252E+000,-4.4257530E-001, 2.6054522E-003, 0.0000000E+000, 0.0000000E+000, 6.7653604E+000, 6.7782063E+000, 0.0000000E+000, 5.8880910E-004, 0.0000000E+000, 0.0000000E+000
 4.0005608E+000, 1.8444838E+001,-4.3849580E+000,-1.4048644E+001,-5.6767566E-001, 5.0456255E-003, 0.0000000E+000, 0.0000000E+000,-4.8293819E-001,-5.5139490E-001, 0.0000000E+000, 8.7892325E-004, 0.0000000E+000, 0.0000000E+000
 6.0002480E+000, 1.8746020E+001,-4.4929664E+000,-1.2703050E+001,-5.5265579E-001, 5.0789390E-003, 0.0000000E+000, 0.0000000E+000, 1.0337446E+000, 1.0024270E+000, 0.0000000E+000, 8.8665809E-004, 0.0000000E+000, 0.0000000E+000
 8.0006638E+000, 1.8713168E+001,-4.4974312E+000,-1.3040309E+001,-5.4878527E-001, 5.1741634E-003, 0.0000000E+000, 0.0000000E+000, 6.5956033E-001, 6.3181735E-001, 0.0000000E+000, 8.8680114E-004, 0.0000000E+000, 0.0000000E+000
 1.0000372E+001, 1.8639412E+001,-4.4887971E+000,-1.4217399E+001,-5.6478710E-001, 5.0731942E-003, 0.0000000E+000, 0.0000000E+000,-5.8789896E-001,-6.2649848E-001, 0.0000000E+000, 8.8680376E-004, 0.0000000E+000, 0.0000000E+000
 1.2000538E+001, 1.8666431E+001,-4.4884925E+000,-1.3227894E+001,-5.4567484E-001, 5.0194309E-003, 0.0000000E+000, 0.0000000E+000, 4.5448355E-001, 4.0938900E-001, 0.0000000E+000, 8.8680381E-004, 0.0000000E+000, 0.0000000E+000
 1.4000084E+001, 1.8705170E+001,-4.5073916E+000,-1.4259299E+001,-5.4778080E-001, 5.0196182E-003, 0.0000000E+000, 0.0000000E+000,-5.7557343E-001,-6.0428185E-001, 0.0000000E+000, 8.8680381E-004, 0.0000000E+000, 0.0000000E+000
 1.6000456E+001, 1.8635999E+001,-4.4704829E+000,-1.3359802E+001,-5.4605566E-001, 5.0478131E-003, 0.0000000E+000, 0.0000000E+000, 2.9545822E-001, 2.6470583E-001, 0.0000000E+000, 8.8680381E-004, 0.0000000E+000, 0.0000000E+000
 1.8000090E+001, 1.8782445E+001,-4.5172318E+000,-1.4019429E+001,-5.6678462E-001, 5.0608483E-003, 0.0000000E+000, 0.0000000E+000,-2.8838833E-001,-3.1593898E-001, 0.0000000E+000, 8.8680381E-004, 0.0000000E+000, 0.0000000E+000
 2.0000515E+001, 1.8727796E+001,-4.4921636E+000,-1.3423414E+001,-5.4465480E-001, 5.0312809E-003, 0.0000000E+000, 0.0000000E+000, 2.9239790E-001, 2.7259469E-001, 0.0000000E+000, 8.8680381E-004, 0.0000000E+000, 0.0000000E+000
 2.2000101E+001, 1.8703817E+001,-4.5078902E+000,-1.4258234E+001,-5.5355954E-001, 5.0631474E-003, 0.0000000E+000, 0.0000000E+000,-5.7798062E-001,-6.1080306E-001, 0.0000000E+000, 8.8680381E-004, 0.0000000E+000, 0.0000000E+000
 2.4000395E+001, 1.8590927E+001,-4.4846440E+000,-1.3479062E+001,-5.4770011E-001, 5.0539183E-003, 0.0000000E+000, 0.0000000E+000, 1.1764713E-001, 8.4574856E-002, 0.0000000E+000, 8.8680381E-004, 0.0000000E+000, 0.0000000E+000
