cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
z,T_CL,T_CL_RMS,r,T_20,T_20_RMS,T_60,T_60_RMS,T_100,T_100_RMS,T_140,T_140_RMS,T_180,T_180_RMS,r2,HF_00-y,HF_00,HF_41,HF_61,HF_81,z2,HF_207
 5.0000000E-001, 9.0594309E+002, 3.9619662E+001,-9.5000000E+000, 8.5870898E+002, 4.9437884E+001, 7.3473660E+002, 8.8166018E+001, 6.3523205E+002, 8.5487131E+001, 5.5941182E+002, 7.1725337E+001, 5.0463562E+002, 6.0228800E+001, 5.2000000E+001, 1.0000000E-001, 9.3202744E+000, 1.0966757E+001, 8.5643339E+000, 6.5367881E+000, 0.0000000E+000, 1.0386964E+000
 4.4622642E+000, 9.0594309E+002, 3.9619662E+001,-5.2857143E+000, 8.5870898E+002, 4.9437884E+001, 7.3473660E+002, 8.8166018E+001, 6.3523205E+002, 8.5487131E+001, 5.5941182E+002, 7.1725337E+001, 5.0463562E+002, 6.0228800E+001, 5.6480000E+001, 2.9900000E-001, 9.3202744E+000, 1.0966757E+001, 8.5643339E+000, 6.5367881E+000, 4.5000000E+000, 1.0386964E+000
 8.4245283E+000, 9.0594309E+002, 3.9619662E+001,-1.0714286E+000, 8.5870898E+002, 4.9437884E+001, 7.3473660E+002, 8.8166018E+001, 6.3523205E+002, 8.5487131E+001, 5.5941182E+002, 7.1725337E+001, 5.0463562E+002, 6.0228800E+001, 6.0960000E+001, 4.9800000E-001, 2.2012874E+000, 7.6530347E+000, 6.2732331E+000, 4.9934214E+000, 9.0000000E+000, 1.0386964E+000
 1.2386792E+001, 8.4044590E+002, 6.2475351E+001, 3.1428571E+000, 8.4044590E+002, 6.2475351E+001, 7.0920159E+002, 9.0419057E+001, 6.0166384E+002, 8.3041586E+001, 5.3097391E+002, 7.0828195E+001, 4.8555938E+002, 6.1467123E+001, 6.5440000E+001, 6.9700000E-001, 2.2012874E+000, 7.6530347E+000, 6.2732331E+000, 4.9934214E+000, 1.3500000E+001, 1.2675647E+000
 1.6349057E+001, 8.4044590E+002, 6.2475351E+001, 7.3571429E+000, 8.4044590E+002, 6.2475351E+001, 7.0920159E+002, 9.0419057E+001, 6.0166384E+002, 8.3041586E+001, 5.3097391E+002, 7.0828195E+001, 4.8555938E+002, 6.1467123E+001, 6.9920000E+001, 8.9600000E-001, 2.2012874E+000, 7.6530347E+000, 6.2732331E+000, 4.9934214E+000, 1.8000000E+001, 1.2675647E+000
 2.0311321E+001, 8.4044590E+002, 6.2475351E+001, 1.1571429E+001, 8.4044590E+002, 6.2475351E+001, 7.0920159E+002, 9.0419057E+001, 6.0166384E+002, 8.3041586E+001, 5.3097391E+002, 7.0828195E+001, 4.8555938E+002, 6.1467123E+001, 7.4400000E+001, 1.0950000E+000, 2.2012874E+000, 7.6530347E+000, 6.2732331E+000, 4.9934214E+000, 2.2500000E+001, 1.2675647E+000
 2.4273585E+001, 8.4044590E+002, 6.2475351E+001, 1.5785714E+001, 8.4044590E+002, 6.2475351E+001, 7.0920159E+002, 9.0419057E+001, 6.0166384E+002, 8.3041586E+001, 5.3097391E+002, 7.0828195E+001, 4.8555938E+002, 6.1467123E+001, 7.8880000E+001, 1.2940000E+000, 2.2012874E+000, 7.6530347E+000, 6.2732331E+000, 4.9934214E+000, 2.7000000E+001, 1.2675647E+000
 2.8235849E+001, 8.4044590E+002, 6.2475351E+001, 2.0000000E+001, 4.8322589E+002, 4.0473376E+001, 4.0906386E+002, 4.9891622E+001, 3.9094248E+002, 4.7584307E+001, 3.8169246E+002, 4.3711702E+001, 3.7558301E+002, 4.0336261E+001, 8.3360000E+001, 1.4930000E+000, 1.4817827E+000, 5.5051701E+000, 4.6834505E+000, 3.8624029E+000, 3.1500000E+001, 1.2210102E+000
 3.2198113E+001, 7.7267112E+002, 8.3008819E+001, 2.4214286E+001, 4.8322589E+002, 4.0473376E+001, 4.0906386E+002, 4.9891622E+001, 3.9094248E+002, 4.7584307E+001, 3.8169246E+002, 4.3711702E+001, 3.7558301E+002, 4.0336261E+001, 8.7840000E+001, 1.6920000E+000, 1.4817827E+000, 5.5051701E+000, 4.6834505E+000, 3.8624029E+000, 3.6000000E+001, 1.2210102E+000
 3.6160377E+001, 7.7267112E+002, 8.3008819E+001, 2.8428571E+001, 4.8322589E+002, 4.0473376E+001, 4.0906386E+002, 4.9891622E+001, 3.9094248E+002, 4.7584307E+001, 3.8169246E+002, 4.3711702E+001, 3.7558301E+002, 4.0336261E+001, 9.2320000E+001, 1.8910000E+000, 1.4817827E+000, 5.5051701E+000, 4.6834505E+000, 3.8624029E+000, 4.0500000E+001, 1.2210102E+000
 4.0122642E+001, 7.7267112E+002, 8.3008819E+001, 3.2642857E+001, 4.8322589E+002, 4.0473376E+001, 4.0906386E+002, 4.9891622E+001, 3.9094248E+002, 4.7584307E+001, 3.8169246E+002, 4.3711702E+001, 3.7558301E+002, 4.0336261E+001, 9.6800000E+001, 2.0900000E+000, 1.4817827E+000, 5.5051701E+000, 4.6834505E+000, 3.8624029E+000, 4.5000000E+001, 1.2210102E+000
 4.4084906E+001, 7.7267112E+002, 8.3008819E+001, 3.6857143E+001, 4.8322589E+002, 4.0473376E+001, 4.0906386E+002, 4.9891622E+001, 3.9094248E+002, 4.7584307E+001, 3.8169246E+002, 4.3711702E+001, 3.7558301E+002, 4.0336261E+001, 1.0128000E+002, 2.2890000E+000, 1.0280610E+000, 4.0695493E+000, 3.5613322E+000, 3.0240247E+000, 4.9500000E+001, 1.2210102E+000
