cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.0932754E+003, 1.1216889E+003, 7.4018708E-001, 1.2537678E+002, 1.8523635E+002, 2.6504284E-001, 5.6682449E-002, 6.7521359E-002, 1.3661327E-002, 4.5257687E-002, 1.0856771E-001, 1.1981540E-002, 6.8979647E-001, 1.3389192E-002, 2.7467117E-003
 2.2806122E+000, 1.1164866E+003, 1.1456352E+003, 1.1209990E+000, 1.1787931E+002, 1.8533731E+002, 3.7035088E-001, 5.9344586E-002, 6.7971166E-002, 1.2411107E-002, 3.6940287E-002, 1.0811863E-001, 1.0869160E-002, 6.9821723E-001, 1.2200992E-002, 2.5846534E-003
 4.3112245E+000, 1.1313990E+003, 1.1608865E+003, 1.4734443E+000, 1.1484023E+002, 1.8879637E+002, 4.7048724E-001, 6.1821790E-002, 6.8161779E-002, 1.1285534E-002, 3.0949025E-002, 1.0741410E-001, 9.8681992E-003, 7.0474142E-001, 1.1116710E-002, 2.4333844E-003
 6.3418367E+000, 1.1404861E+003, 1.1695108E+003, 1.7895302E+000, 1.1494815E+002, 1.9520442E+002, 5.6050229E-001, 6.4413049E-002, 6.8052405E-002, 1.0256414E-002, 2.6401695E-002, 1.0637694E-001, 8.9536950E-003, 7.1013398E-001, 1.0116178E-002, 2.2898000E-003
 8.3724490E+000, 1.1420630E+003, 1.1692791E+003, 2.0662679E+000, 1.1823970E+002, 2.0447783E+002, 6.4430530E-001, 6.7525120E-002, 6.7506145E-002, 9.2799164E-003, 2.2849160E-002, 1.0478260E-001, 8.0870193E-003, 7.1489987E-001, 9.1605919E-003, 2.1467609E-003
 1.0403061E+001, 1.1388216E+003, 1.1631809E+003, 2.3044643E+000, 1.2320684E+002, 2.1581809E+002, 7.2824114E-001, 7.0934746E-002, 6.6630059E-002, 8.4269496E-003, 1.9944832E-002, 1.0284177E-001, 7.3309425E-003, 7.1913071E-001, 8.3246046E-003, 2.0165455E-003
 1.2433673E+001, 1.1313257E+003, 1.1521716E+003, 2.5093452E+000, 1.2937716E+002, 2.2810184E+002, 8.1269807E-001, 7.4651681E-002, 6.5481441E-002, 7.6421732E-003, 1.7508841E-002, 1.0058510E-001, 6.6361356E-003, 7.2303010E-001, 7.5532771E-003, 1.8920335E-003
 1.4464286E+001, 1.1221762E+003, 1.1392255E+003, 2.6877315E+000, 1.3750883E+002, 2.4195329E+002, 8.9568450E-001, 7.8467606E-002, 6.4174777E-002, 6.9508691E-003, 1.5362789E-002, 9.8192655E-002, 6.0247954E-003, 7.2663093E-001, 6.8740009E-003, 1.7786922E-003
 1.6494898E+001, 1.1106784E+003, 1.1238610E+003, 2.8435049E+000, 1.4863097E+002, 2.5704913E+002, 9.7870530E-001, 8.2521873E-002, 6.2694156E-002, 6.2859526E-003, 1.3428576E-002, 9.5583885E-002, 5.4373301E-003, 7.3011792E-001, 6.2196424E-003, 1.6666806E-003
 1.8525510E+001, 1.0960851E+003, 1.1054998E+003, 3.0411006E+000, 1.6055797E+002, 2.7104573E+002, 1.0928104E+000, 8.6920213E-002, 6.0995368E-002, 5.6345893E-003, 1.1674798E-002, 9.2686965E-002, 4.8624376E-003, 7.3356250E-001, 5.5773044E-003, 1.5535680E-003
 2.0556122E+001, 1.0784851E+003, 1.0843196E+003, 3.1506524E+000, 1.7171665E+002, 2.8306211E+002, 1.1612580E+000, 9.1685268E-002, 5.9051173E-002, 5.0240430E-003, 1.0050258E-002, 8.9488720E-002, 4.3244180E-003, 7.3697379E-001, 4.9751521E-003, 1.4431084E-003
 2.2586735E+001, 1.0574816E+003, 1.0596623E+003, 3.2432343E+000, 1.8249907E+002, 2.9413145E+002, 1.2244009E+000, 9.6913190E-002, 5.6818863E-002, 4.4410263E-003, 8.5591644E-003, 8.5918841E-002, 3.8115634E-003, 7.4039513E-001, 4.3996408E-003, 1.3328204E-003
 2.4617347E+001, 1.0334872E+003, 1.0316834E+003, 3.3186774E+000, 1.9335094E+002, 3.0532228E+002, 1.2827951E+000, 1.0252929E-001, 5.4318427E-002, 3.9131174E-003, 7.1987032E-003, 8.2029038E-002, 3.3483395E-003, 7.4377049E-001, 3.8787180E-003, 1.2270034E-003
 2.6647959E+001, 1.0079207E+003, 1.0019038E+003, 3.3782857E+000, 2.0463140E+002, 3.1750881E+002, 1.3325535E+000, 1.0830432E-001, 5.1696505E-002, 3.4114955E-003, 5.9696649E-003, 7.7995143E-002, 2.9087744E-003, 7.4706594E-001, 3.3832387E-003, 1.1233058E-003
 2.8678571E+001, 9.8128082E+002, 9.7115204E+002, 3.4241543E+000, 2.1448504E+002, 3.2843767E+002, 1.3747607E+000, 1.1406175E-001, 4.9041346E-002, 2.9443617E-003, 4.8860878E-003, 7.3945401E-002, 2.4999453E-003, 7.5020687E-001, 2.9212762E-003, 1.0239771E-003
 3.0709184E+001, 9.5257414E+002, 9.3874427E+002, 3.4573558E+000, 2.2212350E+002, 3.3638360E+002, 1.4063291E+000, 1.1991202E-001, 4.6300999E-002, 2.5007430E-003, 3.9495673E-003, 6.9798867E-002, 2.1122236E-003, 7.5323993E-001, 2.4818450E-003, 9.2676808E-004
 3.2739796E+001, 9.2108185E+002, 9.0390360E+002, 3.4759067E+000, 2.2758742E+002, 3.4126000E+002, 1.4305818E+000, 1.2592135E-001, 4.3427002E-002, 2.0994732E-003, 3.1433507E-003, 6.5505692E-002, 1.7624673E-003, 7.5617343E-001, 2.0842171E-003, 8.3387073E-004
 3.4770408E+001, 8.8826183E+002, 8.6783541E+002, 3.4836679E+000, 2.3147105E+002, 3.4449802E+002, 1.4478246E+000, 1.3192447E-001, 4.0517898E-002, 1.7330729E-003, 2.4419842E-003, 6.1194607E-002, 1.4437905E-003, 7.5898475E-001, 1.7209022E-003, 7.4546008E-004
 3.6801020E+001, 8.5507243E+002, 8.3171467E+002, 3.4851798E+000, 2.3321513E+002, 3.4516104E+002, 1.4543957E+000, 1.3771426E-001, 3.7678911E-002, 1.4088543E-003, 1.8627780E-003, 5.7016349E-002, 1.1624394E-003, 7.6158867E-001, 1.3991552E-003, 6.6388158E-004
 3.8831633E+001, 8.2187567E+002, 7.9627381E+002, 3.4785750E+000, 2.3238494E+002, 3.4240698E+002, 1.4572522E+000, 1.4321623E-001, 3.4952722E-002, 1.1244850E-003, 1.4025204E-003, 5.3027441E-002, 9.1623791E-004, 7.6396770E-001, 1.1166660E-003, 5.8932533E-004
 4.0862245E+001, 7.8964174E+002, 7.6258684E+002, 3.4653015E+000, 2.2899865E+002, 3.3656467E+002, 1.4551582E+000, 1.4832784E-001, 3.2395135E-002, 8.8349532E-004, 1.0377489E-003, 4.9307652E-002, 7.0818947E-004, 7.6610292E-001, 8.7719542E-004, 5.2303912E-004
 4.2892857E+001, 7.5900510E+002, 7.3129075E+002, 3.4484803E+000, 2.2314306E+002, 3.2778223E+002, 1.4486602E+000, 1.5297814E-001, 3.0045795E-002, 6.8622150E-004, 7.5731890E-004, 4.5911722E-002, 5.3849757E-004, 7.6798024E-001, 6.8113792E-004, 4.6557679E-004
 4.4923469E+001, 7.3015599E+002, 7.0236359E+002, 3.4327371E+000, 2.1507086E+002, 3.1663540E+002, 1.4338236E+000, 1.5718672E-001, 2.7900282E-002, 5.2642958E-004, 5.4800132E-004, 4.2828151E-002, 4.0163155E-004, 7.6962316E-001, 5.2219495E-004, 4.1597988E-004
 4.6954082E+001, 7.0240533E+002, 6.7529511E+002, 3.4190111E+000, 2.0500797E+002, 3.0262947E+002, 1.4096451E+000, 1.6103431E-001, 2.5921806E-002, 3.9693982E-004, 3.9494438E-004, 4.0000206E-002, 2.9129810E-004, 7.7107630E-001, 3.9337317E-004, 3.7278393E-004
 4.8984694E+001, 6.7611050E+002, 6.5019911E+002, 3.4031815E+000, 1.9384767E+002, 2.8707249E+002, 1.3857309E+000, 1.6453288E-001, 2.4105605E-002, 2.9718817E-004, 2.8650075E-004, 3.7420901E-002, 2.0700735E-004, 7.7235246E-001, 2.9417884E-004, 3.3587115E-004
 5.1015306E+001, 6.3991673E+002, 6.1635907E+002, 3.3882373E+000, 1.7620993E+002, 2.6250010E+002, 1.3576994E+000, 1.6917533E-001, 2.1668446E-002, 1.9564720E-004, 1.7499307E-004, 3.3988033E-002, 1.2262261E-004, 7.7398309E-001, 1.9333000E-004, 2.9098746E-004
 5.3045918E+001, 6.1725245E+002, 5.9533458E+002, 3.3702274E+000, 1.6351153E+002, 2.4517063E+002, 1.3253815E+000, 1.7200643E-001, 2.0166776E-002, 1.5107810E-004, 1.2638462E-004, 3.1888607E-002, 8.6624811E-005, 7.7494133E-001, 1.4910277E-004, 2.6591996E-004
 5.5076531E+001, 5.9688800E+002, 5.7645938E+002, 3.3442545E+000, 1.5238634E+002, 2.2991578E+002, 1.2961495E+000, 1.7449324E-001, 1.8840073E-002, 1.2082015E-004, 9.1494598E-005, 3.0041788E-002, 6.2926322E-005, 7.7576605E-001, 1.1913770E-004, 2.4510583E-004
 5.7107143E+001, 5.7867455E+002, 5.5967209E+002, 3.3147472E+000, 1.4242811E+002, 2.1630702E+002, 1.2688092E+000, 1.7667145E-001, 1.7675238E-002, 9.7225169E-005, 6.5775997E-005, 2.8422888E-002, 4.4760351E-005, 7.7648121E-001, 9.5744923E-005, 2.2726069E-004
 5.9137755E+001, 5.6227325E+002, 5.4459401E+002, 3.2882089E+000, 1.3312022E+002, 2.0384985E+002, 1.2388855E+000, 1.7859925E-001, 1.6640920E-002, 8.0120837E-005, 4.7619254E-005, 2.6988749E-002, 3.2049273E-005, 7.7710600E-001, 7.8802106E-005, 2.1197452E-004
 6.1168367E+001, 5.4748244E+002, 5.3098988E+002, 3.2623193E+000, 1.2488850E+002, 1.9269160E+002, 1.2103069E+000, 1.8031982E-001, 1.5715763E-002, 6.7218609E-005, 3.3379912E-005, 2.5708068E-002, 2.2810309E-005, 7.7765920E-001, 6.6031010E-005, 1.9865329E-004
 6.3198980E+001, 5.3379459E+002, 5.1844666E+002, 3.2370287E+000, 1.1717313E+002, 1.8198655E+002, 1.1844706E+000, 1.8189205E-001, 1.4868980E-002, 5.6749142E-005, 2.3724853E-005, 2.4537046E-002, 1.5544906E-005, 7.7816059E-001, 5.5664809E-005, 1.8665437E-004
 6.5229592E+001, 5.2110767E+002, 5.0686139E+002, 3.2082105E+000, 1.0940533E+002, 1.7137555E+002, 1.1606019E+000, 1.8333499E-001, 1.4089772E-002, 4.9436472E-005, 1.7596045E-005, 2.3461503E-002, 1.0922680E-005, 7.7861584E-001, 4.8440051E-005, 1.7594865E-004
