cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 9.1336269E+002, 9.2116861E+002, 5.8952338E-001, 1.3015641E+002, 1.7660721E+002, 2.0442042E-001, 6.6126148E-002, 5.0948137E-002, 1.7810110E-002, 1.1789504E-001, 8.9182317E-002, 1.5709212E-002, 6.3490174E-001, 1.6854807E-002, 3.0170900E-003
 2.2806122E+000, 9.5846944E+002, 9.6922675E+002, 9.4776684E-001, 1.3147731E+002, 1.8244892E+002, 2.6882173E-001, 6.6247071E-002, 5.3170653E-002, 1.7425752E-002, 1.0037650E-001, 9.1965103E-002, 1.5362222E-002, 6.4808829E-001, 1.6632464E-002, 3.0175520E-003
 4.3112245E+000, 9.9425917E+002, 1.0078579E+003, 1.2865677E+000, 1.3467161E+002, 1.9101873E+002, 3.2855325E-001, 6.6052508E-002, 5.5048071E-002, 1.7012845E-002, 8.7585123E-002, 9.4229950E-002, 1.4990682E-002, 6.5779892E-001, 1.6338156E-002, 3.0023997E-003
 6.3418367E+000, 1.0220172E+003, 1.0379289E+003, 1.5938182E+000, 1.3494797E+002, 1.9561953E+002, 3.8413188E-001, 6.5976627E-002, 5.6650064E-002, 1.6454537E-002, 7.7615366E-002, 9.5977407E-002, 1.4490557E-002, 6.6569260E-001, 1.5871153E-002, 2.9582668E-003
 8.3724490E+000, 1.0442543E+003, 1.0617551E+003, 1.8691241E+000, 1.3319005E+002, 1.9717297E+002, 4.3813437E-001, 6.6198363E-002, 5.7933579E-002, 1.5861679E-002, 6.9249781E-002, 9.7250930E-002, 1.3960488E-002, 6.7256227E-001, 1.5355488E-002, 2.9027582E-003
 1.0403061E+001, 1.0630439E+003, 1.0815993E+003, 2.1158145E+000, 1.3178524E+002, 1.9883798E+002, 4.9301148E-001, 6.6556901E-002, 5.9032962E-002, 1.5235562E-002, 6.2068908E-002, 9.8237698E-002, 1.3401299E-002, 6.7866019E-001, 1.4792951E-002, 2.8378933E-003
 1.2433673E+001, 1.0778471E+003, 1.0967470E+003, 2.3380113E+000, 1.2945133E+002, 2.0011459E+002, 5.5156233E-001, 6.7237748E-002, 5.9938692E-002, 1.4488917E-002, 5.5852847E-002, 9.8848750E-002, 1.2735438E-002, 6.8431343E-001, 1.4097718E-002, 2.7512234E-003
 1.4464286E+001, 1.0896341E+003, 1.1081541E+003, 2.5384712E+000, 1.2635929E+002, 2.0200647E+002, 6.1668764E-001, 6.8228425E-002, 6.0612885E-002, 1.3727696E-002, 5.0286054E-002, 9.9126636E-002, 1.2057179E-002, 6.8961092E-001, 1.3382508E-002, 2.6585854E-003
 1.6494898E+001, 1.0987952E+003, 1.1165785E+003, 2.7197276E+000, 1.2335198E+002, 2.0424214E+002, 6.8833892E-001, 6.9538447E-002, 6.1034559E-002, 1.2996646E-002, 4.5208378E-002, 9.9082601E-002, 1.1406348E-002, 6.9461416E-001, 1.2693325E-002, 2.5663945E-003
 1.8525510E+001, 1.1053002E+003, 1.1219597E+003, 2.9612923E+000, 1.2245028E+002, 2.0883037E+002, 8.0398086E-001, 7.1229927E-002, 6.1218605E-002, 1.2247509E-002, 4.0514664E-002, 9.8695035E-002, 1.0740010E-002, 6.9947975E-001, 1.1981952E-002, 2.4679376E-003
 2.0556122E+001, 1.1082631E+003, 1.1232008E+003, 3.1018528E+000, 1.2409904E+002, 2.1620605E+002, 8.8741700E-001, 7.3442978E-002, 6.1113830E-002, 1.1452255E-002, 3.6171989E-002, 9.7869168E-002, 1.0033376E-002, 7.0431014E-001, 1.1219933E-002, 2.3584563E-003
 2.2586735E+001, 1.1082756E+003, 1.1211675E+003, 3.2275497E+000, 1.2795641E+002, 2.2549177E+002, 9.6918655E-001, 7.6119791E-002, 6.0739445E-002, 1.0638507E-002, 3.2103466E-002, 9.6655979E-002, 9.3109518E-003, 7.0910794E-001, 1.0436123E-002, 2.2423720E-003
