Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 3.451E+00, 2.981E+03, 1.179E+03, 1.564E+03, 7.915E+03, 5.346E+02, 2.690E+02, 8.074E+00, 1.299E+03, 1.384E+02, 9.045E+02, 0.000E+00, 0.000E+00, 1.616E+03, 0.000E+00, 1.841E+04
    1, 9.411E+01, 3.033E+03, 1.208E+03, 1.551E+03, 8.122E+03, 5.317E+02, 1.895E+02, 8.020E+00, 1.291E+03, 1.411E+02, 6.536E+02, 0.000E+00, 0.000E+00, 1.588E+03, 0.000E+00, 1.841E+04
    2, 7.938E+01, 3.013E+03, 1.172E+03, 1.563E+03, 8.193E+03, 5.248E+02, 1.891E+02, 7.792E+00, 1.301E+03, 1.418E+02, 6.333E+02, 0.000E+00, 0.000E+00, 1.593E+03, 0.000E+00, 1.841E+04
    3, 8.215E+01, 2.973E+03, 1.144E+03, 1.549E+03, 6.845E+03, 5.298E+02, 1.891E+02, 9.137E+00, 1.289E+03, 1.422E+02, 2.097E+03, 0.000E+00, 0.000E+00, 1.562E+03, 0.000E+00, 1.841E+04
    4,-3.876E+01, 2.962E+03, 1.189E+03, 1.530E+03, 1.295E+03, 3.879E+02, 2.077E+02, 7.854E+00, 1.250E+03, 1.603E+02, 8.479E+03, 0.000E+00, 0.000E+00, 9.831E+02, 0.000E+00, 1.841E+04
    5,-4.027E+01, 3.009E+03, 1.226E+03, 1.538E+03, 1.270E+03, 4.006E+02, 2.126E+02, 8.085E+00, 1.219E+03, 1.628E+02, 8.423E+03, 0.000E+00, 0.000E+00, 9.814E+02, 0.000E+00, 1.841E+04
    6,-5.221E+01, 2.997E+03, 1.207E+03, 1.520E+03, 1.272E+03, 3.927E+02, 2.187E+02, 7.996E+00, 1.224E+03, 1.647E+02, 8.480E+03, 0.000E+00, 0.000E+00, 9.789E+02, 0.000E+00, 1.841E+04
    7,-4.004E+01, 3.003E+03, 1.237E+03, 1.536E+03, 1.298E+03, 4.073E+02, 2.248E+02, 1.014E+01, 1.272E+03, 1.677E+02, 8.316E+03, 0.000E+00, 0.000E+00, 9.797E+02, 0.000E+00, 1.841E+04
