s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ACETONE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-1.1690501E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1690501E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0007145E+000, 1.8621599E+001,-6.1767843E+000,-2.0078862E+000,-3.6474526E-001, 1.4788927E-003, 0.0000000E+000, 0.0000000E+000, 1.0067143E+001, 1.0073662E+001, 0.0000000E+000, 8.3553323E-004, 0.0000000E+000, 0.0000000E+000
 4.0002599E+000, 3.5477104E+001,-1.1596450E+001,-2.3806054E+001,-4.7075034E-001, 3.0637331E-003, 0.0000000E+000, 0.0000000E+000,-3.0629176E-001,-3.9308717E-001, 0.0000000E+000, 1.2475001E-003, 0.0000000E+000, 0.0000000E+000
 6.0000062E+000, 3.5663646E+001,-1.1584094E+001,-2.3871695E+001,-4.4652831E-001, 3.0674036E-003, 0.0000000E+000, 0.0000000E+000,-1.5624339E-001,-2.3560382E-001, 0.0000000E+000, 1.2584823E-003, 0.0000000E+000, 0.0000000E+000
 8.0002556E+000, 3.6084618E+001,-1.1863023E+001,-2.3745082E+001,-4.5099644E-001, 3.1129956E-003, 0.0000000E+000, 0.0000000E+000, 9.5252364E-002, 2.8630046E-002, 0.0000000E+000, 1.2586855E-003, 0.0000000E+000, 0.0000000E+000
 1.0000325E+001, 3.5467415E+001,-1.1659177E+001,-2.3409655E+001,-4.4237562E-001, 3.0123827E-003, 0.0000000E+000, 0.0000000E+000, 4.0476239E-002,-4.0779392E-002, 0.0000000E+000, 1.2586892E-003, 0.0000000E+000, 0.0000000E+000
 1.2000464E+001, 3.6168749E+001,-1.1815713E+001,-2.3498777E+001,-4.3394236E-001, 3.1075841E-003, 0.0000000E+000, 0.0000000E+000, 4.9938241E-001, 4.2342504E-001, 0.0000000E+000, 1.2586893E-003, 0.0000000E+000, 0.0000000E+000
 1.4000621E+001, 3.5928916E+001,-1.1796701E+001,-2.3220926E+001,-4.2902655E-001, 3.1738588E-003, 0.0000000E+000, 0.0000000E+000, 5.4241471E-001, 4.8543631E-001, 0.0000000E+000, 1.2586893E-003, 0.0000000E+000, 0.0000000E+000
 1.6000576E+001, 3.5941236E+001,-1.1739561E+001,-2.4527656E+001,-4.3814372E-001, 3.0695515E-003, 0.0000000E+000, 0.0000000E+000,-6.7830702E-001,-7.6105471E-001, 0.0000000E+000, 1.2586893E-003, 0.0000000E+000, 0.0000000E+000
 1.8000015E+001, 3.6062495E+001,-1.1790661E+001,-2.4630899E+001,-4.2762253E-001, 2.7886927E-003, 0.0000000E+000, 0.0000000E+000,-7.0507402E-001,-7.8389882E-001, 0.0000000E+000, 1.2586893E-003, 0.0000000E+000, 0.0000000E+000
 2.0000658E+001, 3.5639353E+001,-1.1568037E+001,-2.2969852E+001,-4.1806730E-001, 2.7526322E-003, 0.0000000E+000, 0.0000000E+000, 7.7124908E-001, 6.8614926E-001, 0.0000000E+000, 1.2586893E-003, 0.0000000E+000, 0.0000000E+000
 2.2000269E+001, 3.5872420E+001,-1.1659622E+001,-2.3125005E+001,-4.1855196E-001, 2.7017511E-003, 0.0000000E+000, 0.0000000E+000, 7.5587727E-001, 6.7194236E-001, 0.0000000E+000, 1.2586893E-003, 0.0000000E+000, 0.0000000E+000
