cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.0342468E+003, 1.0518708E+003, 6.5960195E-001, 1.5395556E+002, 2.1001348E+002, 2.0392173E-001, 4.6091142E-002, 7.1193846E-002, 1.0667468E-002, 8.3624981E-002, 1.1081517E-001, 9.3114512E-003, 6.6265394E-001, 1.0226721E-002, 2.3207518E-003
 2.2806122E+000, 1.0941056E+003, 1.1230165E+003, 1.0911091E+000, 1.6504427E+002, 2.2656751E+002, 2.6773632E-001, 4.5397288E-002, 7.3982069E-002, 1.0064806E-002, 6.6492120E-002, 1.1418046E-001, 8.7690499E-003, 6.7559120E-001, 9.7207980E-003, 2.2899552E-003
 4.3112245E+000, 1.1234678E+003, 1.1552066E+003, 1.4714796E+000, 1.5936970E+002, 2.3198388E+002, 3.4529344E-001, 4.7818156E-002, 7.4444772E-002, 9.5139075E-003, 5.4543389E-002, 1.1437933E-001, 8.2782591E-003, 6.8566934E-001, 9.2404043E-003, 2.2316812E-003
 6.3418367E+000, 1.1405816E+003, 1.1682364E+003, 1.7707865E+000, 1.6395724E+002, 2.7423051E+002, 4.8039231E-001, 5.4124657E-002, 7.3090032E-002, 8.3131400E-003, 4.4322100E-002, 1.1150557E-001, 7.2141872E-003, 6.9651776E-001, 8.0902466E-003, 2.0534315E-003
 8.3724490E+000, 1.1294230E+003, 1.1473555E+003, 1.9919567E+000, 1.5591473E+002, 2.8545878E+002, 6.4255028E-001, 6.3115193E-002, 6.9947021E-002, 7.1418245E-003, 3.6776135E-002, 1.0619316E-001, 6.1806020E-003, 7.0621661E-001, 6.9541738E-003, 1.8533310E-003
 1.0403061E+001, 1.1226152E+003, 1.1315927E+003, 2.2111894E+000, 1.5867874E+002, 2.9535652E+002, 7.1672901E-001, 6.9535401E-002, 6.7630228E-002, 6.4466266E-003, 3.1079095E-002, 1.0242582E-001, 5.5682385E-003, 7.1318517E-001, 6.2910766E-003, 1.7311856E-003
 1.2433673E+001, 1.1113746E+003, 1.1131097E+003, 2.3864314E+000, 1.6314741E+002, 3.0918246E+002, 8.0963522E-001, 7.5215867E-002, 6.5549687E-002, 5.7631461E-003, 2.6764614E-002, 9.8987307E-002, 4.9657199E-003, 7.1891340E-001, 5.6306828E-003, 1.6118384E-003
 1.4464286E+001, 1.0833700E+003, 1.0763840E+003, 2.5218157E+000, 1.6690977E+002, 3.2021783E+002, 8.8899231E-001, 8.3402788E-002, 6.2027671E-002, 5.1029496E-003, 2.2971143E-002, 9.3589343E-002, 4.3873716E-003, 7.2500231E-001, 4.9904673E-003, 1.4770440E-003
 1.6494898E+001, 1.0471341E+003, 1.0256748E+003, 2.6029981E+000, 1.7585013E+002, 3.4046544E+002, 1.0011922E+000, 9.2203190E-002, 5.7954245E-002, 4.6019907E-003, 2.0022825E-002, 8.7571485E-002, 3.9518956E-003, 7.3046492E-001, 4.5046876E-003, 1.3573469E-003
 1.8525510E+001, 1.0215882E+003, 9.9846519E+002, 2.7015947E+000, 1.9070704E+002, 3.4782346E+002, 1.0784005E+000, 9.8429306E-002, 5.5231184E-002, 4.1782340E-003, 1.7006126E-002, 8.3474648E-002, 3.5817892E-003, 7.3509075E-001, 4.0959433E-003, 1.2656362E-003
