s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
Time,"MLRPUA","HEAT_FLUX","MLRPUA_ideal","T_SURF_MEAN","T_SURF_MAX","w"
 0.0000000E+000, 0.0000000E+000, 2.0000000E+001, 1.8200000E-002, 2.5000000E+001, 2.5000000E+001,-2.4820431E-003
 1.5966498E-001, 0.0000000E+000, 2.0000000E+001, 1.8200000E-002, 2.5000000E+001, 2.5000000E+001,-2.6168430E-003
 3.1932996E-001, 1.7468676E-005, 1.9998927E+001, 1.8199024E-002, 2.9793471E+001, 2.9802274E+001,-2.6147824E-003
 4.7899494E-001, 1.7468676E-005, 1.9998928E+001, 1.8199024E-002, 2.9793471E+001, 2.9802274E+001,-2.4857885E-003
 6.3865991E-001, 2.4071460E-005, 1.9954640E+001, 1.8158722E-002, 3.3931390E+001, 3.3946456E+001,-2.3911166E-003
 7.9832489E-001, 2.4071460E-005, 1.9954721E+001, 1.8158796E-002, 3.3931390E+001, 3.3946456E+001,-2.2357706E-003
 9.5798987E-001, 2.9370313E-005, 1.9923945E+001, 1.8130790E-002, 3.7637001E+001, 3.7656586E+001,-2.0278427E-003
 1.1176548E+000, 2.9370313E-005, 1.9924055E+001, 1.8130890E-002, 3.7637001E+001, 3.7656586E+001,-1.7016626E-003
 1.2773198E+000, 3.8562165E-005, 1.9894568E+001, 1.8104057E-002, 4.1014128E+001, 4.1037132E+001,-1.2696900E-003
 1.4369848E+000, 3.8562165E-005, 1.9894710E+001, 1.8104187E-002, 4.1014128E+001, 4.1037132E+001,-6.4382916E-004
 1.5966498E+000, 6.0317251E-005, 1.9873474E+001, 1.8084861E-002, 4.4141855E+001, 4.4173033E+001, 1.1903197E-004
 1.7563148E+000, 6.0317251E-005, 1.9873661E+001, 1.8085032E-002, 4.4141855E+001, 4.4173033E+001, 1.2239529E-003
 1.9159797E+000, 1.0695481E-004, 1.9850829E+001, 1.8064254E-002, 4.7053939E+001, 4.7093086E+001, 2.4923469E-003
 2.0756447E+000, 1.0695481E-004, 1.9851137E+001, 1.8064535E-002, 4.7053939E+001, 4.7093086E+001, 4.3776810E-003
 2.2353097E+000, 1.8567742E-004, 1.9835196E+001, 1.8050028E-002, 4.9780748E+001, 4.9862471E+001, 6.4864937E-003
 2.3949747E+000, 1.8567742E-004, 1.9835779E+001, 1.8050559E-002, 4.9780748E+001, 4.9862471E+001, 9.6495362E-003
 2.5546397E+000, 3.1721190E-004, 1.9829412E+001, 1.8044765E-002, 5.2332093E+001, 5.2482540E+001, 1.3226587E-002
 2.7143046E+000, 3.1721190E-004, 1.9830421E+001, 1.8045683E-002, 5.2332093E+001, 5.2482540E+001, 1.8650336E-002
 2.8739696E+000, 5.3759082E-004, 1.9831698E+001, 1.8046845E-002, 5.4689557E+001, 5.4959126E+001, 2.4890877E-002
 3.0336346E+000, 5.3759082E-004, 1.9833913E+001, 1.8048861E-002, 5.4689557E+001, 5.4959126E+001, 3.4373944E-002
 3.1932996E+000, 9.0938488E-004, 1.9961921E+001, 1.8165348E-002, 5.6810199E+001, 5.7262300E+001, 4.5170414E-002
 3.3529645E+000, 9.0938488E-004, 2.0277321E+001, 1.8452362E-002, 5.6810199E+001, 5.7262300E+001, 6.0926915E-002
 3.5126295E+000, 1.5373210E-003, 2.0648645E+001, 1.8790267E-002, 5.8707286E+001, 5.9490737E+001, 7.7850469E-002
 3.6722945E+000, 1.5373210E-003, 2.0971890E+001, 1.9084419E-002, 5.8707286E+001, 5.9490737E+001, 1.0171985E-001
 3.8319595E+000, 2.5741269E-003, 2.1645343E+001, 1.9697263E-002, 6.0269101E+001, 6.1381973E+001, 1.2520369E-001
 3.9651867E+000, 2.5741269E-003, 2.2072584E+001, 2.0086051E-002, 6.0269101E+001, 6.1381973E+001, 1.5831851E-001
 4.0804096E+000, 3.8868877E-003, 2.3024795E+001, 2.0952564E-002, 6.1211709E+001, 6.2672899E+001, 1.9379820E-001
 4.1956326E+000, 3.8868877E-003, 2.4084304E+001, 2.1916716E-002, 6.1211709E+001, 6.2672899E+001, 2.6474394E-001
 4.2825608E+000, 5.1278152E-003, 2.5645666E+001, 2.3337556E-002, 6.1947065E+001, 6.3704691E+001, 3.6611574E-001
 4.3694890E+000, 5.1278152E-003, 2.7247967E+001, 2.4795650E-002, 6.1947065E+001, 6.3704691E+001, 5.4726298E-001
 4.4462906E+000, 6.2667032E-003, 2.8908953E+001, 2.6307147E-002, 6.2697587E+001, 6.4102449E+001, 8.2186585E-001
 4.5230922E+000, 6.2667032E-003, 3.0005235E+001, 2.7304764E-002, 6.2697587E+001, 6.4102449E+001, 1.2490756E+000
 4.5855250E+000, 7.4182957E-003, 3.0942808E+001, 2.8157955E-002, 6.3397441E+001, 6.4765577E+001, 1.7206912E+000
 4.6479578E+000, 7.4182957E-003, 3.1773201E+001, 2.8913613E-002, 6.3397441E+001, 6.4765577E+001, 2.2668972E+000
 4.7103906E+000, 1.0622834E-002, 3.2356495E+001, 2.9444410E-002, 6.3536073E+001, 6.4827674E+001, 2.7649887E+000
 4.7614100E+000, 1.0622834E-002, 3.2738384E+001, 2.9791929E-002, 6.3536073E+001, 6.4827674E+001, 3.0194509E+000
 4.8124294E+000, 9.8901465E-003, 3.5452412E+001, 3.2261695E-002, 6.3989784E+001, 6.5776970E+001, 3.0796318E+000
 4.8634488E+000, 9.8901465E-003, 3.7758451E+001, 3.4360190E-002, 6.3989784E+001, 6.5776970E+001, 2.9298320E+000
 4.9048864E+000, 1.0008040E-002, 3.8074597E+001, 3.4647883E-002, 6.4798228E+001, 6.7366671E+001, 2.6999302E+000
 4.9463241E+000, 1.0008040E-002, 3.9530528E+001, 3.5972780E-002, 6.4798228E+001, 6.7366671E+001, 2.4317220E+000
 4.9831364E+000, 1.8025522E-002, 4.0044179E+001, 3.6440203E-002, 6.4428475E+001, 6.6159915E+001, 2.2227043E+000
 5.0199487E+000, 1.8025522E-002, 4.1664304E+001, 3.7914517E-002, 6.4428475E+001, 6.6159915E+001, 2.1115712E+000
 5.0567610E+000, 1.5310884E-002, 4.6940531E+001, 4.2715883E-002, 6.4684644E+001, 6.7157454E+001, 2.1325327E+000
 5.0887865E+000, 1.5310884E-002, 5.1525115E+001, 4.6887854E-002, 6.4684644E+001, 6.7157454E+001, 2.2449358E+000
 5.1208119E+000, 2.1669291E-002, 5.4884231E+001, 4.9944650E-002, 6.4758448E+001, 6.7707085E+001, 2.4635356E+000
 5.1528373E+000, 2.1669291E-002, 5.8663876E+001, 5.3384127E-002, 6.4758448E+001, 6.7707085E+001, 2.7655411E+000
 5.1848628E+000, 2.2463237E-002, 6.4152607E+001, 5.8378873E-002, 6.5128164E+001, 6.8782713E+001, 3.1331517E+000
 5.2168882E+000, 2.2463237E-002, 6.9193708E+001, 6.2966274E-002, 6.5128164E+001, 6.8782713E+001, 3.4869026E+000
 5.2489137E+000, 2.5662699E-002, 7.4983539E+001, 6.8235021E-002, 6.5709865E+001, 6.8914517E+001, 3.7563318E+000
 5.2809391E+000, 2.5662699E-002, 7.6950076E+001, 7.0024569E-002, 6.5709865E+001, 6.8914517E+001, 3.8951458E+000
 5.3096075E+000, 3.5570409E-002, 7.9804269E+001, 7.2621885E-002, 6.5800688E+001, 6.9134299E+001, 3.8561309E+000
 5.3382760E+000, 3.5570409E-002, 8.3044643E+001, 7.5570625E-002, 6.5800688E+001, 6.9134299E+001, 3.6971506E+000
 5.3669444E+000, 3.9156430E-002, 8.7424795E+001, 7.9556563E-002, 6.6279502E+001, 6.8953501E+001, 3.5011164E+000
 5.3956128E+000, 3.9156430E-002, 9.1213471E+001, 8.3004259E-002, 6.6279502E+001, 6.8953501E+001, 3.3216133E+000
 5.4242813E+000, 5.0809186E-002, 9.2465585E+001, 8.4143682E-002, 6.5879103E+001, 6.9089936E+001, 3.2180822E+000
 5.4492375E+000, 5.0809186E-002, 8.9406245E+001, 8.1359683E-002, 6.5879103E+001, 6.9089936E+001, 3.2562972E+000
 5.4741936E+000, 5.2256413E-002, 9.2272789E+001, 8.3968238E-002, 6.5965791E+001, 6.8685853E+001, 3.4066253E+000
 5.4965781E+000, 5.2256413E-002, 9.2063320E+001, 8.3777621E-002, 6.5965791E+001, 6.8685853E+001, 3.5977185E+000
 5.5189626E+000, 5.6518772E-002, 9.5716029E+001, 8.7101587E-002, 6.6174626E+001, 6.8755440E+001, 3.8539782E+000
 5.5413471E+000, 5.6518772E-002, 9.6740050E+001, 8.8033445E-002, 6.6174626E+001, 6.8755440E+001, 4.0476886E+000
 5.5637316E+000, 6.3387627E-002, 9.9363112E+001, 9.0420432E-002, 6.5876212E+001, 6.8952117E+001, 4.1423094E+000
 5.5861161E+000, 6.3387627E-002, 1.0123015E+002, 9.2119440E-002, 6.5876212E+001, 6.8952117E+001, 4.1589894E+000
 5.6085005E+000, 5.7371153E-002, 1.0299869E+002, 9.3728812E-002, 6.6375723E+001, 6.9040833E+001, 4.1211105E+000
 5.6308850E+000, 5.7371153E-002, 1.0546084E+002, 9.5969360E-002, 6.6375723E+001, 6.9040833E+001, 4.0509321E+000
 5.6532695E+000, 6.5447605E-002, 1.0599239E+002, 9.6453072E-002, 6.6451259E+001, 6.9277196E+001, 3.9496982E+000
 5.6756540E+000, 6.5447605E-002, 1.0249533E+002, 9.3270746E-002, 6.6451259E+001, 6.9277196E+001, 3.8727789E+000
 5.6980385E+000, 7.2067133E-002, 1.0239081E+002, 9.3175634E-002, 6.5886067E+001, 6.8936153E+001, 3.8421219E+000
 5.7166551E+000, 7.2067133E-002, 9.6969930E+001, 8.8242637E-002, 6.5886067E+001, 6.8936153E+001, 3.8705620E+000
 5.7352717E+000, 6.7612021E-002, 9.7043283E+001, 8.8309388E-002, 6.5735706E+001, 6.8435608E+001, 3.9295234E+000
 5.7538883E+000, 6.7612021E-002, 9.6050988E+001, 8.7406399E-002, 6.5735706E+001, 6.8435608E+001, 4.0340562E+000
 5.7725049E+000, 5.6790686E-002, 9.4366150E+001, 8.5873197E-002, 6.6009933E+001, 6.8339410E+001, 4.1373432E+000
 5.7911215E+000, 5.6790686E-002, 9.3670917E+001, 8.5240534E-002, 6.6009933E+001, 6.8339410E+001, 4.2360952E+000
 5.8097380E+000, 6.5481214E-002, 9.2180902E+001, 8.3884621E-002, 6.5591698E+001, 6.8411447E+001, 4.3240231E+000
 5.8283546E+000, 6.5481214E-002, 9.1090067E+001, 8.2891961E-002, 6.5591698E+001, 6.8411447E+001, 4.4138126E+000
 5.8469712E+000, 5.3840097E-002, 8.9335260E+001, 8.1295087E-002, 6.5818965E+001, 6.8335211E+001, 4.5121665E+000
 5.8655878E+000, 5.3840097E-002, 8.8429622E+001, 8.0470956E-002, 6.5818965E+001, 6.8335211E+001, 4.5957261E+000
 5.8817587E+000, 6.0247554E-002, 8.7566642E+001, 7.9685644E-002, 6.5625999E+001, 6.8460816E+001, 4.6519699E+000
 5.8979295E+000, 6.0247554E-002, 8.6824231E+001, 7.9010050E-002, 6.5625999E+001, 6.8460816E+001, 4.7026428E+000
 5.9141004E+000, 5.4987076E-002, 8.6449694E+001, 7.8669221E-002, 6.5695787E+001, 6.8442057E+001, 4.7625199E+000
 5.9302712E+000, 5.4987076E-002, 8.8446092E+001, 8.0485944E-002, 6.5695787E+001, 6.8442057E+001, 4.8465851E+000
 5.9464421E+000, 5.7972508E-002, 8.7241289E+001, 7.9389573E-002, 6.5610745E+001, 6.8531869E+001, 4.9384663E+000
 5.9626129E+000, 5.7972508E-002, 8.7064238E+001, 7.9228457E-002, 6.5610745E+001, 6.8531869E+001, 5.0192896E+000
 5.9787838E+000, 5.3141883E-002, 8.6868010E+001, 7.9049889E-002, 6.5822596E+001, 6.8529217E+001, 5.0624024E+000
 5.9949546E+000, 5.3141883E-002, 8.6687219E+001, 7.8885369E-002, 6.5822596E+001, 6.8529217E+001, 5.0641989E+000
 6.0091039E+000, 6.1347398E-002, 8.6499017E+001, 7.8714106E-002, 6.5639225E+001, 6.8554827E+001, 5.0409470E+000
 6.0232532E+000, 6.1347398E-002, 8.6316977E+001, 7.8548449E-002, 6.5639225E+001, 6.8554827E+001, 5.0048307E+000
 6.0374026E+000, 5.4016375E-002, 8.4383328E+001, 7.6788828E-002, 6.5843596E+001, 6.8491098E+001, 4.9491909E+000
 6.0515519E+000, 5.4016375E-002, 8.4152497E+001, 7.6578772E-002, 6.5843596E+001, 6.8491098E+001, 4.8865404E+000
 6.0657012E+000, 6.0011925E-002, 8.1365552E+001, 7.4042653E-002, 6.5655149E+001, 6.8434521E+001, 4.8108728E+000
 6.0798505E+000, 6.0011925E-002, 8.0569794E+001, 7.3318513E-002, 6.5655149E+001, 6.8434521E+001, 4.7273719E+000
 6.0921843E+000, 5.5088328E-002, 7.8977004E+001, 7.1869074E-002, 6.5649559E+001, 6.8306189E+001, 4.6570433E+000
 6.1045180E+000, 5.5088328E-002, 7.6234524E+001, 6.9373417E-002, 6.5649559E+001, 6.8306189E+001, 4.6134511E+000
 6.1168517E+000, 5.5679564E-002, 7.4288156E+001, 6.7602222E-002, 6.5508230E+001, 6.8182577E+001, 4.5592557E+000
 6.1291855E+000, 5.5679564E-002, 7.2110374E+001, 6.5620440E-002, 6.5508230E+001, 6.8182577E+001, 4.4895024E+000
 6.1415192E+000, 5.1578141E-002, 6.9883198E+001, 6.3593711E-002, 6.5343822E+001, 6.7958632E+001, 4.4091630E+000
 6.1550863E+000, 5.1578141E-002, 6.8077347E+001, 6.1950385E-002, 6.5343822E+001, 6.7958632E+001, 4.3113746E+000
 6.1700101E+000, 4.8182482E-002, 6.6430692E+001, 6.0451930E-002, 6.5094489E+001, 6.7589348E+001, 4.1835889E+000
 6.1849339E+000, 4.8182482E-002, 6.5439347E+001, 5.9549806E-002, 6.5094489E+001, 6.7589348E+001, 4.0528359E+000
 6.1998577E+000, 4.4457679E-002, 6.5137746E+001, 5.9275349E-002, 6.4979582E+001, 6.7040267E+001, 3.9374465E+000
 6.2147815E+000, 4.4457679E-002, 6.4820018E+001, 5.8986216E-002, 6.4979582E+001, 6.7040267E+001, 3.8520132E+000
 6.2297054E+000, 4.6931015E-002, 6.4622961E+001, 5.8806895E-002, 6.4692887E+001, 6.6504267E+001, 3.7892241E+000
