cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 1.0000000E+000, 6.2351990E+002, 6.2054796E+002,-2.8486327E-002, 2.2658449E+001, 2.6854010E+001, 7.2931568E-002, 5.3635017E-002, 4.0439138E-002, 1.7255714E-002, 3.7317195E-001, 5.4580129E-002, 1.0731382E-002, 4.4496359E-001, 1.2357381E-002, 1.6038658E-003
 3.0000000E+000, 6.6735750E+002, 6.6578577E+002, 8.1552575E-002, 2.1602463E+001, 2.6086857E+001, 1.0018119E-001, 5.7360990E-002, 4.3902630E-002, 1.8531622E-002, 3.2460103E-001, 5.9108529E-002, 1.1524245E-002, 4.7935099E-001, 1.3779869E-002, 1.7919226E-003
 5.0000000E+000, 7.5853969E+002, 7.5985428E+002, 3.5846067E-001, 3.8315812E+001, 4.6559854E+001, 1.0900001E-001, 6.1494114E-002, 5.1066782E-002, 2.0264565E-002, 2.4555660E-001, 6.7825819E-002, 1.2597853E-002, 5.3497974E-001, 1.6083189E-002, 2.1153295E-003
 7.0000000E+000, 7.8415749E+002, 7.8635950E+002, 7.0146217E-001, 4.4806415E+001, 5.4615962E+001, 1.2857311E-001, 6.1831450E-002, 5.3137208E-002, 2.0550642E-002, 2.2783835E-001, 7.0190965E-002, 1.2773908E-002, 5.4734476E-001, 1.6558222E-002, 2.1885768E-003
 9.0000000E+000, 8.5350393E+002, 8.5862336E+002, 1.0582333E+000, 6.5117759E+001, 8.0185952E+001, 1.5957661E-001, 6.1563357E-002, 5.8950004E-002, 2.0965320E-002, 1.8576237E-001, 7.6559119E-002, 1.3025377E-002, 5.7660700E-001, 1.7515571E-002, 2.3544852E-003
 1.1000000E+001, 8.9429866E+002, 9.0144934E+002, 1.4005403E+000, 7.6306724E+001, 9.5415597E+001, 1.9649779E-001, 6.0886166E-002, 6.2472212E-002, 2.0940313E-002, 1.6404971E-001, 8.0231406E-002, 1.3005078E-002, 5.9177447E-001, 1.7821339E-002, 2.4261030E-003
 1.3000000E+001, 9.3096356E+002, 9.4005211E+002, 1.7171260E+000, 8.4106555E+001, 1.0772783E+002, 2.3574952E-001, 6.0179101E-002, 6.5657288E-002, 2.0727886E-002, 1.4577618E-001, 8.3429337E-002, 1.2868088E-002, 6.0470273E-001, 1.7912131E-002, 2.4713918E-003
 1.5000000E+001, 9.6412814E+002, 9.7495828E+002, 2.0055541E+000, 8.9701087E+001, 1.1839659E+002, 2.7659494E-001, 5.9519605E-002, 6.8497430E-002, 2.0428014E-002, 1.3014873E-001, 8.6209978E-002, 1.2676901E-002, 6.1587084E-001, 1.7886969E-002, 2.5008471E-003
 1.7000000E+001, 9.9388107E+002, 1.0062489E+003, 2.2686577E+000, 9.3848476E+001, 1.2785287E+002, 3.1877050E-001, 5.9025570E-002, 7.1025457E-002, 2.0001649E-002, 1.1655693E-001, 8.8585320E-002, 1.2407071E-002, 6.2579905E-001, 1.7710468E-002, 2.5109101E-003
 1.9000000E+001, 1.0206575E+003, 1.0343265E+003, 2.5084764E+000, 9.6025414E+001, 1.3571102E+002, 3.6019423E-001, 5.8768437E-002, 7.3227986E-002, 1.9492840E-002, 1.0454372E-001, 9.0570809E-002, 1.2086145E-002, 6.3478863E-001, 1.7428985E-002, 2.5064352E-003
 2.1000000E+001, 1.0443553E+003, 1.0590303E+003, 2.7276399E+000, 9.6819413E+001, 1.4272824E+002, 4.0277046E-001, 5.8827397E-002, 7.5088213E-002, 1.8890847E-002, 9.3901468E-002, 9.2143538E-002, 1.1707433E-002, 6.4302821E-001, 1.7032291E-002, 2.4860856E-003
 2.3000000E+001, 1.0650786E+003, 1.0804357E+003, 2.9268063E+000, 9.7254176E+001, 1.4985411E+002, 4.4736980E-001, 5.9164179E-002, 7.6623898E-002, 1.8249385E-002, 8.4429750E-002, 9.3355626E-002, 1.1304484E-002, 6.5058552E-001, 1.6575647E-002, 2.4559511E-003
 2.5000000E+001, 1.0831162E+003, 1.0990440E+003, 3.1073410E+000, 9.7437442E+001, 1.5579980E+002, 4.9431090E-001, 5.9811259E-002, 7.7844841E-002, 1.7572367E-002, 7.5884816E-002, 9.4220525E-002, 1.0879730E-002, 6.5764104E-001, 1.6066200E-002, 2.4169379E-003
 2.7000000E+001, 1.0993904E+003, 1.1155958E+003, 3.2728017E+000, 9.7886845E+001, 1.6255473E+002, 5.3871276E-001, 6.0721513E-002, 7.8796831E-002, 1.6878171E-002, 6.8078119E-002, 9.4797117E-002, 1.0444597E-002, 6.6429034E-001, 1.5524385E-002, 2.3717138E-003
 2.9000000E+001, 1.1126078E+003, 1.1286142E+003, 3.4228526E+000, 9.8693510E+001, 1.7039989E+002, 5.8321339E-001, 6.2126474E-002, 7.9384135E-002, 1.6083254E-002, 6.0983798E-002, 9.4936226E-002, 9.9469975E-003, 6.7073132E-001, 1.4868457E-002, 2.3104909E-003
 3.1000000E+001, 1.1216150E+003, 1.1365637E+003, 3.5552242E+000, 9.9073055E+001, 1.7930451E+002, 6.3180297E-001, 6.4145913E-002, 7.9492405E-002, 1.5244993E-002, 5.4568588E-002, 9.4556648E-002, 9.4229446E-003, 6.7696791E-001, 1.4156089E-002, 2.2383907E-003
 3.3000000E+001, 1.1265572E+003, 1.1395116E+003, 3.6682230E+000, 1.0214450E+002, 1.9218240E+002, 6.9037702E-001, 6.6593630E-002, 7.9229904E-002, 1.4387129E-002, 4.8838546E-002, 9.3783540E-002, 8.8871321E-003, 6.8289998E-001, 1.3410085E-002, 2.1588474E-003
 3.5000000E+001, 1.1279559E+003, 1.1398115E+003, 3.7658342E+000, 1.0434739E+002, 1.9877891E+002, 7.5425429E-001, 6.7889039E-002, 7.9006525E-002, 1.3975458E-002, 4.6204595E-002, 9.3312601E-002, 8.6301368E-003, 6.8570951E-001, 1.3049729E-002, 2.1194553E-003
 3.7000000E+001, 1.1281703E+003, 1.1364011E+003, 3.8548993E+000, 1.1357204E+002, 2.1882196E+002, 8.1220920E-001, 7.2089303E-002, 7.7984695E-002, 1.2793947E-002, 3.9048567E-002, 9.1570578E-002, 7.8930555E-003, 6.9366628E-001, 1.2008209E-002, 2.0018560E-003
 3.9000000E+001, 1.1273113E+003, 1.1325297E+003, 3.9325051E+000, 1.2187486E+002, 2.3477407E+002, 8.6568262E-001, 7.4933315E-002, 7.7149255E-002, 1.2095212E-002, 3.4740468E-002, 9.0304698E-002, 7.4574590E-003, 6.9855964E-001, 1.1393781E-002, 1.9304325E-003
 4.1000000E+001, 1.1267804E+003, 1.1290574E+003, 3.9991686E+000, 1.3018048E+002, 2.5032038E+002, 9.1819382E-001, 7.7769037E-002, 7.6272597E-002, 1.1420239E-002, 3.0651694E-002, 8.9010471E-002, 7.0367687E-003, 7.0326786E-001, 1.0797089E-002, 1.8604642E-003
 4.3000000E+001, 1.1248656E+003, 1.1242759E+003, 4.0544521E+000, 1.3948542E+002, 2.6529398E+002, 9.7064886E-001, 8.0859906E-002, 7.5235268E-002, 1.0683081E-002, 2.6784160E-002, 8.7512904E-002, 6.5774265E-003, 7.0798371E-001, 1.0133196E-002, 1.7816265E-003
 4.5000000E+001, 1.1225125E+003, 1.1204563E+003, 4.0982209E+000, 1.4447966E+002, 2.7243750E+002, 1.0149229E+000, 8.2610012E-002, 7.4589528E-002, 1.0274804E-002, 2.4966252E-002, 8.6609398E-002, 6.3231128E-003, 7.1038004E-001, 9.7601684E-003, 1.7365045E-003
 4.7000000E+001, 1.1141231E+003, 1.1086377E+003, 4.1260745E+000, 1.5558696E+002, 2.8711611E+002, 1.0679290E+000, 8.6544671E-002, 7.2960223E-002, 9.4691027E-003, 2.1605905E-002, 8.4463013E-002, 5.8217175E-003, 7.1512682E-001, 9.0190996E-003, 1.6434448E-003
 4.9000000E+001, 1.0943035E+003, 1.0822698E+003, 4.1434427E+000, 1.7220774E+002, 3.0918407E+002, 1.1235115E+000, 9.2958301E-002, 7.0036899E-002, 8.2916113E-003, 1.7382553E-002, 8.0769734E-002, 5.0896740E-003, 7.2182321E-001, 7.9248576E-003, 1.5006663E-003
 5.1000000E+001, 1.0783045E+003, 1.0620752E+003, 4.1570628E+000, 1.8057317E+002, 3.2094021E+002, 1.1703437E+000, 9.7313688E-002, 6.7968127E-002, 7.5110141E-003, 1.5018537E-002, 7.8185953E-002, 4.6045522E-003, 7.2599207E-001, 7.1914100E-003, 1.4036142E-003
 5.3000000E+001, 1.0697156E+003, 1.0513993E+003, 4.1655220E+000, 1.8406578E+002, 3.2610271E+002, 1.2070745E+000, 9.9537767E-002, 6.6874790E-002, 7.1482527E-003, 1.3902611E-002, 7.6850585E-002, 4.3792803E-003, 7.2801608E-001, 6.8506314E-003, 1.3572890E-003
