s,m/s
Time,"w"
 0.0000000E+000,-1.2403294E-003
 1.1522827E-002,-1.2611322E-003
 2.3045655E-002,-1.2917221E-003
 3.4568482E-002,-1.1450332E-003
 4.6091309E-002,-3.8416841E-004
 5.7614136E-002, 6.4542326E-004
 6.9136964E-002, 2.1733298E-003
 8.0659791E-002, 3.9339348E-003
 9.2182618E-002, 5.8697993E-003
 1.0370545E-001, 7.9551962E-003
 1.1522827E-001, 1.0122500E-002
 1.2675110E-001, 1.2340482E-002
 1.3827393E-001, 1.4578812E-002
 1.4979675E-001, 1.6828688E-002
 1.6131958E-001, 1.9025340E-002
 1.7284241E-001, 2.0738514E-002
 1.8436524E-001, 2.1724955E-002
 1.9588806E-001, 2.2282489E-002
 2.0741089E-001, 2.2668167E-002
 2.1893372E-001, 2.3045669E-002
 2.3045655E-001, 2.3534811E-002
 2.4197937E-001, 2.4293337E-002
 2.5350220E-001, 2.5358621E-002
 2.6502503E-001, 2.6864616E-002
 2.7654785E-001, 2.9092350E-002
 2.8807068E-001, 3.2287938E-002
 2.9959351E-001, 3.6149620E-002
 3.1111634E-001, 4.0037032E-002
 3.2263916E-001, 4.2493674E-002
 3.3416199E-001, 3.8815401E-002
 3.4568482E-001, 3.0417338E-002
 3.5720765E-001, 2.4435806E-002
 3.6873047E-001, 2.3944315E-002
 3.7815963E-001, 2.8041399E-002
 3.8758880E-001, 3.3611777E-002
 3.9701796E-001, 3.9000550E-002
 4.0644712E-001, 4.3603491E-002
 4.1481145E-001, 4.6924348E-002
 4.2317578E-001, 5.0448732E-002
 4.3154011E-001, 5.4162485E-002
 4.3854167E-001, 5.7180295E-002
 4.4554323E-001, 6.0158856E-002
 4.5076145E-001, 6.2455032E-002
 4.5650148E-001, 6.5096240E-002
 4.6224151E-001, 6.7865990E-002
 4.6737140E-001, 7.0179498E-002
 4.7250128E-001, 7.2363624E-002
 4.7698897E-001, 7.4294614E-002
 4.8147666E-001, 7.6334462E-002
 4.8596435E-001, 7.8577140E-002
 4.9045204E-001, 8.0823076E-002
 4.9493973E-001, 8.2850967E-002
 4.9942742E-001, 8.4803719E-002
 5.0391511E-001, 8.6830260E-002
 5.0840280E-001, 8.8967894E-002
 5.1289049E-001, 9.1188000E-002
 5.1737818E-001, 9.3464336E-002
 5.2186586E-001, 9.5770429E-002
 5.2635355E-001, 9.8132794E-002
 5.3084124E-001, 1.0059903E-001
 5.3476449E-001, 1.0290000E-001
 5.3868774E-001, 1.0532962E-001
 5.4261098E-001, 1.0761576E-001
 5.4653423E-001, 1.0948972E-001
 5.5045748E-001, 1.1103910E-001
 5.5438072E-001, 1.1245892E-001
 5.5788639E-001, 1.1377449E-001
 5.6139207E-001, 1.1534062E-001
 5.6489774E-001, 1.1691553E-001
 5.6840341E-001, 1.1828103E-001
 5.7190909E-001, 1.1946606E-001
 5.7541476E-001, 1.2060831E-001
 5.7892043E-001, 1.2178117E-001
 5.8242610E-001, 1.2299788E-001
 5.8593178E-001, 1.2429580E-001
 5.8943745E-001, 1.2568426E-001
 5.9294312E-001, 1.2715799E-001
 5.9644879E-001, 1.2861123E-001
 5.9995447E-001, 1.3003636E-001
 6.0346014E-001, 1.3153742E-001
 6.0696581E-001, 1.3316922E-001
 6.1047148E-001, 1.3483281E-001
 6.1397716E-001, 1.3643834E-001
 6.1748283E-001, 1.3798253E-001
 6.2098850E-001, 1.3947152E-001
 6.2402440E-001, 1.4074207E-001
 6.2706030E-001, 1.4225390E-001
 6.3009619E-001, 1.4395382E-001
 6.3313209E-001, 1.4550163E-001
 6.3616799E-001, 1.4689620E-001
 6.3920388E-001, 1.4810886E-001
 6.4223978E-001, 1.4916219E-001
 6.4527568E-001, 1.5006842E-001
 6.4831157E-001, 1.5089148E-001
 6.5134747E-001, 1.5160288E-001
 6.5438337E-001, 1.5205208E-001
 6.5741927E-001, 1.5229988E-001
 6.6045516E-001, 1.5242768E-001
 6.6349106E-001, 1.5240656E-001
 6.6652696E-001, 1.5222560E-001
 6.6956285E-001, 1.5202476E-001
 6.7259875E-001, 1.5188793E-001
 6.7563465E-001, 1.5176494E-001
 6.7867054E-001, 1.5147212E-001
 6.8170644E-001, 1.5078666E-001
 6.8474234E-001, 1.4981797E-001
 6.8777824E-001, 1.4878845E-001
 6.9081413E-001, 1.4769653E-001
 6.9385003E-001, 1.4662740E-001
 6.9688593E-001, 1.4568322E-001
 6.9992182E-001, 1.4474578E-001
 7.0260222E-001, 1.4415453E-001
 7.0528261E-001, 1.4416042E-001
 7.0796300E-001, 1.4417988E-001
 7.1064339E-001, 1.4402667E-001
 7.1332378E-001, 1.4393857E-001
 7.1600418E-001, 1.4414065E-001
 7.1868457E-001, 1.4468410E-001
 7.2136496E-001, 1.4566865E-001
 7.2404535E-001, 1.4716344E-001
 7.2672575E-001, 1.4935479E-001
 7.2903753E-001, 1.5205884E-001
 7.3134932E-001, 1.5588926E-001
 7.3366110E-001, 1.6013229E-001
 7.3597289E-001, 1.6465416E-001
 7.3828468E-001, 1.6994457E-001
 7.4059646E-001, 1.7596288E-001
 7.4290825E-001, 1.8254780E-001
 7.4522003E-001, 1.8931608E-001
 7.4753182E-001, 1.9650614E-001
 7.4984360E-001, 2.0473462E-001
 7.5215539E-001, 2.1393951E-001
 7.5446718E-001, 2.2386347E-001
 7.5677896E-001, 2.3564924E-001
 7.5909075E-001, 2.4935008E-001
 7.6140253E-001, 2.6516086E-001
 7.6371432E-001, 2.8481902E-001
 7.6602611E-001, 3.0818302E-001
 7.6833789E-001, 3.4029087E-001
 7.7064968E-001, 3.8085741E-001
 7.7296146E-001, 4.2990878E-001
 7.7527325E-001, 4.8842168E-001
 7.7758504E-001, 5.5290285E-001
 7.7989682E-001, 6.1780793E-001
 7.8220861E-001, 6.8070437E-001
 7.8452039E-001, 7.3701292E-001
 7.8683218E-001, 7.8458319E-001
 7.8914396E-001, 8.2306806E-001
 7.9122290E-001, 8.4982430E-001
 7.9330184E-001, 8.7151243E-001
 7.9538077E-001, 8.9121381E-001
 7.9745971E-001, 9.0932747E-001
 7.9953864E-001, 9.2675028E-001
 8.0161758E-001, 9.4550719E-001
 8.0369651E-001, 9.6542077E-001
 8.0577545E-001, 9.8628538E-001
 8.0785438E-001, 1.0062012E+000
 8.0993332E-001, 1.0222732E+000
 8.1201226E-001, 1.0314737E+000
 8.1409119E-001, 1.0337777E+000
 8.1617013E-001, 1.0293260E+000
 8.1824906E-001, 1.0180826E+000
 8.2032800E-001, 1.0002443E+000
 8.2240693E-001, 9.7761378E-001
 8.2448587E-001, 9.5272758E-001
 8.2656481E-001, 9.2739792E-001
 8.2864374E-001, 9.0352836E-001
 8.3072268E-001, 8.8126728E-001
 8.3280161E-001, 8.6092539E-001
 8.3488055E-001, 8.4118029E-001
 8.3695948E-001, 8.2155899E-001
 8.3903842E-001, 8.0112627E-001
 8.4111735E-001, 7.7654455E-001
 8.4319629E-001, 7.4431731E-001
 8.4527523E-001, 7.0376740E-001
 8.4735416E-001, 6.5005298E-001
 8.4943310E-001, 5.8744817E-001
 8.5151203E-001, 5.1877718E-001
 8.5359097E-001, 4.5222142E-001
 8.5566990E-001, 4.0228910E-001
 8.5774884E-001, 3.7335206E-001
 8.5982777E-001, 3.6152074E-001
 8.6190671E-001, 3.5855763E-001
 8.6368180E-001, 3.5597095E-001
 8.6545688E-001, 3.5065318E-001
 8.6723197E-001, 3.4083313E-001
 8.6900705E-001, 3.2661610E-001
 8.7078214E-001, 3.1189560E-001
 8.7255722E-001, 2.9529857E-001
 8.7433231E-001, 2.7811990E-001
 8.7610740E-001, 2.6614345E-001
 8.7788248E-001, 2.5893890E-001
 8.7965757E-001, 2.5799940E-001
