cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 9.3544932E+002, 9.4128473E+002, 8.8092217E-001, 2.8858958E+001, 3.0451718E+001, 8.0193881E-002, 5.9920234E-002, 3.8212400E-002, 1.1533240E-002, 2.2967540E-001, 9.1284453E-002, 1.2140252E-002, 5.5662700E-001, 1.2983077E-002, 2.9300679E-004
 2.2806122E+000, 9.6285162E+002, 9.6947303E+002, 1.2465725E+000, 3.3223707E+001, 3.5443337E+001, 1.1318582E-001, 6.0592217E-002, 3.9317984E-002, 1.1888698E-002, 2.1230399E-001, 9.3929392E-002, 1.2514419E-002, 5.6882758E-001, 1.3280450E-002, 2.9971801E-004
 4.3112245E+000, 9.8849354E+002, 9.9600797E+002, 1.6002111E+000, 3.8104764E+001, 4.1030526E+001, 1.4200564E-001, 6.0869111E-002, 4.0441865E-002, 1.2190129E-002, 1.9700590E-001, 9.6546459E-002, 1.2831715E-002, 5.7947324E-001, 1.3526623E-002, 3.0527375E-004
 6.3418367E+000, 1.0126034E+003, 1.0210777E+003, 1.9350529E+000, 4.3154625E+001, 4.6810686E+001, 1.7168565E-001, 6.0894786E-002, 4.1584768E-002, 1.2425960E-002, 1.8316793E-001, 9.9127371E-002, 1.3079958E-002, 5.8906523E-001, 1.3706130E-002, 3.0932491E-004
 8.3724490E+000, 1.0353487E+003, 1.0448174E+003, 2.2472573E+000, 4.7823084E+001, 5.2178201E+001, 1.9827742E-001, 6.0800761E-002, 4.2737567E-002, 1.2584030E-002, 1.7034393E-001, 1.0164292E-001, 1.3246347E-002, 5.9798213E-001, 1.3804411E-002, 3.1154296E-004
 1.0403061E+001, 1.0569286E+003, 1.0674115E+003, 2.5353297E+000, 5.1953921E+001, 5.6947784E+001, 2.2557401E-001, 6.0660300E-002, 4.3890702E-002, 1.2667827E-002, 1.5826038E-001, 1.0407872E-001, 1.3334554E-002, 6.0644078E-001, 1.3824908E-002, 3.1200554E-004
 1.2433673E+001, 1.0774399E+003, 1.0889422E+003, 2.8007856E+000, 5.5470891E+001, 6.1021679E+001, 2.5194670E-001, 6.0511176E-002, 4.5036015E-002, 1.2681608E-002, 1.4679306E-001, 1.0642342E-001, 1.3349061E-002, 6.1453821E-001, 1.3772213E-002, 3.1081629E-004
 1.4464286E+001, 1.0967882E+003, 1.1093112E+003, 3.0454930E+000, 5.8504491E+001, 6.4591200E+001, 2.8050636E-001, 6.0452716E-002, 4.6150897E-002, 1.2615359E-002, 1.3577665E-001, 1.0862204E-001, 1.3279326E-002, 6.2243904E-001, 1.3635840E-002, 3.0773859E-004
 1.6494898E+001, 1.1149449E+003, 1.1284788E+003, 3.2724743E+000, 6.1158821E+001, 6.7779734E+001, 3.0936586E-001, 6.0502907E-002, 4.7229590E-002, 1.2460834E-002, 1.2524398E-001, 1.1065437E-001, 1.3116668E-002, 6.3013581E-001, 1.3408146E-002, 3.0259990E-004
