s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
 4.1128422E-001, 5.4149195E-003, 3.4369374E+000, 4.1061091E-003, 4.0308704E+001, 4.0308704E+001, 6.6705914E-002
 4.3079232E-001, 5.6431672E-003, 3.5221194E+000, 4.2078761E-003, 4.1333355E+001, 4.1333355E+001, 6.9755666E-002
 4.4667097E-001, 5.8263059E-003, 4.0651720E+000, 4.8566610E-003, 4.2155503E+001, 4.2155503E+001, 6.9753781E-002
 4.6254962E-001, 6.0070232E-003, 3.8904028E+000, 4.6478642E-003, 4.2966780E+001, 4.2966780E+001, 7.5819443E-002
 4.7674102E-001, 6.1664543E-003, 3.7480401E+000, 4.4777835E-003, 4.3682500E+001, 4.3682500E+001, 8.3684588E-002
 4.9093241E-001, 6.3238906E-003, 3.6093136E+000, 4.3120469E-003, 4.4389264E+001, 4.4389264E+001, 9.5974625E-002
 5.0512380E-001, 6.4793072E-003, 3.5653238E+000, 4.2594923E-003, 4.5086962E+001, 4.5086962E+001, 1.0804351E-001
 5.1931520E-001, 6.6326812E-003, 3.4892178E+000, 4.1685685E-003, 4.5775490E+001, 4.5775490E+001, 1.1684351E-001
 5.3186966E-001, 6.7666447E-003, 3.4281351E+000, 4.0955931E-003, 4.6376880E+001, 4.6376880E+001, 1.2436637E-001
 5.4442412E-001, 6.8989807E-003, 3.4223144E+000, 4.0886390E-003, 4.6970964E+001, 4.6970964E+001, 1.3421429E-001
 5.5524799E-001, 7.0117595E-003, 3.4090107E+000, 4.0727451E-003, 4.7477251E+001, 4.7477251E+001, 1.4184861E-001
 5.6607186E-001, 7.1233135E-003, 3.4026559E+000, 4.0651529E-003, 4.7978040E+001, 4.7978040E+001, 1.4875686E-001
 5.7689573E-001, 7.2336368E-003, 4.2963718E+000, 5.1328753E-003, 4.8473305E+001, 4.8473305E+001, 1.5576300E-001
 5.8634385E-001, 7.3289275E-003, 4.3258182E+000, 5.1680550E-003, 4.8901085E+001, 4.8901085E+001, 1.6308640E-001
 5.9579196E-001, 7.4232736E-003, 4.3891184E+000, 5.2436797E-003, 4.9324624E+001, 4.9324624E+001, 1.7108336E-001
 6.0386023E-001, 7.5030911E-003, 4.4292788E+000, 5.2916594E-003, 4.9682941E+001, 4.9682941E+001, 1.7691177E-001
 6.1192850E-001, 7.5822164E-003, 4.4814481E+000, 5.3539860E-003, 5.0038151E+001, 5.0038151E+001, 1.8308276E-001
 6.1906152E-001, 7.6515923E-003, 4.5245861E+000, 5.4055230E-003, 5.0349594E+001, 5.0349594E+001, 1.8836243E-001
 6.2619454E-001, 7.7204255E-003, 4.5679797E+000, 5.4573654E-003, 5.0658601E+001, 5.0658601E+001, 1.9350665E-001
 6.3332756E-001, 7.7887155E-003, 4.6055205E+000, 5.5022153E-003, 5.0965169E+001, 5.0965169E+001, 1.9913990E-001
 6.4046058E-001, 7.8564617E-003, 4.6359773E+000, 5.5386021E-003, 5.1269296E+001, 5.1269296E+001, 2.0680660E-001
 6.4680748E-001, 7.9162843E-003, 4.6611317E+000, 5.5686541E-003, 5.1537852E+001, 5.1537852E+001, 2.1602257E-001
 6.5315438E-001, 7.9756760E-003, 5.6421259E+000, 6.7406478E-003, 5.1804474E+001, 5.1804474E+001, 2.2971215E-001
 6.5950128E-001, 8.0346367E-003, 5.6548441E+000, 6.7558423E-003, 5.2069161E+001, 5.2069161E+001, 2.4736878E-001
 6.6584818E-001, 8.0931664E-003, 5.6630953E+000, 6.7656999E-003, 5.2331912E+001, 5.2331912E+001, 2.7092981E-001
 6.7219508E-001, 8.1512651E-003, 5.6645524E+000, 6.7674407E-003, 5.2592729E+001, 5.2592729E+001, 3.0308010E-001
 6.7854198E-001, 8.2089329E-003, 5.6595850E+000, 6.7615062E-003, 5.2851612E+001, 5.2851612E+001, 3.4446295E-001
 6.8488887E-001, 8.2661700E-003, 5.6433000E+000, 6.7420505E-003, 5.3108562E+001, 5.3108562E+001, 3.9647099E-001
 6.9123577E-001, 8.3229766E-003, 5.6180571E+000, 6.7118928E-003, 5.3363579E+001, 5.3363579E+001, 4.6012554E-001
 6.9758267E-001, 8.3793532E-003, 5.5881675E+000, 6.6761837E-003, 5.3616665E+001, 5.3616665E+001, 5.3794420E-001
 7.0327201E-001, 8.4295236E-003, 5.5555416E+000, 6.6372055E-003, 5.3841890E+001, 5.3841890E+001, 6.2148730E-001
 7.0896134E-001, 8.4793489E-003, 5.5272369E+000, 6.6033899E-003, 5.4065566E+001, 5.4065566E+001, 7.2259616E-001
 7.1465067E-001, 8.5288297E-003, 6.4540007E+000, 7.7105947E-003, 5.4287696E+001, 5.4287696E+001, 8.4170744E-001
 7.2034001E-001, 8.5779661E-003, 6.4252233E+000, 7.6762143E-003, 5.4508280E+001, 5.4508280E+001, 9.8182603E-001
 7.2602934E-001, 8.6267588E-003, 6.4012304E+000, 7.6475500E-003, 5.4727320E+001, 5.4727320E+001, 1.1350810E+000
 7.3171867E-001, 8.6752081E-003, 6.3888614E+000, 7.6327727E-003, 5.4944819E+001, 5.4944819E+001, 1.2933748E+000
 7.3682454E-001, 8.7183968E-003, 6.3799318E+000, 7.6221045E-003, 5.5138702E+001, 5.5138702E+001, 1.4334517E+000
 7.4193041E-001, 8.7613098E-003, 6.3847101E+000, 7.6278132E-003, 5.5331347E+001, 5.5331347E+001, 1.5695569E+000
 7.4703628E-001, 8.8039474E-003, 6.3863280E+000, 7.6297460E-003, 5.5522757E+001, 5.5522757E+001, 1.6833756E+000
 7.5214215E-001, 8.8463101E-003, 6.3998735E+000, 7.6459289E-003, 5.5712932E+001, 5.5712932E+001, 1.7574589E+000
 7.5724802E-001, 8.8883985E-003, 6.4150698E+000, 7.6640839E-003, 5.5901875E+001, 5.5901875E+001, 1.7953025E+000
 7.6235389E-001, 8.9302129E-003, 6.4403636E+000, 7.6943024E-003, 5.6089589E+001, 5.6089589E+001, 1.7958487E+000
 7.6745976E-001, 8.9717538E-003, 7.5285693E+000, 8.9943818E-003, 5.6276075E+001, 5.6276075E+001, 1.7585050E+000
 7.7256563E-001, 9.0130219E-003, 7.5519973E+000, 9.0223712E-003, 5.6461336E+001, 5.6461336E+001, 1.6997434E+000
 7.7767150E-001, 9.0540176E-003, 7.5730887E+000, 9.0475691E-003, 5.6645374E+001, 5.6645374E+001, 1.6480809E+000
 7.8277737E-001, 9.0947415E-003, 7.5954573E+000, 9.0742929E-003, 5.6828192E+001, 5.6828192E+001, 1.6085992E+000
 7.8788323E-001, 9.1351943E-003, 7.6219705E+000, 9.1059682E-003, 5.7009793E+001, 5.7009793E+001, 1.6012092E+000
 7.9298910E-001, 9.1753764E-003, 7.6583528E+000, 9.1494341E-003, 5.7190179E+001, 5.7190179E+001, 1.6410021E+000
 7.9809497E-001, 9.2152887E-003, 7.7064616E+000, 9.2069097E-003, 5.7369353E+001, 5.7369353E+001, 1.7380890E+000
 8.0264492E-001, 9.2506283E-003, 7.7638824E+000, 9.2755103E-003, 5.7528001E+001, 5.7528001E+001, 1.8690032E+000
 8.0719487E-001, 9.2857546E-003, 7.8142911E+000, 9.3357336E-003, 5.7685690E+001, 5.7685690E+001, 2.0045500E+000
 8.1174481E-001, 9.3206681E-003, 7.8701534E+000, 9.4024723E-003, 5.7842424E+001, 5.7842424E+001, 2.1455276E+000
 8.1583946E-001, 9.3519062E-003, 9.0251347E+000, 1.0782328E-002, 5.7982658E+001, 5.7982658E+001, 2.2478083E+000
 8.1993411E-001, 9.3829727E-003, 9.0684748E+000, 1.0834107E-002, 5.8122122E+001, 5.8122122E+001, 2.3107914E+000
 8.2402875E-001, 9.4138680E-003, 9.1064322E+000, 1.0879455E-002, 5.8260817E+001, 5.8260817E+001, 2.3178758E+000
 8.2812340E-001, 9.4445923E-003, 9.1426139E+000, 1.0922681E-002, 5.8398745E+001, 5.8398745E+001, 2.2935792E+000
 8.3221805E-001, 9.4751462E-003, 9.1773105E+000, 1.0964133E-002, 5.8535908E+001, 5.8535908E+001, 2.2405191E+000
 8.3631270E-001, 9.5055300E-003, 9.2066782E+000, 1.0999218E-002, 5.8672307E+001, 5.8672307E+001, 2.1745462E+000
 8.4040734E-001, 9.5357441E-003, 9.2350068E+000, 1.1033063E-002, 5.8807945E+001, 5.8807945E+001, 2.0989516E+000
 8.4450199E-001, 9.5657890E-003, 9.2620742E+000, 1.1065400E-002, 5.8942822E+001, 5.8942822E+001, 2.0396459E+000
 8.4859664E-001, 9.5956650E-003, 9.2877476E+000, 1.1096072E-002, 5.9076942E+001, 5.9076942E+001, 1.9694653E+000
 8.5269129E-001, 9.6253726E-003, 9.3093770E+000, 1.1121913E-002, 5.9210306E+001, 5.9210306E+001, 2.0039994E+000
 8.5678593E-001, 9.6549121E-003, 1.0282295E+001, 1.2284258E-002, 5.9342915E+001, 5.9342915E+001, 1.9953331E+000
 8.6088058E-001, 9.6842842E-003, 1.0291399E+001, 1.2295134E-002, 5.9474772E+001, 5.9474772E+001, 2.0873907E+000
 8.6497523E-001, 9.7134891E-003, 1.0299560E+001, 1.2304884E-002, 5.9605879E+001, 5.9605879E+001, 2.1817975E+000
 8.6906988E-001, 9.7425274E-003, 1.0301477E+001, 1.2307174E-002, 5.9736238E+001, 5.9736238E+001, 2.2888747E+000
 8.7316452E-001, 9.7713994E-003, 1.0301711E+001, 1.2307454E-002, 5.9865851E+001, 5.9865851E+001, 2.3882393E+000
 8.7725917E-001, 9.8001058E-003, 1.0297182E+001, 1.2302044E-002, 5.9994720E+001, 5.9994720E+001, 2.4563752E+000
 8.8083901E-001, 9.8250676E-003, 1.0292610E+001, 1.2296581E-002, 6.0106778E+001, 6.0106778E+001, 2.5046181E+000
 8.8441886E-001, 9.8499034E-003, 1.0287072E+001, 1.2289965E-002, 6.0218271E+001, 6.0218271E+001, 2.5185309E+000
 8.8799870E-001, 9.8746134E-003, 1.0282192E+001, 1.2284135E-002, 6.0329200E+001, 6.0329200E+001, 2.5435475E+000
 8.9157855E-001, 9.8991982E-003, 1.0275632E+001, 1.2276298E-002, 6.0439566E+001, 6.0439566E+001, 2.5668293E+000
 8.9515839E-001, 9.9236579E-003, 1.1179977E+001, 1.3356719E-002, 6.0549371E+001, 6.0549371E+001, 2.6029672E+000
 8.9873823E-001, 9.9479929E-003, 1.1173946E+001, 1.3349514E-002, 6.0658615E+001, 6.0658615E+001, 2.6526199E+000
 9.0231808E-001, 9.9722035E-003, 1.1168987E+001, 1.3343589E-002, 6.0767302E+001, 6.0767302E+001, 2.7341417E+000
 9.0589792E-001, 9.9962900E-003, 1.1164197E+001, 1.3337867E-002, 6.0875432E+001, 6.0875432E+001, 2.8690045E+000
 9.0947777E-001, 1.0020253E-002, 1.1161074E+001, 1.3334135E-002, 6.0983006E+001, 6.0983006E+001, 2.9889504E+000
 9.1269746E-001, 1.0041700E-002, 1.1157282E+001, 1.3329605E-002, 6.1079285E+001, 6.1079285E+001, 3.1148389E+000
 9.1591715E-001, 1.0063047E-002, 1.1155028E+001, 1.3326912E-002, 6.1175117E+001, 6.1175117E+001, 3.2956433E+000
 9.1913685E-001, 1.0084295E-002, 1.1152069E+001, 1.3323376E-002, 6.1270503E+001, 6.1270503E+001, 3.3941595E+000
 9.2235654E-001, 1.0105444E-002, 1.1150088E+001, 1.3321010E-002, 6.1365444E+001, 6.1365444E+001, 3.3977163E+000
 9.2524211E-001, 1.0124314E-002, 1.1147694E+001, 1.3318150E-002, 6.1450156E+001, 6.1450156E+001, 3.3619949E+000
 9.2812768E-001, 1.0143105E-002, 1.2056890E+001, 1.4404366E-002, 6.1534513E+001, 6.1534513E+001, 3.2698583E+000
 9.3101325E-001, 1.0161817E-002, 1.2056117E+001, 1.4403443E-002, 6.1618516E+001, 6.1618516E+001, 3.1218450E+000
 9.3389881E-001, 1.0180450E-002, 1.2055629E+001, 1.4402860E-002, 6.1702164E+001, 6.1702164E+001, 2.9584395E+000
 9.3678438E-001, 1.0199005E-002, 1.2054235E+001, 1.4401195E-002, 6.1785460E+001, 6.1785460E+001, 2.7954772E+000
 9.3966995E-001, 1.0217481E-002, 1.2053331E+001, 1.4400115E-002, 6.1868404E+001, 6.1868404E+001, 2.6633231E+000
 9.4219528E-001, 1.0233586E-002, 1.2053186E+001, 1.4399941E-002, 6.1940705E+001, 6.1940705E+001, 2.5954935E+000
 9.4472060E-001, 1.0249632E-002, 1.2053667E+001, 1.4400515E-002, 6.2012737E+001, 6.2012737E+001, 2.5760962E+000
 9.4724593E-001, 1.0265618E-002, 1.2055006E+001, 1.4402116E-002, 6.2084502E+001, 6.2084502E+001, 2.6002229E+000
 9.4977126E-001, 1.0281545E-002, 1.2056001E+001, 1.4403304E-002, 6.2155999E+001, 6.2155999E+001, 2.6603360E+000
 9.5229658E-001, 1.0297412E-002, 1.2058291E+001, 1.4406041E-002, 6.2227230E+001, 6.2227230E+001, 2.7430657E+000
 9.5482191E-001, 1.0313220E-002, 1.2710260E+001, 1.5184947E-002, 6.2298195E+001, 6.2298195E+001, 2.8390030E+000
 9.5734724E-001, 1.0328968E-002, 1.2713617E+001, 1.5188958E-002, 6.2368895E+001, 6.2368895E+001, 2.9292270E+000
 9.5987256E-001, 1.0344658E-002, 1.2716576E+001, 1.5192493E-002, 6.2439329E+001, 6.2439329E+001, 3.0083327E+000
 9.6239789E-001, 1.0360289E-002, 1.2720272E+001, 1.5196909E-002, 6.2509499E+001, 6.2509499E+001, 3.0703835E+000
 9.6492322E-001, 1.0375861E-002, 1.2723839E+001, 1.5201171E-002, 6.2579406E+001, 6.2579406E+001, 3.1071667E+000
 9.6744854E-001, 1.0391375E-002, 1.2727901E+001, 1.5206023E-002, 6.2649050E+001, 6.2649050E+001, 3.1075096E+000
 9.6997387E-001, 1.0406830E-002, 1.2732135E+001, 1.5211082E-002, 6.2718431E+001, 6.2718431E+001, 3.0714507E+000
 9.7197833E-001, 1.0419056E-002, 1.2735812E+001, 1.5215474E-002, 6.2773315E+001, 6.2773315E+001, 3.0196988E+000
 9.7398278E-001, 1.0431245E-002, 1.2740244E+001, 1.5220770E-002, 6.2828035E+001, 6.2828035E+001, 2.9534210E+000
 9.7598724E-001, 1.0443397E-002, 1.2744219E+001, 1.5225518E-002, 6.2882590E+001, 6.2882590E+001, 2.8755869E+000
 9.7799170E-001, 1.0455513E-002, 1.3120249E+001, 1.5674762E-002, 6.2936981E+001, 6.2936981E+001, 2.7944394E+000
 9.7999615E-001, 1.0467593E-002, 1.3124627E+001, 1.5679992E-002, 6.2991209E+001, 6.2991209E+001, 2.7156565E+000
 9.8200061E-001, 1.0479636E-002, 1.3128780E+001, 1.5684953E-002, 6.3045272E+001, 6.3045272E+001, 2.6478233E+000
 9.8400507E-001, 1.0491643E-002, 1.3133140E+001, 1.5690163E-002, 6.3099173E+001, 6.3099173E+001, 2.5946193E+000
 9.8600952E-001, 1.0503613E-002, 1.3138139E+001, 1.5696135E-002, 6.3152911E+001, 6.3152911E+001, 2.5581667E+000
 9.8801398E-001, 1.0515547E-002, 1.3143340E+001, 1.5702349E-002, 6.3206486E+001, 6.3206486E+001, 2.5332190E+000
 9.9001844E-001, 1.0527446E-002, 1.3148258E+001, 1.5708224E-002, 6.3259900E+001, 6.3259900E+001, 2.5302140E+000
 9.9202289E-001, 1.0539308E-002, 1.3153489E+001, 1.5714473E-002, 6.3313151E+001, 6.3313151E+001, 2.5297538E+000
 9.9402735E-001, 1.0551134E-002, 1.3158290E+001, 1.5720210E-002, 6.3366240E+001, 6.3366240E+001, 2.5360893E+000
 9.9603181E-001, 1.0562924E-002, 1.3162705E+001, 1.5725484E-002, 6.3419169E+001, 6.3419169E+001, 2.5608314E+000
 9.9803626E-001, 1.0574678E-002, 1.3491990E+001, 1.6118881E-002, 6.3471936E+001, 6.3471936E+001, 2.6022393E+000
 1.0000407E+000, 1.0586396E-002, 1.3496245E+001, 1.6123964E-002, 6.3524542E+001, 6.3524542E+001, 2.6274780E+000
 1.0020452E+000, 1.0598079E-002, 1.3501074E+001, 1.6129733E-002, 6.3576989E+001, 6.3576989E+001, 2.6593906E+000
 1.0040496E+000, 1.0609726E-002, 1.3505121E+001, 1.6134568E-002, 6.3629275E+001, 6.3629275E+001, 2.6626239E+000
 1.0060541E+000, 1.0621338E-002, 1.3509478E+001, 1.6139774E-002, 6.3681401E+001, 6.3681401E+001, 2.6796809E+000
 1.0080585E+000, 1.0632914E-002, 1.3513395E+001, 1.6144452E-002, 6.3733368E+001, 6.3733368E+001, 2.6701035E+000
 1.0100630E+000, 1.0644454E-002, 1.3517612E+001, 1.6149491E-002, 6.3785176E+001, 6.3785176E+001, 2.7000324E+000
 1.0120675E+000, 1.0655959E-002, 1.3521310E+001, 1.6153909E-002, 6.3836825E+001, 6.3836825E+001, 2.6748172E+000
 1.0140719E+000, 1.0667429E-002, 1.3526339E+001, 1.6159917E-002, 6.3888315E+001, 6.3888315E+001, 2.7087405E+000
 1.0160764E+000, 1.0678864E-002, 1.3529510E+001, 1.6163706E-002, 6.3939648E+001, 6.3939648E+001, 2.7113497E+000
 1.0180808E+000, 1.0690263E-002, 1.3857480E+001, 1.6555531E-002, 6.3990822E+001, 6.3990822E+001, 2.7121635E+000
 1.0200853E+000, 1.0701628E-002, 1.3860759E+001, 1.6559448E-002, 6.4041839E+001, 6.4041839E+001, 2.7051347E+000
 1.0220897E+000, 1.0712957E-002, 1.3865294E+001, 1.6564867E-002, 6.4092699E+001, 6.4092699E+001, 2.7179689E+000
 1.0240942E+000, 1.0724251E-002, 1.3868493E+001, 1.6568689E-002, 6.4143402E+001, 6.4143402E+001, 2.7165695E+000
 1.0260987E+000, 1.0735511E-002, 1.3873597E+001, 1.6574786E-002, 6.4193948E+001, 6.4193948E+001, 2.7221349E+000
 1.0281031E+000, 1.0746736E-002, 1.3877330E+001, 1.6579246E-002, 6.4244338E+001, 6.4244338E+001, 2.7309849E+000
 1.0301076E+000, 1.0757926E-002, 1.3882420E+001, 1.6585328E-002, 6.4294572E+001, 6.4294572E+001, 2.7442480E+000
 1.0321120E+000, 1.0769081E-002, 1.3885867E+001, 1.6589445E-002, 6.4344651E+001, 6.4344651E+001, 2.7595597E+000
 1.0341165E+000, 1.0780202E-002, 1.3891014E+001, 1.6595594E-002, 6.4394574E+001, 6.4394574E+001, 2.7744599E+000
 1.0361209E+000, 1.0791288E-002, 1.3894456E+001, 1.6599707E-002, 6.4444342E+001, 6.4444342E+001, 2.7892228E+000
 1.0383258E+000, 1.0803443E-002, 1.4287758E+001, 1.7069585E-002, 6.4498908E+001, 6.4498908E+001, 2.8044222E+000
 1.0405307E+000, 1.0815556E-002, 1.4291317E+001, 1.7073837E-002, 6.4553288E+001, 6.4553288E+001, 2.8254004E+000
 1.0427356E+000, 1.0827628E-002, 1.4297304E+001, 1.7080989E-002, 6.4607481E+001, 6.4607481E+001, 2.8385183E+000
 1.0449405E+000, 1.0839659E-002, 1.4302103E+001, 1.7086722E-002, 6.4661489E+001, 6.4661489E+001, 2.8512079E+000
 1.0471455E+000, 1.0851648E-002, 1.4307719E+001, 1.7093432E-002, 6.4715311E+001, 6.4715311E+001, 2.8645994E+000
 1.0491056E+000, 1.0862271E-002, 1.4311828E+001, 1.7098340E-002, 6.4763002E+001, 6.4763002E+001, 2.8734025E+000
 1.0510657E+000, 1.0872862E-002, 1.4317194E+001, 1.7104751E-002, 6.4810548E+001, 6.4810548E+001, 2.8818352E+000
 1.0530258E+000, 1.0883421E-002, 1.4320781E+001, 1.7109038E-002, 6.4857948E+001, 6.4857948E+001, 2.9000721E+000
 1.0549859E+000, 1.0893947E-002, 1.4326179E+001, 1.7115486E-002, 6.4905202E+001, 6.4905202E+001, 2.9102328E+000
 1.0571420E+000, 1.0905489E-002, 1.4331562E+001, 1.7121918E-002, 6.4957015E+001, 6.4957015E+001, 2.9509562E+000
 1.0592981E+000, 1.0916991E-002, 1.4730539E+001, 1.7598574E-002, 6.5008652E+001, 6.5008652E+001, 2.9334328E+000
 1.0614542E+000, 1.0928455E-002, 1.4734972E+001, 1.7603871E-002, 6.5060115E+001, 6.5060115E+001, 2.9765278E+000
 1.0636103E+000, 1.0939880E-002, 1.4741009E+001, 1.7611084E-002, 6.5111404E+001, 6.5111404E+001, 3.0246066E+000
 1.0657664E+000, 1.0951266E-002, 1.4745753E+001, 1.7616751E-002, 6.5162519E+001, 6.5162519E+001, 3.0659883E+000
 1.0679226E+000, 1.0962614E-002, 1.4750939E+001, 1.7622947E-002, 6.5213461E+001, 6.5213461E+001, 3.1115776E+000
 1.0700787E+000, 1.0973923E-002, 1.4754533E+001, 1.7627241E-002, 6.5264229E+001, 6.5264229E+001, 3.1495500E+000
 1.0722348E+000, 1.0985194E-002, 1.4758485E+001, 1.7631963E-002, 6.5314826E+001, 6.5314826E+001, 3.1651241E+000
 1.0743909E+000, 1.0996426E-002, 1.4762276E+001, 1.7636491E-002, 6.5365250E+001, 6.5365250E+001, 3.1732284E+000
 1.0765470E+000, 1.1007620E-002, 1.4766979E+001, 1.7642110E-002, 6.5415502E+001, 6.5415502E+001, 3.1663504E+000
 1.0787031E+000, 1.1018776E-002, 1.4771508E+001, 1.7647521E-002, 6.5465583E+001, 6.5465583E+001, 3.1445317E+000
 1.0808592E+000, 1.1029893E-002, 1.5141101E+001, 1.8089073E-002, 6.5515493E+001, 6.5515493E+001, 3.1094523E+000
 1.0830154E+000, 1.1040973E-002, 1.5146047E+001, 1.8094983E-002, 6.5565233E+001, 6.5565233E+001, 3.0650509E+000
 1.0851715E+000, 1.1052015E-002, 1.5149905E+001, 1.8099592E-002, 6.5614802E+001, 6.5614802E+001, 3.0114559E+000
 1.0873276E+000, 1.1063019E-002, 1.5153659E+001, 1.8104076E-002, 6.5664202E+001, 6.5664202E+001, 2.9572739E+000
 1.0894837E+000, 1.1073986E-002, 1.5157926E+001, 1.8109174E-002, 6.5713433E+001, 6.5713433E+001, 2.9031639E+000
 1.0916398E+000, 1.1084915E-002, 1.5161755E+001, 1.8113748E-002, 6.5762494E+001, 6.5762494E+001, 2.8661878E+000
 1.0937959E+000, 1.1095806E-002, 1.5165808E+001, 1.8118591E-002, 6.5811388E+001, 6.5811388E+001, 2.8485474E+000
 1.0959520E+000, 1.1106660E-002, 1.5170168E+001, 1.8123800E-002, 6.5860113E+001, 6.5860113E+001, 2.8509848E+000
 1.0981082E+000, 1.1117476E-002, 1.5173273E+001, 1.8127510E-002, 6.5908671E+001, 6.5908671E+001, 2.8685660E+000
 1.1002643E+000, 1.1128256E-002, 1.5176714E+001, 1.8131620E-002, 6.5957061E+001, 6.5957061E+001, 2.8961165E+000
 1.1024204E+000, 1.1138998E-002, 1.5591454E+001, 1.8627111E-002, 6.6005285E+001, 6.6005285E+001, 2.9249806E+000
 1.1045765E+000, 1.1149703E-002, 1.5594974E+001, 1.8631315E-002, 6.6053342E+001, 6.6053342E+001, 2.9105435E+000
 1.1067326E+000, 1.1160371E-002, 1.5598575E+001, 1.8635617E-002, 6.6101234E+001, 6.6101234E+001, 2.9100233E+000
 1.1088887E+000, 1.1171002E-002, 1.5602787E+001, 1.8640650E-002, 6.6148960E+001, 6.6148960E+001, 2.8906307E+000
 1.1110448E+000, 1.1181597E-002, 1.5607159E+001, 1.8645872E-002, 6.6196520E+001, 6.6196520E+001, 2.8564006E+000
 1.1132010E+000, 1.1192154E-002, 1.5610557E+001, 1.8649932E-002, 6.6243916E+001, 6.6243916E+001, 2.7721492E+000
 1.1153571E+000, 1.1202676E-002, 1.5615428E+001, 1.8655752E-002, 6.6291148E+001, 6.6291148E+001, 2.6909034E+000
 1.1175132E+000, 1.1213160E-002, 1.5618049E+001, 1.8658884E-002, 6.6338216E+001, 6.6338216E+001, 2.6168178E+000
 1.1194370E+000, 1.1222485E-002, 1.5621447E+001, 1.8662943E-002, 6.6380075E+001, 6.6380075E+001, 2.5664146E+000
 1.1213608E+000, 1.1231780E-002, 1.5624615E+001, 1.8666727E-002, 6.6421803E+001, 6.6421803E+001, 2.5194655E+000
 1.1232846E+000, 1.1241046E-002, 1.6068268E+001, 1.9196760E-002, 6.6463402E+001, 6.6463402E+001, 2.5054702E+000
 1.1252084E+000, 1.1250284E-002, 1.6071843E+001, 1.9201031E-002, 6.6504872E+001, 6.6504872E+001, 2.5048223E+000
 1.1271322E+000, 1.1259493E-002, 1.6075075E+001, 1.9204892E-002, 6.6546213E+001, 6.6546213E+001, 2.5006714E+000
 1.1290560E+000, 1.1268673E-002, 1.6078077E+001, 1.9208478E-002, 6.6587425E+001, 6.6587425E+001, 2.5204319E+000
 1.1309798E+000, 1.1277825E-002, 1.6082200E+001, 1.9213405E-002, 6.6628509E+001, 6.6628509E+001, 2.5573811E+000
 1.1329035E+000, 1.1286948E-002, 1.6084660E+001, 1.9216344E-002, 6.6669465E+001, 6.6669465E+001, 2.6400741E+000
 1.1348273E+000, 1.1296043E-002, 1.6086617E+001, 1.9218682E-002, 6.6710293E+001, 6.6710293E+001, 2.6838193E+000
 1.1367511E+000, 1.1305109E-002, 1.6088697E+001, 1.9221166E-002, 6.6750994E+001, 6.6750994E+001, 2.7302281E+000
