s,m/s
Time,"w"
 0.0000000E+000, 4.8491716E-004
 1.1522827E-002, 4.7658760E-004
 2.3045655E-002, 4.7348634E-004
 3.4568482E-002, 7.9856700E-004
 4.6091309E-002, 2.0307030E-003
 5.7614136E-002, 4.1008475E-003
 6.9136964E-002, 6.6230765E-003
 8.0659791E-002, 9.3295467E-003
 9.2182618E-002, 1.2102929E-002
 1.0370545E-001, 1.4914596E-002
 1.1522827E-001, 1.7742114E-002
 1.2675110E-001, 2.0574801E-002
 1.3827393E-001, 2.3389934E-002
 1.4979675E-001, 2.6056914E-002
 1.6131958E-001, 2.7786495E-002
 1.7284241E-001, 2.8187082E-002
 1.8436524E-001, 2.7772622E-002
 1.9588806E-001, 2.6760496E-002
 2.0741089E-001, 2.5618049E-002
 2.1893372E-001, 2.4592499E-002
 2.3045655E-001, 2.4451990E-002
 2.4197937E-001, 2.6552903E-002
 2.5350220E-001, 2.9055832E-002
 2.6502503E-001, 3.1638282E-002
 2.7654785E-001, 3.3434183E-002
 2.8807068E-001, 3.5529252E-002
 2.9959351E-001, 3.9625171E-002
 3.1111634E-001, 4.4563073E-002
 3.2132057E-001, 4.3316389E-002
 3.3152480E-001, 3.8920880E-002
 3.4008538E-001, 3.6761593E-002
 3.4692067E-001, 3.8794833E-002
 3.5375595E-001, 4.2779247E-002
 3.6059124E-001, 4.6456725E-002
 3.6657628E-001, 4.8714793E-002
 3.7256131E-001, 5.0548185E-002
 3.7854635E-001, 5.2363237E-002
 3.8453139E-001, 5.4446335E-002
 3.9051642E-001, 5.6659475E-002
 3.9503684E-001, 5.8156230E-002
 3.9955725E-001, 5.9813716E-002
 4.0407766E-001, 6.1666812E-002
 4.0859808E-001, 6.3425371E-002
 4.1311849E-001, 6.5095093E-002
 4.1763890E-001, 6.6756016E-002
 4.2261136E-001, 6.8633309E-002
 4.2808106E-001, 7.0542843E-002
 4.3355076E-001, 7.2187016E-002
 4.3902046E-001, 7.3780678E-002
 4.4449015E-001, 7.5766243E-002
 4.4995985E-001, 7.8347249E-002
 4.5542955E-001, 8.1313566E-002
 4.6089925E-001, 8.4355620E-002
 4.6636895E-001, 8.7286806E-002
 4.7183865E-001, 9.0146459E-002
 4.7730835E-001, 9.3061817E-002
 4.8277805E-001, 9.6118728E-002
 4.8824775E-001, 9.9320142E-002
 4.9371745E-001, 1.0266700E-001
 4.9918715E-001, 1.0614352E-001
 5.0465685E-001, 1.0973408E-001
 5.0955082E-001, 1.1301545E-001
 5.1444480E-001, 1.1666070E-001
 5.1933877E-001, 1.2062314E-001
 5.2423274E-001, 1.2448781E-001
 5.2912671E-001, 1.2834950E-001
 5.3402068E-001, 1.3262871E-001
 5.3891465E-001, 1.3740565E-001
 5.4321892E-001, 1.4207614E-001
 5.4752319E-001, 1.4801038E-001
 5.5182745E-001, 1.5505725E-001
 5.5613172E-001, 1.6282362E-001
 5.6043599E-001, 1.7158873E-001
 5.6474025E-001, 1.8122254E-001
 5.6904452E-001, 1.9145493E-001
 5.7334878E-001, 2.0204360E-001
 5.7765305E-001, 2.1253131E-001
 5.8195732E-001, 2.2395672E-001
 5.8578613E-001, 2.3656957E-001
 5.8961495E-001, 2.5300515E-001
 5.9344376E-001, 2.7433372E-001
 5.9727258E-001, 3.0034364E-001
 6.0069583E-001, 3.2677511E-001
 6.0411908E-001, 3.5640606E-001
 6.0715837E-001, 3.8498564E-001
 6.1019767E-001, 4.1710012E-001
 6.1323697E-001, 4.5275673E-001
 6.1627627E-001, 4.9359281E-001
 6.1931556E-001, 5.4361387E-001
 6.2235486E-001, 6.0240642E-001
 6.2539416E-001, 6.6970510E-001
 6.2843346E-001, 7.4814082E-001
 6.3147275E-001, 8.3459126E-001
 6.3451205E-001, 9.2377823E-001
 6.3724234E-001, 1.0009685E+000
 6.3997263E-001, 1.0730033E+000
 6.4270291E-001, 1.1340702E+000
 6.4543320E-001, 1.1814279E+000
 6.4816349E-001, 1.2135407E+000
 6.5089377E-001, 1.2281138E+000
 6.5362406E-001, 1.2270859E+000
 6.5635435E-001, 1.2144476E+000
 6.5908464E-001, 1.1941794E+000
 6.6181492E-001, 1.1707673E+000
 6.6454521E-001, 1.1468668E+000
 6.6727550E-001, 1.1258173E+000
 6.7000578E-001, 1.1080561E+000
 6.7273607E-001, 1.0928619E+000
 6.7546636E-001, 1.0801169E+000
 6.7819665E-001, 1.0669964E+000
 6.8092693E-001, 1.0525103E+000
 6.8365722E-001, 1.0348487E+000
 6.8638751E-001, 1.0129809E+000
 6.8911779E-001, 9.8643765E-001
 6.9184808E-001, 9.5503094E-001
 6.9425277E-001, 9.2472319E-001
 6.9665745E-001, 8.9310067E-001
 6.9906214E-001, 8.6149149E-001
 7.0146683E-001, 8.3127844E-001
 7.0387151E-001, 8.0310003E-001
 7.0627620E-001, 7.7734186E-001
 7.0839318E-001, 7.5614869E-001
 7.1051016E-001, 7.3648168E-001
 7.1262714E-001, 7.1696797E-001
 7.1474411E-001, 6.9723551E-001
 7.1686109E-001, 6.7703442E-001
 7.1897807E-001, 6.5642873E-001
 7.2109505E-001, 6.3532909E-001
 7.2321203E-001, 6.1380823E-001
 7.2532901E-001, 5.9214421E-001
 7.2744599E-001, 5.7069064E-001
 7.2956296E-001, 5.4993974E-001
 7.3167994E-001, 5.2978814E-001
 7.3356956E-001, 5.1300231E-001
 7.3545919E-001, 4.9723632E-001
 7.3734881E-001, 4.8200862E-001
 7.3923843E-001, 4.6701230E-001
 7.4112805E-001, 4.5218034E-001
 7.4301768E-001, 4.3762089E-001
 7.4490730E-001, 4.2325498E-001
 7.4679692E-001, 4.0866688E-001
 7.4868654E-001, 3.9406917E-001
 7.5057617E-001, 3.7925508E-001
 7.5246579E-001, 3.6416890E-001
 7.5435541E-001, 3.4883533E-001
 7.5624503E-001, 3.3309308E-001
 7.5813466E-001, 3.1697592E-001
 7.6002428E-001, 3.0053427E-001
 7.6191390E-001, 2.8419652E-001
 7.6380352E-001, 2.6790825E-001
 7.6569315E-001, 2.5150508E-001
 7.6758277E-001, 2.3539640E-001
 7.6947239E-001, 2.2027279E-001
 7.7136201E-001, 2.0590143E-001
 7.7325164E-001, 1.9216146E-001
 7.7514126E-001, 1.7946844E-001
 7.7703088E-001, 1.6791276E-001
 7.7892050E-001, 1.5787288E-001
 7.8081013E-001, 1.4954703E-001
 7.8269975E-001, 1.4292893E-001
 7.8458937E-001, 1.3787718E-001
 7.8647899E-001, 1.3434437E-001
 7.8836862E-001, 1.3282705E-001
 7.9025824E-001, 1.3346516E-001
 7.9214786E-001, 1.3651590E-001
 7.9403748E-001, 1.4297728E-001
 7.9592711E-001, 1.5202851E-001
 7.9781673E-001, 1.6364514E-001
 7.9970635E-001, 1.7820203E-001
 8.0159597E-001, 1.9512972E-001
 8.0348560E-001, 2.1363833E-001
 8.0537522E-001, 2.3296477E-001
 8.0726484E-001, 2.5227738E-001
 8.0915446E-001, 2.7206035E-001
 8.1104409E-001, 2.8962018E-001
 8.1293371E-001, 3.0659296E-001
 8.1482333E-001, 3.2152247E-001
 8.1671295E-001, 3.3595424E-001
 8.1860258E-001, 3.4753547E-001
 8.2049220E-001, 3.5658208E-001
 8.2238182E-001, 3.6312692E-001
 8.2427144E-001, 3.6906610E-001
 8.2616107E-001, 3.7360597E-001
 8.2805069E-001, 3.7664453E-001
 8.2994031E-001, 3.7716316E-001
 8.3182993E-001, 3.7760986E-001
 8.3371956E-001, 3.7654511E-001
 8.3560918E-001, 3.7693309E-001
 8.3749880E-001, 3.7679925E-001
 8.3938842E-001, 3.7798211E-001
 8.4127804E-001, 3.8168950E-001
 8.4316767E-001, 3.8509660E-001
 8.4505729E-001, 3.8867732E-001
 8.4694691E-001, 3.9269477E-001
 8.4883653E-001, 3.9708884E-001
 8.5072616E-001, 4.0030073E-001
 8.5261578E-001, 4.0352641E-001
 8.5450540E-001, 4.0971223E-001
 8.5639502E-001, 4.1675673E-001
 8.5828465E-001, 4.2986531E-001
 8.6017427E-001, 4.4931975E-001
 8.6206389E-001, 4.7974094E-001
 8.6395351E-001, 5.2004986E-001
 8.6584314E-001, 5.7487337E-001
 8.6773276E-001, 6.4973042E-001
 8.6962238E-001, 7.3857117E-001
 8.7151200E-001, 8.4564394E-001
 8.7340163E-001, 9.7132068E-001
 8.7529125E-001, 1.1112440E+000
