cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 6.1000000E+001, 7.8361212E+002, 7.8828842E+002, 4.5752261E+000, 1.1969074E+002, 1.2665385E+002, 6.6025593E-001, 1.5426590E-001, 3.0267985E-002, 9.2994032E-005, 8.3274839E-005, 6.4297481E-002, 9.2994032E-005, 7.5089937E-001, 0.0000000E+000,NaN,NaN,NaN, 7.6271186E+001, 2.9019136E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3000000E+001, 7.8361212E+002, 7.8828842E+002, 4.5326777E+000, 1.1969074E+002, 1.2665385E+002, 6.9921755E-001, 1.5426590E-001, 3.0267985E-002, 9.2994032E-005, 8.3274839E-005, 6.4297481E-002, 9.2994032E-005, 7.5089937E-001, 0.0000000E+000,NaN,NaN,NaN, 7.8813559E+001, 2.6850268E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5000000E+001, 7.4009270E+002, 7.4381607E+002, 4.5326777E+000, 1.1248714E+002, 1.1889214E+002, 6.9921755E-001, 1.5967184E-001, 2.7309566E-002, 6.0070747E-005, 5.5042907E-005, 5.8365203E-002, 6.0070747E-005, 7.5447820E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1355932E+001, 2.6850268E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7000000E+001, 7.4009270E+002, 7.4381607E+002, 4.4849058E+000, 1.1248714E+002, 1.1889214E+002, 7.4258025E-001, 1.5967184E-001, 2.7309566E-002, 6.0070747E-005, 5.5042907E-005, 5.8365203E-002, 6.0070747E-005, 7.5447820E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3898305E+001, 2.4837469E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9000000E+001, 7.0119724E+002, 7.0420422E+002, 4.4849058E+000, 1.0557052E+002, 1.1150035E+002, 7.4258025E-001, 1.6439285E-001, 2.4720728E-002, 3.9407158E-005, 3.6368099E-005, 5.3182063E-002, 3.9407158E-005, 7.5758918E-001, 0.0000000E+000,NaN,NaN,NaN, 8.6440678E+001, 2.2971789E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1000000E+001, 6.6659341E+002, 6.6902534E+002, 4.4189367E+000, 9.9450274E+001, 1.0499782E+002, 7.8157688E-001, 1.6851497E-001, 2.2457193E-002, 2.5977972E-005, 2.4398072E-005, 4.8654791E-002, 2.5977972E-005, 7.6029669E-001, 0.0000000E+000,NaN,NaN,NaN, 8.8983051E+001, 2.2971789E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3000000E+001, 6.6659341E+002, 6.6902534E+002, 4.3555348E+000, 9.9450274E+001, 1.0499782E+002, 8.0817635E-001, 1.6851497E-001, 2.2457193E-002, 2.5977972E-005, 2.4398072E-005, 4.8654791E-002, 2.5977972E-005, 7.6029669E-001, 0.0000000E+000,NaN,NaN,NaN, 9.1525424E+001, 2.1245644E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5000000E+001, 6.3557496E+002, 6.3755323E+002, 4.3555348E+000, 9.3349925E+001, 9.8571411E+001, 8.0817635E-001, 1.7213258E-001, 2.0468626E-002, 1.7362168E-005, 1.6360075E-005, 4.4680622E-002, 1.7362168E-005, 7.6266709E-001, 0.0000000E+000,NaN,NaN,NaN, 9.4067797E+001, 1.9651361E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7000000E+001, 6.3557496E+002, 6.3755323E+002, 4.2777198E+000, 9.3349925E+001, 9.8571411E+001, 8.2945073E-001, 1.7213258E-001, 2.0468626E-002, 1.7362168E-005, 1.6360075E-005, 4.4680622E-002, 1.7362168E-005, 7.6266709E-001, 0.0000000E+000,NaN,NaN,NaN, 9.6610169E+001, 1.9651361E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9000000E+001, 6.0819936E+002, 6.0981314E+002, 4.2777198E+000, 8.7913152E+001, 9.2828756E+001, 8.2945073E-001, 1.7526743E-001, 1.8744241E-002, 1.1642398E-005, 1.1114317E-005, 4.1236152E-002, 1.1642398E-005, 7.6471778E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9152542E+001, 1.8180901E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1000000E+001, 6.0819936E+002, 6.0981314E+002, 4.2049962E+000, 8.7913152E+001, 9.2828756E+001, 8.4878837E-001, 1.7526743E-001, 1.8744241E-002, 1.1642398E-005, 1.1114317E-005, 4.1236152E-002, 1.1642398E-005, 7.6471778E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0169492E+002, 1.6825269E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3000000E+001, 5.8351265E+002, 5.8483339E+002, 4.2049962E+000, 8.2453570E+001, 8.7077697E+001, 8.4878837E-001, 1.7805056E-001, 1.7212449E-002, 7.9017943E-006, 7.5534796E-006, 3.8177709E-002, 7.9017943E-006, 7.6653593E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0423729E+002, 1.6825269E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5000000E+001, 5.8351265E+002, 5.8483339E+002, 4.1177157E+000, 8.2453570E+001, 8.7077697E+001, 8.7153661E-001, 1.7805056E-001, 1.7212449E-002, 7.9017943E-006, 7.5534796E-006, 3.8177709E-002, 7.9017943E-006, 7.6653593E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0677966E+002, 1.5576281E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7000000E+001, 5.6147652E+002, 5.6256656E+002, 4.1177157E+000, 7.7502230E+001, 8.1843167E+001, 8.7153661E-001, 1.8049632E-001, 1.5865818E-002, 5.3749098E-006, 5.1852057E-006, 3.5489719E-002, 5.3749098E-006, 7.6813220E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0932203E+002, 1.4426108E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9000000E+001, 5.6147652E+002, 5.6256656E+002, 4.0375956E+000, 7.7502230E+001, 8.1843167E+001, 8.9152908E-001, 1.8049632E-001, 1.5865818E-002, 5.3749098E-006, 5.1852057E-006, 3.5489719E-002, 5.3749098E-006, 7.6813220E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1186441E+002, 1.4426108E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1000000E+001, 5.4146545E+002, 5.4236390E+002, 4.0375956E+000, 7.2812775E+001, 7.6936330E+001, 8.9152908E-001, 1.8269215E-001, 1.4656416E-002, 3.6917680E-006, 3.5617102E-006, 3.3076228E-002, 3.6917680E-006, 7.6956426E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1440678E+002, 1.3367839E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3000000E+001, 5.4146545E+002, 5.4236390E+002, 3.9455403E+000, 7.2812775E+001, 7.6936330E+001, 9.0782340E-001, 1.8269215E-001, 1.4656416E-002, 3.6917680E-006, 3.5617102E-006, 3.3076228E-002, 3.6917680E-006, 7.6956426E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1694915E+002, 1.2394062E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5000000E+001, 5.2325991E+002, 5.2401232E+002, 3.9455403E+000, 6.8710781E+001, 7.2600297E+001, 9.0782340E-001, 1.8466397E-001, 1.3570143E-002, 2.5384304E-006, 2.4682403E-006, 3.0908807E-002, 2.5384304E-006, 7.7084953E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1949153E+002, 1.1497765E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7000000E+001, 5.2325991E+002, 5.2401232E+002, 3.8643705E+000, 6.8710781E+001, 7.2600297E+001, 9.2332466E-001, 1.8466397E-001, 1.3570143E-002, 2.5384304E-006, 2.4682403E-006, 3.0908807E-002, 2.5384304E-006, 7.7084953E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2203390E+002, 1.1497765E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9000000E+001, 5.0692711E+002, 5.0756526E+002, 3.7721882E+000, 6.5036710E+001, 6.8721768E+001, 9.3891548E-001, 1.8641880E-001, 1.2603248E-002, 1.7616392E-006, 1.7104093E-006, 2.8979828E-002, 1.7616392E-006, 7.7199289E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2457627E+002, 1.0671939E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2711864E+002, 9.9105313E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2966102E+002, 9.9105313E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3220339E+002, 9.2074665E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
