s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 1.2713025E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2713025E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0005429E+000, 1.3795010E+002,-2.7432416E+001, 2.9937379E-001,-2.9647218E+000, 4.7811985E-002, 0.0000000E+000, 0.0000000E+000, 1.0698478E+002, 1.0790015E+002, 0.0000000E+000, 8.5180633E-003, 0.0000000E+000, 0.0000000E+000
 4.0000076E+000, 2.7531634E+002,-5.1207209E+001,-1.8557504E+002,-4.0068771E+000, 8.6361121E-002, 0.0000000E+000, 0.0000000E+000, 3.5505879E+001, 3.4613578E+001, 0.0000000E+000, 1.2683100E-002, 0.0000000E+000, 0.0000000E+000
 6.0008497E+000, 2.7082859E+002,-5.1406040E+001,-2.2200363E+002,-4.3534362E+000, 9.7614083E-002, 0.0000000E+000, 0.0000000E+000,-5.9187358E+000,-6.8368985E+000, 0.0000000E+000, 1.2794746E-002, 0.0000000E+000, 0.0000000E+000
 8.0005007E+000, 2.7129852E+002,-5.1888016E+001,-2.1247163E+002,-4.3554353E+000, 9.5579200E-002, 0.0000000E+000, 0.0000000E+000, 3.2533902E+000, 2.6790117E+000, 0.0000000E+000, 1.2796811E-002, 0.0000000E+000, 0.0000000E+000
 1.0000635E+001, 2.6668400E+002,-5.0941580E+001,-2.0024110E+002,-4.2433926E+000, 9.3304937E-002, 0.0000000E+000, 0.0000000E+000, 1.1893059E+001, 1.1351236E+001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 1.2000488E+001, 2.7103713E+002,-5.1143672E+001,-2.0507909E+002,-4.1261429E+000, 9.0884822E-002, 0.0000000E+000, 0.0000000E+000, 1.1461905E+001, 1.0779111E+001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 1.4000381E+001, 2.7128535E+002,-5.1635984E+001,-2.2034476E+002,-4.1271885E+000, 9.1186520E-002, 0.0000000E+000, 0.0000000E+000,-4.0461731E+000,-4.7313921E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 1.6001156E+001, 2.6904004E+002,-5.1969366E+001,-2.1344818E+002,-4.1852754E+000, 9.2331620E-002, 0.0000000E+000, 0.0000000E+000, 2.7851947E-002,-4.7044991E-001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 1.8000071E+001, 2.7051548E+002,-5.1082128E+001,-2.1467147E+002,-4.0390315E+000, 9.2153244E-002, 0.0000000E+000, 0.0000000E+000, 1.3105090E+000, 8.1500407E-001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 2.0000351E+001, 2.6781714E+002,-5.1751173E+001,-2.1916623E+002,-4.1544480E+000, 9.4386021E-002, 0.0000000E+000, 0.0000000E+000,-6.6971805E+000,-7.1603235E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 2.2000538E+001, 2.7662528E+002,-5.3145571E+001,-2.2697634E+002,-4.1574290E+000, 9.4725612E-002, 0.0000000E+000, 0.0000000E+000,-7.4201002E+000,-7.5593314E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 2.4000738E+001, 2.6781221E+002,-5.1328628E+001,-2.0571441E+002,-4.1281673E+000, 9.3835518E-002, 0.0000000E+000, 0.0000000E+000, 7.1644877E+000, 6.7348450E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 2.6000154E+001, 2.6837750E+002,-5.1341021E+001,-2.1062582E+002,-4.0702895E+000, 9.2343304E-002, 0.0000000E+000, 0.0000000E+000, 3.0761461E+000, 2.4327129E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 2.8000834E+001, 2.6758788E+002,-5.0870939E+001,-2.2387451E+002,-4.1346260E+000, 9.2430520E-002, 0.0000000E+000, 0.0000000E+000,-1.0599121E+001,-1.1199762E+001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 3.0000776E+001, 2.6614778E+002,-5.0582627E+001,-2.1167385E+002,-4.1307218E+000, 9.2431325E-002, 0.0000000E+000, 0.0000000E+000, 3.3348680E-001,-1.4699141E-001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 3.2000755E+001, 2.7212900E+002,-5.2206109E+001,-2.1546724E+002,-4.1083085E+000, 9.4240617E-002, 0.0000000E+000, 0.0000000E+000, 7.7759282E-001, 4.4158032E-001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 3.4000496E+001, 2.7450566E+002,-5.2441588E+001,-2.1151133E+002,-4.0806540E+000, 9.2809568E-002, 0.0000000E+000, 0.0000000E+000, 7.0025457E+000, 6.5648996E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 3.6000290E+001, 2.7043744E+002,-5.1442248E+001,-2.1359474E+002,-4.1268508E+000, 9.3700321E-002, 0.0000000E+000, 0.0000000E+000, 1.8664805E+000, 1.3673095E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 3.8000446E+001, 2.6706388E+002,-5.1318510E+001,-2.1272465E+002,-4.1048373E+000, 9.3536278E-002, 0.0000000E+000, 0.0000000E+000,-3.6098574E-001,-9.9057934E-001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 4.0001087E+001, 2.6771085E+002,-5.1759281E+001,-2.0786810E+002,-4.0899378E+000, 9.1817366E-002, 0.0000000E+000, 0.0000000E+000, 4.5397802E+000, 4.0853514E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 4.2000481E+001, 2.7104676E+002,-5.2258117E+001,-2.3192015E+002,-4.1777720E+000, 9.2699391E-002, 0.0000000E+000, 0.0000000E+000,-1.6798562E+001,-1.7216583E+001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 4.4000046E+001, 2.7575868E+002,-5.2280529E+001,-2.1370549E+002,-4.1159678E+000, 9.2631224E-002, 0.0000000E+000, 0.0000000E+000, 6.3577405E+000, 5.7493278E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 4.6000378E+001, 2.6729416E+002,-5.1654962E+001,-2.0798498E+002,-4.0499025E+000, 9.2257044E-002, 0.0000000E+000, 0.0000000E+000, 4.0707500E+000, 3.6965732E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 4.8000961E+001, 2.6503367E+002,-5.1532824E+001,-2.0899095E+002,-4.0832583E+000, 9.3069824E-002, 0.0000000E+000, 0.0000000E+000, 8.4432283E-001, 5.1970798E-001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 5.0001362E+001, 2.7163559E+002,-5.2764124E+001,-2.2594461E+002,-4.1067642E+000, 9.3627175E-002, 0.0000000E+000, 0.0000000E+000,-1.0870693E+001,-1.1086278E+001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 5.2000282E+001, 2.7414113E+002,-5.2789006E+001,-2.1666228E+002,-4.1861272E+000, 9.3133249E-002, 0.0000000E+000, 0.0000000E+000, 9.7287792E-001, 5.9685005E-001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 5.4000134E+001, 2.6921101E+002,-5.2017178E+001,-1.9896722E+002,-4.1054887E+000, 9.1798478E-002, 0.0000000E+000, 0.0000000E+000, 1.4756736E+001, 1.4212921E+001, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 5.6000710E+001, 2.6583520E+002,-5.2176773E+001,-2.1428967E+002,-4.1939972E+000, 9.1599819E-002, 0.0000000E+000, 0.0000000E+000,-4.4364889E+000,-4.7336375E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 5.8000870E+001, 2.6723083E+002,-5.1591433E+001,-2.1498898E+002,-4.1288050E+000, 9.4359737E-002, 0.0000000E+000, 0.0000000E+000,-2.8856983E+000,-3.3840325E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
 6.0000000E+001, 2.7216157E+002,-5.2828269E+001,-2.2019866E+002,-4.2124640E+000, 9.5268148E-002, 0.0000000E+000, 0.0000000E+000,-4.6357583E+000,-4.9825574E+000, 0.0000000E+000, 1.2796849E-002, 0.0000000E+000, 0.0000000E+000
