cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_Soot,r_rad1,HF,radHF,z_rad,HF_vert,r_rad2,HF_hori,r_rad3,TC_03,TC_30,TC_41,TC_51,TC_61,TC_03_RMS,TC_30_RMS,TC_41_RMS,TC_51_RMS,TC_61_RMS
 1.0000000E+000, 6.4142602E+002, 6.4168778E+002, 2.1711039E-002, 1.0668078E+002, 1.1031907E+002, 5.9974419E-002, 2.6948544E-002, 2.6634561E-002, 2.1039365E-002, 5.3751845E-001, 7.5730602E-002, 2.1039365E-002, 2.9108911E-001, 0.0000000E+000,-4.0000000E+000, 2.6458059E+001, 2.2565997E+001, 0.0000000E+000, 7.7055068E-001, 1.6155494E+001, 2.9049209E+000,-4.0000000E+000, 9.9568984E+002, 8.9893793E+002, 8.1875574E+002, 7.2142140E+002, 6.3711760E+002, 2.4931762E+002, 2.1714933E+002, 2.2263296E+002, 2.1891617E+002, 1.9920669E+002
 3.0000000E+000, 6.9605725E+002, 6.9735415E+002, 2.7677825E-001, 1.2510103E+002, 1.3007356E+002, 1.3883490E-001, 2.9842761E-002, 3.0035412E-002, 2.3541046E-002, 4.8198181E-001, 8.5203829E-002, 2.3541046E-002, 3.2585409E-001, 0.0000000E+000,-3.0000000E+000, 2.4969993E+001, 2.1863205E+001, 2.5423729E+000, 7.3977314E-001, 1.8462585E+001, 2.3071111E+000,-2.0000000E+000, 7.7018135E+002, 1.1170188E+003, 9.9194957E+002, 8.2017889E+002, 6.9822181E+002, 1.4330822E+002, 1.7075898E+002, 1.9698250E+002, 2.2196514E+002, 2.1388285E+002
 5.0000000E+000, 8.1280192E+002, 8.1672306E+002, 6.3792643E-001, 1.5583618E+002, 1.6384006E+002, 2.1628233E-001, 3.3669730E-002, 3.7069985E-002, 2.8366857E-002, 3.7913057E-001, 1.0440723E-001, 2.8366857E-002, 3.8898877E-001, 0.0000000E+000,-2.0000000E+000, 2.3843174E+001, 2.1225608E+001, 5.0847458E+000, 8.8446914E-001, 2.0770544E+001, 1.8956189E+000,-1.0000000E-002, 7.3978680E+002, 1.1680280E+003, 1.0405071E+003, 8.5229149E+002, 7.1457706E+002, 1.3883012E+002, 1.5221611E+002, 1.8824037E+002, 2.1853809E+002, 2.1549482E+002
 7.0000000E+000, 8.4638047E+002, 8.5119943E+002, 1.0252458E+000, 1.6264990E+002, 1.7162825E+002, 2.7706388E-001, 3.4272640E-002, 3.9091147E-002, 2.9547751E-002, 3.5295807E-001, 1.0970806E-001, 2.9547751E-002, 4.0487458E-001, 0.0000000E+000,-1.0000000E+000, 2.3338907E+001, 2.0850964E+001, 7.6271186E+000, 9.2809396E-001, 2.3079112E+001, 1.5930145E+000, 2.0000000E+000, 8.6382348E+002, 1.0229779E+003, 9.2413926E+002, 7.9995603E+002, 6.8148392E+002, 1.9303231E+002, 1.8949025E+002, 2.1591457E+002, 2.3535806E+002, 2.1466714E+002
 9.0000000E+000, 9.4111208E+002, 9.4875535E+002, 1.4062122E+000, 1.8033751E+002, 1.9303698E+002, 3.2519029E-001, 3.5510787E-002, 4.4866843E-002, 3.2301020E-002, 2.8352087E-001, 1.2421989E-001, 3.2301020E-002, 4.4727958E-001, 0.0000000E+000,-1.0000000E-002, 2.3338907E+001, 2.0850964E+001, 1.0169492E+001, 8.9411329E-001, 2.5388123E+001, 1.3604065E+000, 4.0000000E+000, 1.1096959E+003, 7.8886023E+002, 7.5342127E+002, 6.8865979E+002, 6.1398107E+002, 2.7496188E+002, 2.2526867E+002, 2.2436662E+002, 2.2144673E+002, 2.0198085E+002
 1.1000000E+001, 1.0010244E+003, 1.0107997E+003, 1.7657240E+000, 1.9219657E+002, 2.0814890E+002, 3.6638586E-001, 3.6231547E-002, 4.8525189E-002, 3.3319516E-002, 2.4338918E-001, 1.3267847E-001, 3.3319516E-002, 4.7253658E-001, 0.0000000E+000, 1.0000000E+000, 2.3358351E+001, 2.0873214E+001, 1.2711864E+001, 8.8650328E-001, 2.7697465E+001, 1.1760189E+000, 6.0000000E+000, 1.0689773E+003, 5.9299067E+002, 6.0068649E+002, 5.8650247E+002, 5.4268558E+002, 1.8653838E+002, 1.9938381E+002, 2.0393840E+002, 1.9815711E+002, 1.7320183E+002
 1.3000000E+001, 1.0558045E+003, 1.0676739E+003, 2.0975512E+000, 1.9941183E+002, 2.1859274E+002, 4.0673277E-001, 3.7472992E-002, 5.1848225E-002, 3.3515323E-002, 2.0769801E-001, 1.3963651E-001, 3.3515323E-002, 4.9631361E-001, 0.0000000E+000, 2.0000000E+000, 2.3865814E+001, 2.1251783E+001, 1.5254237E+001, 9.1126981E-001, 3.0007063E+001, 1.0265914E+000, 8.0000000E+000, 9.8836974E+002, 4.6229020E+002, 4.8211841E+002, 4.9810647E+002, 4.8104151E+002, 2.8367659E+002, 1.4280577E+002, 1.5580167E+002, 1.6398729E+002, 1.5278003E+002
 1.5000000E+001, 1.1020791E+003, 1.1155545E+003, 2.3970358E+000, 2.0165690E+002, 2.2452415E+002, 4.5298583E-001, 3.9574894E-002, 5.4580517E-002, 3.3061405E-002, 1.7619215E-001, 1.4475690E-001, 3.3061405E-002, 5.1877273E-001, 0.0000000E+000, 3.0000000E+000, 2.4886346E+001, 2.1821699E+001, 1.7796610E+001, 9.2732848E-001, 3.2316861E+001, 8.7867636E-001, 1.0000000E+001, 8.7670699E+002, 3.8509395E+002, 3.9621565E+002, 4.2094333E+002, 4.2825634E+002, 3.1922484E+002, 1.0006102E+002, 1.0873938E+002, 1.2623007E+002, 1.3292349E+002
 1.7000000E+001, 1.1402805E+003, 1.1547688E+003, 2.6626923E+000, 2.0354089E+002, 2.3125915E+002, 5.0674921E-001, 4.2443506E-002, 5.6706126E-002, 3.2154193E-002, 1.4849731E-001, 1.4820384E-001, 3.2154193E-002, 5.3984084E-001, 0.0000000E+000, 4.0000000E+000, 2.6439691E+001, 2.2499359E+001, 2.0338983E+001, 9.3325485E-001, 3.4626819E+001, 7.7998518E-001, 1.2000000E+001, 6.0363055E+002, 3.3621992E+002, 3.4867571E+002, 3.6705947E+002, 3.8331853E+002, 2.2508800E+002, 6.1961804E+001, 8.1075892E+001, 9.9139786E+001, 1.0778922E+002
