s,m/s
Time,"w"
 0.0000000E+000, 6.3626160E-004
 4.4669175E-002, 7.6586528E-004
 8.9338349E-002, 5.9221122E-003
 1.3400752E-001, 1.2254717E-002
 1.7867670E-001, 1.9461824E-002
 2.2334587E-001, 2.7094242E-002
 2.6801505E-001, 3.5075325E-002
 3.1268422E-001, 4.3216508E-002
 3.5735340E-001, 5.1100499E-002
 4.0202257E-001, 6.0841721E-002
 4.4669175E-001, 8.0127037E-002
 4.9136092E-001, 1.0264082E-001
 5.3603009E-001, 1.3090771E-001
 5.7226366E-001, 1.6453486E-001
 6.0446287E-001, 1.9352552E-001
 6.3166002E-001, 2.2560828E-001
 6.5885718E-001, 2.6086693E-001
 6.8189242E-001, 3.0959324E-001
 7.0492766E-001, 3.7621395E-001
 7.2482888E-001, 4.6466033E-001
 7.4473010E-001, 5.9773466E-001
 7.6463132E-001, 8.1832194E-001
 7.8453254E-001, 1.1497699E+000
 8.0050305E-001, 1.4859589E+000
 8.1428653E-001, 1.8074787E+000
 8.2807001E-001, 2.0591603E+000
 8.4025075E-001, 2.2037991E+000
 8.5052385E-001, 2.2590559E+000
 8.6079694E-001, 2.3232970E+000
 8.7107004E-001, 2.3824995E+000
 8.8134314E-001, 2.5023538E+000
 8.8965174E-001, 2.6272919E+000
 8.9796033E-001, 2.7721153E+000
 9.0626893E-001, 2.8849256E+000
 9.1457752E-001, 2.9317309E+000
 9.2288612E-001, 2.8752296E+000
 9.3119471E-001, 2.7074536E+000
 9.3950330E-001, 2.4493958E+000
 9.4781190E-001, 2.1532740E+000
 9.5612049E-001, 1.8867779E+000
 9.6442909E-001, 1.6870554E+000
 9.7273768E-001, 1.5724825E+000
 9.8104628E-001, 1.5379688E+000
 9.8935487E-001, 1.5584206E+000
 9.9766347E-001, 1.6148635E+000
 1.0059721E+000, 1.6825443E+000
 1.0142807E+000, 1.7468619E+000
 1.0225893E+000, 1.8027209E+000
 1.0317287E+000, 1.8589776E+000
 1.0408682E+000, 1.9195688E+000
 1.0500076E+000, 1.9889316E+000
 1.0591471E+000, 2.0639672E+000
 1.0682865E+000, 2.1464213E+000
 1.0774260E+000, 2.2339021E+000
 1.0865654E+000, 2.3242944E+000
 1.0957049E+000, 2.4105141E+000
 1.1048443E+000, 2.4967434E+000
 1.1139838E+000, 2.5962915E+000
 1.1231232E+000, 2.7021288E+000
 1.1310099E+000, 2.7878596E+000
 1.1388965E+000, 2.8600991E+000
