s,m/s
Time,"w"
 0.0000000E+000,-2.4820431E-003
 1.5966498E-001,-2.1651598E-003
 3.1932996E-001, 2.4981422E-002
 4.7899494E-001, 5.3179342E-002
 6.3865991E-001, 8.6112999E-002
 7.9832489E-001, 1.4927909E-001
 8.9262579E-001, 2.3703268E-001
 9.7794945E-001, 2.9932139E-001
 1.0513983E+000, 3.8795955E-001
 1.1248471E+000, 4.7420573E-001
 1.1815257E+000, 5.9392827E-001
 1.2382043E+000, 7.1409136E-001
 1.2948829E+000, 8.9961380E-001
 1.3375102E+000, 1.0740576E+000
 1.3801375E+000, 1.3578424E+000
 1.4227648E+000, 1.7831938E+000
 1.4653921E+000, 2.3583313E+000
 1.5080195E+000, 3.0698719E+000
 1.5506468E+000, 3.7748895E+000
 1.5886173E+000, 4.1999389E+000
 1.6265879E+000, 4.3402403E+000
 1.6645584E+000, 4.2147305E+000
 1.6981730E+000, 3.8822543E+000
 1.7317876E+000, 3.4240916E+000
 1.7654023E+000, 2.9323903E+000
 1.7990169E+000, 2.5354849E+000
 1.8326315E+000, 2.2825880E+000
 1.8662461E+000, 2.2391679E+000
 1.8961636E+000, 2.3866347E+000
 1.9260811E+000, 2.6626191E+000
 1.9559985E+000, 3.0189422E+000
 1.9859160E+000, 3.4074362E+000
 2.0158335E+000, 3.7136612E+000
 2.0457510E+000, 3.8850022E+000
 2.0756685E+000, 3.9158177E+000
 2.1055859E+000, 3.8269303E+000
 2.1355034E+000, 3.6646041E+000
 2.1654209E+000, 3.4845380E+000
 2.1953384E+000, 3.3186527E+000
 2.2215034E+000, 3.2076861E+000
 2.2476685E+000, 3.1334754E+000
 2.2738336E+000, 3.0925565E+000
 2.2999987E+000, 3.0809955E+000
 2.3235139E+000, 3.0923948E+000
 2.3470292E+000, 3.1125269E+000
 2.3705445E+000, 3.1373399E+000
 2.3940597E+000, 3.1598498E+000
 2.4175750E+000, 3.1770147E+000
 2.4410903E+000, 3.1897038E+000
 2.4646055E+000, 3.1962286E+000
 2.4881208E+000, 3.1963388E+000
 2.5116360E+000, 3.1914788E+000
 2.5351513E+000, 3.1852290E+000
 2.5586666E+000, 3.1792071E+000
 2.5821818E+000, 3.1765533E+000
 2.6056971E+000, 3.1784141E+000
 2.6292124E+000, 3.1883276E+000
 2.6527276E+000, 3.2068208E+000
 2.6762429E+000, 3.2333377E+000
 2.6997582E+000, 3.2653070E+000
 2.7232734E+000, 3.3047658E+000
 2.7467887E+000, 3.3480728E+000
 2.7703039E+000, 3.3932960E+000
 2.7938192E+000, 3.4373177E+000
 2.8144619E+000, 3.4769050E+000
 2.8351045E+000, 3.5125970E+000
 2.8557471E+000, 3.5443543E+000
 2.8763898E+000, 3.5739333E+000
 2.8970324E+000, 3.6028295E+000
 2.9176751E+000, 3.6307796E+000
 2.9383177E+000, 3.6590026E+000
 2.9589603E+000, 3.6861174E+000
 2.9796030E+000, 3.7116610E+000
 3.0023099E+000, 3.7356808E+000
 3.0250168E+000, 3.7566437E+000
 3.0477237E+000, 3.7702650E+000
 3.0704306E+000, 3.7754196E+000
 3.0931375E+000, 3.7692742E+000
 3.1158444E+000, 3.7527183E+000
 3.1385513E+000, 3.7273200E+000
 3.1612582E+000, 3.6930021E+000
 3.1839652E+000, 3.6520499E+000
 3.2066721E+000, 3.6079933E+000
 3.2293790E+000, 3.5617752E+000
 3.2520859E+000, 3.5168400E+000
 3.2747928E+000, 3.4714567E+000
 3.2974997E+000, 3.4292313E+000
 3.3202066E+000, 3.3898136E+000
 3.3429135E+000, 3.3553461E+000
 3.3656204E+000, 3.3255138E+000
 3.3883273E+000, 3.2980420E+000
 3.4110342E+000, 3.2730643E+000
 3.4337411E+000, 3.2513899E+000
 3.4564480E+000, 3.2313603E+000
 3.4814256E+000, 3.2090718E+000
 3.5064032E+000, 3.1863304E+000
 3.5313808E+000, 3.1678438E+000
 3.5563584E+000, 3.1521828E+000
 3.5813360E+000, 3.1414314E+000
 3.6063136E+000, 3.1388368E+000
 3.6312912E+000, 3.1491253E+000
 3.6562688E+000, 3.1654108E+000
 3.6812464E+000, 3.1892245E+000
 3.7062240E+000, 3.2201098E+000
 3.7312016E+000, 3.2533938E+000
 3.7561792E+000, 3.2911396E+000
 3.7811568E+000, 3.3252464E+000
 3.8061344E+000, 3.3535398E+000
 3.8311120E+000, 3.3731268E+000
 3.8560896E+000, 3.3830561E+000
 3.8835650E+000, 3.3828079E+000
 3.9110403E+000, 3.3748535E+000
 3.9385157E+000, 3.3629536E+000
 3.9659910E+000, 3.3490384E+000
 3.9934664E+000, 3.3328610E+000
 4.0209417E+000, 3.3153969E+000
 4.0484171E+000, 3.2964974E+000
 4.0758925E+000, 3.2752852E+000
 4.1033678E+000, 3.2518924E+000
 4.1308432E+000, 3.2280025E+000
 4.1583185E+000, 3.2018987E+000
 4.1857939E+000, 3.1730438E+000
 4.2132692E+000, 3.1417282E+000
 4.2407446E+000, 3.1082044E+000
 4.2682200E+000, 3.0730737E+000
 4.2956953E+000, 3.0374008E+000
 4.3231707E+000, 3.0019029E+000
 4.3506460E+000, 2.9683439E+000
 4.3781214E+000, 2.9378298E+000
 4.4055967E+000, 2.9115902E+000
 4.4330721E+000, 2.8912617E+000
 4.4605475E+000, 2.8780443E+000
 4.4880228E+000, 2.8718261E+000
 4.5154982E+000, 2.8729835E+000
 4.5429735E+000, 2.8818992E+000
 4.5704489E+000, 2.8995168E+000
 4.5979243E+000, 2.9246482E+000
 4.6253996E+000, 2.9561646E+000
 4.6500395E+000, 2.9898497E+000
 4.6746795E+000, 3.0243290E+000
 4.6993194E+000, 3.0594121E+000
 4.7239594E+000, 3.0927697E+000
 4.7485993E+000, 3.1237294E+000
 4.7732392E+000, 3.1539216E+000
 4.7978792E+000, 3.1765823E+000
 4.8225191E+000, 3.1937799E+000
 4.8471591E+000, 3.2067678E+000
 4.8717990E+000, 3.2166029E+000
 4.8964390E+000, 3.2246749E+000
 4.9210789E+000, 3.2327107E+000
 4.9457188E+000, 3.2406228E+000
 4.9703588E+000, 3.2473224E+000
 4.9949987E+000, 3.2527655E+000
 5.0196387E+000, 3.2553874E+000
 5.0442786E+000, 3.2541292E+000
 5.0689185E+000, 3.2493059E+000
 5.0935585E+000, 3.2409979E+000
 5.1181984E+000, 3.2320038E+000
 5.1428384E+000, 3.2236524E+000
 5.1674783E+000, 3.2187927E+000
 5.1876833E+000, 3.2190936E+000
 5.2078882E+000, 3.2214452E+000
 5.2280932E+000, 3.2262512E+000
 5.2482982E+000, 3.2338027E+000
 5.2685031E+000, 3.2430399E+000
 5.2887081E+000, 3.2532844E+000
 5.3089131E+000, 3.2633119E+000
 5.3291181E+000, 3.2726812E+000
 5.3493230E+000, 3.2818842E+000
 5.3695280E+000, 3.2908805E+000
 5.3897330E+000, 3.2979969E+000
 5.4099379E+000, 3.3046982E+000
 5.4321634E+000, 3.3104130E+000
 5.4543889E+000, 3.3167956E+000
 5.4766143E+000, 3.3250050E+000
 5.4988398E+000, 3.3355600E+000
 5.5210653E+000, 3.3491406E+000
 5.5432907E+000, 3.3654816E+000
 5.5655162E+000, 3.3844270E+000
 5.5877417E+000, 3.4059957E+000
 5.6099671E+000, 3.4283639E+000
 5.6344151E+000, 3.4553910E+000
 5.6588632E+000, 3.4846546E+000
 5.6833112E+000, 3.5173106E+000
 5.7077592E+000, 3.5532954E+000
 5.7322072E+000, 3.5930795E+000
 5.7566552E+000, 3.6340872E+000
 5.7811032E+000, 3.6746570E+000
 5.8055512E+000, 3.7123915E+000
 5.8299993E+000, 3.7455571E+000
 5.8544473E+000, 3.7720146E+000
 5.8788953E+000, 3.7919109E+000
 5.9033433E+000, 3.8034359E+000
 5.9277913E+000, 3.8074393E+000
 5.9522393E+000, 3.8050627E+000
 5.9766873E+000, 3.7968093E+000
 6.0011353E+000, 3.7819355E+000
 6.0255834E+000, 3.7611200E+000
 6.0500314E+000, 3.7329285E+000
 6.0744794E+000, 3.6997564E+000
 6.0989274E+000, 3.6566317E+000
 6.1233754E+000, 3.6040652E+000
 6.1478234E+000, 3.5400910E+000
 6.1722714E+000, 3.4702162E+000
 6.1967195E+000, 3.3991105E+000
 6.2211675E+000, 3.3381017E+000
 6.2456155E+000, 3.2919788E+000
 6.2700635E+000, 3.2585897E+000
 6.2945115E+000, 3.2419407E+000
 6.3189595E+000, 3.2414401E+000
 6.3434075E+000, 3.2500735E+000
 6.3678555E+000, 3.2626589E+000
 6.3923036E+000, 3.2753329E+000
 6.4167516E+000, 3.2838698E+000
 6.4411996E+000, 3.2862988E+000
 6.4656476E+000, 3.2839105E+000
 6.4900956E+000, 3.2802280E+000
 6.5145436E+000, 3.2760131E+000
 6.5389916E+000, 3.2815436E+000
 6.5634397E+000, 3.2988480E+000
 6.5878877E+000, 3.3276017E+000
 6.6123357E+000, 3.3731206E+000
 6.6367837E+000, 3.4213589E+000
 6.6612317E+000, 3.4691507E+000
 6.6856797E+000, 3.5121962E+000
 6.7101277E+000, 3.5470411E+000
 6.7345757E+000, 3.5715467E+000
 6.7614686E+000, 3.5849579E+000
 6.7883614E+000, 3.5849543E+000
 6.8152542E+000, 3.5752656E+000
 6.8421470E+000, 3.5622559E+000
 6.8690398E+000, 3.5413342E+000
 6.8959326E+000, 3.5122801E+000
 6.9228255E+000, 3.4788423E+000
 6.9497183E+000, 3.4400711E+000
 6.9766111E+000, 3.4014609E+000
 7.0035039E+000, 3.3708199E+000
 7.0303967E+000, 3.3543511E+000
 7.0572895E+000, 3.3548694E+000
 7.0841823E+000, 3.3750788E+000
 7.1110752E+000, 3.4144549E+000
 7.1379680E+000, 3.4681783E+000
 7.1648608E+000, 3.5321052E+000
 7.1917536E+000, 3.6009548E+000
 7.2186464E+000, 3.6608144E+000
 7.2455392E+000, 3.7028451E+000
 7.2724320E+000, 3.7154336E+000
 7.2993249E+000, 3.6900256E+000
 7.3262177E+000, 3.6275400E+000
 7.3531105E+000, 3.5347404E+000
 7.3800033E+000, 3.4331065E+000
 7.4036319E+000, 3.3508219E+000
 7.4272606E+000, 3.2943627E+000
 7.4508892E+000, 3.2690374E+000
 7.4745178E+000, 3.2874328E+000
 7.4981465E+000, 3.3447901E+000
 7.5217751E+000, 3.4385591E+000
 7.5454037E+000, 3.5616261E+000
 7.5690324E+000, 3.6891119E+000
 7.5926610E+000, 3.8097226E+000
 7.6162896E+000, 3.9123988E+000
 7.6399183E+000, 3.9858547E+000
 7.6635469E+000, 4.0237922E+000
 7.6871755E+000, 4.0310889E+000
 7.7108042E+000, 4.0181580E+000
 7.7344328E+000, 3.9823992E+000
 7.7580615E+000, 3.9457640E+000
 7.7816901E+000, 3.9047033E+000
 7.8053187E+000, 3.8546740E+000
 7.8289474E+000, 3.7871963E+000
 7.8525760E+000, 3.7166946E+000
 7.8762046E+000, 3.6231137E+000
 7.8998333E+000, 3.5121213E+000
 7.9234619E+000, 3.3894862E+000
 7.9470905E+000, 3.2756184E+000
 7.9707192E+000, 3.1684819E+000
 7.9943478E+000, 3.0789657E+000
 8.0179764E+000, 3.0137274E+000
