cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
z,T_CL,T_CL_RMS,r,T_20,T_20_RMS,T_60,T_60_RMS,T_100,T_100_RMS,T_140,T_140_RMS,T_180,T_180_RMS,r2,HF_00-y,HF_00,HF_41,HF_61,HF_81,z2,HF_207
 5.0000000E-001, 4.1847472E+002, 3.5860680E+001,-9.5000000E+000, 1.1533757E+003, 1.9640774E+002, 1.0032243E+003, 2.3036295E+002, 8.6177101E+002, 2.5170699E+002, 7.3360823E+002, 2.3193289E+002, 6.3199117E+002, 1.8805946E+002, 5.2000000E+001, 1.0000000E-001, 3.6771209E+000, 1.2385904E+001, 1.1438949E+001, 1.0462437E+001, 0.0000000E+000, 9.4563912E-001
 4.4622642E+000, 6.6189865E+002, 6.5748306E+001,-5.2857143E+000, 1.0426082E+003, 1.8668720E+002, 1.1829925E+003, 1.6592402E+002, 1.0262494E+003, 2.2562020E+002, 8.2660533E+002, 2.4291249E+002, 6.7307030E+002, 2.0100593E+002, 5.6480000E+001, 2.9900000E-001, 4.3084301E+000, 1.1080174E+001, 1.0282712E+001, 9.4150041E+000, 4.5000000E+000, 9.1139439E-001
 8.4245283E+000, 7.6648768E+002, 1.3090999E+002,-1.0714286E+000, 9.7836900E+002, 1.8691866E+002, 1.2219837E+003, 1.3862671E+002, 1.0994689E+003, 2.0364313E+002, 8.8024313E+002, 2.4796516E+002, 6.9191533E+002, 1.9723153E+002, 6.0960000E+001, 4.9800000E-001, 3.6024372E+000, 9.5691752E+000, 8.9847387E+000, 8.2946861E+000, 9.0000000E+000, 9.4350615E-001
 1.2386792E+001, 8.5255532E+002, 1.6583357E+002, 3.1428571E+000, 1.0124250E+003, 2.0074287E+002, 1.1954626E+003, 1.5264584E+002, 1.1129913E+003, 2.0613213E+002, 9.0724086E+002, 2.3984990E+002, 7.0035559E+002, 1.9642639E+002, 6.5440000E+001, 6.9700000E-001, 3.2488342E+000, 8.8514191E+000, 8.3547451E+000, 7.7344238E+000, 1.3500000E+001, 1.0355604E+000
 1.6349057E+001, 9.1660510E+002, 1.8189796E+002, 7.3571429E+000, 1.0905987E+003, 1.9728060E+002, 1.1592528E+003, 1.8395733E+002, 1.0695769E+003, 2.2865964E+002, 8.7769133E+002, 2.3871276E+002, 6.8611724E+002, 1.8989850E+002, 6.9920000E+001, 8.9600000E-001, 2.9436413E+000, 8.2014026E+000, 7.7826698E+000, 7.2264443E+000, 1.8000000E+001, 1.1950700E+000
 2.0311321E+001, 9.7154974E+002, 1.8874389E+002, 1.1571429E+001, 1.1781849E+003, 1.8050236E+002, 9.9323813E+002, 2.2926597E+002, 8.8554586E+002, 2.3611322E+002, 7.8053435E+002, 2.2576064E+002, 6.4317832E+002, 1.7632675E+002, 7.4400000E+001, 1.0950000E+000, 2.6779354E+000, 7.6122120E+000, 7.2618329E+000, 6.7639425E+000, 2.2500000E+001, 1.2048955E+000
 2.4273585E+001, 1.0311303E+003, 1.9221550E+002, 1.5785714E+001, 1.1094920E+003, 2.3527339E+002, 8.0047643E+002, 2.2523982E+002, 7.3776493E+002, 2.0957866E+002, 6.8365612E+002, 1.9499784E+002, 6.0036646E+002, 1.6054747E+002, 7.8880000E+001, 1.2940000E+000, 2.2392950E+000, 6.5920152E+000, 6.3518105E+000, 5.9537372E+000, 2.7000000E+001, 1.1805803E+000
 2.8235849E+001, 1.0725514E+003, 1.9054692E+002, 2.0000000E+001, 8.5898251E+002, 2.4122432E+002, 6.3526935E+002, 2.1182205E+002, 6.3170269E+002, 1.9495558E+002, 6.1012384E+002, 1.8063795E+002, 5.6308241E+002, 1.4904956E+002, 8.3360000E+001, 1.4930000E+000, 2.0568352E+000, 6.1503001E+000, 5.9533423E+000, 5.5973811E+000, 3.1500000E+001, 1.1470222E+000
 3.2198113E+001, 1.1053566E+003, 1.8385761E+002, 2.4214286E+001, 7.0259195E+002, 2.3286524E+002, 5.5725500E+002, 1.9438503E+002, 5.4934509E+002, 1.7566578E+002, 5.4924613E+002, 1.6575917E+002, 5.2675246E+002, 1.4268076E+002, 8.7840000E+001, 1.6920000E+000, 1.8941335E+000, 5.7478895E+000, 5.5873166E+000, 5.2688710E+000, 3.6000000E+001, 1.1224893E+000
 3.6160377E+001, 1.1335440E+003, 1.7749015E+002, 2.8428571E+001, 6.0616142E+002, 2.2659196E+002, 4.9862212E+002, 1.8209298E+002, 4.6390276E+002, 1.4664140E+002, 4.6986274E+002, 1.3501165E+002, 4.6743419E+002, 1.1988032E+002, 9.2320000E+001, 1.8910000E+000, 1.7484064E+000, 5.3806512E+000, 5.2503841E+000, 4.9653661E+000, 4.0500000E+001, 1.1208394E+000
 4.0122642E+001, 1.1576202E+003, 1.6848648E+002, 3.2642857E+001, 5.5540856E+002, 2.0378709E+002, 4.5986585E+002, 1.7167081E+002, 4.2646668E+002, 1.2628521E+002, 4.2901111E+002, 1.1516271E+002, 4.3204510E+002, 1.0460267E+002, 9.6800000E+001, 2.0900000E+000, 1.6173591E+000, 5.0448762E+000, 4.9396013E+000, 4.6844308E+000, 4.5000000E+001, 1.1364420E+000
 4.4084906E+001, 1.1756778E+003, 1.6384364E+002, 3.6857143E+001, 5.0592816E+002, 2.0441179E+002, 4.1697224E+002, 1.3040319E+002, 3.9058037E+002, 1.0561985E+002, 3.9279100E+002, 9.4690462E+001, 4.0138433E+002, 8.9851789E+001, 1.0128000E+002, 2.2890000E+000, 1.3919793E+000, 4.4547954E+000, 4.3864728E+000, 4.1821162E+000, 4.9500000E+001, 1.1543040E+000
 4.8047170E+001, 1.1902604E+003, 1.5537483E+002, 4.1071429E+001, 4.3352501E+002, 1.6509250E+002, 3.8347320E+002, 1.0334829E+002, 3.6485614E+002, 9.1446952E+001, 3.6536503E+002, 7.6298613E+001, 3.7664526E+002, 7.7616941E+001, 1.0576000E+002, 2.4880000E+000, 1.2946967E+000, 4.1948949E+000, 4.1398783E+000, 3.9572818E+000, 5.4000000E+001, 1.1690689E+000
 5.2009434E+001, 1.2027024E+003, 1.4839665E+002, 4.5285714E+001, 3.4056310E+002, 7.9811688E+001, 3.5232794E+002, 7.5926820E+001, 3.4385723E+002, 7.6036807E+001, 3.3426113E+002, 4.1073469E+001, 3.4589722E+002, 5.8922561E+001, 1.1024000E+002, 2.6870000E+000, 1.2060877E+000, 3.9552066E+000, 3.9108610E+000, 3.7480140E+000, 5.8500000E+001, 1.1778475E+000
 5.5971698E+001, 1.2109002E+003, 1.4251287E+002, 4.9500000E+001, 3.0909244E+002, 5.2265567E+000, 3.3736268E+002, 5.9616759E+001, 3.3243302E+002, 5.4657648E+001, 3.2408955E+002, 3.2867507E+001, 3.3309304E+002, 4.5775638E+001, 1.1472000E+002, 2.8860000E+000, 1.1251710E+000, 3.7336622E+000, 3.6978893E+000, 3.5530149E+000, 6.3000000E+001, 1.1780685E+000
 5.9933962E+001, 1.2121087E+003, 1.4149221E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.1920000E+002, 3.0850000E+000, 1.0511027E+000, 3.5284350E+000, 3.4996115E+000, 3.3711071E+000, 6.7500000E+001, 1.1732396E+000
 6.3896226E+001, 1.2123658E+003, 1.4182091E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2368000E+002, 3.2840000E+000, 9.8315334E-001, 3.3379132E+000, 3.3148280E+000, 3.2012155E+000, 7.2000000E+001, 1.1675766E+000
 6.7858491E+001, 1.2103878E+003, 1.4270623E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2816000E+002, 3.4830000E+000, 8.6315793E-001, 2.9954716E+000, 2.9815699E+000, 2.8936239E+000, 7.6500000E+001, 1.1619224E+000
 7.1820755E+001, 1.2105085E+003, 1.4961484E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3264000E+002, 3.6820000E+000, 8.1007494E-001, 2.8411967E+000, 2.8312629E+000, 2.7541934E+000, 8.1000000E+001, 1.1562918E+000
 7.5783019E+001, 1.2117453E+003, 1.5851686E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3712000E+002, 3.8810000E+000, 7.5669284E-001, 2.6743562E+000, 2.6670029E+000, 2.5989755E+000, 8.5500000E+001, 1.1434885E+000
 7.9745283E+001, 1.2074404E+003, 1.6414824E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4160000E+002, 4.0800000E+000, 7.1191795E-001, 2.5408756E+000, 2.5373482E+000, 2.4778056E+000, 9.0000000E+001, 1.1364938E+000
 8.3707547E+001, 1.2005781E+003, 1.7060722E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4608000E+002, 4.2790000E+000, 6.7041608E-001, 2.4156783E+000, 2.4160374E+000, 2.3637986E+000, 9.4500000E+001, 1.1300868E+000
 8.7669811E+001, 1.1895377E+003, 1.7834387E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5056000E+002, 4.4780000E+000, 5.9608697E-001, 2.1875237E+000, 2.1960240E+000, 2.1550887E+000, 9.9000000E+001, 1.1245147E+000
 9.1632075E+001, 1.1737180E+003, 1.9083577E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5504000E+002, 4.6770000E+000, 5.6276360E-001, 2.0834398E+000, 2.0962155E+000, 2.0594298E+000, 1.0350000E+002, 1.1187842E+000
 9.5594340E+001, 1.1600101E+003, 1.9841567E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5952000E+002, 4.8760000E+000, 5.3171329E-001, 1.9853677E+000, 2.0025315E+000, 1.9690133E+000, 1.0800000E+002, 1.1013489E+000
 9.9556604E+001, 1.1403514E+003, 2.0515847E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6400000E+002, 5.0750000E+000, 5.0274760E-001, 1.8928833E+000, 1.9145091E+000, 1.8834783E+000, 1.1250000E+002, 1.0886384E+000
 1.0351887E+002, 1.1039567E+003, 2.0503763E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6848000E+002, 5.2740000E+000, 4.7569685E-001, 1.8056058E+000, 1.8317171E+000, 1.8025021E+000, 1.1700000E+002, 1.0743543E+000
 1.0748113E+002, 1.0794418E+003, 2.0967692E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7296000E+002, 5.4730000E+000, 4.2674289E-001, 1.6453302E+000, 1.6802484E+000, 1.6531005E+000, 1.2150000E+002, 1.0597949E+000
 1.1144340E+002, 1.0468666E+003, 2.1894791E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7744000E+002, 5.6720000E+000, 4.0457550E-001, 1.5717393E+000, 1.6108535E+000, 1.5841811E+000, 1.2600000E+002, 1.0457576E+000
 1.1540566E+002, 1.0268161E+003, 2.2586926E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8192000E+002, 5.8710000E+000, 3.8376435E-001, 1.5020899E+000, 1.5451745E+000, 1.5187357E+000, 1.3050000E+002, 1.0192576E+000
 1.1936792E+002, 1.0074411E+003, 2.3181478E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8640000E+002, 6.0700000E+000, 3.6425894E-001, 1.4362919E+000, 1.4830701E+000, 1.4567512E+000, 1.3500000E+002, 1.0060214E+000
 1.2333019E+002, 9.8811670E+002, 2.3654784E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9088000E+002, 6.2690000E+000, 3.4593765E-001, 1.3740541E+000, 1.4241896E+000, 1.3979545E+000, 1.3950000E+002, 9.9231363E-001
 1.2729245E+002, 9.6864355E+002, 2.3991816E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9536000E+002, 6.4680000E+000, 3.1251078E-001, 1.2594737E+000, 1.3151232E+000, 1.2892658E+000, 1.4400000E+002, 9.7797103E-001
 1.3125472E+002, 9.4965254E+002, 2.4249378E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9984000E+002, 6.6670000E+000, 2.9725421E-001, 1.2067725E+000, 1.2645004E+000, 1.2390681E+000, 1.4850000E+002, 9.6296704E-001
 1.3521698E+002, 9.3091609E+002, 2.4375755E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0432000E+002, 6.8660000E+000, 2.8287850E-001, 1.1569112E+000, 1.2162252E+000, 1.1914439E+000, 1.5300000E+002, 9.3126277E-001
 1.3917925E+002, 9.1072216E+002, 2.4495716E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0880000E+002, 7.0650000E+000, 2.6932283E-001, 1.1097381E+000, 1.1701257E+000, 1.1462576E+000, 1.5750000E+002, 9.1482060E-001
 1.4314151E+002, 8.7883482E+002, 2.4482474E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.1328000E+002, 7.2640000E+000, 2.5653129E-001, 1.0651100E+000, 1.1260459E+000, 1.1033788E+000, 1.6200000E+002, 8.9818219E-001
 1.4710377E+002, 8.5683819E+002, 2.4232921E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.1776000E+002, 7.4630000E+000, 2.3303946E-001, 9.8295481E-001, 1.0433983E+000, 1.0240440E+000, 1.6650000E+002, 8.8146272E-001
 1.5106604E+002, 8.3351564E+002, 2.3893081E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2224000E+002, 7.6620000E+000, 2.2983138E-001, 9.6008909E-001, 1.0191608E+000, 1.0013133E+000, 1.7100000E+002, 8.6472534E-001
 1.5502830E+002, 8.1130731E+002, 2.3458748E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2672000E+002, 7.8610000E+000, 2.1964397E-001, 9.2514188E-001, 9.8283349E-001, 9.6723840E-001, 1.7550000E+002, 8.3124913E-001
 1.5899057E+002, 7.9084350E+002, 2.2977879E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.3120000E+002, 8.0600000E+000, 2.0998949E-001, 8.9206526E-001, 9.4789854E-001, 9.3481054E-001, 1.8000000E+002, 8.1449143E-001
 1.6295283E+002, 7.7192937E+002, 2.2485296E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.3568000E+002, 8.2590000E+000, 2.0083480E-001, 8.6075571E-001, 9.1427738E-001, 9.0392575E-001,NaN,NaN
 1.6691509E+002, 7.5395326E+002, 2.1966845E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4016000E+002, 8.4580000E+000, 1.8390412E-001, 8.0304665E-001, 8.5070547E-001, 8.4638889E-001,NaN,NaN
 1.7087736E+002, 7.3754274E+002, 2.1393020E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4464000E+002, 8.6570000E+000, 1.7607336E-001, 7.7646259E-001, 8.2063794E-001, 8.1954872E-001,NaN,NaN
 1.7483962E+002, 7.2186665E+002, 2.0717839E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4912000E+002, 8.8560000E+000, 1.6863238E-001, 7.5127620E-001, 7.9164899E-001, 7.9387576E-001,NaN,NaN
 1.7880189E+002, 6.9928562E+002, 1.9732604E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.5360000E+002, 9.0550000E+000, 1.6155834E-001, 7.2740539E-001, 7.6369521E-001, 7.6928673E-001,NaN,NaN
 1.8276415E+002, 6.8392485E+002, 1.9152347E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.5808000E+002, 9.2540000E+000, 1.5482999E-001, 7.0477194E-001, 7.3673782E-001, 7.4570291E-001,NaN,NaN
 1.8672642E+002, 6.6893696E+002, 1.8473505E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.6256000E+002, 9.4530000E+000, 1.4233273E-001, 6.6292274E-001, 6.8567602E-001, 7.0125937E-001,NaN,NaN
 1.9068868E+002, 6.5461811E+002, 1.7544348E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.6704000E+002, 9.6520000E+000, 1.3652818E-001, 6.4356878E-001, 6.6151124E-001, 6.8026584E-001,NaN,NaN
 1.9465094E+002, 6.4169494E+002, 1.6584769E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7152000E+002, 9.8510000E+000, 1.3099784E-001, 6.2517556E-001, 6.3822101E-001, 6.6001002E-001,NaN,NaN
 1.9861321E+002, 6.2930030E+002, 1.5640565E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7600000E+002, 1.0050000E+001, 1.2572662E-001, 6.0768250E-001, 6.1578057E-001, 6.4043701E-001,NaN,NaN
 2.0257547E+002, 6.1745513E+002, 1.4842723E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8048000E+002, 1.0249000E+001, 1.2070044E-001, 5.9103228E-001, 5.9416663E-001, 6.2149655E-001,NaN,NaN
 2.0653774E+002, 6.0642201E+002, 1.4250779E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8496000E+002, 1.0448000E+001, 1.1590603E-001, 5.7517065E-001, 5.7335692E-001, 6.0314306E-001,NaN,NaN
 2.1050000E+002, 5.9592976E+002, 1.3745625E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8944000E+002, 1.0647000E+001, 1.0696363E-001, 5.4561159E-001, 5.3406510E-001, 5.6803670E-001,NaN,NaN
