cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
 3.6160377E+001, 1.1449301E+003, 1.2133203E+002, 2.8428571E+001, 5.0301945E+002, 9.9876800E+001, 3.7838930E+002, 3.8034800E+001, 3.6260357E+002, 4.8548432E+001, 3.7228348E+002, 6.1377039E+001, 3.7046125E+002, 5.0646083E+001, 9.2320000E+001, 1.8910000E+000, 0.0000000E+000, 3.3903284E+000, 3.2150884E+000, 2.9526073E+000, 4.0500000E+001, 7.0038412E-001
 4.0122642E+001, 1.1707172E+003, 1.1736909E+002, 3.2642857E+001, 4.7090194E+002, 8.8957683E+001, 3.5328269E+002, 2.9264573E+001, 3.3674202E+002, 2.7317404E+001, 3.4018018E+002, 4.0617643E+001, 3.4389795E+002, 4.0276774E+001, 9.6800000E+001, 2.0900000E+000, 0.0000000E+000, 3.0973614E+000, 2.9552634E+000, 2.7268114E+000, 4.5000000E+001, 7.2073040E-001
 4.4084906E+001, 1.1810952E+003, 1.1501482E+002, 3.6857143E+001, 4.5470793E+002, 7.7865200E+001, 3.4349728E+002, 2.6842448E+001, 3.2772725E+002, 2.2125152E+001, 3.2814671E+002, 3.1426528E+001, 3.3358726E+002, 3.5212063E+001, 1.0128000E+002, 2.2890000E+000, 7.9353034E-001, 2.8373277E+000, 2.7216378E+000, 2.5226316E+000, 4.9500000E+001, 7.3185418E-001
 4.8047170E+001, 1.1977568E+003, 1.1062406E+002, 4.1071429E+001, 4.1207396E+002, 6.2190755E+001, 3.2684758E+002, 2.0702926E+001, 3.1669736E+002, 1.4934500E+001, 3.1583921E+002, 2.2482742E+001, 3.1815192E+002, 2.5085419E+001, 1.0576000E+002, 2.4880000E+000, 7.1413058E-001, 2.6055245E+000, 2.5109756E+000, 2.3376882E+000, 5.4000000E+001, 7.4843261E-001
 5.2009434E+001, 1.2038122E+003, 1.0865742E+002, 4.5285714E+001, 3.6761234E+002, 4.6891629E+001, 3.1396008E+002, 1.3836186E+001, 3.0902352E+002, 9.0714146E+000, 3.0916335E+002, 1.5836855E+001, 3.0905268E+002, 1.3871462E+001, 1.1024000E+002, 2.6870000E+000, 6.4992225E-001, 2.3909328E+000, 2.3126567E+000, 2.1622094E+000, 5.8500000E+001, 7.5326131E-001
 5.5971698E+001, 1.2138537E+003, 1.0684569E+002, 4.9500000E+001, 3.4591597E+002, 3.6299804E+001, 3.0966209E+002, 1.0608489E+001, 3.0724769E+002, 7.9112372E+000, 3.0665781E+002, 8.4926836E+000, 3.0653536E+002, 1.0338716E+001, 1.1472000E+002, 2.8860000E+000, 6.1878774E-001, 2.2972604E+000, 2.2260487E+000, 2.0857321E+000, 6.3000000E+001, 7.4827755E-001
 5.9933962E+001, 1.2174449E+003, 1.0702748E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.1920000E+002, 3.0850000E+000, 5.6195269E-001, 2.1241343E+000, 2.0648673E+000, 1.9428859E+000, 6.7500000E+001, 7.3882579E-001
 6.3896226E+001, 1.2217540E+003, 1.0920314E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2368000E+002, 3.2840000E+000, 5.1148591E-001, 1.9678544E+000, 1.9182004E+000, 1.8122897E+000, 7.2000000E+001, 7.3404645E-001
 6.7858491E+001, 1.2220042E+003, 1.1399281E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2816000E+002, 3.4830000E+000, 4.6649692E-001, 1.8262001E+000, 1.7844438E+000, 1.6926396E+000, 7.6500000E+001, 7.2630099E-001
 7.1820755E+001, 1.2202093E+003, 1.1728575E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3264000E+002, 3.6820000E+000, 4.2624667E-001, 1.6972661E+000, 1.6622255E+000, 1.5827922E+000, 8.1000000E+001, 7.2146504E-001
 7.5783019E+001, 1.2129442E+003, 1.2607210E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3712000E+002, 3.8810000E+000, 4.0770162E-001, 1.6370500E+000, 1.6050688E+000, 1.5312235E+000, 8.5500000E+001, 7.1839217E-001
 7.9745283E+001, 1.2080573E+003, 1.3191075E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4160000E+002, 4.0800000E+000, 3.7343388E-001, 1.5242174E+000, 1.4980046E+000, 1.4342147E+000, 9.0000000E+001, 7.1520431E-001
 8.3707547E+001, 1.1954444E+003, 1.4498183E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4608000E+002, 4.2790000E+000, 3.4254099E-001, 1.4204750E+000, 1.3998346E+000, 1.3446734E+000, 9.4500000E+001, 7.1306938E-001
 8.7669811E+001, 1.1789022E+003, 1.5797351E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5056000E+002, 4.4780000E+000, 3.1461899E-001, 1.3247443E+000, 1.3097362E+000, 1.2618300E+000, 9.9000000E+001, 7.0720243E-001
 9.1632075E+001, 1.1700432E+003, 1.6420877E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5504000E+002, 4.6770000E+000, 2.8932317E-001, 1.2361222E+000, 1.2269820E+000, 1.1849956E+000, 1.0350000E+002, 6.9918336E-001
 9.5594340E+001, 1.1509159E+003, 1.7606260E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5952000E+002, 4.8760000E+000, 2.7756592E-001, 1.1942368E+000, 1.1881527E+000, 1.1486372E+000, 1.0800000E+002, 6.8952009E-001
 9.9556604E+001, 1.1407535E+003, 1.8177164E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6400000E+002, 5.0750000E+000, 2.7021911E-001, 1.1357856E+000, 1.1363964E+000, 1.1022638E+000, 1.1250000E+002, 6.7893300E-001
 1.0351887E+002, 1.1195262E+003, 1.9251470E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6848000E+002, 5.2740000E+000, 2.5035288E-001, 1.0644221E+000, 1.0716776E+000, 1.0403499E+000, 1.1700000E+002, 6.7348539E-001
 1.0748113E+002, 1.1089741E+003, 1.9767160E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7296000E+002, 5.4730000E+000, 2.3217319E-001, 9.9787384E-001, 1.0120049E+000, 9.8240000E-001, 1.2150000E+002, 6.6251224E-001
 1.1144340E+002, 1.0888898E+003, 2.0660131E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7744000E+002, 5.6720000E+000, 2.2366055E-001, 9.6628492E-001, 9.8390526E-001, 9.5479651E-001, 1.2600000E+002, 6.5152986E-001
 1.1540566E+002, 1.0674475E+003, 2.1306267E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8192000E+002, 5.8710000E+000, 2.0769143E-001, 9.0627442E-001, 9.3088439E-001, 9.0213638E-001, 1.3050000E+002, 6.4046532E-001
 1.1936792E+002, 1.0557073E+003, 2.1529669E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8640000E+002, 6.0700000E+000, 1.9301373E-001, 8.5025680E-001, 8.8172854E-001, 8.5265165E-001, 1.3500000E+002, 6.2913274E-001
 1.2333019E+002, 1.0299654E+003, 2.1845265E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9088000E+002, 6.2690000E+000, 1.7950217E-001, 7.9799352E-001, 8.3601379E-001, 8.0612166E-001, 1.3950000E+002, 6.2330218E-001
 1.2729245E+002, 1.0157029E+003, 2.1932437E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9536000E+002, 6.4680000E+000, 1.6704631E-001, 7.4927833E-001, 7.9334407E-001, 7.6236869E-001, 1.4400000E+002, 6.1121921E-001
 1.3125472E+002, 9.8524029E+002, 2.1962574E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9984000E+002, 6.6670000E+000, 1.6118332E-001, 7.2619311E-001, 7.7303536E-001, 7.4148768E-001, 1.4850000E+002, 5.9853640E-001
 1.3521698E+002, 9.5446573E+002, 2.1846154E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0432000E+002, 6.8660000E+000, 1.5009863E-001, 6.8244202E-001, 7.3422943E-001, 7.0159608E-001, 1.5300000E+002, 5.8530233E-001
 1.3917925E+002, 9.3953588E+002, 2.1746845E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0880000E+002, 7.0650000E+000, 1.3988062E-001, 6.4182026E-001, 6.9764051E-001, 6.6421407E-001, 1.5750000E+002, 5.7854390E-001
 1.4314151E+002, 9.1062778E+002, 2.1476743E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.1328000E+002, 7.2640000E+000, 1.3042193E-001, 6.0415081E-001, 6.6295960E-001, 6.2920024E-001, 1.6200000E+002, 5.6485908E-001
 1.4710377E+002, 8.9660533E+002, 2.1323085E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.1776000E+002, 7.4630000E+000, 1.2165773E-001, 5.6927584E-001, 6.2994208E-001, 5.9646404E-001, 1.6650000E+002, 5.5107449E-001
 1.5106604E+002, 8.6828121E+002, 2.0880085E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2224000E+002, 7.6620000E+000, 1.3108697E-001, 5.9040003E-001, 6.4924904E-001, 6.1844429E-001, 1.7100000E+002, 5.3727835E-001
 1.5502830E+002, 8.3945542E+002, 2.0205334E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2672000E+002, 7.8610000E+000, 1.2300472E-001, 5.6033303E-001, 6.1916378E-001, 5.8975918E-001, 1.7550000E+002, 5.2352247E-001
 1.5899057E+002, 8.2475722E+002, 1.9787869E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.3120000E+002, 8.0600000E+000, 1.1546274E-001, 5.3250738E-001, 5.9016695E-001, 5.6293143E-001, 1.8000000E+002, 5.0984564E-001
 1.6295283E+002, 7.9650497E+002, 1.8967045E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.3568000E+002, 8.2590000E+000, 1.0841878E-001, 5.0677070E-001, 5.6214732E-001, 5.3785468E-001,NaN,NaN
 1.6691509E+002, 7.8298605E+002, 1.8611126E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4016000E+002, 8.4580000E+000, 1.0183456E-001, 4.8297260E-001, 5.3502453E-001, 5.1441349E-001,NaN,NaN
 1.7087736E+002, 7.5766203E+002, 1.8046914E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4464000E+002, 8.6570000E+000, 9.8703862E-002, 4.7175432E-001, 5.2178190E-001, 5.0326777E-001,NaN,NaN
 1.7483962E+002, 7.4560145E+002, 1.7804222E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4912000E+002, 8.8560000E+000, 9.2745098E-002, 4.5058905E-001, 4.9591204E-001, 4.8204521E-001,NaN,NaN
 1.7880189E+002, 7.2275611E+002, 1.7295029E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.5360000E+002, 9.0550000E+000, 8.7165017E-002, 4.3100216E-001, 4.7084781E-001, 4.6213616E-001,NaN,NaN
 1.8276415E+002, 7.0107753E+002, 1.6673651E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.5808000E+002, 9.2540000E+000, 8.1936141E-002, 4.1285877E-001, 4.4658519E-001, 4.4340437E-001,NaN,NaN
 1.8672642E+002, 6.9093884E+002, 1.6325976E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.6256000E+002, 9.4530000E+000, 7.7033423E-002, 3.9603068E-001, 4.2313212E-001, 4.2571390E-001,NaN,NaN
 1.9068868E+002, 6.7157124E+002, 1.5579297E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.6704000E+002, 9.6520000E+000, 7.4697159E-002, 3.8807184E-001, 4.1171390E-001, 4.1721756E-001,NaN,NaN
 1.9465094E+002, 6.6199394E+002, 1.5191208E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7152000E+002, 9.8510000E+000, 7.0241495E-002, 3.7299275E-001, 3.8950628E-001, 4.0084281E-001,NaN,NaN
 1.9861321E+002, 6.4250565E+002, 1.4343866E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7600000E+002, 1.0050000E+001, 7.5993847E-002, 3.9620626E-001, 4.0305833E-001, 4.2027855E-001,NaN,NaN
 2.0257547E+002, 6.2397178E+002, 1.3493313E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8048000E+002, 1.0249000E+001, 7.1832771E-002, 3.8320077E-001, 3.8286298E-001, 4.0520257E-001,NaN,NaN
 2.0653774E+002, 6.1575987E+002, 1.3100818E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8496000E+002, 1.0448000E+001, 6.9839396E-002, 3.7698076E-001, 3.7306609E-001, 3.9782737E-001,NaN,NaN
 2.1050000E+002, 6.0125239E+002, 1.2346969E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8944000E+002, 1.0647000E+001, 6.6018138E-002, 3.6505620E-001, 3.5408539E-001, 3.8335311E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.9392000E+002, 1.0846000E+001, 6.2406608E-002, 3.5375811E-001, 3.3593413E-001, 3.6919122E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.9840000E+002, 1.1045000E+001, 5.8992608E-002, 3.4302010E-001, 3.1862180E-001, 3.5528698E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.0288000E+002, 1.1244000E+001, 5.5751386E-002, 3.3277491E-001, 3.0212700E-001, 3.4158011E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.0736000E+002, 1.1443000E+001, 5.4204364E-002, 3.2782791E-001, 2.9420750E-001, 3.3480864E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.1184000E+002, 1.1642000E+001, 5.1237108E-002, 3.1824612E-001, 2.7899444E-001, 3.2139782E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.1632000E+002, 1.1841000E+001, 4.8431081E-002, 3.0904481E-001, 2.6460557E-001, 3.0815548E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2080000E+002, 1.2040000E+001, 4.5777420E-002, 3.0018555E-001, 2.5102365E-001, 2.9508096E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2528000E+002, 1.2239000E+001, 4.3267777E-002, 2.9163469E-001, 2.3822666E-001, 2.8218186E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2976000E+002, 1.2438000E+001, 4.2064480E-002, 2.8746556E-001, 2.3211446E-001, 2.7580237E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.3424000E+002, 1.2637000E+001, 4.6537907E-002, 3.1051734E-001, 2.5142497E-001, 2.9143597E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.3872000E+002, 1.2836000E+001, 4.4186823E-002, 3.0242492E-001, 2.4045216E-001, 2.7885718E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.4320000E+002, 1.3035000E+001, 4.1950364E-002, 2.9449912E-001, 2.3009769E-001, 2.6647929E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.4768000E+002, 1.3234000E+001, 3.9822879E-002, 2.8672618E-001, 2.2033137E-001, 2.5433166E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5216000E+002, 1.3433000E+001, 3.8798317E-002, 2.8289337E-001, 2.1565908E-001, 2.4835338E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5664000E+002, 1.3632000E+001, 3.6824335E-002, 2.7532886E-001, 2.0671669E-001, 2.3660582E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.6112000E+002, 1.3831000E+001, 3.4946431E-002, 2.6789212E-001, 1.9828437E-001, 2.2515964E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.6560000E+002, 1.4030000E+001, 3.3159897E-002, 2.6057606E-001, 1.9033113E-001, 2.1404010E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7008000E+002, 1.4229000E+001, 3.1460313E-002, 2.5337495E-001, 1.8282671E-001, 2.0326975E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7456000E+002, 1.4428000E+001, 3.0641818E-002, 2.4981603E-001, 1.7923362E-001, 1.9802168E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7904000E+002, 1.4627000E+001, 2.9064925E-002, 2.4277901E-001, 1.7234795E-001, 1.8781026E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.8352000E+002, 1.4826000E+001, 2.7565003E-002, 2.3584718E-001, 1.6584037E-001, 1.7798982E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.8800000E+002, 1.5025000E+001, 3.0840185E-002, 2.5367596E-001, 1.8610390E-001, 1.9153181E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.9248000E+002, 1.5224000E+001, 3.0095576E-002, 2.5018037E-001, 1.8309241E-001, 1.8689573E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.9696000E+002, 1.5423000E+001, 2.8655414E-002, 2.4323898E-001, 1.7727400E-001, 1.7790639E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.0144000E+002, 1.5622000E+001, 2.7272064E-002, 2.3636135E-001, 1.7170096E-001, 1.6927801E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.0592000E+002, 1.5821000E+001, 2.5956257E-002, 2.2955851E-001, 1.6638111E-001, 1.6105059E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1040000E+002, 1.6020000E+001, 2.4698870E-002, 2.2282836E-001, 1.6128572E-001, 1.5320275E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1488000E+002, 1.6219000E+001, 2.4091382E-002, 2.1949138E-001, 1.5881765E-001, 1.4941991E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1936000E+002, 1.6418000E+001, 2.2917455E-002, 2.1287538E-001, 1.5403238E-001, 1.4213253E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.2384000E+002, 1.6617000E+001, 2.1796504E-002, 2.0633910E-001, 1.4943795E-001, 1.3520961E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.2832000E+002, 1.6816000E+001, 2.0726461E-002, 1.9988556E-001, 1.4502296E-001, 1.2864161E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3280000E+002, 1.7015000E+001, 1.9705314E-002, 1.9351783E-001, 1.4077703E-001, 1.2241751E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3728000E+002, 1.7214000E+001, 1.9212468E-002, 1.9036712E-001, 1.3871449E-001, 1.1943064E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.4176000E+002, 1.7413000E+001, 1.8261051E-002, 1.8413397E-001, 1.3470476E-001, 1.1369914E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.4624000E+002, 1.7612000E+001, 2.0632566E-002, 1.9717203E-001, 1.5313185E-001, 1.2738239E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5072000E+002, 1.7811000E+001, 1.9684963E-002, 1.9088343E-001, 1.4923994E-001, 1.2207682E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5520000E+002, 1.8010000E+001, 1.8776805E-002, 1.8467395E-001, 1.4545654E-001, 1.1703213E-001,NaN,NaN
