cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_Soot,r_rad1,HF,radHF,z_rad,HF_vert,r_rad2,HF_hori,r_rad3,TC_03,TC_30,TC_41,TC_51,TC_61,TC_03_RMS,TC_30_RMS,TC_41_RMS,TC_51_RMS,TC_61_RMS
 1.0000000E+000, 9.7638052E+002, 9.8568087E+002, 3.7081108E-001, 3.0027641E+001, 3.1691917E+001, 4.6678747E-002, 2.8545014E-002, 5.2010088E-002, 3.7588330E-002, 2.2904166E-001, 1.4391112E-001, 3.7588330E-002, 4.7131546E-001, 0.0000000E+000,-4.0000000E+000, 3.0309684E+001, 2.1256587E+001, 0.0000000E+000, 6.8109395E-001, 1.6155494E+001, 1.9050557E+000,-4.0000000E+000, 1.2015430E+003, 1.0780017E+003, 9.3775183E+002, 8.0927207E+002, 6.9848075E+002, 2.9750322E+001, 1.6692571E+002, 1.7202080E+002, 1.5347672E+002, 1.2135782E+002
 3.0000000E+000, 1.0341608E+003, 1.0454771E+003, 3.7081108E-001, 3.8052631E+001, 4.0610619E+001, 4.6678747E-002, 2.9650888E-002, 5.4527572E-002, 3.9094740E-002, 1.9457259E-001, 1.5055601E-001, 3.9094740E-002, 4.9250346E-001, 0.0000000E+000,-3.0000000E+000, 3.0309684E+001, 2.1256587E+001, 2.5423729E+000, 7.1794665E-001, 1.8462585E+001, 1.7138736E+000,-2.0000000E+000, 1.0258389E+003, 1.2997623E+003, 1.1761575E+003, 9.7467150E+002, 7.9621781E+002, 2.5747966E+001, 9.1600455E+001, 1.6350557E+002, 1.7743119E+002, 1.4807845E+002
 5.0000000E+000, 1.0966732E+003, 1.1107452E+003, 1.2359681E+000, 4.6996292E+001, 5.0805972E+001, 1.0439474E-001, 3.0311544E-002, 5.7442704E-002, 4.0712793E-002, 1.5823850E-001, 1.5811164E-001, 4.0712793E-002, 5.1447003E-001, 0.0000000E+000,-2.0000000E+000, 2.7232842E+001, 1.9501801E+001, 5.0847458E+000, 7.6688674E-001, 2.0770544E+001, 1.3990938E+000,-2.0000000E-002, 1.0258389E+003, 1.2997623E+003, 1.1761575E+003, 9.7467150E+002, 7.9621781E+002, 2.5747966E+001, 9.1600455E+001, 1.6350557E+002, 1.7743119E+002, 1.4807845E+002
 7.0000000E+000, 1.1445477E+003, 1.1610746E+003, 1.6553152E+000, 5.3734372E+001, 5.8685723E+001, 1.3901149E-001, 3.0990581E-002, 6.0050694E-002, 4.1036578E-002, 1.3080650E-001, 1.6373871E-001, 4.1036578E-002, 5.3234035E-001, 0.0000000E+000,-1.0000000E+000, 2.7232842E+001, 1.9501801E+001, 7.6271186E+000, 8.0594498E-001, 2.3079112E+001, 1.2415621E+000, 2.0000000E+000, 1.1976797E+003, 1.1091883E+003, 9.7261778E+002, 8.3257072E+002, 7.0835804E+002, 2.8714820E+001, 1.5676053E+002, 1.7015092E+002, 1.5438804E+002, 1.2460133E+002
 9.0000000E+000, 1.1815676E+003, 1.2002090E+003, 2.0430519E+000, 5.9419796E+001, 6.5399325E+001, 1.7115222E-001, 3.1876502E-002, 6.2266821E-002, 4.0444165E-002, 1.1026179E-001, 1.6765045E-001, 4.0444165E-002, 5.4705611E-001, 0.0000000E+000,-2.0000000E-002, 2.7232842E+001, 1.9501801E+001, 1.0169492E+001, 8.0953780E-001, 2.5388123E+001, 1.0236023E+000, 4.0000000E+000, 1.3463765E+003, 7.1704321E+002, 6.8643857E+002, 6.4137936E+002, 5.8860481E+002, 1.9935093E+001, 1.2168037E+002, 1.2459340E+002, 1.1062852E+002, 9.3517535E+001
 1.1000000E+001, 1.2113863E+003, 1.2318563E+003, 2.3930131E+000, 6.4399630E+001, 7.1247119E+001, 2.0182058E-001, 3.2813018E-002, 6.4165939E-002, 3.9449766E-002, 9.4188308E-002, 1.7051468E-001, 3.9449766E-002, 5.5941852E-001, 0.0000000E+000, 1.0000000E+000, 2.7205702E+001, 1.9512317E+001, 1.2711864E+001, 8.0255422E-001, 2.7697465E+001, 9.1473260E-001, 6.0000000E+000, 1.2658861E+003, 4.8714453E+002, 5.0258147E+002, 5.0360663E+002, 4.9143390E+002, 7.0977488E+001, 7.1231454E+001, 7.6327399E+001, 7.5105942E+001, 6.9430055E+001
 1.3000000E+001, 1.2366424E+003, 1.2587356E+003, 2.7067443E+000, 6.8131554E+001, 7.5648789E+001, 2.2883755E-001, 3.3641759E-002, 6.5808564E-002, 3.8462263E-002, 8.0819192E-002, 1.7286384E-001, 3.8462263E-002, 5.6994212E-001, 0.0000000E+000, 2.0000000E+000, 2.7205702E+001, 1.9512317E+001, 1.5254237E+001, 8.0043629E-001, 3.0007063E+001, 7.6759803E-001, 8.0000000E+000, 9.2982273E+002, 3.8132701E+002, 3.9851869E+002, 4.1033948E+002, 4.1611973E+002, 7.1977120E+001, 4.2096881E+001, 4.7498549E+001, 5.0171008E+001, 5.0131807E+001
 1.5000000E+001, 1.2589663E+003, 1.2825685E+003, 2.9869751E+000, 7.1078299E+001, 7.9158396E+001, 2.5200627E-001, 3.4391628E-002, 6.7313750E-002, 3.7402883E-002, 6.9369600E-002, 1.7486035E-001, 3.7402883E-002, 5.7925891E-001, 0.0000000E+000, 3.0000000E+000, 3.0280243E+001, 2.1254818E+001, 1.7796610E+001, 8.0139385E-001, 3.2316861E+001, 6.4987942E-001, 1.0000000E+001, 6.4184221E+002, 3.3155660E+002, 3.4180365E+002, 3.5333348E+002, 3.6242063E+002, 4.7577972E+001, 2.7187571E+001, 2.8112498E+001, 3.2141338E+001, 3.6571283E+001
 1.7000000E+001, 1.2788717E+003, 1.3038805E+003, 3.2395579E+000, 7.3357122E+001, 8.2012080E+001, 2.7431097E-001, 3.5237963E-002, 6.8718534E-002, 3.6119208E-002, 5.9425886E-002, 1.7642871E-001, 3.6119208E-002, 5.8795049E-001, 0.0000000E+000, 4.0000000E+000, 3.0280243E+001, 2.1254818E+001, 2.0338983E+001, 7.9957930E-001, 3.4626819E+001, 5.8997146E-001, 1.2000000E+001, 4.4564271E+002, 3.0746627E+002, 3.1132344E+002, 3.1907872E+002, 3.2717929E+002, 2.3441841E+001, 1.6656930E+001, 1.6728278E+001, 2.0494472E+001, 2.4951871E+001
 1.9000000E+001, 1.2968898E+003, 1.3232162E+003, 3.4674106E+000, 7.5981586E+001, 8.5291312E+001, 2.9387779E-001, 3.6199790E-002, 7.0052317E-002, 3.4618101E-002, 5.0608773E-002, 1.7763580E-001, 3.4618101E-002, 5.9626712E-001, 0.0000000E+000, 5.0000000E+000, 3.2661624E+001, 2.2608207E+001, 2.2881356E+001, 7.9417189E-001, 3.6936908E+001, 5.0647043E-001, 1.4000000E+001, 4.4564271E+002, 3.0746627E+002, 3.1132344E+002, 3.1907872E+002, 3.2717929E+002, 2.3441841E+001, 1.6656930E+001, 1.6728278E+001, 2.0494472E+001, 2.4951871E+001
 2.1000000E+001, 1.3125866E+003, 1.3401072E+003, 3.6755959E+000, 7.9311219E+001, 8.9235630E+001, 3.1900537E-001, 3.7436325E-002, 7.1281409E-002, 3.2842015E-002, 4.2730835E-002, 1.7835816E-001, 3.2842015E-002, 6.0450924E-001, 0.0000000E+000, 6.0000000E+000, 3.2661624E+001, 2.2608207E+001, 2.5423729E+001, 7.8615243E-001, 3.9247104E+001, 4.6310837E-001, 1.6000000E+001, 2.9667260E+002, 2.9418590E+002, 2.9358130E+002, 2.9408840E+002, 2.9545995E+002, 3.3701970E-001, 1.4506563E+000, 1.5831542E+000, 4.9830142E+000, 6.7167612E+000
 2.3000000E+001, 1.3255762E+003, 1.3541483E+003, 3.8633380E+000, 8.5093419E+001, 9.5739407E+001, 3.4930708E-001, 3.9072654E-002, 7.2376621E-002, 3.0736399E-002, 3.5714088E-002, 1.7848386E-001, 3.0736399E-002, 6.1287997E-001, 0.0000000E+000, 7.0000000E+000, 2.8120317E+001, 1.8475548E+001, 2.7966102E+001, 7.7620411E-001, 4.1557389E+001, 4.0222369E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5000000E+001, 1.3351678E+003, 1.3645717E+003, 4.0348386E+000, 9.4486390E+001, 1.0597073E+002, 3.9022390E-001, 4.1223565E-002, 7.3269516E-002, 2.8325693E-002, 2.9483720E-002, 1.7790092E-001, 2.8325693E-002, 6.2147089E-001, 0.0000000E+000, 8.0000000E+000, 2.8120317E+001, 1.8475548E+001, 3.0508475E+001, 7.5183412E-001, 4.3867750E+001, 3.7004544E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7000000E+001, 1.3408039E+003, 1.3707694E+003, 4.1869867E+000, 1.0716522E+002, 1.1965314E+002, 4.3791474E-001, 4.3956560E-002, 7.3897395E-002, 2.5663857E-002, 2.3996805E-002, 1.7653790E-001, 2.5663857E-002, 6.3028363E-001, 0.0000000E+000, 9.0000000E+000, 1.9769816E+001, 1.2118013E+001, 3.3050847E+001, 7.3761123E-001, 4.6178175E+001, 3.2460043E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9000000E+001, 1.3414665E+003, 1.3716415E+003, 4.3231566E+000, 1.2297036E+002, 1.3662232E+002, 4.9362568E-001, 4.7452440E-002, 7.4174408E-002, 2.2726291E-002, 1.9253803E-002, 1.7419922E-001, 2.2726291E-002, 6.3946754E-001, 0.0000000E+000, 1.0000000E+001, 1.9769816E+001, 1.2118013E+001, 3.5593220E+001, 7.2217380E-001, 4.8488654E+001, 2.8616328E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1000000E+001, 1.3361263E+003, 1.3660934E+003, 4.3231566E+000, 1.4176267E+002, 1.5679937E+002, 4.9362568E-001, 5.1725034E-002, 7.4003933E-002, 1.9673966E-002, 1.5239086E-002, 1.7085170E-001, 1.9673966E-002, 6.4883231E-001, 0.0000000E+000, 1.1000000E+001, 1.2960972E+001, 7.7530741E+000, 3.8135593E+001, 6.8846218E-001, 5.0799181E+001, 2.6558916E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3000000E+001, 1.3231337E+003, 1.3523298E+003, 4.5267329E+000, 1.6343898E+002, 1.8013331E+002, 6.5705333E-001, 5.6938012E-002, 7.3230567E-002, 1.6630757E-002, 1.1911894E-002, 1.6630826E-001, 1.6630757E-002, 6.5834975E-001, 0.0000000E+000, 1.2000000E+001, 1.2960972E+001, 7.7530741E+000, 4.0677966E+001, 6.7066491E-001, 5.3109749E+001, 2.3599031E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
