s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-3.9775732E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9775732E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0005450E+000, 2.0989576E+001,-4.5224357E+000,-4.0865360E+000,-4.0004744E-001,-3.8772075E-003, 0.0000000E+000, 0.0000000E+000, 1.1937911E+001, 1.1976680E+001, 0.0000000E+000, 4.5663800E-004, 0.0000000E+000, 0.0000000E+000
 4.0014133E+000, 3.3982466E+001,-7.5820407E+000,-2.7098944E+001,-5.6373311E-001,-5.5706196E-003, 0.0000000E+000, 0.0000000E+000,-1.0338243E+000,-1.2678225E+000, 0.0000000E+000, 6.8007775E-004, 0.0000000E+000, 0.0000000E+000
 6.0005832E+000, 3.4039760E+001,-7.6121314E+000,-2.6398516E+001,-5.4190412E-001,-5.5616179E-003, 0.0000000E+000, 0.0000000E+000,-2.7010580E-001,-5.1835363E-001, 0.0000000E+000, 6.8605846E-004, 0.0000000E+000, 0.0000000E+000
 8.0016375E+000, 3.4494239E+001,-7.6892530E+000,-2.5868842E+001,-5.4160603E-001,-5.5670567E-003, 0.0000000E+000, 0.0000000E+000, 6.4247983E-001, 3.8897108E-001, 0.0000000E+000, 6.8616891E-004, 0.0000000E+000, 0.0000000E+000
 1.0001487E+001, 3.4330229E+001,-7.6377252E+000,-2.6011273E+001,-5.4996566E-001,-5.5542180E-003, 0.0000000E+000, 0.0000000E+000, 3.8275339E-001, 1.2571036E-001, 0.0000000E+000, 6.8617093E-004, 0.0000000E+000, 0.0000000E+000
 1.2000820E+001, 3.4421448E+001,-7.6757708E+000,-2.7199289E+001,-5.5551094E-001,-5.5844764E-003, 0.0000000E+000, 0.0000000E+000,-7.6553947E-001,-1.0147072E+000, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 1.4000438E+001, 3.4105131E+001,-7.6025178E+000,-2.6009568E+001,-5.6129783E-001,-5.5581539E-003, 0.0000000E+000, 0.0000000E+000, 1.7476061E-001,-7.3810222E-002, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 1.6000427E+001, 3.4500299E+001,-7.6631379E+000,-2.6021414E+001,-5.4471310E-001,-5.5718607E-003, 0.0000000E+000, 0.0000000E+000, 5.5884540E-001, 2.6546150E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 1.8000685E+001, 3.4222511E+001,-7.6240247E+000,-2.6541113E+001,-5.6158766E-001,-5.5915473E-003, 0.0000000E+000, 0.0000000E+000,-1.8164497E-001,-5.0980575E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 2.0001078E+001, 3.4390433E+001,-7.6366556E+000,-2.5037259E+001,-5.4840947E-001,-5.5588700E-003, 0.0000000E+000, 0.0000000E+000, 1.4071738E+000, 1.1625499E+000, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 2.2000093E+001, 3.4139299E+001,-7.6255592E+000,-2.7345093E+001,-5.4685354E-001,-5.5647041E-003, 0.0000000E+000, 0.0000000E+000,-1.1632714E+000,-1.3837713E+000, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 2.4000334E+001, 3.4321756E+001,-7.6421680E+000,-2.5729788E+001,-5.2287353E-001,-5.5582655E-003, 0.0000000E+000, 0.0000000E+000, 6.6146807E-001, 4.2136774E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
