s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-3.3463520E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3463520E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0023940E+000, 1.3848829E-001,-2.2534735E-002, 3.2045753E-003,-4.4718107E-003, 1.9156511E-005, 0.0000000E+000, 0.0000000E+000, 1.1241551E-001, 1.1470547E-001, 0.0000000E+000, 7.1729465E-006, 0.0000000E+000, 0.0000000E+000
 4.0009575E+000, 2.1042483E+000,-4.7048702E-001, 5.0793580E-002,-9.8844727E-002, 7.7584231E-004, 0.0000000E+000, 0.0000000E+000, 1.5762115E+000, 1.5864859E+000, 0.0000000E+000, 1.0959783E-004, 0.0000000E+000, 0.0000000E+000
 6.0002618E+000, 1.5334717E+001,-3.5482517E+000,-5.0890809E+000,-3.2031974E-001, 4.2417614E-003, 0.0000000E+000, 0.0000000E+000, 6.4285722E+000, 6.3813066E+000, 0.0000000E+000, 7.9415836E-004, 0.0000000E+000, 0.0000000E+000
 8.0005398E+000, 2.7097093E+001,-6.3103299E+000,-1.8622559E+001,-4.1238007E-001, 6.2034701E-003, 0.0000000E+000, 0.0000000E+000, 1.8039371E+000, 1.7580274E+000, 0.0000000E+000, 1.3568726E-003, 0.0000000E+000, 0.0000000E+000
 1.0000300E+001, 3.3361885E+001,-7.7689630E+000,-2.3504304E+001,-4.3544252E-001, 6.7515998E-003, 0.0000000E+000, 0.0000000E+000, 1.7360962E+000, 1.6599271E+000, 0.0000000E+000, 1.6282637E-003, 0.0000000E+000, 0.0000000E+000
 1.2000775E+001, 3.6044604E+001,-8.4321065E+000,-2.7772343E+001,-4.3690491E-001, 6.9951003E-003, 0.0000000E+000, 0.0000000E+000,-4.9702788E-001,-5.8975627E-001, 0.0000000E+000, 1.7332227E-003, 0.0000000E+000, 0.0000000E+000
 1.4000488E+001, 3.8114156E+001,-8.8177539E+000,-2.8725322E+001,-4.5421777E-001, 7.0805451E-003, 0.0000000E+000, 0.0000000E+000, 2.3175649E-001, 1.2394226E-001, 0.0000000E+000, 1.8159908E-003, 0.0000000E+000, 0.0000000E+000
 1.6000614E+001, 3.8554444E+001,-8.9542120E+000,-2.8081950E+001,-4.2652450E-001, 7.1721031E-003, 0.0000000E+000, 0.0000000E+000, 1.1895744E+000, 1.0989300E+000, 0.0000000E+000, 1.8393163E-003, 0.0000000E+000, 0.0000000E+000
 1.8000057E+001, 3.9881983E+001,-9.1758617E+000,-3.1107416E+001,-4.4314371E-001, 7.4673036E-003, 0.0000000E+000, 0.0000000E+000,-7.2580814E-001,-8.3697151E-001, 0.0000000E+000, 1.9003158E-003, 0.0000000E+000, 0.0000000E+000
 2.0000450E+001, 4.0715438E+001,-9.3726148E+000,-3.1534022E+001,-4.3292422E-001, 7.5933493E-003, 0.0000000E+000, 0.0000000E+000,-4.9874343E-001,-6.1653011E-001, 0.0000000E+000, 1.9385181E-003, 0.0000000E+000, 0.0000000E+000
 2.2000055E+001, 4.1455509E+001,-9.5470698E+000,-3.0270368E+001,-4.1810446E-001, 7.6753982E-003, 0.0000000E+000, 0.0000000E+000, 1.3415554E+000, 1.2276424E+000, 0.0000000E+000, 1.9684290E-003, 0.0000000E+000, 0.0000000E+000
 2.4000681E+001, 4.2181695E+001,-9.7403275E+000,-3.2215145E+001,-4.3113375E-001, 7.7818571E-003, 0.0000000E+000, 0.0000000E+000,-8.8265657E-002,-1.9712891E-001, 0.0000000E+000, 2.0059721E-003, 0.0000000E+000, 0.0000000E+000
 2.6000366E+001, 2.8684165E+001,-6.6397645E+000,-2.6728042E+001,-4.1400064E-001, 5.3722537E-003, 0.0000000E+000, 0.0000000E+000,-5.0064986E+000,-5.0922705E+000, 0.0000000E+000, 1.1735708E-003, 0.0000000E+000, 0.0000000E+000
 2.8000090E+001, 1.7065210E+001,-3.9478587E+000,-1.3558365E+001,-3.7523578E-001, 4.3233648E-003, 0.0000000E+000, 0.0000000E+000,-7.7674220E-001,-8.1192590E-001, 0.0000000E+000, 7.9579220E-004, 0.0000000E+000, 0.0000000E+000
 3.0000183E+001, 1.6159848E+001,-3.7421765E+000,-1.2120598E+001,-3.5946019E-001, 4.2171864E-003, 0.0000000E+000, 0.0000000E+000,-2.3641932E-002,-5.8169379E-002, 0.0000000E+000, 7.6298626E-004, 0.0000000E+000, 0.0000000E+000
 3.2000504E+001, 1.5232892E+001,-3.5278015E+000,-1.1984691E+001,-3.4865504E-001, 4.0422015E-003, 0.0000000E+000, 0.0000000E+000,-5.8725135E-001,-6.2421338E-001, 0.0000000E+000, 7.2874505E-004, 0.0000000E+000, 0.0000000E+000
 3.4000874E+001, 1.4615469E+001,-3.3729085E+000,-1.0904321E+001,-3.3559963E-001, 3.8660741E-003, 0.0000000E+000, 0.0000000E+000, 4.7708271E-002, 6.5063172E-003, 0.0000000E+000, 6.8320629E-004, 0.0000000E+000, 0.0000000E+000
 3.6000660E+001, 1.4253776E+001,-3.2788461E+000,-1.1138335E+001,-3.3550889E-001, 3.8283980E-003, 0.0000000E+000, 0.0000000E+000,-4.5001747E-001,-4.9508540E-001, 0.0000000E+000, 6.7217657E-004, 0.0000000E+000, 0.0000000E+000
 3.8000637E+001, 1.4102385E+001,-3.2451545E+000,-1.0410808E+001,-3.2379350E-001, 3.8402818E-003, 0.0000000E+000, 0.0000000E+000, 1.7494793E-001, 1.2646862E-001, 0.0000000E+000, 6.6919329E-004, 0.0000000E+000, 0.0000000E+000
 4.0000877E+001, 1.3576485E+001,-3.1146256E+000,-1.0255781E+001,-3.1509956E-001, 3.7801818E-003, 0.0000000E+000, 0.0000000E+000,-5.1683093E-002,-1.0524077E-001, 0.0000000E+000, 6.4673320E-004, 0.0000000E+000, 0.0000000E+000
 4.2000771E+001, 1.3565970E+001,-3.1043099E+000,-1.0319491E+001,-3.1482910E-001, 3.7941360E-003, 0.0000000E+000, 0.0000000E+000,-1.2000138E-001,-1.6886600E-001, 0.0000000E+000, 6.4207746E-004, 0.0000000E+000, 0.0000000E+000
 4.4000481E+001, 1.3420459E+001,-3.0706451E+000,-1.0413077E+001,-3.0584375E-001, 3.6898466E-003, 0.0000000E+000, 0.0000000E+000,-3.2159193E-001,-3.6541636E-001, 0.0000000E+000, 6.3221970E-004, 0.0000000E+000, 0.0000000E+000
 4.6000725E+001, 1.3331227E+001,-3.0566636E+000,-9.8098786E+000,-3.0530698E-001, 3.7799635E-003, 0.0000000E+000, 0.0000000E+000, 1.9115419E-001, 1.6315744E-001, 0.0000000E+000, 6.4211287E-004, 0.0000000E+000, 0.0000000E+000
 4.8000072E+001, 1.3328263E+001,-3.0473636E+000,-1.0357981E+001,-2.9557696E-001, 3.6982606E-003, 0.0000000E+000, 0.0000000E+000,-3.1530374E-001,-3.6895996E-001, 0.0000000E+000, 6.2589767E-004, 0.0000000E+000, 0.0000000E+000
 5.0000065E+001, 1.3102485E+001,-3.0012123E+000,-9.3579412E+000,-2.9564258E-001, 3.6564485E-003, 0.0000000E+000, 0.0000000E+000, 5.0565072E-001, 4.5134553E-001, 0.0000000E+000, 6.1632072E-004, 0.0000000E+000, 0.0000000E+000
 5.2000931E+001, 1.2972956E+001,-2.9693889E+000,-9.9063059E+000,-2.9285151E-001, 3.6467356E-003, 0.0000000E+000, 0.0000000E+000,-1.3972053E-001,-1.9194344E-001, 0.0000000E+000, 6.1682591E-004, 0.0000000E+000, 0.0000000E+000
