Soot volume fraction (ppm),10_cm,5_cm,0_cm
2.50E-02,1.88E+01,1.57E+01,5.67E+00
7.50E-02,2.77E-01,1.64E+00,2.70E+00
1.25E-01,2.17E-01,7.36E-01,1.94E+00
1.75E-01,1.56E-01,4.26E-01,1.52E+00
2.25E-01,8.67E-02,2.83E-01,1.39E+00
2.75E-01,7.56E-02,1.91E-01,1.25E+00
3.25E-01,5.44E-02,1.56E-01,1.07E+00
3.75E-01,3.78E-02,1.01E-01,8.70E-01
4.25E-01,3.33E-02,1.04E-01,7.92E-01
4.75E-01,2.56E-02,8.56E-02,6.36E-01
5.25E-01,2.78E-02,5.67E-02,4.76E-01
5.75E-01,1.33E-02,5.11E-02,4.13E-01
6.25E-01,1.33E-02,7.33E-02,2.79E-01
6.75E-01,1.44E-02,5.00E-02,2.31E-01
7.25E-01,1.44E-02,5.00E-02,2.02E-01
7.75E-01,7.78E-03,3.22E-02,1.22E-01
8.25E-01,1.22E-02,2.89E-02,9.22E-02
8.75E-01,1.22E-02,2.33E-02,7.56E-02
9.25E-01,6.67E-03,2.44E-02,5.22E-02
9.75E-01,3.33E-03,1.78E-02,6.00E-02
1.02E+00,3.33E-03,2.67E-02,3.67E-02
1.08E+00,2.22E-03,3.11E-02,3.67E-02
1.12E+00,3.33E-03,1.44E-02,3.00E-02
1.18E+00,1.11E-02,1.33E-02,2.78E-02
1.23E+00,5.56E-03,1.00E-02,1.22E-02
1.27E+00,3.33E-03,5.56E-03,5.56E-03
1.33E+00,3.33E-03,7.78E-03,2.22E-03
1.38E+00,2.22E-03,3.33E-03,1.11E-03
1.43E+00,3.33E-03,8.89E-03,0.00E+00
1.48E+00,7.78E-03,4.44E-03,0.00E+00
1.52E+00,3.33E-03,1.11E-03,0.00E+00
1.58E+00,6.67E-03,0.00E+00,0.00E+00
1.62E+00,2.22E-03,0.00E+00,0.00E+00
1.68E+00,1.00E-02,4.44E-03,0.00E+00
1.73E+00,8.89E-03,2.22E-03,0.00E+00
1.77E+00,5.56E-03,1.11E-03,0.00E+00
1.83E+00,4.44E-03,4.44E-03,0.00E+00
1.88E+00,3.33E-03,5.56E-03,0.00E+00
1.93E+00,4.44E-03,1.11E-03,0.00E+00
