Soot volume fraction (ppm),10_cm,5_cm,0_cm
2.50E-02,1.93E+01,1.48E+01,5.19E+00
7.50E-02,1.68E-01,1.53E+00,1.67E+00
1.25E-01,6.44E-02,7.04E-01,9.48E-01
1.75E-01,6.56E-02,4.31E-01,6.41E-01
2.25E-01,5.33E-02,2.96E-01,5.81E-01
2.75E-01,4.67E-02,2.09E-01,4.86E-01
3.25E-01,3.56E-02,1.74E-01,4.34E-01
3.75E-01,3.78E-02,1.33E-01,4.34E-01
4.25E-01,3.67E-02,1.06E-01,3.96E-01
4.75E-01,2.11E-02,8.22E-02,3.82E-01
5.25E-01,1.56E-02,9.56E-02,3.98E-01
5.75E-01,1.78E-02,6.67E-02,4.72E-01
6.25E-01,1.78E-02,5.89E-02,4.09E-01
6.75E-01,4.44E-03,6.22E-02,4.17E-01
7.25E-01,5.56E-03,6.78E-02,4.56E-01
7.75E-01,5.56E-03,5.44E-02,4.60E-01
8.25E-01,8.89E-03,4.33E-02,4.40E-01
8.75E-01,3.33E-03,6.33E-02,4.30E-01
9.25E-01,4.44E-03,4.00E-02,4.70E-01
9.75E-01,3.33E-03,4.67E-02,4.20E-01
1.02E+00,3.33E-03,4.33E-02,4.42E-01
1.08E+00,3.33E-03,3.89E-02,3.78E-01
1.12E+00,2.22E-03,4.44E-02,3.88E-01
1.18E+00,4.44E-03,3.78E-02,3.61E-01
1.23E+00,1.11E-03,4.56E-02,3.21E-01
1.27E+00,1.11E-03,4.89E-02,2.93E-01
1.33E+00,4.44E-03,4.11E-02,3.14E-01
1.38E+00,2.22E-03,3.56E-02,3.07E-01
1.43E+00,2.22E-03,3.67E-02,2.78E-01
1.48E+00,3.33E-03,3.89E-02,2.26E-01
1.52E+00,3.33E-03,2.89E-02,2.18E-01
1.58E+00,3.33E-03,3.89E-02,1.80E-01
1.62E+00,3.33E-03,3.22E-02,1.48E-01
1.68E+00,3.33E-03,2.67E-02,1.16E-01
1.73E+00,1.11E-03,3.22E-02,1.17E-01
1.77E+00,0.00E+00,4.44E-02,8.22E-02
1.83E+00,1.11E-03,3.22E-02,9.11E-02
1.88E+00,0.00E+00,3.22E-02,5.11E-02
1.93E+00,2.22E-03,3.67E-02,4.33E-02
1.98E+00,0.00E+00,2.78E-02,3.78E-02
2.03E+00,0.00E+00,2.33E-02,2.56E-02
2.08E+00,1.11E-03,2.33E-02,1.67E-02
2.12E+00,0.00E+00,2.00E-02,7.78E-03
2.17E+00,1.11E-03,2.00E-02,3.33E-03
2.23E+00,0.00E+00,1.67E-02,5.56E-03
2.28E+00,1.11E-03,1.56E-02,6.67E-03
2.33E+00,1.11E-03,1.11E-02,2.22E-03
2.38E+00,1.11E-03,1.22E-02,4.44E-03
2.43E+00,0.00E+00,1.00E-02,2.22E-03
2.48E+00,0.00E+00,1.22E-02,1.11E-03
2.53E+00,1.11E-03,1.33E-02,0.00E+00
2.58E+00,0.00E+00,5.56E-03,0.00E+00
2.62E+00,2.22E-03,7.78E-03,0.00E+00
2.68E+00,0.00E+00,8.89E-03,0.00E+00
2.73E+00,1.11E-03,1.11E-02,0.00E+00
2.78E+00,1.11E-03,3.33E-03,0.00E+00
2.83E+00,1.11E-03,3.33E-03,0.00E+00
2.88E+00,0.00E+00,7.78E-03,0.00E+00
2.93E+00,2.22E-03,3.33E-03,0.00E+00
2.98E+00,2.22E-03,0.00E+00,0.00E+00
3.03E+00,1.11E-03,1.11E-03,0.00E+00
3.08E+00,1.11E-03,1.11E-03,0.00E+00
3.12E+00,3.33E-03,0.00E+00,0.00E+00
