Soot volume fraction (ppm),10_cm,5_cm,0_cm
2.50E-02,2.00E+01,1.56E+01,1.03E+00
7.50E-02,0.00E+00,7.62E-01,1.06E+00
1.25E-01,0.00E+00,4.36E-01,9.37E-01
1.75E-01,0.00E+00,2.77E-01,8.48E-01
2.25E-01,0.00E+00,2.20E-01,8.17E-01
2.75E-01,0.00E+00,1.82E-01,8.03E-01
3.25E-01,0.00E+00,1.81E-01,8.29E-01
3.75E-01,0.00E+00,1.37E-01,8.12E-01
4.25E-01,0.00E+00,1.11E-01,8.51E-01
4.75E-01,0.00E+00,1.22E-01,7.72E-01
5.25E-01,0.00E+00,1.12E-01,7.40E-01
5.75E-01,0.00E+00,9.56E-02,7.32E-01
6.25E-01,0.00E+00,9.00E-02,7.71E-01
6.75E-01,0.00E+00,7.44E-02,6.82E-01
7.25E-01,0.00E+00,9.89E-02,6.76E-01
7.75E-01,0.00E+00,7.44E-02,6.83E-01
8.25E-01,0.00E+00,8.22E-02,7.17E-01
8.75E-01,0.00E+00,6.22E-02,6.36E-01
9.25E-01,0.00E+00,6.89E-02,6.10E-01
9.75E-01,0.00E+00,6.33E-02,5.80E-01
1.02E+00,0.00E+00,7.22E-02,4.92E-01
1.08E+00,0.00E+00,6.67E-02,4.53E-01
1.12E+00,0.00E+00,7.00E-02,4.84E-01
1.18E+00,0.00E+00,6.56E-02,4.63E-01
1.23E+00,0.00E+00,4.89E-02,4.31E-01
1.27E+00,0.00E+00,5.44E-02,3.59E-01
1.33E+00,0.00E+00,6.22E-02,3.39E-01
1.38E+00,0.00E+00,5.33E-02,3.08E-01
1.43E+00,0.00E+00,5.56E-02,2.16E-01
1.48E+00,0.00E+00,4.22E-02,1.83E-01
1.52E+00,0.00E+00,5.00E-02,1.69E-01
1.58E+00,0.00E+00,4.33E-02,1.33E-01
1.62E+00,0.00E+00,4.67E-02,7.67E-02
1.68E+00,0.00E+00,4.00E-02,7.44E-02
1.73E+00,0.00E+00,3.89E-02,8.33E-02
1.77E+00,0.00E+00,3.44E-02,4.89E-02
1.83E+00,0.00E+00,3.44E-02,2.67E-02
1.88E+00,0.00E+00,2.78E-02,2.44E-02
1.93E+00,0.00E+00,2.78E-02,1.33E-02
1.98E+00,0.00E+00,3.00E-02,1.67E-02
2.03E+00,0.00E+00,2.22E-02,1.44E-02
2.08E+00,0.00E+00,1.78E-02,2.22E-03
2.12E+00,0.00E+00,8.89E-03,0.00E+00
2.17E+00,0.00E+00,1.22E-02,2.22E-03
2.23E+00,0.00E+00,1.33E-02,0.00E+00
2.28E+00,0.00E+00,8.89E-03,2.22E-03
2.33E+00,0.00E+00,7.78E-03,2.22E-03
