Soot volume fraction (ppm),10_cm,5_cm,0_cm
2.50E-02,1.65E+01,1.26E+01,9.79E+00
7.50E-02,1.00E+00,2.92E+00,2.23E+00
1.25E-01,5.39E-01,1.35E+00,1.23E+00
1.75E-01,4.44E-01,7.51E-01,9.40E-01
2.25E-01,3.49E-01,4.73E-01,7.42E-01
2.75E-01,2.59E-01,3.77E-01,6.67E-01
3.25E-01,2.81E-01,2.16E-01,5.41E-01
3.75E-01,1.12E-01,1.69E-01,4.74E-01
4.25E-01,8.00E-02,1.53E-01,4.71E-01
4.75E-01,7.33E-02,1.11E-01,4.16E-01
5.25E-01,6.67E-02,9.11E-02,3.14E-01
5.75E-01,3.44E-02,8.33E-02,2.86E-01
6.25E-01,4.56E-02,5.11E-02,2.87E-01
6.75E-01,2.56E-02,6.56E-02,2.54E-01
7.25E-01,2.22E-02,7.11E-02,2.06E-01
7.75E-01,1.89E-02,6.11E-02,1.79E-01
8.25E-01,2.33E-02,5.22E-02,1.58E-01
8.75E-01,1.89E-02,4.89E-02,1.40E-01
9.25E-01,1.33E-02,3.56E-02,1.10E-01
9.75E-01,1.22E-02,4.44E-02,7.44E-02
1.02E+00,1.78E-02,4.44E-02,8.22E-02
1.08E+00,1.78E-02,5.00E-02,6.11E-02
1.12E+00,8.89E-03,3.22E-02,7.22E-02
1.18E+00,1.44E-02,2.56E-02,4.56E-02
1.23E+00,1.67E-02,3.00E-02,3.44E-02
1.27E+00,2.22E-03,2.22E-02,4.44E-02
1.33E+00,3.33E-03,1.89E-02,2.78E-02
1.38E+00,6.67E-03,1.22E-02,2.44E-02
1.43E+00,4.44E-03,6.67E-03,2.78E-02
1.48E+00,1.11E-03,1.00E-02,1.56E-02
1.52E+00,4.44E-03,6.67E-03,1.56E-02
1.58E+00,4.44E-03,1.11E-02,5.56E-03
1.62E+00,3.33E-03,2.22E-03,6.67E-03
1.68E+00,3.33E-03,6.67E-03,4.44E-03
1.73E+00,1.11E-03,2.22E-03,8.89E-03
