Soot volume fraction (ppm),10_cm,5_cm,0_cm
2.50E-02,1.57E+01,1.20E+01,1.10E+01
7.50E-02,2.18E+00,3.84E+00,3.82E+00
1.25E-01,8.90E-01,1.53E+00,1.57E+00
1.75E-01,5.16E-01,7.66E-01,7.73E-01
2.25E-01,2.52E-01,4.62E-01,5.20E-01
2.75E-01,1.36E-01,2.91E-01,3.40E-01
3.25E-01,9.78E-02,1.83E-01,2.47E-01
3.75E-01,7.44E-02,1.48E-01,2.16E-01
4.25E-01,4.22E-02,1.00E-01,1.58E-01
4.75E-01,2.78E-02,9.11E-02,1.18E-01
5.25E-01,1.78E-02,6.78E-02,7.44E-02
5.75E-01,2.11E-02,4.22E-02,9.44E-02
6.25E-01,1.00E-02,4.22E-02,7.11E-02
6.75E-01,2.22E-03,2.44E-02,7.00E-02
7.25E-01,6.67E-03,2.56E-02,4.67E-02
7.75E-01,4.44E-03,1.78E-02,3.56E-02
8.25E-01,6.67E-03,2.56E-02,4.33E-02
8.75E-01,6.67E-03,2.11E-02,3.67E-02
9.25E-01,2.22E-03,2.78E-02,5.22E-02
9.75E-01,2.22E-03,2.33E-02,4.00E-02
1.02E+00,3.33E-03,1.22E-02,3.56E-02
1.08E+00,1.11E-03,1.56E-02,3.11E-02
1.12E+00,3.33E-03,1.89E-02,3.33E-02
1.18E+00,0.00E+00,1.78E-02,3.44E-02
1.23E+00,2.22E-03,1.67E-02,2.78E-02
1.27E+00,2.22E-03,7.78E-03,3.22E-02
1.33E+00,1.11E-03,1.00E-02,2.44E-02
1.38E+00,3.33E-03,1.33E-02,2.33E-02
1.43E+00,3.33E-03,6.67E-03,2.44E-02
1.48E+00,1.11E-03,1.67E-02,2.44E-02
1.52E+00,1.11E-03,1.11E-02,2.89E-02
1.58E+00,3.33E-03,8.89E-03,2.11E-02
1.62E+00,0.00E+00,1.67E-02,1.56E-02
1.68E+00,4.44E-03,4.44E-03,1.78E-02
1.73E+00,3.33E-03,5.56E-03,1.67E-02
1.77E+00,0.00E+00,1.22E-02,2.00E-02
1.83E+00,1.11E-03,2.22E-03,1.56E-02
1.88E+00,2.22E-03,7.78E-03,2.00E-02
1.93E+00,2.22E-03,3.33E-03,2.00E-02
1.98E+00,4.44E-03,7.78E-03,2.33E-02
2.03E+00,0.00E+00,3.33E-03,1.11E-02
2.08E+00,1.11E-03,5.56E-03,1.56E-02
2.12E+00,0.00E+00,6.67E-03,1.11E-02
2.17E+00,0.00E+00,6.67E-03,1.56E-02
2.23E+00,0.00E+00,7.78E-03,1.11E-02
2.28E+00,1.11E-03,6.67E-03,1.22E-02
2.33E+00,0.00E+00,5.56E-03,1.00E-02
2.38E+00,2.22E-03,4.44E-03,1.00E-02
2.43E+00,0.00E+00,3.33E-03,5.56E-03
2.48E+00,0.00E+00,3.33E-03,8.89E-03
2.53E+00,1.11E-03,4.44E-03,2.22E-03
2.58E+00,0.00E+00,0.00E+00,4.44E-03
2.62E+00,1.11E-03,1.11E-03,6.67E-03
2.68E+00,1.11E-03,1.11E-03,0.00E+00
2.73E+00,0.00E+00,1.11E-03,2.22E-03
2.78E+00,0.00E+00,1.11E-03,1.11E-03
2.83E+00,0.00E+00,2.22E-03,2.22E-03
2.88E+00,1.11E-03,2.22E-03,3.33E-03
2.93E+00,0.00E+00,0.00E+00,2.22E-03
2.98E+00,0.00E+00,1.11E-03,0.00E+00
3.03E+00,0.00E+00,0.00E+00,1.11E-03
3.08E+00,0.00E+00,2.22E-03,0.00E+00
3.12E+00,0.00E+00,0.00E+00,0.00E+00
3.18E+00,0.00E+00,0.00E+00,0.00E+00
3.23E+00,0.00E+00,0.00E+00,0.00E+00
3.28E+00,0.00E+00,0.00E+00,0.00E+00
