Soot volume fraction (ppm),10_cm,5_cm,0_cm
2.50E-02,1.99E+01,1.68E+01,2.73E+00
7.50E-02,2.87E-02,8.87E-01,2.24E+00
1.25E-01,2.87E-02,4.26E-01,2.06E+00
1.75E-01,1.38E-02,2.89E-01,1.57E+00
2.25E-01,4.59E-03,1.84E-01,1.18E+00
2.75E-01,2.29E-03,1.57E-01,9.99E-01
3.25E-01,4.59E-03,1.25E-01,8.87E-01
3.75E-01,3.44E-03,1.23E-01,7.64E-01
4.25E-01,3.44E-03,9.18E-02,6.78E-01
4.75E-01,3.44E-03,7.68E-02,6.27E-01
5.25E-01,2.29E-03,7.23E-02,5.40E-01
5.75E-01,3.44E-03,5.73E-02,5.24E-01
6.25E-01,3.44E-03,4.47E-02,4.55E-01
6.75E-01,6.88E-03,4.82E-02,4.28E-01
7.25E-01,1.15E-03,4.01E-02,4.08E-01
7.75E-01,2.29E-03,4.24E-02,3.69E-01
8.25E-01,0.00E+00,3.56E-02,3.53E-01
8.75E-01,2.29E-03,3.56E-02,3.22E-01
9.25E-01,1.15E-03,3.21E-02,2.96E-01
9.75E-01,2.29E-03,3.33E-02,2.74E-01
1.02E+00,2.29E-03,2.87E-02,2.20E-01
1.08E+00,3.44E-03,2.98E-02,2.50E-01
1.12E+00,3.44E-03,3.56E-02,1.81E-01
1.18E+00,0.00E+00,2.98E-02,1.42E-01
1.23E+00,0.00E+00,2.06E-02,1.63E-01
1.27E+00,0.00E+00,2.18E-02,1.54E-01
1.33E+00,0.00E+00,2.18E-02,1.46E-01
1.38E+00,0.00E+00,2.18E-02,1.46E-01
1.43E+00,0.00E+00,1.38E-02,1.11E-01
1.48E+00,0.00E+00,9.18E-03,1.07E-01
1.52E+00,0.00E+00,2.87E-02,1.02E-01
1.58E+00,0.00E+00,1.38E-02,9.06E-02
1.62E+00,0.00E+00,1.84E-02,9.06E-02
1.68E+00,0.00E+00,1.15E-02,7.11E-02
1.73E+00,0.00E+00,5.73E-03,6.54E-02
1.77E+00,0.00E+00,8.03E-03,5.05E-02
1.83E+00,0.00E+00,1.26E-02,4.70E-02
1.88E+00,0.00E+00,1.03E-02,4.47E-02
1.93E+00,0.00E+00,6.88E-03,2.98E-02
1.98E+00,0.00E+00,2.29E-03,1.72E-02
2.03E+00,0.00E+00,3.44E-03,2.18E-02
2.08E+00,0.00E+00,2.29E-03,1.15E-02
2.12E+00,0.00E+00,6.88E-03,9.18E-03
2.17E+00,0.00E+00,5.73E-03,6.88E-03
2.23E+00,0.00E+00,2.29E-03,5.73E-03
2.28E+00,0.00E+00,4.59E-03,8.03E-03
2.33E+00,0.00E+00,2.29E-03,2.29E-03
2.38E+00,0.00E+00,3.44E-03,2.29E-03
2.43E+00,0.00E+00,3.44E-03,1.15E-03
2.48E+00,0.00E+00,0.00E+00,0.00E+00
2.53E+00,0.00E+00,0.00E+00,0.00E+00
2.58E+00,0.00E+00,1.15E-03,0.00E+00
2.62E+00,0.00E+00,0.00E+00,0.00E+00
2.68E+00,0.00E+00,1.15E-03,0.00E+00
2.73E+00,0.00E+00,1.15E-03,0.00E+00
