Soot volume fraction (ppm),10_cm,5_cm,0_cm
2.50E-02,1.09E+01,4.26E+00,2.98E+00
7.50E-02,2.66E+00,3.67E+00,4.32E+00
1.25E-01,1.79E+00,3.16E+00,3.46E+00
1.75E-01,1.22E+00,2.31E+00,2.12E+00
2.25E-01,8.68E-01,1.73E+00,1.49E+00
2.75E-01,7.38E-01,1.05E+00,9.78E-01
3.25E-01,4.27E-01,8.23E-01,6.86E-01
3.75E-01,3.49E-01,5.07E-01,5.26E-01
4.25E-01,2.66E-01,3.87E-01,4.20E-01
4.75E-01,2.15E-01,2.90E-01,3.35E-01
5.25E-01,9.90E-02,2.17E-01,2.73E-01
5.75E-01,9.19E-02,1.72E-01,2.10E-01
6.25E-01,6.84E-02,1.41E-01,1.96E-01
6.75E-01,6.36E-02,1.06E-01,1.89E-01
7.25E-01,4.24E-02,1.01E-01,1.41E-01
7.75E-01,5.19E-02,8.25E-02,1.13E-01
8.25E-01,2.59E-02,8.96E-02,1.16E-01
8.75E-01,1.65E-02,8.72E-02,6.60E-02
9.25E-01,7.07E-03,5.66E-02,1.01E-01
9.75E-01,1.41E-02,6.36E-02,9.90E-02
1.02E+00,1.18E-02,4.71E-02,7.07E-02
1.08E+00,7.07E-03,3.54E-02,7.31E-02
1.12E+00,1.41E-02,4.24E-02,7.54E-02
1.18E+00,7.07E-03,3.54E-02,9.19E-02
1.23E+00,0.00E+00,3.30E-02,7.78E-02
1.27E+00,7.07E-03,3.30E-02,7.54E-02
1.33E+00,9.43E-03,3.30E-02,6.60E-02
1.38E+00,9.43E-03,4.24E-02,7.78E-02
1.43E+00,7.07E-03,1.89E-02,5.89E-02
1.48E+00,0.00E+00,2.36E-02,7.31E-02
1.52E+00,1.18E-02,5.19E-02,6.36E-02
1.58E+00,0.00E+00,4.48E-02,6.36E-02
1.62E+00,0.00E+00,2.36E-02,5.19E-02
1.68E+00,4.71E-03,5.66E-02,4.01E-02
1.73E+00,7.07E-03,2.59E-02,4.01E-02
1.77E+00,2.36E-03,3.77E-02,2.36E-02
1.83E+00,2.36E-03,1.89E-02,4.01E-02
1.88E+00,0.00E+00,1.18E-02,1.89E-02
1.93E+00,2.36E-03,1.65E-02,9.43E-03
1.98E+00,9.43E-03,1.65E-02,1.65E-02
2.03E+00,0.00E+00,7.07E-03,1.18E-02
2.08E+00,0.00E+00,4.71E-03,2.12E-02
2.12E+00,0.00E+00,7.07E-03,1.41E-02
2.17E+00,7.07E-03,1.18E-02,4.71E-03
2.23E+00,0.00E+00,0.00E+00,4.71E-03
2.28E+00,2.36E-03,7.07E-03,4.71E-03
2.33E+00,4.71E-03,9.43E-03,9.43E-03
2.38E+00,0.00E+00,0.00E+00,0.00E+00
2.43E+00,0.00E+00,0.00E+00,2.36E-03
2.48E+00,0.00E+00,0.00E+00,2.36E-03
2.53E+00,0.00E+00,0.00E+00,0.00E+00
2.58E+00,0.00E+00,0.00E+00,2.36E-03
2.62E+00,0.00E+00,0.00E+00,0.00E+00
2.68E+00,0.00E+00,4.71E-03,4.71E-03
2.73E+00,0.00E+00,0.00E+00,0.00E+00
2.78E+00,0.00E+00,2.36E-03,0.00E+00
2.83E+00,0.00E+00,0.00E+00,0.00E+00
2.88E+00,0.00E+00,0.00E+00,2.36E-03
2.93E+00,0.00E+00,0.00E+00,0.00E+00
2.98E+00,0.00E+00,0.00E+00,0.00E+00
3.03E+00,0.00E+00,0.00E+00,4.71E-03
3.08E+00,0.00E+00,0.00E+00,2.36E-03
3.12E+00,0.00E+00,0.00E+00,0.00E+00
3.18E+00,0.00E+00,0.00E+00,0.00E+00
3.23E+00,0.00E+00,0.00E+00,0.00E+00
3.28E+00,0.00E+00,0.00E+00,0.00E+00
3.33E+00,0.00E+00,0.00E+00,0.00E+00
3.38E+00,0.00E+00,0.00E+00,0.00E+00
3.43E+00,0.00E+00,0.00E+00,0.00E+00
3.48E+00,0.00E+00,0.00E+00,0.00E+00
3.53E+00,0.00E+00,0.00E+00,0.00E+00
3.58E+00,0.00E+00,0.00E+00,0.00E+00
3.62E+00,0.00E+00,0.00E+00,0.00E+00
3.68E+00,0.00E+00,0.00E+00,0.00E+00
3.73E+00,0.00E+00,0.00E+00,0.00E+00
3.78E+00,0.00E+00,0.00E+00,0.00E+00
3.83E+00,0.00E+00,0.00E+00,0.00E+00
3.88E+00,0.00E+00,0.00E+00,0.00E+00
