Soot volume fraction (ppm),10_cm,5_cm,0_cm
2.50E-02,1.94E+01,1.24E+01,2.12E+00
7.50E-02,1.05E-01,2.73E+00,2.19E+00
1.25E-01,6.72E-02,1.50E+00,1.85E+00
1.75E-01,6.57E-02,8.06E-01,1.62E+00
2.25E-01,5.70E-02,6.21E-01,1.37E+00
2.75E-01,4.38E-02,3.96E-01,1.43E+00
3.25E-01,3.65E-02,2.75E-01,1.38E+00
3.75E-01,2.77E-02,2.04E-01,1.33E+00
4.25E-01,3.36E-02,1.52E-01,1.15E+00
4.75E-01,3.21E-02,1.30E-01,1.09E+00
5.25E-01,2.04E-02,1.20E-01,9.13E-01
5.75E-01,1.46E-02,6.72E-02,7.87E-01
6.25E-01,8.76E-03,5.11E-02,6.21E-01
6.75E-01,4.38E-03,4.97E-02,4.72E-01
7.25E-01,7.30E-03,4.67E-02,3.67E-01
7.75E-01,0.00E+00,2.92E-02,2.60E-01
8.25E-01,0.00E+00,3.65E-02,2.59E-01
8.75E-01,2.92E-03,3.07E-02,1.75E-01
9.25E-01,0.00E+00,4.53E-02,1.74E-01
9.75E-01,0.00E+00,1.75E-02,1.15E-01
1.02E+00,0.00E+00,2.63E-02,9.64E-02
1.08E+00,1.46E-03,3.94E-02,6.43E-02
1.12E+00,0.00E+00,1.90E-02,5.40E-02
1.18E+00,1.46E-03,3.21E-02,4.53E-02
1.23E+00,0.00E+00,1.90E-02,2.04E-02
1.27E+00,0.00E+00,2.34E-02,1.02E-02
1.33E+00,1.46E-03,1.46E-02,8.76E-03
1.38E+00,0.00E+00,2.04E-02,4.38E-03
1.43E+00,0.00E+00,1.75E-02,7.30E-03
1.48E+00,2.92E-03,1.31E-02,1.46E-03
1.52E+00,0.00E+00,1.46E-02,0.00E+00
1.58E+00,0.00E+00,4.38E-03,1.46E-03
1.62E+00,1.46E-03,4.38E-03,0.00E+00
1.68E+00,0.00E+00,4.38E-03,0.00E+00
1.73E+00,1.46E-03,2.92E-03,0.00E+00
1.77E+00,1.46E-03,1.46E-03,1.46E-03
1.83E+00,1.46E-03,0.00E+00,1.46E-03
1.88E+00,0.00E+00,0.00E+00,0.00E+00
1.93E+00,1.46E-03,0.00E+00,1.46E-03
1.98E+00,1.46E-03,0.00E+00,0.00E+00
2.03E+00,2.92E-03,0.00E+00,1.46E-03
2.08E+00,1.46E-03,0.00E+00,1.46E-03
2.12E+00,1.46E-03,0.00E+00,0.00E+00
