Time,HRR
[s],[kW]
0.4,0.1569789
0.6,0.4878173
0.8,0.8097581
1.0,0.9700137999999999
1.2,1.504321
1.4,1.656772
1.6,1.725369
1.8,1.972144
2.0,2.141129
2.2,2.327248
2.4,2.612318
2.6,2.839942
2.8,2.97594
3.0,3.2387689999999996
3.2,3.506423
3.4,3.669584
3.6,3.9375859999999996
3.8,4.166124
4.0,4.321265
4.2,4.5200510000000005
4.4,4.815566
4.6,5.063225
4.8,5.332104999999999
5.0,5.474374
5.2,5.670312
5.4,5.810386
5.6,6.213111
5.8,6.293786
6.0,6.549655
6.2,6.822628
6.4,6.956527
6.6,7.3083860000000005
6.8,7.538656
7.0,7.725952
7.2,8.004453999999999
7.4,8.067139000000001
7.6,8.362386
7.8,8.510474
8.0,8.6204
8.2,8.86165
8.4,9.127533999999999
8.6,9.440334
8.8,9.762879000000002
9.0,10.10548
9.2,10.10656
9.4,10.43038
9.6,10.455440000000001
9.8,10.8619
10.0,10.72114
10.2,11.54974
10.4,11.31601
10.6,11.92788
10.8,11.88257
11.0,12.29847
11.2,12.30525
11.4,12.72405
11.6,12.69504
11.8,13.19172
12.0,13.023100000000001
12.2,13.81554
12.4,13.26793
12.6,13.98805
12.8,14.06426
13.0,14.769620000000002
13.2,13.960959999999998
13.4,15.130799999999999
13.6,15.31449
13.8,15.03987
14.0,14.87367
14.2,16.49371
14.4,15.830540000000001
14.6,14.79345
14.8,16.10956
15.0,18.519849999999998
15.2,15.95193
15.4,15.806799999999999
15.6,17.065189999999998
15.8,18.05463
16.0,16.673659999999998
16.2,17.341669999999997
16.4,19.24784
0.2,0.02133424
16.6,17.835919999999998
16.8,18.07096
17.0,18.211419999999997
17.2,19.98201
17.4,19.43056
17.6,19.60131
17.8,18.721970000000002
18.0,18.981669999999998
18.2,19.68517
18.4,20.89059
18.6,19.212529999999997
18.8,21.30974
19.0,21.619619999999998
19.2,21.03309
19.4,20.06381
19.6,21.933880000000002
19.8,20.64573
20.0,22.59404
20.2,22.566080000000003
20.4,20.18284
20.6,23.36974
20.8,21.90499
21.0,25.775029999999997
21.2,21.23271
21.4,25.38484
21.6,23.381259999999997
21.8,24.71002
22.0,24.034029999999998
22.2,23.85463
22.4,22.309540000000002
22.6,28.519299999999998
22.8,28.57563
23.0,24.40597
23.2,23.58185
23.4,26.83896
23.6,31.45832
23.8,25.48137
24.0,26.1765
24.2,26.46263
24.4,28.82497
24.6,27.8933
24.8,28.29474
25.0,24.01655
25.2,29.37657
25.4,36.57783
25.6,26.81116
25.8,29.12948
26.0,33.959489999999995
26.2,31.24558
26.4,28.09721
26.6,25.98611
26.8,33.240449999999996
27.0,38.24317
27.2,29.55635
27.4,26.59237
27.6,38.41679
