s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 2.280E+02, 2.534E+03,-8.372E+02,-1.654E+03,-3.790E+01, 1.576E-01, 0.000E+00, 0.000E+00,-1.391E+00, 4.301E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.839E-02
 2.300E+02, 2.594E+03,-8.525E+02,-1.662E+03,-3.900E+01, 1.774E-01, 0.000E+00, 0.000E+00, 3.265E+01, 4.079E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.985E-02
 2.320E+02, 2.543E+03,-8.443E+02,-1.669E+03,-3.702E+01, 1.534E-01, 0.000E+00, 0.000E+00,-1.064E+01,-6.773E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.024E-01
 2.340E+02, 2.586E+03,-8.572E+02,-1.685E+03,-3.912E+01, 1.570E-01, 0.000E+00, 0.000E+00,-2.329E+00, 4.753E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.011E-01
 2.360E+02, 2.610E+03,-8.656E+02,-1.687E+03,-3.858E+01, 1.559E-01, 0.000E+00, 0.000E+00, 1.133E+01, 1.914E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.008E-01
 2.380E+02, 2.656E+03,-8.711E+02,-1.762E+03,-3.944E+01, 1.489E-01, 0.000E+00, 0.000E+00,-2.422E+01,-1.592E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.037E-01
 2.400E+02, 2.639E+03,-8.801E+02,-1.707E+03,-3.603E+01, 1.563E-01, 0.000E+00, 0.000E+00, 1.117E+01, 1.611E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.035E-01
 2.420E+02, 2.631E+03,-8.740E+02,-1.704E+03,-3.530E+01, 1.179E-01, 0.000E+00, 0.000E+00, 1.376E+01, 1.765E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.052E-01
 2.440E+02, 2.709E+03,-8.997E+02,-1.761E+03,-3.898E+01, 1.030E-01, 0.000E+00, 0.000E+00, 2.682E+00, 9.138E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.060E-01
 2.460E+02, 2.683E+03,-8.875E+02,-1.746E+03,-3.798E+01, 8.084E-02, 0.000E+00, 0.000E+00, 4.389E+00, 1.176E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.079E-01
 2.480E+02, 2.691E+03,-8.865E+02,-1.767E+03,-3.789E+01, 8.196E-02, 0.000E+00, 0.000E+00,-6.024E+00, 1.652E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.072E-01
 2.500E+02, 2.689E+03,-8.837E+02,-1.760E+03,-3.776E+01, 8.643E-02, 0.000E+00, 0.000E+00, 2.031E+00, 8.383E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.054E-01
 2.520E+02, 2.690E+03,-8.799E+02,-1.775E+03,-3.764E+01, 6.605E-02, 0.000E+00, 0.000E+00,-6.344E+00,-2.609E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.038E-01
 2.540E+02, 2.686E+03,-8.753E+02,-1.755E+03,-3.889E+01, 7.002E-02, 0.000E+00, 0.000E+00, 6.254E+00, 1.689E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.057E-01
 2.560E+02, 2.698E+03,-8.908E+02,-1.771E+03,-3.731E+01, 6.432E-02, 0.000E+00, 0.000E+00,-7.433E+00,-1.104E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.077E-01
 2.580E+02, 2.809E+03,-9.359E+02,-1.829E+03,-3.802E+01, 2.303E-02, 0.000E+00, 0.000E+00,-1.893E+00, 6.217E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.131E-01
 2.600E+02, 2.801E+03,-9.287E+02,-1.798E+03,-4.172E+01, 7.236E-03, 0.000E+00, 0.000E+00, 1.649E+01, 3.287E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.135E-01
 2.620E+02, 2.774E+03,-9.071E+02,-1.847E+03,-3.857E+01, 1.365E-02, 0.000E+00, 0.000E+00,-2.598E+01,-1.866E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.137E-01
 2.640E+02, 2.851E+03,-9.387E+02,-1.840E+03,-3.738E+01,-1.162E-02, 0.000E+00, 0.000E+00, 3.078E+01, 3.495E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.148E-01
 2.660E+02, 2.858E+03,-9.378E+02,-1.856E+03,-3.959E+01,-3.175E-02, 0.000E+00, 0.000E+00, 1.476E+01, 2.453E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.140E-01
 2.680E+02, 2.755E+03,-9.191E+02,-1.834E+03,-3.631E+01,-3.221E-02, 0.000E+00, 0.000E+00,-4.109E+01,-3.387E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.140E-01
 2.700E+02, 2.760E+03,-9.114E+02,-1.792E+03,-3.514E+01,-2.047E-02, 0.000E+00, 0.000E+00, 1.693E+01, 2.166E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.090E-01
 2.720E+02, 2.763E+03,-9.256E+02,-1.801E+03,-3.807E+01,-3.943E-02, 0.000E+00, 0.000E+00,-1.002E+01,-1.595E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.111E-01
 2.740E+02, 2.702E+03,-9.043E+02,-1.770E+03,-3.833E+01,-2.073E-02, 0.000E+00, 0.000E+00,-1.534E+01,-1.085E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.070E-01
 2.760E+02, 2.740E+03,-9.119E+02,-1.760E+03,-3.810E+01,-1.681E-02, 0.000E+00, 0.000E+00, 2.327E+01, 3.071E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.073E-01
 2.780E+02, 2.706E+03,-9.008E+02,-1.750E+03,-3.793E+01, 1.652E-03, 0.000E+00, 0.000E+00, 7.991E+00, 1.708E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.067E-01
 2.800E+02, 2.587E+03,-8.586E+02,-1.699E+03,-3.804E+01, 1.231E-02, 0.000E+00, 0.000E+00,-1.505E+01,-8.172E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.010E-01
 2.820E+02, 2.595E+03,-8.708E+02,-1.684E+03,-3.886E+01, 1.643E-02, 0.000E+00, 0.000E+00,-7.631E+00, 1.497E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.791E-02
 2.840E+02, 2.535E+03,-8.535E+02,-1.630E+03,-3.826E+01, 5.499E-02, 0.000E+00, 0.000E+00, 4.043E+00, 1.377E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.552E-02
 2.860E+02, 2.565E+03,-8.617E+02,-1.666E+03,-3.567E+01, 5.057E-02, 0.000E+00, 0.000E+00,-3.431E+00, 1.855E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.578E-02
 2.880E+02, 2.462E+03,-8.311E+02,-1.596E+03,-3.507E+01, 4.166E-02, 0.000E+00, 0.000E+00,-3.419E+00, 9.570E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.327E-02
 2.900E+02, 2.357E+03,-7.892E+02,-1.530E+03,-3.564E+01, 6.786E-02, 0.000E+00, 0.000E+00,-2.742E+00, 1.488E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.752E-02
 2.920E+02, 2.322E+03,-7.776E+02,-1.490E+03,-3.706E+01, 7.987E-02, 0.000E+00, 0.000E+00, 1.054E+01, 1.649E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.591E-02
 2.940E+02, 2.283E+03,-7.830E+02,-1.486E+03,-3.540E+01, 9.104E-02, 0.000E+00, 0.000E+00,-2.276E+01,-2.069E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.297E-02
 2.960E+02, 2.244E+03,-7.760E+02,-1.419E+03,-3.469E+01, 1.051E-01, 0.000E+00, 0.000E+00, 1.182E+01, 1.370E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.109E-02
 2.980E+02, 2.213E+03,-7.491E+02,-1.440E+03,-3.484E+01, 1.054E-01, 0.000E+00, 0.000E+00,-1.511E+01,-1.140E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.066E-02
 3.000E+02, 2.160E+03,-7.374E+02,-1.367E+03,-3.487E+01, 1.308E-01, 0.000E+00, 0.000E+00, 1.595E+01, 2.024E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.749E-02
 3.020E+02, 2.134E+03,-7.231E+02,-1.377E+03,-3.585E+01, 1.375E-01, 0.000E+00, 0.000E+00,-5.924E+00,-2.031E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.581E-02
 3.040E+02, 2.004E+03,-6.864E+02,-1.285E+03,-3.069E+01, 1.608E-01, 0.000E+00, 0.000E+00, 2.440E+00, 2.349E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.199E-02
 3.060E+02, 2.025E+03,-6.922E+02,-1.287E+03,-3.320E+01, 1.812E-01, 0.000E+00, 0.000E+00, 1.371E+01, 1.337E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.076E-02
 3.080E+02, 1.949E+03,-6.628E+02,-1.297E+03,-3.253E+01, 1.861E-01, 0.000E+00, 0.000E+00,-4.324E+01,-4.355E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.920E-02
 3.100E+02, 1.901E+03,-6.645E+02,-1.185E+03,-3.426E+01, 1.946E-01, 0.000E+00, 0.000E+00, 1.557E+01, 1.792E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.784E-02
 3.120E+02, 1.851E+03,-6.342E+02,-1.170E+03,-3.258E+01, 2.001E-01, 0.000E+00, 0.000E+00, 1.341E+01, 1.429E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.505E-02
 3.140E+02, 1.783E+03,-6.117E+02,-1.159E+03,-2.947E+01, 2.124E-01, 0.000E+00, 0.000E+00,-1.440E+01,-1.665E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.136E-02
 3.160E+02, 1.683E+03,-5.782E+02,-1.091E+03,-3.112E+01, 2.167E-01, 0.000E+00, 0.000E+00,-1.559E+01,-1.740E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.948E-02
 3.180E+02, 1.679E+03,-5.642E+02,-1.055E+03,-3.014E+01, 2.346E-01, 0.000E+00, 0.000E+00, 3.175E+01, 3.042E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.778E-02
 3.200E+02, 1.601E+03,-5.444E+02,-1.043E+03,-2.868E+01, 2.539E-01, 0.000E+00, 0.000E+00,-1.342E+01,-1.492E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.641E-02
 3.220E+02, 1.584E+03,-5.445E+02,-1.026E+03,-3.077E+01, 2.636E-01, 0.000E+00, 0.000E+00,-1.680E+01,-1.773E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.539E-02
 3.240E+02, 1.547E+03,-5.387E+02,-1.004E+03,-2.713E+01, 2.593E-01, 0.000E+00, 0.000E+00,-2.064E+01,-2.216E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.353E-02
 3.260E+02, 1.522E+03,-5.110E+02,-9.668E+02,-2.742E+01, 2.822E-01, 0.000E+00, 0.000E+00, 1.884E+01, 1.670E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.153E-02
 3.280E+02, 1.440E+03,-4.988E+02,-9.382E+02,-2.695E+01, 2.769E-01, 0.000E+00, 0.000E+00,-2.123E+01,-2.377E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.984E-02
 3.300E+02, 1.430E+03,-4.838E+02,-9.095E+02,-2.568E+01, 2.744E-01, 0.000E+00, 0.000E+00, 1.205E+01, 1.120E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.857E-02
 3.320E+02, 1.388E+03,-4.817E+02,-8.738E+02,-2.701E+01, 2.809E-01, 0.000E+00, 0.000E+00, 8.012E+00, 5.691E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.749E-02
 3.340E+02, 1.348E+03,-4.639E+02,-8.735E+02,-2.646E+01, 3.061E-01, 0.000E+00, 0.000E+00,-1.253E+01,-1.540E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.610E-02
 3.360E+02, 1.301E+03,-4.452E+02,-8.190E+02,-2.484E+01, 3.146E-01, 0.000E+00, 0.000E+00, 1.436E+01, 1.185E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.403E-02
 3.380E+02, 1.269E+03,-4.390E+02,-8.093E+02,-2.166E+01, 3.182E-01, 0.000E+00, 0.000E+00, 2.007E+00,-5.330E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.312E-02
 3.400E+02, 1.237E+03,-4.236E+02,-8.226E+02,-2.222E+01, 3.328E-01, 0.000E+00, 0.000E+00,-2.839E+01,-3.143E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.191E-02
 3.420E+02, 1.206E+03,-4.132E+02,-7.663E+02,-2.509E+01, 3.348E-01, 0.000E+00, 0.000E+00, 4.787E+00, 1.409E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.102E-02
 3.440E+02, 1.159E+03,-3.931E+02,-7.511E+02,-2.428E+01, 3.511E-01, 0.000E+00, 0.000E+00,-6.287E+00,-9.622E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.944E-02
 3.460E+02, 1.139E+03,-3.827E+02,-7.268E+02,-2.326E+01, 3.708E-01, 0.000E+00, 0.000E+00, 9.185E+00, 6.699E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.854E-02
 3.480E+02, 1.106E+03,-3.794E+02,-7.322E+02,-2.074E+01, 3.703E-01, 0.000E+00, 0.000E+00,-2.361E+01,-2.645E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.769E-02
 3.500E+02, 1.093E+03,-3.687E+02,-6.830E+02,-2.119E+01, 3.801E-01, 0.000E+00, 0.000E+00, 2.372E+01, 2.075E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.699E-02
 3.520E+02, 1.054E+03,-3.557E+02,-6.896E+02,-2.195E+01, 3.919E-01, 0.000E+00, 0.000E+00,-9.860E+00,-1.298E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.602E-02
 3.540E+02, 1.035E+03,-3.505E+02,-6.745E+02,-2.032E+01, 3.977E-01, 0.000E+00, 0.000E+00,-6.691E+00,-9.649E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.475E-02
 3.560E+02, 1.013E+03,-3.480E+02,-6.465E+02,-2.016E+01, 4.049E-01, 0.000E+00, 0.000E+00, 1.662E+00,-1.444E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.399E-02
 3.580E+02, 9.917E+02,-3.330E+02,-6.461E+02,-2.047E+01, 4.058E-01, 0.000E+00, 0.000E+00,-3.850E+00,-7.494E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.339E-02
 3.600E+02, 9.699E+02,-3.277E+02,-6.357E+02,-1.994E+01, 4.096E-01, 0.000E+00, 0.000E+00,-9.723E+00,-1.303E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.279E-02
 3.620E+02, 9.281E+02,-3.109E+02,-5.925E+02,-1.923E+01, 4.147E-01, 0.000E+00, 0.000E+00, 8.995E+00, 5.931E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.108E-02
 3.640E+02, 9.131E+02,-3.046E+02,-5.932E+02,-1.748E+01, 4.271E-01, 0.000E+00, 0.000E+00, 1.622E+00,-1.685E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.067E-02
 3.660E+02, 9.003E+02,-3.028E+02,-5.871E+02,-1.806E+01, 4.256E-01, 0.000E+00, 0.000E+00,-4.940E+00,-7.314E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.022E-02
 3.680E+02, 8.812E+02,-2.946E+02,-5.753E+02,-1.992E+01, 4.230E-01, 0.000E+00, 0.000E+00,-4.397E+00,-8.173E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.988E-02
 3.700E+02, 8.675E+02,-2.900E+02,-5.650E+02,-1.767E+01, 4.453E-01, 0.000E+00, 0.000E+00,-1.298E+00,-4.653E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.881E-02
 3.720E+02, 8.387E+02,-2.780E+02,-5.593E+02,-1.812E+01, 4.462E-01, 0.000E+00, 0.000E+00,-1.255E+01,-1.620E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.817E-02
 3.740E+02, 8.351E+02,-2.784E+02,-5.331E+02,-1.666E+01, 4.499E-01, 0.000E+00, 0.000E+00, 1.052E+01, 7.377E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.792E-02
 3.760E+02, 8.097E+02,-2.651E+02,-5.229E+02,-1.796E+01, 4.573E-01, 0.000E+00, 0.000E+00, 7.775E+00, 4.172E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.691E-02
 3.780E+02, 7.965E+02,-2.659E+02,-5.289E+02,-1.617E+01, 4.571E-01, 0.000E+00, 0.000E+00,-1.113E+01,-1.407E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.690E-02
 3.800E+02, 7.865E+02,-2.586E+02,-5.178E+02,-1.616E+01, 4.550E-01, 0.000E+00, 0.000E+00,-2.371E+00,-5.546E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.606E-02
 3.820E+02, 7.597E+02,-2.475E+02,-5.016E+02,-1.581E+01, 4.658E-01, 0.000E+00, 0.000E+00,-1.671E+00,-4.753E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.525E-02
 3.840E+02, 7.407E+02,-2.436E+02,-4.890E+02,-1.781E+01, 4.645E-01, 0.000E+00, 0.000E+00,-5.734E+00,-9.211E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.488E-02
 3.860E+02, 7.339E+02,-2.402E+02,-4.743E+02,-1.640E+01, 4.776E-01, 0.000E+00, 0.000E+00, 6.640E+00, 3.428E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.420E-02
 3.880E+02, 7.297E+02,-2.398E+02,-4.774E+02,-1.700E+01, 4.720E-01, 0.000E+00, 0.000E+00,-2.942E-01,-3.968E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.433E-02
 3.900E+02, 6.987E+02,-2.284E+02,-4.698E+02,-1.616E+01, 4.759E-01, 0.000E+00, 0.000E+00,-1.170E+01,-1.517E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.311E-02
 3.920E+02, 6.872E+02,-2.211E+02,-4.488E+02,-1.562E+01, 4.881E-01, 0.000E+00, 0.000E+00, 5.542E+00, 2.195E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.283E-02
 3.940E+02, 6.792E+02,-2.244E+02,-4.494E+02,-1.513E+01, 4.891E-01, 0.000E+00, 0.000E+00,-6.277E+00,-9.286E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.272E-02
 3.960E+02, 6.761E+02,-2.178E+02,-4.476E+02,-1.400E+01, 4.827E-01, 0.000E+00, 0.000E+00,-1.101E-02,-2.728E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.217E-02
 3.980E+02, 6.480E+02,-2.107E+02,-4.272E+02,-1.397E+01, 4.895E-01, 0.000E+00, 0.000E+00,-1.077E+00,-3.398E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.150E-02
 4.000E+02, 6.297E+02,-2.021E+02,-4.201E+02,-1.287E+01, 5.050E-01, 0.000E+00, 0.000E+00,-2.375E+00,-4.790E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.076E-02
 4.020E+02, 6.233E+02,-2.014E+02,-4.062E+02,-1.390E+01, 4.987E-01, 0.000E+00, 0.000E+00, 4.938E+00, 2.368E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.057E-02
 4.040E+02, 6.127E+02,-1.972E+02,-4.205E+02,-1.238E+01, 5.031E-01, 0.000E+00, 0.000E+00,-1.416E+01,-1.690E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.021E-02
 4.060E+02, 5.999E+02,-1.931E+02,-3.824E+02,-1.299E+01, 5.037E-01, 0.000E+00, 0.000E+00, 1.426E+01, 1.189E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.965E-02
 4.080E+02, 5.848E+02,-1.860E+02,-4.103E+02,-1.205E+01, 5.169E-01, 0.000E+00, 0.000E+00,-2.048E+01,-2.313E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.936E-02
 4.100E+02, 5.749E+02,-1.828E+02,-3.730E+02,-1.288E+01, 5.255E-01, 0.000E+00, 0.000E+00, 9.528E+00, 6.666E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.879E-02
 4.120E+02, 5.652E+02,-1.793E+02,-3.787E+02,-1.250E+01, 5.209E-01, 0.000E+00, 0.000E+00,-1.956E+00,-4.765E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.863E-02
 4.140E+02, 5.536E+02,-1.781E+02,-3.664E+02,-1.068E+01, 5.205E-01, 0.000E+00, 0.000E+00, 9.495E-01,-1.051E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.812E-02
 4.160E+02, 5.433E+02,-1.700E+02,-3.662E+02,-1.119E+01, 5.154E-01, 0.000E+00, 0.000E+00,-1.633E+00,-3.595E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.773E-02
 4.180E+02, 5.406E+02,-1.706E+02,-3.599E+02,-1.179E+01, 5.243E-01, 0.000E+00, 0.000E+00, 1.517E+00,-1.237E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.776E-02
 4.200E+02, 5.241E+02,-1.637E+02,-3.613E+02,-1.078E+01, 5.289E-01, 0.000E+00, 0.000E+00,-9.009E+00,-1.119E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.708E-02
 4.220E+02, 5.139E+02,-1.614E+02,-3.455E+02,-1.035E+01, 5.379E-01, 0.000E+00, 0.000E+00,-5.633E-01,-2.819E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.690E-02
 4.240E+02, 5.138E+02,-1.598E+02,-3.414E+02,-1.041E+01, 5.347E-01, 0.000E+00, 0.000E+00, 5.026E+00, 2.717E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.663E-02
 4.260E+02, 4.939E+02,-1.526E+02,-3.384E+02,-1.116E+01, 5.361E-01, 0.000E+00, 0.000E+00,-5.113E+00,-7.752E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.617E-02
 4.280E+02, 4.823E+02,-1.505E+02,-3.281E+02,-1.083E+01, 5.402E-01, 0.000E+00, 0.000E+00,-3.705E+00,-6.536E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.569E-02
 4.300E+02, 4.645E+02,-1.438E+02,-3.193E+02,-8.961E+00, 5.384E-01, 0.000E+00, 0.000E+00,-4.773E+00,-7.026E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.499E-02
 4.320E+02, 4.565E+02,-1.407E+02,-3.092E+02,-9.541E+00, 5.453E-01, 0.000E+00, 0.000E+00,-1.763E-01,-2.387E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.475E-02
 4.340E+02, 4.457E+02,-1.370E+02,-2.990E+02,-8.834E+00, 5.476E-01, 0.000E+00, 0.000E+00, 3.418E+00, 1.458E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.439E-02
 4.360E+02, 4.398E+02,-1.341E+02,-3.035E+02,-9.138E+00, 5.493E-01, 0.000E+00, 0.000E+00,-4.407E+00,-6.455E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.416E-02
 4.380E+02, 4.308E+02,-1.323E+02,-2.918E+02,-1.009E+01, 5.540E-01, 0.000E+00, 0.000E+00,-3.144E-01,-2.795E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.403E-02
 4.400E+02, 4.239E+02,-1.297E+02,-2.940E+02,-7.847E+00, 5.536E-01, 0.000E+00, 0.000E+00,-5.138E+00,-7.201E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.356E-02
 4.420E+02, 4.168E+02,-1.282E+02,-2.810E+02,-8.409E+00, 5.511E-01, 0.000E+00, 0.000E+00, 1.365E+00,-3.307E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.350E-02
 4.440E+02, 4.154E+02,-1.262E+02,-2.800E+02,-8.720E+00, 5.601E-01, 0.000E+00, 0.000E+00, 3.311E+00, 1.033E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.323E-02
 4.460E+02, 3.994E+02,-1.210E+02,-2.739E+02,-8.424E+00, 5.640E-01, 0.000E+00, 0.000E+00,-1.433E+00,-3.327E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.283E-02
 4.480E+02, 3.950E+02,-1.200E+02,-2.748E+02,-7.978E+00, 5.628E-01, 0.000E+00, 0.000E+00,-5.361E+00,-7.172E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.276E-02
 4.500E+02, 3.864E+02,-1.163E+02,-2.669E+02,-8.275E+00, 5.639E-01, 0.000E+00, 0.000E+00,-2.679E+00,-4.459E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.220E-02
 4.520E+02, 3.794E+02,-1.153E+02,-2.574E+02,-7.724E+00, 5.652E-01, 0.000E+00, 0.000E+00, 1.235E+00,-5.175E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.224E-02
 4.540E+02, 3.770E+02,-1.146E+02,-2.536E+02,-7.171E+00, 5.681E-01, 0.000E+00, 0.000E+00, 4.026E+00, 2.239E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.199E-02
 4.560E+02, 3.683E+02,-1.104E+02,-2.549E+02,-7.480E+00, 5.733E-01, 0.000E+00, 0.000E+00,-1.984E+00,-3.860E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.168E-02
 4.580E+02, 3.615E+02,-1.097E+02,-2.499E+02,-7.662E+00, 5.669E-01, 0.000E+00, 0.000E+00,-3.566E+00,-5.212E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.165E-02
