s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.342E-03,-5.752E-11, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.342E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.015E+00, 1.086E+00,-2.905E-01, 1.064E-02,-5.160E-02, 2.582E-04, 0.000E+00, 0.000E+00, 7.489E-01, 7.546E-01, 0.000E+00, 2.477E-05, 0.000E+00
 4.007E+00, 3.289E+00,-9.236E-01,-1.681E-01,-1.628E-01, 3.249E-03, 0.000E+00, 0.000E+00, 2.033E+00, 2.038E+00, 0.000E+00, 7.350E-05, 0.000E+00
 6.005E+00, 5.501E+00,-1.550E+00,-5.503E-01,-3.378E-01, 1.167E-02, 0.000E+00, 0.000E+00, 3.075E+00, 3.075E+00, 0.000E+00, 1.221E-04, 0.000E+00
 8.004E+00, 7.722E+00,-2.185E+00,-3.482E+00,-5.653E-01, 2.562E-02, 0.000E+00, 0.000E+00, 1.542E+00, 1.516E+00, 0.000E+00, 1.707E-04, 0.000E+00
 1.000E+01, 9.946E+00,-2.822E+00,-4.696E+00,-7.077E-01, 4.514E-02, 0.000E+00, 0.000E+00, 1.779E+00, 1.765E+00, 0.000E+00, 2.194E-04, 0.000E+00
 1.200E+01, 1.217E+01,-3.463E+00,-6.961E+00,-8.142E-01, 7.078E-02, 0.000E+00, 0.000E+00, 1.027E+00, 1.002E+00, 0.000E+00, 2.681E-04, 0.000E+00
 1.400E+01, 1.438E+01,-4.106E+00,-8.237E+00,-1.070E+00, 9.802E-02, 0.000E+00, 0.000E+00, 1.093E+00, 1.065E+00, 0.000E+00, 3.169E-04, 0.000E+00
 1.600E+01, 1.659E+01,-4.722E+00,-1.024E+01,-9.832E-01, 1.317E-01, 0.000E+00, 0.000E+00, 8.030E-01, 7.739E-01, 0.000E+00, 3.656E-04, 0.000E+00
 1.800E+01, 1.877E+01,-5.369E+00,-1.063E+01,-1.395E+00, 1.614E-01, 0.000E+00, 0.000E+00, 1.552E+00, 1.535E+00, 0.000E+00, 4.143E-04, 0.000E+00
 2.000E+01, 2.105E+01,-6.048E+00,-1.273E+01,-1.492E+00, 2.003E-01, 0.000E+00, 0.000E+00, 1.015E+00, 9.827E-01, 0.000E+00, 4.631E-04, 0.000E+00
 2.200E+01, 2.346E+01,-6.768E+00,-1.462E+01,-1.636E+00, 2.388E-01, 0.000E+00, 0.000E+00, 6.996E-01, 6.751E-01, 0.000E+00, 5.178E-04, 0.000E+00
 2.400E+01, 2.589E+01,-7.449E+00,-1.506E+01,-1.963E+00, 2.843E-01, 0.000E+00, 0.000E+00, 1.711E+00, 1.693E+00, 0.000E+00, 5.783E-04, 0.000E+00
 2.600E+01, 2.922E+01,-8.420E+00,-1.800E+01,-1.894E+00, 3.271E-01, 0.000E+00, 0.000E+00, 1.263E+00, 1.240E+00, 0.000E+00, 6.389E-04, 0.000E+00
 2.800E+01, 3.147E+01,-8.986E+00,-1.957E+01,-2.329E+00, 3.766E-01, 0.000E+00, 0.000E+00, 9.931E-01, 9.591E-01, 0.000E+00, 6.995E-04, 0.000E+00
 3.000E+01, 3.431E+01,-9.893E+00,-2.132E+01,-2.143E+00, 4.227E-01, 0.000E+00, 0.000E+00, 1.452E+00, 1.380E+00, 0.000E+00, 7.601E-04, 0.000E+00
 3.200E+01, 3.728E+01,-1.069E+01,-2.371E+01,-2.307E+00, 4.650E-01, 0.000E+00, 0.000E+00, 1.031E+00, 1.038E+00, 0.000E+00, 8.207E-04, 0.000E+00
 3.400E+01, 3.866E+01,-1.111E+01,-2.589E+01,-2.463E+00, 5.115E-01, 0.000E+00, 0.000E+00,-2.356E-01,-2.903E-01, 0.000E+00, 8.812E-04, 0.000E+00
 3.600E+01, 4.302E+01,-1.242E+01,-2.897E+01,-2.369E+00, 5.538E-01, 0.000E+00, 0.000E+00,-1.375E-01,-1.817E-01, 0.000E+00, 9.418E-04, 0.000E+00
 3.800E+01, 4.562E+01,-1.322E+01,-2.825E+01,-2.518E+00, 6.057E-01, 0.000E+00, 0.000E+00, 2.205E+00, 2.231E+00, 0.000E+00, 1.002E-03, 0.000E+00
 4.000E+01, 4.801E+01,-1.412E+01,-3.194E+01,-2.500E+00, 6.309E-01, 0.000E+00, 0.000E+00, 7.230E-02, 7.677E-02, 0.000E+00, 1.063E-03, 0.000E+00
 4.200E+01, 5.003E+01,-1.458E+01,-3.103E+01,-2.802E+00, 6.688E-01, 0.000E+00, 0.000E+00, 2.382E+00, 2.284E+00, 0.000E+00, 1.103E-03, 0.000E+00
 4.400E+01, 5.083E+01,-1.469E+01,-3.610E+01,-2.777E+00, 7.002E-01, 0.000E+00, 0.000E+00,-1.991E+00,-2.043E+00, 0.000E+00, 1.123E-03, 0.000E+00
 4.600E+01, 5.265E+01,-1.559E+01,-3.440E+01,-2.490E+00, 6.887E-01, 0.000E+00, 0.000E+00, 8.190E-01, 8.499E-01, 0.000E+00, 1.143E-03, 0.000E+00
 4.800E+01, 5.165E+01,-1.492E+01,-3.464E+01,-2.782E+00, 7.297E-01, 0.000E+00, 0.000E+00, 1.242E-01, 4.135E-02, 0.000E+00, 1.162E-03, 0.000E+00
 5.000E+01, 5.432E+01,-1.576E+01,-3.507E+01,-2.476E+00, 7.247E-01, 0.000E+00, 0.000E+00, 1.801E+00, 1.736E+00, 0.000E+00, 1.182E-03, 0.000E+00
 5.200E+01, 5.526E+01,-1.609E+01,-3.630E+01,-2.636E+00, 7.561E-01, 0.000E+00, 0.000E+00, 1.052E+00, 9.962E-01, 0.000E+00, 1.202E-03, 0.000E+00
 5.400E+01, 5.501E+01,-1.625E+01,-3.894E+01,-2.729E+00, 7.602E-01, 0.000E+00, 0.000E+00,-2.114E+00,-2.143E+00, 0.000E+00, 1.222E-03, 0.000E+00
 5.600E+01, 5.590E+01,-1.605E+01,-3.628E+01,-2.686E+00, 7.861E-01, 0.000E+00, 0.000E+00, 1.703E+00, 1.662E+00, 0.000E+00, 1.241E-03, 0.000E+00
 5.800E+01, 5.768E+01,-1.676E+01,-3.900E+01,-2.676E+00, 8.042E-01, 0.000E+00, 0.000E+00, 9.230E-02, 5.571E-02, 0.000E+00, 1.261E-03, 0.000E+00
 6.000E+01, 5.861E+01,-1.710E+01,-3.877E+01,-2.542E+00, 7.928E-01, 0.000E+00, 0.000E+00, 1.013E+00, 9.841E-01, 0.000E+00, 1.281E-03, 0.000E+00
 6.200E+01, 5.839E+01,-1.695E+01,-4.148E+01,-2.505E+00, 8.213E-01, 0.000E+00, 0.000E+00,-1.644E+00,-1.714E+00, 0.000E+00, 1.295E-03, 0.000E+00
 6.400E+01, 5.828E+01,-1.678E+01,-3.872E+01,-2.702E+00, 8.217E-01, 0.000E+00, 0.000E+00, 1.031E+00, 9.088E-01, 0.000E+00, 1.305E-03, 0.000E+00
 6.600E+01, 6.112E+01,-1.771E+01,-4.141E+01,-2.383E+00, 8.150E-01, 0.000E+00, 0.000E+00, 4.586E-01, 4.349E-01, 0.000E+00, 1.314E-03, 0.000E+00
 6.800E+01, 5.985E+01,-1.708E+01,-4.038E+01,-2.523E+00, 8.550E-01, 0.000E+00, 0.000E+00, 7.334E-01, 7.183E-01, 0.000E+00, 1.323E-03, 0.000E+00
