s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 7.000E+01, 6.065E+01,-1.786E+01,-4.225E+01,-2.362E+00, 8.333E-01, 0.000E+00, 0.000E+00,-9.140E-01,-9.871E-01, 0.000E+00, 1.332E-03, 0.000E+00
 7.200E+01, 6.179E+01,-1.774E+01,-4.219E+01,-2.720E+00, 8.738E-01, 0.000E+00, 0.000E+00, 8.179E-02, 8.890E-03, 0.000E+00, 1.342E-03, 0.000E+00
 7.400E+01, 6.015E+01,-1.766E+01,-4.220E+01,-2.241E+00, 8.768E-01, 0.000E+00, 0.000E+00,-9.931E-01,-1.072E+00, 0.000E+00, 1.351E-03, 0.000E+00
 7.600E+01, 6.280E+01,-1.806E+01,-4.400E+01,-2.382E+00, 8.800E-01, 0.000E+00, 0.000E+00,-7.030E-01,-7.591E-01, 0.000E+00, 1.360E-03, 0.000E+00
 7.800E+01, 6.194E+01,-1.800E+01,-4.161E+01,-2.459E+00, 9.096E-01, 0.000E+00, 0.000E+00, 8.069E-01, 7.846E-01, 0.000E+00, 1.369E-03, 0.000E+00
 8.000E+01, 6.250E+01,-1.838E+01,-3.969E+01,-2.506E+00, 8.804E-01, 0.000E+00, 0.000E+00, 2.879E+00, 2.801E+00, 0.000E+00, 1.378E-03, 0.000E+00
 8.200E+01, 6.436E+01,-1.828E+01,-4.743E+01,-2.284E+00, 9.025E-01, 0.000E+00, 0.000E+00,-2.673E+00,-2.731E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.400E+01, 6.225E+01,-1.794E+01,-4.144E+01,-2.261E+00, 8.896E-01, 0.000E+00, 0.000E+00, 1.504E+00, 1.497E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.600E+01, 6.260E+01,-1.805E+01,-4.331E+01,-2.299E+00, 8.852E-01, 0.000E+00, 0.000E+00,-8.268E-02,-1.694E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.800E+01, 6.321E+01,-1.811E+01,-4.379E+01,-2.318E+00, 9.084E-01, 0.000E+00, 0.000E+00,-3.860E-02,-9.600E-02, 0.000E+00, 1.383E-03, 0.000E+00
 9.000E+01, 6.307E+01,-1.796E+01,-4.242E+01,-2.297E+00, 8.832E-01, 0.000E+00, 0.000E+00, 1.282E+00, 1.276E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.200E+01, 6.374E+01,-1.821E+01,-4.693E+01,-2.541E+00, 9.207E-01, 0.000E+00, 0.000E+00,-2.995E+00,-3.017E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.400E+01, 6.110E+01,-1.767E+01,-4.066E+01,-2.254E+00, 8.951E-01, 0.000E+00, 0.000E+00, 1.414E+00, 1.406E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.600E+01, 6.266E+01,-1.792E+01,-4.483E+01,-2.243E+00, 8.810E-01, 0.000E+00, 0.000E+00,-1.445E+00,-1.454E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.800E+01, 6.473E+01,-1.858E+01,-4.117E+01,-2.476E+00, 9.238E-01, 0.000E+00, 0.000E+00, 3.525E+00, 3.432E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 6.347E+01,-1.849E+01,-4.449E+01,-2.338E+00, 9.035E-01, 0.000E+00, 0.000E+00,-8.975E-01,-9.476E-01, 0.000E+00, 1.383E-03, 0.000E+00
