s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_PRODUCTS 2,MLR_MMA
 2.240E+02, 3.171E+03,-1.092E+03,-2.023E+03,-4.323E+01,-7.584E-02, 0.000E+00, 0.000E+00, 3.431E+00, 1.187E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.364E-01
 2.260E+02, 3.157E+03,-1.085E+03,-2.015E+03,-4.586E+01,-5.000E-02, 0.000E+00, 0.000E+00,-1.320E+00, 1.099E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.335E-01
 2.280E+02, 3.029E+03,-1.050E+03,-1.953E+03,-4.458E+01,-8.501E-02, 0.000E+00, 0.000E+00,-2.739E+01,-1.772E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.338E-01
 2.300E+02, 3.061E+03,-1.056E+03,-1.966E+03,-4.182E+01,-9.054E-02, 0.000E+00, 0.000E+00,-1.420E+01,-3.529E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.352E-01
 2.320E+02, 3.208E+03,-1.093E+03,-2.024E+03,-4.324E+01,-1.030E-01, 0.000E+00, 0.000E+00, 3.964E+01, 4.754E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.354E-01
 2.340E+02, 3.121E+03,-1.089E+03,-1.984E+03,-4.517E+01,-1.229E-01, 0.000E+00, 0.000E+00,-1.264E+01, 2.281E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.372E-01
 2.360E+02, 3.135E+03,-1.087E+03,-2.004E+03,-4.208E+01,-1.306E-01, 0.000E+00, 0.000E+00,-9.810E+00, 1.473E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.379E-01
 2.380E+02, 3.124E+03,-1.072E+03,-1.993E+03,-4.279E+01,-1.315E-01, 0.000E+00, 0.000E+00, 4.858E+00, 1.553E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.360E-01
 2.400E+02, 3.083E+03,-1.068E+03,-1.944E+03,-4.243E+01,-1.246E-01, 0.000E+00, 0.000E+00, 1.632E+01, 2.864E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.318E-01
 2.420E+02, 3.011E+03,-1.052E+03,-1.915E+03,-4.279E+01,-6.787E-02, 0.000E+00, 0.000E+00,-1.022E+01, 1.439E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.286E-01
 2.440E+02, 3.019E+03,-1.059E+03,-1.923E+03,-4.070E+01,-6.481E-02, 0.000E+00, 0.000E+00,-1.226E+01,-3.034E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.278E-01
 2.460E+02, 3.003E+03,-1.042E+03,-1.873E+03,-4.232E+01,-6.041E-02, 0.000E+00, 0.000E+00, 3.276E+01, 4.591E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.212E-01
 2.480E+02, 2.904E+03,-1.025E+03,-1.842E+03,-3.912E+01,-1.302E-02, 0.000E+00, 0.000E+00,-8.706E+00,-1.857E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.177E-01
 2.500E+02, 2.860E+03,-1.009E+03,-1.799E+03,-3.991E+01,-2.597E-02, 0.000E+00, 0.000E+00, 2.463E+00, 1.155E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.150E-01
 2.520E+02, 2.686E+03,-9.540E+02,-1.708E+03,-4.198E+01, 1.959E-02, 0.000E+00, 0.000E+00,-2.509E+01,-1.764E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.045E-01
 2.540E+02, 2.711E+03,-9.669E+02,-1.692E+03,-4.008E+01, 2.765E-02, 0.000E+00, 0.000E+00, 4.423E+00, 1.138E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.024E-01
 2.560E+02, 2.531E+03,-9.018E+02,-1.582E+03,-4.116E+01, 5.065E-02, 0.000E+00, 0.000E+00, 1.795E+00, 6.528E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.520E-02
 2.580E+02, 2.417E+03,-8.685E+02,-1.509E+03,-3.966E+01, 7.657E-02, 0.000E+00, 0.000E+00,-5.931E+00,-6.436E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.090E-02
 2.600E+02, 2.346E+03,-8.539E+02,-1.471E+03,-4.060E+01, 9.916E-02, 0.000E+00, 0.000E+00,-2.545E+01,-1.975E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.770E-02
 2.620E+02, 2.305E+03,-8.252E+02,-1.405E+03,-3.952E+01, 1.416E-01, 0.000E+00, 0.000E+00, 3.202E+01, 3.549E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.249E-02
 2.640E+02, 2.215E+03,-8.037E+02,-1.407E+03,-3.684E+01, 1.556E-01, 0.000E+00, 0.000E+00,-3.409E+01,-3.227E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.100E-02
 2.660E+02, 2.140E+03,-7.939E+02,-1.315E+03,-3.583E+01, 1.635E-01, 0.000E+00, 0.000E+00,-5.533E+00,-3.944E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.673E-02
 2.680E+02, 2.008E+03,-7.406E+02,-1.239E+03,-3.633E+01, 2.131E-01, 0.000E+00, 0.000E+00,-7.944E+00,-7.643E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.127E-02
 2.700E+02, 1.903E+03,-6.901E+02,-1.187E+03,-3.701E+01, 2.308E-01, 0.000E+00, 0.000E+00,-1.301E+01,-1.146E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.740E-02
 2.720E+02, 1.838E+03,-6.683E+02,-1.114E+03,-3.638E+01, 2.647E-01, 0.000E+00, 0.000E+00, 2.004E+01, 1.961E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.438E-02
 2.740E+02, 1.757E+03,-6.525E+02,-1.098E+03,-3.533E+01, 2.656E-01, 0.000E+00, 0.000E+00,-2.836E+01,-2.830E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.151E-02
 2.760E+02, 1.707E+03,-6.277E+02,-1.045E+03,-3.560E+01, 2.675E-01, 0.000E+00, 0.000E+00,-1.243E+00,-8.369E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.807E-02
 2.780E+02, 1.532E+03,-5.604E+02,-9.319E+02,-3.329E+01, 3.031E-01, 0.000E+00, 0.000E+00, 8.071E+00, 6.747E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.348E-02
 2.800E+02, 1.476E+03,-5.442E+02,-9.196E+02,-3.214E+01, 3.190E-01, 0.000E+00, 0.000E+00,-1.810E+01,-1.934E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.128E-02
 2.820E+02, 1.452E+03,-5.272E+02,-8.776E+02,-3.376E+01, 3.249E-01, 0.000E+00, 0.000E+00, 1.671E+01, 1.419E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.956E-02
 2.840E+02, 1.350E+03,-4.987E+02,-8.483E+02,-2.936E+01, 3.200E-01, 0.000E+00, 0.000E+00,-2.339E+01,-2.565E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.644E-02
 2.860E+02, 1.291E+03,-4.750E+02,-7.874E+02,-2.952E+01, 3.310E-01, 0.000E+00, 0.000E+00, 2.105E+00,-2.383E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.435E-02
 2.880E+02, 1.265E+03,-4.609E+02,-7.653E+02,-2.903E+01, 3.580E-01, 0.000E+00, 0.000E+00, 1.128E+01, 1.006E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.266E-02
 2.900E+02, 1.188E+03,-4.259E+02,-7.556E+02,-2.744E+01, 3.592E-01, 0.000E+00, 0.000E+00,-1.739E+01,-2.044E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.021E-02
 2.920E+02, 1.153E+03,-4.216E+02,-7.009E+02,-2.957E+01, 3.686E-01, 0.000E+00, 0.000E+00, 4.483E+00, 1.757E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.972E-02
 2.940E+02, 1.110E+03,-4.018E+02,-6.896E+02,-2.699E+01, 3.903E-01, 0.000E+00, 0.000E+00,-5.681E+00,-8.269E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.778E-02
 2.960E+02, 1.062E+03,-3.877E+02,-6.676E+02,-2.813E+01, 3.764E-01, 0.000E+00, 0.000E+00,-1.840E+01,-2.133E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.591E-02
 2.980E+02, 9.974E+02,-3.622E+02,-6.060E+02,-2.620E+01, 4.099E-01, 0.000E+00, 0.000E+00, 6.465E+00, 3.298E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.398E-02
 3.000E+02, 9.760E+02,-3.525E+02,-6.101E+02,-2.418E+01, 4.033E-01, 0.000E+00, 0.000E+00,-8.231E+00,-1.035E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.256E-02
 3.020E+02, 9.208E+02,-3.267E+02,-5.774E+02,-2.315E+01, 4.252E-01, 0.000E+00, 0.000E+00,-3.067E+00,-5.906E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.080E-02
 3.040E+02, 8.943E+02,-3.194E+02,-5.543E+02,-2.246E+01, 4.334E-01, 0.000E+00, 0.000E+00, 1.457E+00,-1.411E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.035E-02
 3.060E+02, 8.531E+02,-3.048E+02,-5.398E+02,-2.305E+01, 4.322E-01, 0.000E+00, 0.000E+00,-1.128E+01,-1.410E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.856E-02
 3.080E+02, 8.248E+02,-2.892E+02,-5.117E+02,-2.120E+01, 4.596E-01, 0.000E+00, 0.000E+00, 6.172E+00, 3.186E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.751E-02
 3.100E+02, 7.935E+02,-2.757E+02,-4.996E+02,-2.058E+01, 4.529E-01, 0.000E+00, 0.000E+00, 8.015E-01,-1.951E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.602E-02
 3.120E+02, 7.343E+02,-2.598E+02,-4.724E+02,-1.914E+01, 4.567E-01, 0.000E+00, 0.000E+00,-1.349E+01,-1.654E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.458E-02
 3.140E+02, 6.886E+02,-2.381E+02,-4.442E+02,-1.784E+01, 4.698E-01, 0.000E+00, 0.000E+00,-8.768E+00,-1.103E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.255E-02
 3.160E+02, 6.293E+02,-2.145E+02,-4.010E+02,-1.665E+01, 4.846E-01, 0.000E+00, 0.000E+00,-4.895E-02,-2.411E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.098E-02
 3.180E+02, 5.961E+02,-2.032E+02,-3.901E+02,-1.476E+01, 4.886E-01, 0.000E+00, 0.000E+00,-8.977E+00,-1.136E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.943E-02
 3.200E+02, 5.603E+02,-1.821E+02,-3.765E+02,-1.533E+01, 4.909E-01, 0.000E+00, 0.000E+00,-1.037E+01,-1.310E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.817E-02
 3.220E+02, 5.269E+02,-1.754E+02,-3.400E+02,-1.269E+01, 4.984E-01, 0.000E+00, 0.000E+00, 1.108E+00,-7.372E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.724E-02
 3.240E+02, 5.023E+02,-1.636E+02,-3.364E+02,-1.258E+01, 4.921E-01, 0.000E+00, 0.000E+00,-7.729E+00,-9.760E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.618E-02
 3.260E+02, 4.791E+02,-1.542E+02,-3.188E+02,-1.224E+01, 5.093E-01, 0.000E+00, 0.000E+00,-3.740E+00,-5.746E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.551E-02
 3.280E+02, 4.575E+02,-1.471E+02,-2.970E+02,-1.052E+01, 5.144E-01, 0.000E+00, 0.000E+00, 5.224E+00, 3.444E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.474E-02
 3.300E+02, 4.392E+02,-1.388E+02,-3.045E+02,-1.035E+01, 5.197E-01, 0.000E+00, 0.000E+00,-1.201E+01,-1.393E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.415E-02
 3.320E+02, 4.231E+02,-1.320E+02,-2.863E+02,-1.039E+01, 5.263E-01, 0.000E+00, 0.000E+00,-3.572E+00,-5.100E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.360E-02
 3.340E+02, 4.024E+02,-1.270E+02,-2.684E+02,-9.347E+00, 5.317E-01, 0.000E+00, 0.000E+00,-4.376E-01,-1.786E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.290E-02
 3.360E+02, 3.875E+02,-1.210E+02,-2.573E+02,-8.761E+00, 5.293E-01, 0.000E+00, 0.000E+00, 2.474E+00, 9.633E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.230E-02
 3.380E+02, 3.725E+02,-1.175E+02,-2.562E+02,-8.583E+00, 5.290E-01, 0.000E+00, 0.000E+00,-7.622E+00,-9.327E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.187E-02
 3.400E+02, 3.591E+02,-1.108E+02,-2.431E+02,-7.753E+00, 5.392E-01, 0.000E+00, 0.000E+00,-4.141E-01,-2.012E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.130E-02
 3.420E+02, 3.440E+02,-1.069E+02,-2.311E+02,-6.550E+00, 5.372E-01, 0.000E+00, 0.000E+00, 1.276E+00,-4.636E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.089E-02
 3.440E+02, 3.262E+02,-9.963E+01,-2.294E+02,-6.813E+00, 5.335E-01, 0.000E+00, 0.000E+00,-7.834E+00,-9.050E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.025E-02
 3.460E+02, 3.175E+02,-9.588E+01,-2.170E+02,-7.134E+00, 5.430E-01, 0.000E+00, 0.000E+00,-5.096E-01,-1.976E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.994E-03
 3.480E+02, 3.059E+02,-9.296E+01,-2.184E+02,-6.870E+00, 5.408E-01, 0.000E+00, 0.000E+00,-1.037E+01,-1.180E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.495E-03
 3.500E+02, 2.928E+02,-8.847E+01,-1.992E+02,-5.706E+00, 5.472E-01, 0.000E+00, 0.000E+00, 1.032E+00,-5.924E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.067E-03
 3.520E+02, 2.872E+02,-8.710E+01,-1.905E+02,-6.336E+00, 5.475E-01, 0.000E+00, 0.000E+00, 4.980E+00, 3.754E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.903E-03
 3.540E+02, 2.747E+02,-8.247E+01,-1.920E+02,-4.993E+00, 5.523E-01, 0.000E+00, 0.000E+00,-3.185E+00,-4.181E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.416E-03
 3.560E+02, 2.663E+02,-7.921E+01,-1.935E+02,-4.994E+00, 5.592E-01, 0.000E+00, 0.000E+00,-9.727E+00,-1.089E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.208E-03
 3.580E+02, 2.579E+02,-7.700E+01,-1.755E+02,-5.713E+00, 5.601E-01, 0.000E+00, 0.000E+00, 1.509E+00, 2.013E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.931E-03
 3.600E+02, 2.503E+02,-7.407E+01,-1.728E+02,-4.602E+00, 5.559E-01, 0.000E+00, 0.000E+00, 4.764E-01,-5.687E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.502E-03
 3.620E+02, 2.438E+02,-7.245E+01,-1.721E+02,-3.963E+00, 5.513E-01, 0.000E+00, 0.000E+00,-3.328E+00,-4.123E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.469E-03
 3.640E+02, 2.393E+02,-7.071E+01,-1.682E+02,-4.363E+00, 5.679E-01, 0.000E+00, 0.000E+00,-2.283E+00,-3.411E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.150E-03
 3.660E+02, 2.300E+02,-6.750E+01,-1.572E+02,-3.715E+00, 5.573E-01, 0.000E+00, 0.000E+00, 3.123E+00, 2.149E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.952E-03
 3.680E+02, 2.232E+02,-6.646E+01,-1.521E+02,-3.466E+00, 5.670E-01, 0.000E+00, 0.000E+00, 2.681E+00, 1.790E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.702E-03
 3.700E+02, 2.148E+02,-6.313E+01,-1.602E+02,-3.413E+00, 5.756E-01, 0.000E+00, 0.000E+00,-1.038E+01,-1.140E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.382E-03
 3.720E+02, 2.114E+02,-6.177E+01,-1.458E+02,-3.660E+00, 5.582E-01, 0.000E+00, 0.000E+00, 1.711E+00, 7.329E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.289E-03
 3.740E+02, 2.036E+02,-5.943E+01,-1.446E+02,-3.298E+00, 5.761E-01, 0.000E+00, 0.000E+00,-2.416E+00,-3.198E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.973E-03
 3.760E+02, 1.982E+02,-5.758E+01,-1.379E+02,-3.134E+00, 5.735E-01, 0.000E+00, 0.000E+00, 1.011E+00, 1.472E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.866E-03
 3.780E+02, 1.941E+02,-5.666E+01,-1.359E+02,-3.411E+00, 5.729E-01, 0.000E+00, 0.000E+00,-4.090E-01,-1.277E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.700E-03
 3.800E+02, 1.882E+02,-5.451E+01,-1.384E+02,-2.659E+00, 5.808E-01, 0.000E+00, 0.000E+00,-6.117E+00,-6.825E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.382E-03
 3.820E+02, 1.825E+02,-5.261E+01,-1.251E+02,-2.329E+00, 5.772E-01, 0.000E+00, 0.000E+00, 3.769E+00, 3.034E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.330E-03
 3.840E+02, 1.783E+02,-5.146E+01,-1.292E+02,-2.564E+00, 5.770E-01, 0.000E+00, 0.000E+00,-3.600E+00,-4.399E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.099E-03
 3.860E+02, 1.737E+02,-4.973E+01,-1.293E+02,-2.806E+00, 5.770E-01, 0.000E+00, 0.000E+00,-6.548E+00,-7.521E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.004E-03
 3.880E+02, 1.697E+02,-4.863E+01,-1.176E+02,-2.847E+00, 5.856E-01, 0.000E+00, 0.000E+00, 1.891E+00, 1.170E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.832E-03
 3.900E+02, 1.631E+02,-4.643E+01,-1.147E+02,-2.648E+00, 5.853E-01, 0.000E+00, 0.000E+00, 6.098E-01,-8.405E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.542E-03
 3.920E+02, 1.594E+02,-4.566E+01,-1.114E+02,-2.074E+00, 5.909E-01, 0.000E+00, 0.000E+00, 1.413E+00, 8.556E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.513E-03
 3.940E+02, 1.555E+02,-4.429E+01,-1.113E+02,-2.034E+00, 5.906E-01, 0.000E+00, 0.000E+00,-9.612E-01,-1.559E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.335E-03
 3.960E+02, 1.502E+02,-4.282E+01,-1.074E+02,-1.502E+00, 5.870E-01, 0.000E+00, 0.000E+00,-2.388E-01,-9.409E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.185E-03
 3.980E+02, 1.472E+02,-4.162E+01,-1.086E+02,-2.114E+00, 5.943E-01, 0.000E+00, 0.000E+00,-3.758E+00,-4.543E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.059E-03
 4.000E+02, 1.412E+02,-3.977E+01,-1.032E+02,-1.779E+00, 5.974E-01, 0.000E+00, 0.000E+00,-2.454E+00,-2.979E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.811E-03
 4.020E+02, 1.378E+02,-3.888E+01,-9.839E+01,-1.356E+00, 5.861E-01, 0.000E+00, 0.000E+00, 3.396E-01,-2.113E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.754E-03
 4.040E+02, 1.342E+02,-3.797E+01,-9.911E+01,-1.350E+00, 5.940E-01, 0.000E+00, 0.000E+00,-3.179E+00,-3.663E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.584E-03
 4.060E+02, 1.293E+02,-3.619E+01,-9.286E+01,-8.045E-01, 5.935E-01, 0.000E+00, 0.000E+00, 5.546E-01, 6.326E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.446E-03
 4.080E+02, 1.268E+02,-3.563E+01,-9.374E+01,-1.298E+00, 5.882E-01, 0.000E+00, 0.000E+00,-2.781E+00,-3.314E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.358E-03
 4.100E+02, 1.214E+02,-3.376E+01,-9.154E+01,-1.586E+00, 5.993E-01, 0.000E+00, 0.000E+00,-4.375E+00,-4.904E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.133E-03
 4.120E+02, 1.182E+02,-3.292E+01,-7.975E+01,-1.026E+00, 5.947E-01, 0.000E+00, 0.000E+00, 5.588E+00, 5.117E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.090E-03
 4.140E+02, 1.150E+02,-3.198E+01,-8.814E+01,-1.130E+00, 5.889E-01, 0.000E+00, 0.000E+00,-5.172E+00,-5.616E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.920E-03
 4.160E+02, 1.112E+02,-3.069E+01,-8.064E+01,-6.617E-01, 5.954E-01, 0.000E+00, 0.000E+00, 2.675E-01,-2.239E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.802E-03
 4.180E+02, 1.090E+02,-3.013E+01,-7.966E+01,-1.245E+00, 5.878E-01, 0.000E+00, 0.000E+00,-1.016E+00,-1.491E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.757E-03
 4.200E+02, 1.055E+02,-2.918E+01,-7.599E+01,-7.666E-01, 6.016E-01, 0.000E+00, 0.000E+00, 5.497E-01, 1.962E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.572E-03
 4.220E+02, 1.023E+02,-2.805E+01,-7.589E+01,-3.935E-01, 5.925E-01, 0.000E+00, 0.000E+00,-1.059E+00,-1.415E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.545E-03
 4.240E+02, 1.002E+02,-2.757E+01,-7.621E+01,-9.052E-01, 6.022E-01, 0.000E+00, 0.000E+00,-3.541E+00,-3.917E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.400E-03
 4.260E+02, 9.539E+01,-2.602E+01,-7.115E+01,-3.919E-02, 6.008E-01, 0.000E+00, 0.000E+00,-8.519E-01,-1.216E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.282E-03
 4.280E+02, 9.469E+01,-2.585E+01,-6.866E+01,-8.621E-01, 5.974E-01, 0.000E+00, 0.000E+00, 2.910E-01,-8.584E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.234E-03
 4.300E+02, 9.074E+01,-2.474E+01,-6.815E+01,-3.709E-01, 6.065E-01, 0.000E+00, 0.000E+00,-1.608E+00,-1.916E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.073E-03
 4.320E+02, 8.812E+01,-2.388E+01,-6.450E+01,-1.458E-02, 5.992E-01, 0.000E+00, 0.000E+00, 6.166E-01, 3.230E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.042E-03
 4.340E+02, 8.604E+01,-2.336E+01,-6.754E+01,-7.310E-01, 6.049E-01, 0.000E+00, 0.000E+00,-4.631E+00,-4.991E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.930E-03
 4.360E+02, 8.235E+01,-2.211E+01,-6.060E+01,-8.570E-03, 5.953E-01, 0.000E+00, 0.000E+00, 5.198E-01, 2.217E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.812E-03
 4.380E+02, 8.064E+01,-2.173E+01,-5.842E+01,-4.728E-01, 5.972E-01, 0.000E+00, 0.000E+00, 8.641E-01, 6.139E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.771E-03
 4.400E+02, 7.789E+01,-2.086E+01,-6.092E+01,-3.222E-01, 6.049E-01, 0.000E+00, 0.000E+00,-3.327E+00,-3.595E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.620E-03
 4.420E+02, 7.508E+01,-2.002E+01,-5.496E+01, 3.291E-02, 5.911E-01, 0.000E+00, 0.000E+00, 9.679E-01, 7.266E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.593E-03
 4.440E+02, 7.404E+01,-1.982E+01,-5.651E+01,-6.038E-01, 6.033E-01, 0.000E+00, 0.000E+00,-2.055E+00,-2.301E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.500E-03
 4.460E+02, 7.063E+01,-1.878E+01,-5.411E+01, 9.477E-02, 5.909E-01, 0.000E+00, 0.000E+00,-1.319E+00,-1.578E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.425E-03
 4.480E+02, 7.123E+01,-1.902E+01,-5.290E+01,-2.693E-01, 6.058E-01, 0.000E+00, 0.000E+00,-3.337E-03,-3.578E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.422E-03
 4.500E+02, 6.836E+01,-1.813E+01,-5.272E+01,-1.324E-01, 5.998E-01, 0.000E+00, 0.000E+00,-1.792E+00,-2.027E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.325E-03
 4.520E+02, 6.785E+01,-1.796E+01,-4.828E+01, 1.620E-01, 6.028E-01, 0.000E+00, 0.000E+00, 2.606E+00, 2.384E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.318E-03
