s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"Flux-1","Flux-2","Flux-3","Flux-4","Flux-5","Flux-6","Flux-7","Flux-8","Flux-9","Flux-10","Flux-11","Flux-12","Flux-13","Flux-14","Flux-15","Flux-16","Flux-17","Flux-18","Flux-19","Flux-20","Flux-21","Flux-22","Flux-23","Flux-24","Flux-25","Flux-26","Flux-27","Flux-28","Flux-29","Flux-30","Flux-31","Flux-32","Flux-33","Flux-34","Flux-35","Flux-36","Flux-37","Flux-38","Flux-39","Flux-40","Flux-41","Flux-42","Flux-43","Flux-44","Flux-45","Flux-46","Flux-47","Flux-48","Flux-49","Flux-50","Temp-1","Temp-2","Temp-3","Temp-4","Temp-5","Temp-6","Temp-7","Temp-8","Temp-9","Temp-10","Temp-11","Temp-12","Temp-13","Temp-14","Temp-15","Temp-16","Temp-17","Temp-18","Temp-19","Temp-20","Temp-21","Temp-22","Temp-23","Temp-24","Temp-25","Temp-26","Temp-27","Temp-28","Temp-29","Temp-30","Temp-31","Temp-32","Temp-33","Temp-34","Temp-35","Temp-36","Temp-37","Temp-38","Temp-39","Temp-40","Temp-41","Temp-42","Temp-43","Temp-44","Temp-45","Temp-46","Temp-47","Temp-48","Temp-49","Temp-50","HF_y-25z20","HF_y-15z20","HF_y0z20","HF_y15z20","HF_y25z20","HF_y-25z50","HF_y-15z50","HF_y0z50","HF_y15z50","HF_y25z50","HF_y-25z75","HF_y-15z75","HF_y0z75","HF_y15z75","HF_y25z75","HF_y-25z100","HF_y-15z100","HF_y0z100","HF_y15z100","HF_y25z100"
 0.000E+00,-3.429E-03,-4.207E-03,-7.683E-03,-8.062E-03,-8.372E-03,-7.996E-03,-7.462E-03,-7.006E-03,-6.598E-03,-5.798E-03,-6.337E-03,-6.776E-03,-7.307E-03,-7.247E-03,-6.978E-03,-6.691E-03,-6.376E-03,-5.796E-03,-5.314E-03,-6.575E-03,-7.216E-03,-7.243E-03,-7.000E-03,-6.708E-03,-6.431E-03,-5.768E-03,-5.290E-03,-6.575E-03,-7.216E-03,-7.243E-03,-7.000E-03,-6.708E-03,-6.431E-03,-5.940E-03,-5.314E-03,-6.440E-03,-7.125E-03,-7.247E-03,-7.022E-03,-6.709E-03,-6.429E-03,-5.864E-03,-5.238E-03,-5.957E-03,-6.431E-03,-6.274E-03,-5.895E-03,-5.504E-03,-4.263E-03,-3.353E-03, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.004E+00, 1.023E+00, 6.122E-01, 2.331E-01, 1.524E-01, 1.129E-01, 7.828E-02, 5.563E-02, 4.292E-02, 3.449E-02, 2.721E-02, 1.705E-02, 1.268E-02, 9.435E-03, 7.255E-03, 5.923E-03, 5.158E-03, 4.720E-03, 4.475E-03, 4.250E-03, 3.240E-03, 3.139E-03, 3.019E-03, 2.888E-03, 2.748E-03, 2.595E-03, 2.410E-03, 2.214E-03, 1.563E-03, 1.435E-03, 1.280E-03, 1.114E-03, 9.450E-04, 7.792E-04, 6.405E-04, 4.738E-04, 2.398E-04, 1.841E-04, 1.232E-04, 6.686E-05, 2.165E-05,-1.249E-05,-4.962E-05,-8.551E-05,-1.235E-04,-9.858E-05,-8.525E-05,-7.290E-05,-5.838E-05,-4.513E-05,-3.758E-05, 2.255E+01, 2.136E+01, 2.050E+01, 2.033E+01, 2.025E+01, 2.017E+01, 2.012E+01, 2.009E+01, 2.007E+01, 2.006E+01, 2.004E+01, 2.003E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.001E+00, 5.248E+00, 3.292E+00, 1.540E+00, 1.068E+00, 7.890E-01, 5.825E-01, 4.389E-01, 3.526E-01, 2.742E-01, 2.234E-01, 1.678E-01, 1.423E-01, 1.166E-01, 9.899E-02, 8.794E-02, 8.035E-02, 7.219E-02, 6.391E-02, 5.377E-02, 4.202E-02, 3.070E-02, 2.632E-02, 2.348E-02, 2.079E-02, 1.828E-02, 1.594E-02, 1.379E-02, 1.151E-02, 9.815E-03, 8.294E-03, 6.938E-03, 5.746E-03, 4.709E-03, 3.984E-03, 3.203E-03, 2.506E-03, 1.980E-03, 1.551E-03, 1.206E-03, 9.325E-04, 7.175E-04, 5.498E-04, 4.205E-04, 3.113E-04, 2.380E-04, 1.823E-04, 1.401E-04, 1.081E-04, 8.278E-05, 6.710E-05, 3.820E+01, 3.132E+01, 2.528E+01, 2.364E+01, 2.273E+01, 2.201E+01, 2.150E+01, 2.118E+01, 2.089E+01, 2.071E+01, 2.051E+01, 2.042E+01, 2.033E+01, 2.027E+01, 2.023E+01, 2.020E+01, 2.018E+01, 2.016E+01, 2.014E+01, 2.011E+01, 2.009E+01, 2.008E+01, 2.007E+01, 2.007E+01, 2.006E+01, 2.005E+01, 2.005E+01, 2.004E+01, 2.003E+01, 2.003E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.001E+00, 9.338E+00, 5.877E+00, 2.818E+00, 1.866E+00, 1.353E+00, 9.561E-01, 6.890E-01, 5.349E-01, 4.362E-01, 3.592E-01, 2.811E-01, 2.107E-01, 1.723E-01, 1.502E-01, 1.337E-01, 1.241E-01, 1.233E-01, 1.244E-01, 1.256E-01, 1.178E-01, 1.155E-01, 1.032E-01, 8.920E-02, 8.061E-02, 7.359E-02, 7.058E-02, 6.683E-02, 6.195E-02, 5.652E-02, 5.056E-02, 4.611E-02, 4.459E-02, 4.246E-02, 3.999E-02, 3.548E-02, 3.391E-02, 3.183E-02, 2.931E-02, 2.630E-02, 2.016E-02, 1.352E-02, 7.951E-03, 3.863E-03, 2.393E-03, 1.928E-03, 1.633E-03, 1.746E-03, 1.375E-03, 9.000E-04, 7.496E-04, 6.230E+01, 4.675E+01, 3.239E+01, 2.830E+01, 2.604E+01, 2.434E+01, 2.318E+01, 2.249E+01, 2.198E+01, 2.163E+01, 2.127E+01, 2.103E+01, 2.087E+01, 2.077E+01, 2.070E+01, 2.066E+01, 2.065E+01, 2.064E+01, 2.062E+01, 2.056E+01, 2.052E+01, 2.045E+01, 2.039E+01, 2.034E+01, 2.031E+01, 2.028E+01, 2.026E+01, 2.023E+01, 2.020E+01, 2.018E+01, 2.015E+01, 2.014E+01, 2.013E+01, 2.012E+01, 2.010E+01, 2.009E+01, 2.008E+01, 2.007E+01, 2.006E+01, 2.004E+01, 2.003E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.002E+00, 2.016E+01, 1.301E+01, 6.699E+00, 4.313E+00, 3.162E+00, 2.295E+00, 1.706E+00, 1.362E+00, 1.086E+00, 8.761E-01, 7.053E-01, 5.647E-01, 4.580E-01, 3.933E-01, 3.488E-01, 3.005E-01, 2.583E-01, 2.487E-01, 2.231E-01, 2.016E-01, 1.926E-01, 1.813E-01, 1.642E-01, 1.541E-01, 1.478E-01, 1.391E-01, 1.307E-01, 1.258E-01, 1.013E-01, 8.066E-02, 6.837E-02, 5.854E-02, 4.545E-02, 3.784E-02, 3.338E-02, 3.223E-02, 3.336E-02, 3.696E-02, 3.808E-02, 4.033E-02, 4.251E-02, 4.004E-02, 3.748E-02, 3.669E-02, 3.825E-02, 3.962E-02, 3.925E-02, 3.639E-02, 3.179E-02, 2.980E-02, 1.092E+02, 7.766E+01, 4.910E+01, 3.916E+01, 3.407E+01, 3.017E+01, 2.749E+01, 2.598E+01, 2.481E+01, 2.393E+01, 2.314E+01, 2.250E+01, 2.204E+01, 2.176E+01, 2.157E+01, 2.138E+01, 2.121E+01, 2.116E+01, 2.105E+01, 2.094E+01, 2.088E+01, 2.081E+01, 2.072E+01, 2.066E+01, 2.062E+01, 2.058E+01, 2.054E+01, 2.050E+01, 2.043E+01, 2.037E+01, 2.031E+01, 2.029E+01, 2.025E+01, 2.023E+01, 2.021E+01, 2.021E+01, 2.020E+01, 2.021E+01, 2.021E+01, 2.020E+01, 2.019E+01, 2.017E+01, 2.015E+01, 2.014E+01, 2.015E+01, 2.015E+01, 2.014E+01, 2.013E+01, 2.011E+01, 2.010E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 1.975E+01, 1.374E+01, 7.475E+00, 4.987E+00, 3.683E+00, 2.618E+00, 1.999E+00, 1.650E+00, 1.373E+00, 1.188E+00, 9.967E-01, 7.890E-01, 6.089E-01, 4.896E-01, 4.389E-01, 3.858E-01, 3.550E-01, 3.461E-01, 3.357E-01, 3.233E-01, 3.051E-01, 2.813E-01, 2.324E-01, 2.061E-01, 1.905E-01, 1.835E-01, 1.761E-01, 1.743E-01, 1.763E-01, 1.705E-01, 1.697E-01, 1.538E-01, 1.354E-01, 1.291E-01, 1.201E-01, 1.112E-01, 1.018E-01, 9.804E-02, 8.875E-02, 8.341E-02, 7.571E-02, 7.262E-02, 7.453E-02, 7.256E-02, 6.835E-02, 6.603E-02, 6.041E-02, 5.498E-02, 5.011E-02, 4.692E-02, 1.440E+02, 1.039E+02, 6.473E+01, 4.952E+01, 4.189E+01, 3.586E+01, 3.206E+01, 2.983E+01, 2.809E+01, 2.683E+01, 2.562E+01, 2.449E+01, 2.358E+01, 2.298E+01, 2.268E+01, 2.238E+01, 2.217E+01, 2.210E+01, 2.197E+01, 2.182E+01, 2.171E+01, 2.158E+01, 2.138E+01, 2.127E+01, 2.120E+01, 2.116E+01, 2.112E+01, 2.111E+01, 2.103E+01, 2.094E+01, 2.090E+01, 2.081E+01, 2.069E+01, 2.064E+01, 2.058E+01, 2.054E+01, 2.049E+01, 2.048E+01, 2.043E+01, 2.040E+01, 2.037E+01, 2.034E+01, 2.033E+01, 2.031E+01, 2.030E+01, 2.029E+01, 2.027E+01, 2.025E+01, 2.022E+01, 2.021E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 2.932E+01, 2.024E+01, 1.114E+01, 7.618E+00, 5.536E+00, 4.019E+00, 3.103E+00, 2.565E+00, 2.120E+00, 1.707E+00, 1.382E+00, 1.126E+00, 9.527E-01, 8.454E-01, 7.555E-01, 6.813E-01, 6.120E-01, 5.724E-01, 5.410E-01, 4.974E-01, 4.551E-01, 4.284E-01, 4.038E-01, 3.689E-01, 3.385E-01, 3.095E-01, 2.951E-01, 2.733E-01, 2.436E-01, 2.111E-01, 1.870E-01, 1.673E-01, 1.490E-01, 1.378E-01, 1.257E-01, 1.118E-01, 1.037E-01, 1.032E-01, 1.040E-01, 1.072E-01, 1.040E-01, 1.020E-01, 1.023E-01, 1.025E-01, 9.631E-02, 8.795E-02, 7.933E-02, 7.353E-02, 6.984E-02, 6.914E-02, 1.923E+02, 1.390E+02, 8.532E+01, 6.428E+01, 5.247E+01, 4.345E+01, 3.794E+01, 3.478E+01, 3.217E+01, 3.004E+01, 2.824E+01, 2.673E+01, 2.557E+01, 2.483E+01, 2.435E+01, 2.389E+01, 2.350E+01, 2.333E+01, 2.319E+01, 2.296E+01, 2.274E+01, 2.256E+01, 2.230E+01, 2.209E+01, 2.193E+01, 2.178E+01, 2.167E+01, 2.157E+01, 2.142E+01, 2.126E+01, 2.116E+01, 2.103E+01, 2.090E+01, 2.083E+01, 2.076E+01, 2.070E+01, 2.065E+01, 2.063E+01, 2.061E+01, 2.060E+01, 2.056E+01, 2.053E+01, 2.052E+01, 2.052E+01, 2.051E+01, 2.048E+01, 2.045E+01, 2.042E+01, 2.040E+01, 2.039E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 3.676E+01, 2.686E+01, 1.507E+01, 1.029E+01, 7.317E+00, 5.307E+00, 4.067E+00, 3.169E+00, 2.476E+00, 1.965E+00, 1.584E+00, 1.284E+00, 1.108E+00, 9.602E-01, 8.715E-01, 8.189E-01, 7.862E-01, 7.579E-01, 7.230E-01, 6.796E-01, 6.201E-01, 5.653E-01, 5.203E-01, 4.885E-01, 4.703E-01, 4.442E-01, 4.066E-01, 3.796E-01, 3.460E-01, 3.272E-01, 3.123E-01, 2.881E-01, 2.737E-01, 2.614E-01, 2.459E-01, 2.293E-01, 2.185E-01, 2.089E-01, 2.047E-01, 1.980E-01, 1.913E-01, 1.911E-01, 1.890E-01, 1.902E-01, 1.930E-01, 1.863E-01, 1.766E-01, 1.715E-01, 1.694E-01, 1.678E-01, 2.560E+02, 1.897E+02, 1.162E+02, 8.582E+01, 6.795E+01, 5.499E+01, 4.697E+01, 4.158E+01, 3.731E+01, 3.407E+01, 3.149E+01, 2.932E+01, 2.784E+01, 2.682E+01, 2.615E+01, 2.566E+01, 2.530E+01, 2.509E+01, 2.483E+01, 2.450E+01, 2.413E+01, 2.379E+01, 2.343E+01, 2.318E+01, 2.302E+01, 2.286E+01, 2.267E+01, 2.251E+01, 2.228E+01, 2.209E+01, 2.196E+01, 2.179E+01, 2.164E+01, 2.154E+01, 2.143E+01, 2.132E+01, 2.124E+01, 2.121E+01, 2.118E+01, 2.116E+01, 2.111E+01, 2.108E+01, 2.107E+01, 2.107E+01, 2.104E+01, 2.099E+01, 2.093E+01, 2.089E+01, 2.085E+01, 2.084E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.600E+01, 3.934E+01, 2.766E+01, 1.649E+01, 1.164E+01, 8.501E+00, 6.079E+00, 4.543E+00, 3.660E+00, 2.955E+00, 2.285E+00, 1.751E+00, 1.381E+00, 1.110E+00, 9.625E-01, 8.485E-01, 7.762E-01, 7.107E-01, 6.633E-01, 6.200E-01, 5.872E-01, 5.463E-01, 5.103E-01, 4.864E-01, 4.586E-01, 4.347E-01, 4.306E-01, 4.257E-01, 4.104E-01, 3.870E-01, 3.686E-01, 3.404E-01, 3.098E-01, 2.864E-01, 2.482E-01, 2.055E-01, 1.925E-01, 1.948E-01, 1.792E-01, 1.559E-01, 1.401E-01, 1.278E-01, 1.259E-01, 1.300E-01, 1.270E-01, 1.173E-01, 1.053E-01, 9.996E-02, 9.770E-02, 9.338E-02, 8.724E-02, 3.006E+02, 2.216E+02, 1.355E+02, 1.005E+02, 7.904E+01, 6.283E+01, 5.257E+01, 4.618E+01, 4.103E+01, 3.665E+01, 3.322E+01, 3.060E+01, 2.882E+01, 2.768E+01, 2.693E+01, 2.636E+01, 2.587E+01, 2.558E+01, 2.525E+01, 2.492E+01, 2.453E+01, 2.420E+01, 2.391E+01, 2.366E+01, 2.346E+01, 2.332E+01, 2.317E+01, 2.302E+01, 2.279E+01, 2.262E+01, 2.243E+01, 2.221E+01, 2.203E+01, 2.183E+01, 2.162E+01, 2.150E+01, 2.146E+01, 2.139E+01, 2.130E+01, 2.125E+01, 2.119E+01, 2.119E+01, 2.120E+01, 2.120E+01, 2.117E+01, 2.112E+01, 2.106E+01, 2.103E+01, 2.101E+01, 2.098E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
