s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 2.280E+02, 1.739E+03,-6.620E+02,-1.035E+03,-4.027E+01,-5.285E-02, 0.000E+00, 0.000E+00,-6.730E+00, 1.395E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 6.434E-02
 2.300E+02, 1.611E+03,-6.176E+02,-9.412E+02,-3.968E+01,-3.854E-02, 0.000E+00, 0.000E+00, 5.278E+00, 1.217E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 5.985E-02
 2.320E+02, 1.598E+03,-6.128E+02,-9.570E+02,-3.545E+01,-2.740E-02, 0.000E+00, 0.000E+00,-1.482E+01,-7.609E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 5.769E-02
 2.340E+02, 1.560E+03,-6.044E+02,-9.294E+02,-3.589E+01,-2.295E-02, 0.000E+00, 0.000E+00,-1.659E+01,-9.982E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 5.495E-02
 2.360E+02, 1.466E+03,-5.612E+02,-8.589E+02,-3.435E+01,-5.401E-03, 0.000E+00, 0.000E+00, 4.148E+00, 1.117E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 5.252E-02
 2.380E+02, 1.393E+03,-5.271E+02,-8.243E+02,-3.353E+01,-1.714E-03, 0.000E+00, 0.000E+00, 1.263E+00, 8.062E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.997E-02
 2.400E+02, 1.312E+03,-5.134E+02,-7.770E+02,-3.314E+01, 7.680E-03, 0.000E+00, 0.000E+00,-1.716E+01,-1.210E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.753E-02
 2.420E+02, 1.296E+03,-5.000E+02,-7.466E+02,-3.420E+01, 1.903E-02, 0.000E+00, 0.000E+00, 1.006E+01, 1.563E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.599E-02
 2.440E+02, 1.235E+03,-4.768E+02,-7.279E+02,-3.070E+01, 2.844E-02, 0.000E+00, 0.000E+00,-5.479E+00,-9.228E-02, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.438E-02
 2.460E+02, 1.193E+03,-4.710E+02,-6.885E+02,-3.322E+01, 3.930E-02, 0.000E+00, 0.000E+00,-3.858E+00, 6.029E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.315E-02
 2.480E+02, 1.176E+03,-4.599E+02,-6.933E+02,-3.177E+01, 3.978E-02, 0.000E+00, 0.000E+00,-1.477E+01,-9.063E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.151E-02
 2.500E+02, 1.117E+03,-4.323E+02,-6.398E+02,-3.230E+01, 5.031E-02, 0.000E+00, 0.000E+00, 7.708E+00, 1.254E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.917E-02
 2.520E+02, 1.067E+03,-4.096E+02,-6.318E+02,-3.017E+01, 6.123E-02, 0.000E+00, 0.000E+00,-8.953E+00,-4.078E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.783E-02
 2.540E+02, 1.041E+03,-4.009E+02,-6.072E+02,-2.896E+01, 6.117E-02, 0.000E+00, 0.000E+00,-1.423E+00, 3.994E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.613E-02
 2.560E+02, 9.806E+02,-3.757E+02,-5.638E+02,-2.854E+01, 8.081E-02, 0.000E+00, 0.000E+00, 7.958E+00, 1.261E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.488E-02
 2.580E+02, 9.570E+02,-3.625E+02,-5.662E+02,-2.790E+01, 8.150E-02, 0.000E+00, 0.000E+00,-4.913E+00, 4.897E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.378E-02
 2.600E+02, 9.172E+02,-3.567E+02,-5.504E+02,-2.806E+01, 8.418E-02, 0.000E+00, 0.000E+00,-2.237E+01,-1.780E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.217E-02
 2.620E+02, 9.205E+02,-3.503E+02,-5.183E+02,-2.590E+01, 1.012E-01, 0.000E+00, 0.000E+00, 2.158E+01, 2.608E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.184E-02
 2.640E+02, 8.741E+02,-3.367E+02,-5.164E+02,-2.753E+01, 9.763E-02, 0.000E+00, 0.000E+00,-1.089E+01,-6.411E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.064E-02
 2.660E+02, 8.252E+02,-3.194E+02,-4.848E+02,-2.296E+01, 1.049E-01, 0.000E+00, 0.000E+00,-7.422E+00,-1.946E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 2.885E-02
 2.680E+02, 7.917E+02,-2.984E+02,-4.564E+02,-2.495E+01, 1.043E-01, 0.000E+00, 0.000E+00, 6.404E+00, 1.207E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 2.710E-02
 2.700E+02, 7.341E+02,-2.761E+02,-4.373E+02,-2.339E+01, 1.056E-01, 0.000E+00, 0.000E+00,-8.508E+00,-2.596E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 2.540E-02
 2.720E+02, 7.105E+02,-2.647E+02,-4.255E+02,-2.058E+01, 1.223E-01, 0.000E+00, 0.000E+00,-5.577E+00,-2.255E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 2.460E-02
 2.740E+02, 6.846E+02,-2.554E+02,-4.052E+02,-2.086E+01, 1.170E-01, 0.000E+00, 0.000E+00,-1.523E+00, 3.302E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 2.343E-02
 2.760E+02, 6.485E+02,-2.373E+02,-3.849E+02,-2.203E+01, 1.244E-01, 0.000E+00, 0.000E+00,-7.031E-01, 4.327E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 2.212E-02
 2.780E+02, 6.116E+02,-2.225E+02,-3.758E+02,-1.892E+01, 1.268E-01, 0.000E+00, 0.000E+00,-1.029E+01,-5.513E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 2.111E-02
 2.800E+02, 5.846E+02,-2.117E+02,-3.555E+02,-1.844E+01, 1.314E-01, 0.000E+00, 0.000E+00,-6.739E+00,-8.801E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 2.001E-02
 2.820E+02, 5.629E+02,-2.028E+02,-3.383E+02,-1.694E+01, 1.400E-01, 0.000E+00, 0.000E+00, 2.941E-01, 5.079E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.927E-02
 2.840E+02, 5.343E+02,-1.907E+02,-3.253E+02,-1.751E+01, 1.406E-01, 0.000E+00, 0.000E+00,-4.590E+00, 8.817E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.803E-02
 2.860E+02, 4.982E+02,-1.772E+02,-3.022E+02,-1.501E+01, 1.499E-01, 0.000E+00, 0.000E+00,-1.203E+00, 3.898E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.689E-02
 2.880E+02, 4.669E+02,-1.652E+02,-2.926E+02,-1.406E+01, 1.535E-01, 0.000E+00, 0.000E+00,-9.703E+00,-4.824E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.585E-02
 2.900E+02, 4.342E+02,-1.500E+02,-2.709E+02,-1.280E+01, 1.592E-01, 0.000E+00, 0.000E+00,-4.086E+00, 6.655E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.461E-02
 2.920E+02, 4.013E+02,-1.356E+02,-2.618E+02,-1.151E+01, 1.669E-01, 0.000E+00, 0.000E+00,-1.185E+01,-7.482E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.341E-02
 2.940E+02, 3.704E+02,-1.229E+02,-2.297E+02,-1.061E+01, 1.690E-01, 0.000E+00, 0.000E+00, 2.785E+00, 7.315E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.231E-02
 2.960E+02, 3.235E+02,-1.050E+02,-2.178E+02,-8.795E+00, 1.791E-01, 0.000E+00, 0.000E+00,-1.206E+01,-7.855E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.066E-02
 2.980E+02, 2.793E+02,-8.688E+01,-1.916E+02,-5.122E+00, 1.930E-01, 0.000E+00, 0.000E+00,-8.281E+00,-4.101E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.110E-03
 3.000E+02, 2.386E+02,-7.240E+01,-1.677E+02,-8.296E-01, 2.002E-01, 0.000E+00, 0.000E+00,-6.251E+00,-2.079E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 7.796E-03
 3.020E+02, 2.113E+02,-6.251E+01,-1.517E+02, 7.777E-01, 2.160E-01, 0.000E+00, 0.000E+00,-5.769E+00,-1.985E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 6.793E-03
 3.040E+02, 1.885E+02,-5.490E+01,-1.351E+02, 2.245E+00, 2.196E-01, 0.000E+00, 0.000E+00,-3.528E+00, 9.221E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 5.978E-03
