s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2506789E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2506789E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0039780E-001, 2.0887115E+000, 0.0000000E+000,-5.9014919E-001, 2.8569770E-002,-1.0723199E-001, 2.1261694E-004, 0.0000000E+000, 0.0000000E+000, 1.4149939E+000, 1.4201127E+000, 1.6749673E-002, 7.6514601E-005,-6.9678131E-099,-1.7598196E-087
 1.0001888E+000, 5.7042172E+000, 0.0000000E+000,-1.7038777E+000, 7.6224646E-002,-4.6472625E-002, 8.2649003E-004, 0.0000000E+000, 0.0000000E+000, 3.9542684E+000, 4.0309181E+000, 4.4019568E-002, 1.9837495E-004,-1.9874500E-084,-7.7553200E-076
 1.5000089E+000, 1.0120033E+001, 0.0000000E+000,-3.0331830E+000,-2.3930127E+000,-6.2816031E-002, 1.3783888E-003, 0.0000000E+000, 0.0000000E+000, 4.5863216E+000, 4.6324001E+000, 5.9173419E-002, 2.6654742E-004,-1.2542957E-077,-6.2739693E-070
 2.0003879E+000, 1.1552846E+001, 0.0000000E+000,-3.4604639E+000,-5.5071822E+000,-1.7259785E-001, 1.6032700E-003, 0.0000000E+000, 0.0000000E+000, 2.3900403E+000, 2.4142052E+000, 6.5898244E-002, 2.9680849E-004,-6.9104258E-074,-1.2595374E-066
 2.5003142E+000, 1.3393258E+001, 0.0000000E+000,-4.0071524E+000,-7.8179236E+000,-2.6049488E-001, 1.7458107E-003, 0.0000000E+000, 0.0000000E+000, 1.2837153E+000, 1.3094330E+000, 6.8566083E-002, 3.0881276E-004,-6.6656773E-072,-6.8451373E-065
 3.0003829E+000, 1.4835871E+001, 0.0000000E+000,-4.4455346E+000,-8.3552412E+000,-2.9539345E-001, 1.8175453E-003, 0.0000000E+000, 0.0000000E+000, 1.6783869E+000, 1.7415197E+000, 6.9575627E-002, 3.1335475E-004,-7.0113948E-069,-3.9989623E-063
 3.5002677E+000, 1.4060158E+001, 0.0000000E+000,-4.2012955E+000,-7.8967477E+000,-3.0853180E-001, 1.8142047E-003, 0.0000000E+000, 0.0000000E+000, 1.6200129E+000, 1.6553967E+000, 6.9951009E-002, 3.1504388E-004,-9.7863131E-065,-1.4451166E-059
 4.0000467E+000, 1.4146997E+001, 0.0000000E+000,-4.2478296E+000,-7.4534077E+000,-3.4319296E-001, 1.8363427E-003, 0.0000000E+000, 0.0000000E+000, 2.0957600E+000, 2.1044030E+000, 7.0089635E-002, 3.1566763E-004,-2.4093518E-061,-1.1597122E-056
