s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7698912E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7698912E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0053692E-001, 2.9156983E+000, 0.0000000E+000,-7.4642463E-001, 3.2923201E-002,-2.7085146E-003, 4.5679965E-004, 0.0000000E+000, 0.0000000E+000, 2.0197872E+000, 2.1999452E+000, 1.6493206E-002, 7.8126836E-005,-5.9287362E-059,-6.5581019E-048
 1.0002583E+000, 8.0948980E+000, 0.0000000E+000,-2.7685794E+000, 8.5513167E-002, 8.6997550E-003, 2.5998849E-003, 0.0000000E+000, 0.0000000E+000, 4.8863333E+000, 5.4231315E+000, 4.4226667E-002, 1.9861227E-004,-5.1957634E-049,-1.6755835E-041
 1.5005875E+000, 1.1875321E+001, 0.0000000E+000,-4.0335855E+000,-5.2679273E+000,-1.0513151E-001, 4.7246929E-003, 0.0000000E+000, 0.0000000E+000, 2.4206609E+000, 2.4734018E+000, 5.9498939E-002, 2.6665317E-004,-3.4920167E-045,-1.2688799E-038
 2.0005240E+000, 1.3566521E+001, 0.0000000E+000,-4.5957364E+000,-6.3951372E+000,-2.0126282E-001, 5.6138654E-003, 0.0000000E+000, 0.0000000E+000, 2.4070866E+000, 2.3799981E+000, 6.6271127E-002, 2.9685071E-004,-7.6551841E-043,-8.5112519E-037
 2.5005982E+000, 1.4087090E+001, 0.0000000E+000,-4.7824135E+000,-7.0846704E+000,-2.6780339E-001, 5.9751091E-003, 0.0000000E+000, 0.0000000E+000, 1.9958922E+000, 1.9581773E+000, 6.8955564E-002, 3.0882535E-004,-2.5621308E-041,-1.2073071E-035
 3.0003679E+000, 1.4692166E+001, 0.0000000E+000,-4.9881701E+000,-7.7118060E+000,-3.1340225E-001, 6.1945474E-003, 0.0000000E+000, 0.0000000E+000, 1.6846524E+000, 1.6849818E+000, 6.9971702E-002, 3.1335964E-004,-3.7952631E-040,-7.1521782E-035
 3.5005007E+000, 1.4427962E+001, 0.0000000E+000,-4.9232514E+000,-7.9622642E+000,-2.7433766E-001, 6.2812663E-003, 0.0000000E+000, 0.0000000E+000, 1.3265556E+000, 1.2743905E+000, 7.0349632E-002, 3.1504561E-004,-5.0559962E-039,-2.2648907E-034
 4.0004139E+000, 1.4535359E+001, 0.0000000E+000,-4.9317763E+000,-8.4403932E+000,-3.2633231E-001, 6.2730324E-003, 0.0000000E+000, 0.0000000E+000, 8.2166498E-001, 8.4313021E-001, 7.0489294E-002, 3.1566834E-004,-4.7665240E-038,-4.8492176E-034
