s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2418319E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2418319E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0036609E-001, 2.0206690E+000, 0.0000000E+000,-4.2235052E-001, 2.8755053E-002,-1.0013843E-001, 2.0686085E-004, 0.0000000E+000, 0.0000000E+000, 1.5205377E+000, 1.5271419E+000, 1.6712139E-002, 7.6508323E-005,-1.1456966E-098,-1.6589584E-087
 1.0001308E+000, 5.5731343E+000, 0.0000000E+000,-1.2227140E+000, 8.0530251E-002,-4.5450486E-002, 8.0714593E-004, 0.0000000E+000, 0.0000000E+000, 4.3119654E+000, 4.3863072E+000, 4.3920249E-002, 1.9836841E-004,-2.9727955E-084,-7.8395138E-076
 1.5004641E+000, 1.0064321E+001, 0.0000000E+000,-2.2115337E+000,-2.6489475E+000,-1.0225804E-001, 1.3743424E-003, 0.0000000E+000, 0.0000000E+000, 5.0727602E+000, 5.1029564E+000, 5.9046125E-002, 2.6656225E-004,-1.7331581E-077,-6.5764220E-070
 2.0003896E+000, 1.1924268E+001, 0.0000000E+000,-2.6149288E+000,-6.1496784E+000,-1.8744693E-001, 1.6045148E-003, 0.0000000E+000, 0.0000000E+000, 2.9431983E+000, 2.9738188E+000, 6.5755030E-002, 2.9681823E-004,-8.6198942E-074,-1.2493781E-066
 2.5001776E+000, 1.3243066E+001, 0.0000000E+000,-2.9048398E+000,-8.1020581E+000,-2.9880524E-001, 1.7533250E-003, 0.0000000E+000, 0.0000000E+000, 1.9198157E+000, 1.9391167E+000, 6.8414735E-002, 3.0881144E-004,-8.0188094E-072,-6.7497045E-065
 3.0000913E+000, 1.4282615E+001, 0.0000000E+000,-3.1438445E+000,-8.2893760E+000,-3.9104769E-001, 1.7969414E-003, 0.0000000E+000, 0.0000000E+000, 2.4453840E+000, 2.4601440E+000, 6.9421896E-002, 3.1335360E-004,-1.0287482E-068,-5.4469732E-063
 3.5000560E+000, 1.4429512E+001, 0.0000000E+000,-3.1728304E+000,-7.7929362E+000,-3.5359257E-001, 1.7805935E-003, 0.0000000E+000, 0.0000000E+000, 3.1142679E+000, 3.1119338E+000, 6.9796568E-002, 3.1504333E-004,-1.2955074E-064,-1.9946283E-059
 4.0002856E+000, 1.4408967E+001, 0.0000000E+000,-3.1627954E+000,-7.4457197E+000,-3.9240560E-001, 1.8167262E-003, 0.0000000E+000, 0.0000000E+000, 3.3231895E+000, 3.4098626E+000, 6.9934990E-002, 3.1566760E-004,-3.5813015E-061,-1.8420167E-056
 4.5000715E+000, 1.4290358E+001, 0.0000000E+000,-3.1387003E+000,-9.1220006E+000,-4.5884947E-001, 1.8056727E-003, 0.0000000E+000, 0.0000000E+000, 1.5422406E+000, 1.5726129E+000, 6.9985982E-002, 3.1589754E-004,-2.4148215E-058,-5.1751081E-054
 5.0000148E+000, 1.4467765E+001, 0.0000000E+000,-3.1764287E+000,-8.1815869E+000,-4.4837266E-001, 1.7881036E-003, 0.0000000E+000, 0.0000000E+000, 2.6542395E+000, 2.6631644E+000, 7.0004746E-002, 3.1598214E-004,-5.1299422E-056,-5.4211241E-052
 5.5000043E+000, 1.4854122E+001, 0.0000000E+000,-3.2613996E+000,-9.3393733E+000,-5.4412579E-001, 1.7747661E-003, 0.0000000E+000, 0.0000000E+000, 1.7533750E+000, 1.7109977E+000, 7.0011650E-002, 3.1601330E-004,-4.7739140E-054,-2.7688540E-050
 6.0002995E+000, 1.4911207E+001, 0.0000000E+000,-3.2730996E+000,-9.0098635E+000,-5.5036861E-001, 1.7579782E-003, 0.0000000E+000, 0.0000000E+000, 2.1192854E+000, 2.0796335E+000, 7.0014191E-002, 3.1602476E-004,-2.4294743E-052,-8.9945843E-049
 6.5000896E+000, 1.4248700E+001, 0.0000000E+000,-3.1314923E+000,-7.7341846E+000,-5.5562061E-001, 1.7461880E-003, 0.0000000E+000, 0.0000000E+000, 2.7581102E+000, 2.8291483E+000, 7.0015125E-002, 3.1602898E-004,-8.4521980E-051,-2.4442342E-047
 7.0002604E+000, 1.4564933E+001, 0.0000000E+000,-3.1973321E+000,-9.4125265E+000,-5.7918780E-001, 1.7967118E-003, 0.0000000E+000, 0.0000000E+000, 1.3389151E+000, 1.3776835E+000, 7.0015469E-002, 3.1603053E-004,-1.7050492E-049,-4.3251903E-046
 7.5002432E+000, 1.4368552E+001, 0.0000000E+000,-3.1588705E+000,-9.2135060E+000,-5.7073103E-001, 1.7949443E-003, 0.0000000E+000, 0.0000000E+000, 1.4466232E+000, 1.4272393E+000, 7.0015595E-002, 3.1603110E-004,-2.4785119E-048,-6.0565166E-045
 8.0001221E+000, 1.4618363E+001, 0.0000000E+000,-3.2113988E+000,-8.4613120E+000,-5.7027086E-001, 1.7773042E-003, 0.0000000E+000, 0.0000000E+000, 2.3255677E+000, 2.3771584E+000, 7.0015642E-002, 3.1603131E-004,-4.2742558E-033,-1.5533286E-024
