s,mol/mol
Time,XO2
 0.0000000E+000, 2.0755882E-001
 1.0005865E+000, 2.0755882E-001
 2.0001089E+000, 2.0755882E-001
 3.0002531E+000, 2.0755882E-001
 4.0002191E+000, 2.0755882E-001
 5.0007917E+000, 2.0755882E-001
 6.0002853E+000, 2.0753395E-001
 7.0002634E+000, 2.0251636E-001
 8.0003377E+000, 1.9705129E-001
 9.0001104E+000, 1.9189944E-001
 1.0000148E+001, 1.8702290E-001
 1.1000228E+001, 1.8236016E-001
 1.2000759E+001, 1.7791363E-001
 1.3000571E+001, 1.7371399E-001
 1.4000426E+001, 1.6971028E-001
 1.5000371E+001, 1.6588676E-001
 1.6000364E+001, 1.6224806E-001
 1.7000506E+001, 1.5876097E-001
 1.8000420E+001, 1.5541387E-001
 1.9000881E+001, 1.5221523E-001
 2.0000571E+001, 1.4914150E-001
 2.1000008E+001, 1.4618803E-001
 2.2000537E+001, 1.4334629E-001
 2.3000286E+001, 1.4062769E-001
 2.4000502E+001, 1.3801576E-001
 2.5000670E+001, 1.3549347E-001
 2.6000462E+001, 1.3305105E-001
 2.7000747E+001, 1.3071713E-001
 2.8000363E+001, 1.2845104E-001
 2.9000697E+001, 1.2628555E-001
 3.0000241E+001, 1.2416226E-001
 3.1000094E+001, 1.2212362E-001
 3.2000599E+001, 1.2015434E-001
 3.3000128E+001, 1.1824087E-001
 3.4000065E+001, 1.1639865E-001
 3.5000311E+001, 1.1459918E-001
 3.6000926E+001, 1.1286491E-001
 3.7000042E+001, 1.1118307E-001
 3.8000340E+001, 1.0954558E-001
 3.9001117E+001, 1.0795868E-001
 4.0001034E+001, 1.0642226E-001
 4.1000780E+001, 1.0492147E-001
 4.2000570E+001, 1.0345913E-001
 4.3003450E+001, 1.0204336E-001
 4.4004585E+001, 1.0066425E-001
 4.5003675E+001, 9.9324603E-002
 4.6004758E+001, 9.8012979E-002
 4.7005840E+001, 9.6754086E-002
 4.8006923E+001, 9.5513191E-002
 4.9000698E+001, 9.4311214E-002
 5.0005439E+001, 9.3131228E-002
 5.1002678E+001, 9.1991722E-002
 5.2006478E+001, 9.0858552E-002
 5.3003717E+001, 8.9779249E-002
 5.4000956E+001, 8.8707457E-002
 5.5001424E+001, 8.7674583E-002
 5.6002279E+001, 8.6658133E-002
 5.7000776E+001, 8.5660219E-002
 5.8005757E+001, 8.4685709E-002
 5.9004254E+001, 8.3736846E-002
 6.0001335E+001, 8.2814423E-002
 6.1004087E+001, 8.1908605E-002
 6.2001010E+001, 8.1021895E-002
 6.3003762E+001, 8.0146088E-002
 6.4000685E+001, 7.9303929E-002
 6.5000000E+001, 7.8473079E-002
