s,mol/mol
Time,XO2
 0.0000000E+000, 2.0755882E-001
 1.0001256E+000, 2.0755882E-001
 2.0003021E+000, 2.0755882E-001
 3.0003921E+000, 2.0755882E-001
 4.0003007E+000, 2.0755882E-001
 5.0002030E+000, 2.0755882E-001
 6.0000686E+000, 2.0755265E-001
 7.0002245E+000, 2.0247428E-001
 8.0003484E+000, 1.9700255E-001
 9.0001028E+000, 1.9182108E-001
 1.0000091E+001, 1.8693868E-001
 1.1000239E+001, 1.8229211E-001
 1.2000387E+001, 1.7787145E-001
 1.3000245E+001, 1.7367063E-001
 1.4000407E+001, 1.6968172E-001
 1.5000311E+001, 1.6586579E-001
 1.6000204E+001, 1.6221412E-001
 1.7000117E+001, 1.5872561E-001
 1.8000146E+001, 1.5537975E-001
 1.9000159E+001, 1.5218025E-001
 2.0000060E+001, 1.4910819E-001
 2.1000177E+001, 1.4618481E-001
 2.2000241E+001, 1.4333512E-001
 2.3000393E+001, 1.4061674E-001
 2.4000107E+001, 1.3801054E-001
 2.5000322E+001, 1.3548437E-001
 2.6000203E+001, 1.3304499E-001
 2.7000154E+001, 1.3071468E-001
 2.8000341E+001, 1.2844882E-001
 2.9000360E+001, 1.2626784E-001
 3.0000308E+001, 1.2415844E-001
 3.1000109E+001, 1.2211860E-001
 3.2000400E+001, 1.2014152E-001
 3.3000161E+001, 1.1823141E-001
 3.4000196E+001, 1.1638283E-001
 3.5000235E+001, 1.1458875E-001
 3.6000139E+001, 1.1285288E-001
 3.7000121E+001, 1.1117320E-001
 3.8000215E+001, 1.0953675E-001
 3.9000256E+001, 1.0794956E-001
 4.0000252E+001, 1.0640818E-001
 4.1000027E+001, 1.0491528E-001
 4.2000472E+001, 1.0345679E-001
 4.3000097E+001, 1.0204184E-001
 4.4000219E+001, 1.0066402E-001
 4.5000629E+001, 9.9323359E-002
 4.6000561E+001, 9.8018926E-002
 4.7001139E+001, 9.6746648E-002
 4.8001984E+001, 9.5510362E-002
 4.9000729E+001, 9.4308549E-002
 5.0002275E+001, 9.3126885E-002
 5.1000692E+001, 9.1981721E-002
 5.2002238E+001, 9.0861893E-002
 5.3000654E+001, 8.9771864E-002
 5.4002200E+001, 8.8704890E-002
 5.5000616E+001, 8.7668030E-002
 5.6002162E+001, 8.6647105E-002
 5.7000578E+001, 8.5656319E-002
 5.8000283E+001, 8.4689952E-002
 5.9002869E+001, 8.3734366E-002
 6.0002497E+001, 8.2808514E-002
 6.1002125E+001, 8.1905596E-002
 6.2001734E+001, 8.1015046E-002
 6.3000457E+001, 8.0149457E-002
 6.4002058E+001, 7.9298627E-002
 6.5000000E+001, 7.8467332E-002
