s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0002851E+000, 9.1362281E+000, 0.0000000E+000,-2.8086626E+000,-6.0044323E+000,-6.4286233E-002, 3.0612241E-003, 0.0000000E+000,-1.4845166E-001, 1.2314038E-001, 1.1345649E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0243739E-002, 1.9291588E-004, 2.1951869E-005
 1.0000051E+001, 9.1064698E+000, 0.0000000E+000,-2.7454732E+000,-6.4522144E+000,-6.3329618E-002, 3.2402754E-003, 0.0000000E+000,-1.4414327E-001,-2.7906321E-001,-2.9545046E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8883178E-002, 1.9291589E-004, 2.1951871E-005
 1.1000266E+001, 9.1059681E+000, 0.0000000E+000,-2.6422536E+000,-6.0864387E+000,-5.9023729E-002, 3.3105802E-003, 0.0000000E+000,-1.4065478E-001, 1.9369549E-001, 1.8090786E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7523042E-002, 1.9291590E-004, 2.1951871E-005
 1.2000304E+001, 9.0501932E+000, 0.0000000E+000,-2.5631648E+000,-6.7254341E+000,-5.6002865E-002, 3.3493417E-003, 0.0000000E+000,-1.3598405E-001,-4.1291475E-001,-4.2704319E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6163971E-002, 1.9291590E-004, 2.1951872E-005
 1.3000235E+001, 9.1317755E+000, 0.0000000E+000,-2.4748948E+000,-5.8580100E+000,-5.4880281E-002, 3.4290518E-003, 0.0000000E+000,-1.3216827E-001, 6.2757058E-001, 6.1525121E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4804009E-002, 1.9291590E-004, 2.1951872E-005
 1.4000183E+001, 9.1037365E+000, 0.0000000E+000,-2.4035751E+000,-6.8740693E+000,-5.3232748E-002, 3.4942508E-003, 0.0000000E+000,-1.2765328E-001,-3.3817621E-001,-3.5129968E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3443426E-002, 1.9291590E-004, 2.1951872E-005
 1.5000047E+001, 9.1450036E+000, 0.0000000E+000,-2.3181959E+000,-6.7416767E+000,-4.8807968E-002, 3.4766392E-003, 0.0000000E+000,-1.2495978E-001,-7.8995625E-002,-8.5160175E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2082676E-002, 1.9291590E-004, 2.1951872E-005
 1.6000132E+001, 9.0786030E+000, 0.0000000E+000,-2.2080687E+000,-6.6427849E+000,-4.7176510E-002, 3.4630857E-003, 0.0000000E+000,-1.2009449E-001, 6.9800217E-002, 6.3941527E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0722383E-002, 1.9291590E-004, 2.1951872E-005
 1.7000029E+001, 9.1194633E+000, 0.0000000E+000,-2.1560328E+000,-6.9447106E+000,-4.2782593E-002, 3.4766644E-003, 0.0000000E+000,-1.1674127E-001,-1.2850151E-001,-1.3732732E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9362130E-002, 1.9291590E-004, 2.1951872E-005
 1.8000383E+001, 9.0901608E+000, 0.0000000E+000,-2.0554706E+000,-7.2173744E+000,-3.9573061E-002, 3.4564378E-003, 0.0000000E+000,-1.1248326E-001,-3.3310456E-001,-3.3128410E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0800365E-001, 1.9291590E-004, 2.1951872E-005
 1.9000412E+001, 9.1064000E+000, 0.0000000E+000,-1.9961993E+000,-6.4292759E+000,-3.7243067E-002, 3.4630851E-003, 0.0000000E+000,-1.1009503E-001, 5.3886742E-001, 5.3704971E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1664521E-001, 1.9291590E-004, 2.1951872E-005
 2.0000225E+001, 9.1043517E+000, 0.0000000E+000,-1.9152072E+000,-7.4286994E+000,-3.6116097E-002, 3.4674525E-003, 0.0000000E+000,-1.0693024E-001,-3.7765125E-001,-3.7913383E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2528447E-001, 1.9291590E-004, 2.1951872E-005
 2.1000183E+001, 9.0759082E+000, 0.0000000E+000,-1.8237924E+000,-7.1568238E+000,-3.4417649E-002, 3.3862528E-003, 0.0000000E+000,-1.0309409E-001,-4.0651058E-002,-3.8833504E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3392356E-001, 1.9291590E-004, 2.1951872E-005
 2.2000166E+001, 9.1052582E+000, 0.0000000E+000,-1.7329630E+000,-6.7322531E+000,-3.2341235E-002, 3.4169100E-003, 0.0000000E+000,-9.9270419E-002, 5.1404475E-001, 5.1184733E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4256324E-001, 1.9291590E-004, 2.1951872E-005
 2.3000084E+001, 9.1104478E+000, 0.0000000E+000,-1.6552317E+000,-7.4829018E+000,-2.9310393E-002, 3.4104274E-003, 0.0000000E+000,-9.5414950E-002,-1.5582845E-001,-1.4900056E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5120285E-001, 1.9291590E-004, 2.1951872E-005
 2.4000015E+001, 8.9699602E+000, 0.0000000E+000,-1.5501460E+000,-7.2540156E+000,-2.4840535E-002, 3.5324307E-003, 0.0000000E+000,-8.8748923E-002, 5.6135433E-002, 5.5741553E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984233E-001, 1.9291590E-004, 2.1951872E-005
 2.5000307E+001, 9.1429595E+000, 0.0000000E+000,-1.4866516E+000,-7.8361955E+000,-2.1967589E-002, 3.4786383E-003, 0.0000000E+000,-8.2096370E-002,-2.9338086E-001,-2.8047296E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6848302E-001, 1.9291590E-004, 2.1951872E-005
 2.6000355E+001, 8.9939026E+000, 0.0000000E+000,-1.3816603E+000,-7.2883231E+000,-1.9729690E-002, 3.3719661E-003, 0.0000000E+000,-7.4742341E-002, 2.2586483E-001, 2.3281916E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7712469E-001, 1.9291590E-004, 2.1951872E-005
 2.7000162E+001, 8.9681846E+000, 0.0000000E+000,-1.3171453E+000,-7.4686927E+000,-1.6901739E-002, 3.3078321E-003, 0.0000000E+000,-6.5227289E-002, 9.5127623E-002, 1.0352540E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8576410E-001, 1.9291590E-004, 2.1951872E-005
 2.8000393E+001, 9.0772731E+000, 0.0000000E+000,-1.2334437E+000,-7.6353391E+000,-1.4409803E-002, 3.2094410E-003, 0.0000000E+000,-5.7200224E-002, 1.2382980E-001, 1.4008963E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9440416E-001, 1.9291590E-004, 2.1951872E-005
 2.9000246E+001, 9.0602406E+000, 0.0000000E+000,-1.1616041E+000,-7.8118010E+000,-1.3014847E-002, 3.1181387E-003, 0.0000000E+000,-4.8151307E-002, 1.1161364E-002, 2.8787543E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0304439E-001, 1.9291590E-004, 2.1951872E-005
 3.0000353E+001, 9.1504284E+000, 0.0000000E+000,-1.0871106E+000,-8.0697435E+000,-1.2799613E-002, 3.0209457E-003, 0.0000000E+000,-3.8674877E-002,-7.2950291E-002,-5.4879150E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168424E-001, 1.9291590E-004, 2.1951872E-005
 3.1000381E+001, 8.9699787E+000, 0.0000000E+000,-1.0058390E+000,-7.6248780E+000,-1.0816973E-002, 2.8738541E-003, 0.0000000E+000,-2.8101742E-002, 2.7930926E-001, 3.0321682E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2032460E-001, 1.9291590E-004, 2.1951872E-005
 3.2000149E+001, 8.9118748E+000, 0.0000000E+000,-9.2273357E-001,-8.3836543E+000,-9.2030696E-003, 2.7405360E-003, 0.0000000E+000,-1.9256119E-002,-4.4133989E-001,-4.2023170E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2896401E-001, 1.9291590E-004, 2.1951872E-005
 3.3000290E+001, 8.8233989E+000, 0.0000000E+000,-8.3103289E-001,-7.4183154E+000,-5.3847510E-003, 2.3867546E-003, 0.0000000E+000,-1.2707201E-002, 5.3200559E-001, 5.5834540E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3760379E-001, 1.9291590E-004, 2.1951872E-005
 3.4000278E+001, 9.0210793E+000, 0.0000000E+000,-7.6746731E-001,-8.3995179E+000,-6.0293857E-003, 2.1521017E-003, 0.0000000E+000,-9.1505900E-003,-1.8480555E-001,-1.5893378E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4624451E-001, 1.9291590E-004, 2.1951872E-005
 3.5000069E+001, 8.7821788E+000, 0.0000000E+000,-6.6954558E-001,-7.8254624E+000,-4.2862965E-003, 1.9034162E-003, 0.0000000E+000,-7.2911460E-003, 2.5193659E-001, 2.7749673E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5488352E-001, 1.9291590E-004, 2.1951872E-005
 3.6000324E+001, 8.4707630E+000, 0.0000000E+000,-5.7587503E-001,-7.9221178E+000,-2.8429064E-003, 1.4882487E-003, 0.0000000E+000,-5.8944724E-003,-5.7906465E-002,-3.4478952E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6352386E-001, 1.9291590E-004, 2.1951872E-005
 3.7000446E+001, 8.5825379E+000, 0.0000000E+000,-4.5922510E-001,-8.0302723E+000,-2.7423030E-003, 1.1800990E-003, 0.0000000E+000,-4.5717375E-003, 5.8086485E-002, 8.6906482E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7216575E-001, 1.9291590E-004, 2.1951872E-005
 3.8000252E+001, 8.5227525E+000, 0.0000000E+000,-3.5069409E-001,-8.4479277E+000,-2.7012964E-003, 1.0519013E-003, 0.0000000E+000,-3.5584445E-003,-3.1080689E-001,-2.8107716E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8080529E-001, 1.9291590E-004, 2.1951872E-005
 3.9000317E+001, 8.2780101E+000, 0.0000000E+000,-2.5008364E-001,-7.5843121E+000,-1.3920579E-003, 8.5921626E-004, 0.0000000E+000,-3.2004813E-003, 4.1074520E-001, 4.3988111E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8944478E-001, 1.9291590E-004, 2.1951872E-005
 4.0000557E+001, 7.1619451E+000, 0.0000000E+000,-1.3636533E-001,-8.4032809E+000,-1.3330792E-003, 5.3079805E-004, 0.0000000E+000,-3.1840500E-003,-1.4125627E+000,-1.3816875E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9808627E-001, 1.9291590E-004, 2.1951872E-005
 4.1000355E+001, 5.8305509E+000, 0.0000000E+000,-5.7364615E-002,-6.3341399E+000,-5.5180429E-004, 2.8294536E-004, 0.0000000E+000,-2.8232933E-003,-5.8954012E-001,-5.6404577E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0672755E-001, 1.9291590E-004, 2.1951872E-005
 4.2000175E+001, 4.3194648E+000, 0.0000000E+000,-2.1007179E-002,-5.6223105E+000,-2.4464692E-004, 1.8566444E-004, 0.0000000E+000,-2.0994419E-003,-1.3381075E+000,-1.3260113E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1536706E-001, 1.9291590E-004, 2.1951872E-005
 4.3001125E+001, 2.2678738E+000, 0.0000000E+000,-5.4592238E-003,-3.7650392E+000,-3.3808705E-005, 1.8266093E-004, 0.0000000E+000,-5.5670729E-004,-1.5153446E+000,-1.5030325E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2401473E-001, 1.9291590E-004, 2.1951872E-005
 4.4001713E+001, 5.4504825E-001, 0.0000000E+000,-7.0786286E-004,-1.1390543E+000, 2.4176016E-004, 2.4010127E-004, 0.0000000E+000,-2.7877509E-004,-6.0598137E-001,-5.9451081E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3266405E-001, 1.9291590E-004, 2.1951872E-005
 4.5003391E+001, 6.4966209E-003, 0.0000000E+000, 3.1069951E-005,-5.5333233E-002, 4.5295765E-004, 3.4637833E-004, 0.0000000E+000,-2.7266505E-004,-5.9910546E-002,-4.8278872E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4131724E-001, 1.9291590E-004, 2.1951872E-005
 4.6001541E+001, 2.8900008E-012, 0.0000000E+000,-8.3017423E-006, 1.4541717E-002, 3.2961101E-004, 2.1911303E-004, 0.0000000E+000,-2.7291847E-004, 2.1429353E-003, 1.4809221E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4995651E-001, 1.9291590E-004, 2.1951872E-005
 4.7003220E+001, 0.0000000E+000, 0.0000000E+000,-4.6500944E-005, 1.1784151E-002, 2.2439703E-004, 1.3309119E-004, 0.0000000E+000,-2.7453168E-004,-7.5817202E-004, 1.1820607E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5859593E-001, 1.9291590E-004, 2.1951872E-005
 4.8001369E+001, 0.0000000E+000, 0.0000000E+000,-3.4730746E-005, 1.5717171E-002, 2.4299273E-004, 1.3976380E-004, 0.0000000E+000,-2.7589749E-004, 2.9249634E-003, 1.5789299E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6723514E-001, 1.9291590E-004, 2.1951872E-005
 4.9002422E+001, 0.0000000E+000, 0.0000000E+000,-4.1882554E-005, 9.2725698E-003, 2.3609076E-004, 1.2026346E-004, 0.0000000E+000,-2.8209113E-004,-3.6660500E-003, 9.3049503E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7587017E-001, 1.9291590E-004, 2.1951872E-005
 5.0002193E+001, 0.0000000E+000, 0.0000000E+000,-1.1322190E-005, 1.3285558E-002, 3.0451302E-004, 1.4717804E-004, 0.0000000E+000,-2.6822243E-004, 4.9217746E-004, 1.3457705E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8451350E-001, 1.9291590E-004, 2.1951872E-005
 5.1001968E+001, 0.0000000E+000, 0.0000000E+000,-1.5956662E-005, 1.0870065E-002, 2.4080719E-004, 1.0464641E-004, 0.0000000E+000,-2.8676578E-004,-2.4370241E-003, 1.0912796E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9315193E-001, 1.9291590E-004, 2.1951872E-005
 5.2001740E+001, 0.0000000E+000, 0.0000000E+000, 9.5195395E-006, 1.1040206E-002, 2.9407090E-004, 1.2374494E-004, 0.0000000E+000,-2.6641674E-004,-2.2235989E-003, 1.1201124E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0178895E-001, 1.9291590E-004, 2.1951872E-005
 5.3001511E+001, 0.0000000E+000, 0.0000000E+000, 2.3382226E-005, 8.5753152E-003, 2.9242918E-004, 1.1864819E-004, 0.0000000E+000,-2.7817162E-004,-4.8600524E-003, 8.7316032E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1042809E-001, 1.9291590E-004, 2.1951872E-005
 5.4001282E+001, 0.0000000E+000, 0.0000000E+000, 1.2949267E-005, 1.1737208E-002, 2.4341355E-004, 1.0040959E-004, 0.0000000E+000,-2.7072681E-004,-2.0157146E-003, 1.1823253E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1906546E-001, 1.9291590E-004, 2.1951872E-005
 5.5001053E+001, 0.0000000E+000, 0.0000000E+000, 1.7912526E-005, 9.0734126E-003, 2.6135046E-004, 1.0366877E-004, 0.0000000E+000,-2.8599762E-004,-4.9197779E-003, 9.1703467E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2770354E-001, 1.9291590E-004, 2.1951872E-005
 5.6000824E+001, 0.0000000E+000, 0.0000000E+000, 2.2364443E-005, 1.1596502E-002, 2.5051939E-004, 9.5842996E-005, 0.0000000E+000,-2.7792936E-004,-2.5656496E-003, 1.1687300E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3634197E-001, 1.9291590E-004, 2.1951872E-005
 5.7000595E+001, 0.0000000E+000, 0.0000000E+000, 3.3701132E-005, 1.5793587E-002, 2.6444421E-004, 1.0338285E-004, 0.0000000E+000,-2.6448780E-004, 1.5545417E-003, 1.5930627E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4497934E-001, 1.9291590E-004, 2.1951872E-005
 5.8002773E+001, 0.0000000E+000, 0.0000000E+000, 5.9224503E-005, 1.1061916E-002, 3.1885090E-004, 1.2360905E-004, 0.0000000E+000,-2.7553879E-004,-3.1689129E-003, 1.1288062E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5362767E-001, 1.9291590E-004, 2.1951872E-005
 5.9001976E+001, 0.0000000E+000, 0.0000000E+000, 6.1455879E-005, 1.2913332E-002, 3.1012827E-004, 1.0549368E-004, 0.0000000E+000,-2.5699590E-004,-1.5187268E-003, 1.3133414E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6227227E-001, 1.9291590E-004, 2.1951872E-005
 6.0002514E+001, 0.0000000E+000, 0.0000000E+000, 7.1892868E-005, 9.0474365E-003, 3.3114061E-004, 1.2432240E-004, 0.0000000E+000,-2.6739949E-004,-5.5208632E-003, 9.3073929E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7091159E-001, 1.9291590E-004, 2.1951872E-005
 6.1000729E+001, 0.0000000E+000, 0.0000000E+000, 1.0256131E-004, 1.2131349E-002, 3.6875312E-004, 1.4188214E-004, 0.0000000E+000,-2.6010225E-004,-2.3882694E-003, 1.2484444E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7954573E-001, 1.9291590E-004, 2.1951872E-005
 6.2001728E+001, 0.0000000E+000, 0.0000000E+000, 1.0570051E-004, 1.3733699E-002, 3.2387800E-004, 1.1224372E-004, 0.0000000E+000,-2.5367463E-004,-1.1897151E-003, 1.4021847E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8818249E-001, 1.9291590E-004, 2.1951872E-005
 6.3002724E+001, 0.0000000E+000, 0.0000000E+000, 1.2113867E-004, 1.0701731E-002, 3.6161596E-004, 1.2911349E-004, 0.0000000E+000,-2.5184365E-004,-4.2164569E-003, 1.1061755E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9683113E-001, 1.9291590E-004, 2.1951872E-005
 6.4000938E+001, 0.0000000E+000, 0.0000000E+000, 1.3828888E-004, 1.1099822E-002, 3.3451377E-004, 1.1687188E-004, 0.0000000E+000,-2.4862167E-004,-4.0745035E-003, 1.1440875E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0546787E-001, 1.9291590E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 1.2945906E-004, 1.5540035E-002, 3.1456981E-004, 1.0578385E-004, 0.0000000E+000,-2.6498045E-004, 7.5902724E-005, 1.5824868E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1409605E-001, 1.9291590E-004, 2.1951872E-005
