Time,Chi_r
0.502, 0.166
1.001, 0.221
1.502, 0.219
2.002, 0.219
2.501, 0.221
3.002, 0.220
3.500, 0.220
4.001, 0.220
4.500, 0.219
5.000, 0.220
5.500, 0.220
6.001, 0.220
6.501, 0.220
7.001, 0.220
7.501, 0.220
8.001, 0.220
8.500, 0.219
9.001, 0.221
9.501, 0.220
10.002, 0.221
10.501, 0.219
11.000, 0.220
11.500, 0.220
12.000, 0.220
12.500, 0.220
13.001, 0.220
13.500, 0.219
14.001, 0.220
14.500, 0.220
15.001, 0.219
15.501, 0.220
16.000, 0.220
16.500, 0.220
17.001, 0.220
17.502, 0.219
18.000, 0.220
18.500, 0.220
19.001, 0.221
19.501, 0.220
20.001, 0.220
20.501, 0.219
21.001, 0.220
21.500, 0.220
22.001, 0.221
22.501, 0.220
23.001, 0.219
23.500, 0.221
24.001, 0.219
24.502, 0.221
25.002, 0.220
25.501, 0.220
26.001, 0.220
26.501, 0.219
27.001, 0.221
27.502, 0.220
28.000, 0.220
28.500, 0.220
29.001, 0.220
29.501, 0.219
30.000, 0.221
30.501, 0.220
31.000, 0.220
31.500, 0.221
32.000, 0.219
32.501, 0.220
33.001, 0.220
33.501, 0.220
34.000, 0.220
34.502, 0.220
35.001, 0.220
35.501, 0.220
36.000, 0.220
36.501, 0.220
37.001, 0.220
37.501, 0.220
38.002, 0.219
38.500, 0.220
39.001, 0.220
39.502, 0.219
40.000, 0.220
