s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7565123E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7565123E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0014842E-001, 2.7470847E+000, 0.0000000E+000,-8.5631286E-001, 3.1574634E-002,-3.1765901E-002, 3.5848295E-004, 0.0000000E+000, 0.0000000E+000, 1.8077702E+000, 1.8909391E+000, 1.6715076E-002, 7.7026708E-005,-4.3832535E-093,-7.3444314E-080
 1.0001199E+000, 7.2595067E+000, 0.0000000E+000,-2.4537406E+000, 8.7951573E-002, 7.6982491E-003, 1.8112860E-003, 0.0000000E+000, 0.0000000E+000, 4.8450997E+000, 4.9032272E+000, 4.4253992E-002, 1.9838560E-004,-1.1759261E-077,-1.5256452E-068
 1.5000422E+000, 1.1501153E+001, 0.0000000E+000,-3.8734294E+000,-4.3465776E+000,-9.6330993E-002, 3.0114614E-003, 0.0000000E+000, 0.0000000E+000, 3.2346044E+000, 3.1878263E+000, 5.9505302E-002, 2.6656789E-004,-5.2561306E-071,-4.2900185E-063
 2.0001571E+000, 1.3005936E+001, 0.0000000E+000,-4.4192772E+000,-5.4854874E+000,-1.4846173E-001, 3.4841662E-003, 0.0000000E+000, 0.0000000E+000, 2.9808101E+000, 2.9561939E+000, 6.6271658E-002, 2.9681341E-004,-2.0278905E-067,-4.6964799E-060
 2.5005131E+000, 1.4289497E+001, 0.0000000E+000,-4.8344754E+000,-7.5563446E+000,-2.5724817E-001, 3.7191349E-003, 0.0000000E+000, 0.0000000E+000, 1.7826923E+000, 1.6451482E+000, 6.8956399E-002, 3.0881452E-004,-1.4283398E-065,-1.9049223E-058
 3.0005231E+000, 1.4593505E+001, 0.0000000E+000,-4.9478541E+000,-6.4627189E+000,-2.4378316E-001, 3.8002494E-003, 0.0000000E+000, 0.0000000E+000, 3.0269432E+000, 2.9429489E+000, 6.9972361E-002, 3.1335686E-004,-4.4203353E-064,-1.6154719E-057
 3.5002089E+000, 1.4192208E+001, 0.0000000E+000,-4.8119161E+000,-6.9853436E+000,-2.4462659E-001, 3.8270664E-003, 0.0000000E+000, 0.0000000E+000, 2.2007555E+000, 2.1541492E+000, 7.0349876E-002, 3.1504439E-004,-1.3293850E-060,-6.6238413E-055
 4.0001984E+000, 1.4465159E+001, 0.0000000E+000,-4.8978119E+000,-8.2102102E+000,-3.2946451E-001, 3.8122061E-003, 0.0000000E+000, 0.0000000E+000, 1.1252142E+000, 1.0314845E+000, 7.0489331E-002, 3.1566779E-004,-1.6227791E-057,-1.6655648E-052
 4.5008507E+000, 1.4337734E+001, 0.0000000E+000,-4.8671149E+000,-7.5934875E+000,-3.0703174E-001, 3.8501860E-003, 0.0000000E+000, 0.0000000E+000, 1.6070306E+000, 1.5739504E+000, 7.0540754E-002, 3.1589768E-004,-9.3686414E-055,-2.1804737E-050
 5.0005879E+000, 1.4509647E+001, 0.0000000E+000,-4.9330579E+000,-8.3502550E+000,-3.7372309E-001, 3.8179930E-003, 0.0000000E+000, 0.0000000E+000, 9.2216517E-001, 8.5642860E-001, 7.0559671E-002, 3.1598225E-004,-1.4915257E-052,-1.0121809E-048
 5.5001178E+000, 1.4465744E+001, 0.0000000E+000,-4.8866215E+000,-8.0871924E+000,-3.8455221E-001, 3.8677436E-003, 0.0000000E+000, 0.0000000E+000, 1.1320345E+000, 1.1112453E+000, 7.0566623E-002, 3.1601332E-004,-9.7669859E-051,-2.2982043E-047
 6.0005074E+000, 1.4789387E+001, 0.0000000E+000,-5.0064860E+000,-8.4372845E+000,-3.9916271E-001, 3.7959848E-003, 0.0000000E+000, 0.0000000E+000, 1.0113458E+000, 9.5025021E-001, 7.0569184E-002, 3.1602477E-004,-3.4780423E-049,-3.3856876E-046
 6.5002542E+000, 1.4558668E+001, 0.0000000E+000,-4.9396954E+000,-7.6188391E+000,-3.8723686E-001, 3.8027282E-003, 0.0000000E+000, 0.0000000E+000, 1.7322423E+000, 1.6166996E+000, 7.0570126E-002, 3.1602898E-004,-7.7668902E-048,-3.8570271E-045
 7.0003743E+000, 1.4205469E+001, 0.0000000E+000,-4.8144533E+000,-7.3518135E+000,-3.9081999E-001, 3.8051566E-003, 0.0000000E+000, 0.0000000E+000, 1.6847730E+000, 1.6521875E+000, 7.0570472E-002, 3.1603053E-004,-1.1494468E-046,-3.7149878E-044
 7.5004206E+000, 1.5030341E+001, 0.0000000E+000,-5.0924871E+000,-7.9217217E+000,-3.8228197E-001, 3.7884113E-003, 0.0000000E+000, 0.0000000E+000, 1.7248228E+000, 1.6376389E+000, 7.0570600E-002, 3.1603110E-004,-1.2754655E-045,-3.2260835E-043
 8.0003805E+000, 1.4305016E+001, 0.0000000E+000,-4.8573962E+000,-7.4794023E+000,-4.0109739E-001, 3.8057625E-003, 0.0000000E+000, 0.0000000E+000, 1.6569082E+000, 1.5709258E+000, 7.0570647E-002, 3.1603131E-004,-1.4087607E-044,-3.1653259E-042
 8.5007811E+000, 1.4174271E+001, 0.0000000E+000,-4.8069026E+000,-6.8758108E+000,-3.8989519E-001, 3.7827592E-003, 0.0000000E+000, 0.0000000E+000, 2.1450385E+000, 2.1054452E+000, 7.0570664E-002, 3.1603139E-004,-1.5144160E-043,-3.3199320E-041
 9.0008373E+000, 1.4985958E+001, 0.0000000E+000,-5.0756727E+000,-9.0704126E+000,-4.7808754E-001, 3.7744854E-003, 0.0000000E+000, 0.0000000E+000, 4.4679165E-001, 3.6555968E-001, 7.0570670E-002, 3.1603142E-004,-1.5121768E-042,-3.3222296E-040
 9.5004053E+000, 1.4131126E+001, 0.0000000E+000,-4.7929595E+000,-7.8828818E+000,-4.3980799E-001, 3.7769844E-003, 0.0000000E+000, 0.0000000E+000, 1.1165742E+000, 1.0192537E+000, 7.0570673E-002, 3.1603143E-004,-1.3362843E-041,-2.9288189E-039
 1.0000368E+001, 1.4839736E+001, 0.0000000E+000,-5.0284780E+000,-8.4558888E+000,-4.6636512E-001, 3.7698675E-003, 0.0000000E+000, 0.0000000E+000, 9.5341396E-001, 8.9277352E-001, 7.0570674E-002, 3.1603143E-004,-8.9955539E-041,-1.9576938E-038
 1.0500604E+001, 1.4609122E+001, 0.0000000E+000,-4.9502776E+000,-8.5578549E+000,-4.6686743E-001, 3.7602285E-003, 0.0000000E+000, 0.0000000E+000, 7.1853331E-001, 6.3788239E-001, 7.0570674E-002, 3.1603143E-004,-4.6272202E-040,-1.0015251E-037
 1.1000768E+001, 1.4461888E+001, 0.0000000E+000,-4.9007836E+000,-8.2022166E+000,-4.5074034E-001, 3.7720220E-003, 0.0000000E+000, 0.0000000E+000, 1.0110782E+000, 9.1191955E-001, 7.0570674E-002, 3.1603143E-004,-1.9051918E-039,-4.1376782E-037
 1.1500312E+001, 1.4650899E+001, 0.0000000E+000,-4.9713308E+000,-8.5217669E+000,-4.9057760E-001, 3.8448919E-003, 0.0000000E+000, 0.0000000E+000, 7.7393046E-001, 6.7106879E-001, 7.0570674E-002, 3.1603143E-004,-6.2256553E-039,-1.3637469E-036
 1.2000790E+001, 1.4366090E+001, 0.0000000E+000,-4.8766020E+000,-7.8852401E+000,-4.5410208E-001, 3.7958098E-003, 0.0000000E+000, 0.0000000E+000, 1.2047271E+000, 1.1539416E+000, 7.0570674E-002, 3.1603143E-004,-1.5711385E-038,-3.4708193E-036
 1.2500650E+001, 1.4691196E+001, 0.0000000E+000,-4.9696685E+000,-8.0299908E+000,-4.6890532E-001, 3.7765311E-003, 0.0000000E+000, 0.0000000E+000, 1.3574673E+000, 1.2264077E+000, 7.0570674E-002, 3.1603143E-004,-3.2083987E-038,-7.1399044E-036
 1.3000076E+001, 1.4533965E+001, 0.0000000E+000,-4.9364905E+000,-7.8790781E+000,-4.6702407E-001, 3.7996584E-003, 0.0000000E+000, 0.0000000E+000, 1.2885598E+000, 1.2551722E+000, 7.0570674E-002, 3.1603143E-004,-6.0387985E-038,-1.3510271E-035
 1.3500510E+001, 1.4141335E+001, 0.0000000E+000,-4.7887020E+000,-8.2681911E+000,-4.9879433E-001, 3.7945619E-003, 0.0000000E+000, 0.0000000E+000, 6.0810502E-001, 5.8944188E-001, 7.0570674E-002, 3.1603143E-004,-1.3132224E-037,-2.9070647E-035
 1.4000242E+001, 1.4693713E+001, 0.0000000E+000,-4.9883087E+000,-8.6187121E+000,-4.9686495E-001, 3.8067723E-003, 0.0000000E+000, 0.0000000E+000, 6.8655330E-001, 5.9363407E-001, 7.0570674E-002, 3.1603143E-004,-3.5863712E-037,-7.5940912E-035
