Time,Chi_r
0.501, 0.200
1.000, 0.219
1.500, 0.219
2.000, 0.220
2.501, 0.219
3.001, 0.219
3.501, 0.220
4.000, 0.219
4.501, 0.219
5.000, 0.220
5.500, 0.219
6.000, 0.220
6.500, 0.220
7.000, 0.219
7.501, 0.220
8.000, 0.220
8.501, 0.219
9.000, 0.219
9.500, 0.220
10.000, 0.220
10.500, 0.219
11.001, 0.220
11.500, 0.219
12.000, 0.220
12.500, 0.220
13.001, 0.219
13.501, 0.220
14.000, 0.219
14.500, 0.220
15.001, 0.219
15.500, 0.220
16.000, 0.219
16.500, 0.219
17.000, 0.220
17.501, 0.219
18.001, 0.220
18.500, 0.219
19.000, 0.220
19.500, 0.219
20.000, 0.219
20.500, 0.220
21.000, 0.219
21.501, 0.220
22.001, 0.219
22.501, 0.219
23.001, 0.220
23.500, 0.220
24.000, 0.219
24.500, 0.220
25.000, 0.220
25.500, 0.219
26.000, 0.220
26.500, 0.220
27.000, 0.219
27.500, 0.220
28.000, 0.219
28.500, 0.220
29.000, 0.220
29.500, 0.219
30.000, 0.219
30.500, 0.220
31.000, 0.219
31.501, 0.220
32.000, 0.219
32.501, 0.220
33.000, 0.219
33.500, 0.220
34.001, 0.219
34.501, 0.220
35.001, 0.219
35.500, 0.219
36.000, 0.219
36.500, 0.219
37.000, 0.220
37.500, 0.219
38.000, 0.219
38.501, 0.219
39.000, 0.220
39.500, 0.220
40.000, 0.219
