Time,Chi_r
0.501, 0.256
1.000, 0.342
1.501, 0.340
2.001, 0.339
2.501, 0.339
3.000, 0.340
3.501, 0.341
4.000, 0.339
4.501, 0.340
5.001, 0.339
5.501, 0.340
6.002, 0.340
6.501, 0.340
7.001, 0.339
7.501, 0.340
8.001, 0.340
8.501, 0.340
9.001, 0.340
9.501, 0.339
10.002, 0.339
10.500, 0.341
11.000, 0.340
11.501, 0.339
12.001, 0.339
12.501, 0.341
13.001, 0.339
13.500, 0.340
14.001, 0.341
14.501, 0.339
15.002, 0.340
15.501, 0.339
16.000, 0.340
16.501, 0.340
17.000, 0.338
17.501, 0.340
18.000, 0.340
18.500, 0.340
19.001, 0.340
19.501, 0.340
20.001, 0.340
20.502, 0.340
21.001, 0.339
21.502, 0.339
22.001, 0.340
22.502, 0.339
23.001, 0.341
23.500, 0.339
24.002, 0.340
24.500, 0.340
25.000, 0.340
25.501, 0.339
26.000, 0.339
26.501, 0.340
27.001, 0.340
27.501, 0.340
28.002, 0.340
28.500, 0.340
29.002, 0.340
29.501, 0.339
30.000, 0.340
30.502, 0.339
31.000, 0.340
31.501, 0.339
32.002, 0.340
32.500, 0.340
33.001, 0.341
33.501, 0.339
34.001, 0.340
34.502, 0.340
35.000, 0.340
35.501, 0.341
36.002, 0.339
36.500, 0.339
37.001, 0.340
37.502, 0.340
38.001, 0.340
38.501, 0.339
39.001, 0.339
39.502, 0.340
40.000, 0.340
