s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0000763E+000, 9.1151553E+000, 0.0000000E+000,-1.1083143E+000,-7.9802609E+000,-1.3723597E-002, 2.3652690E-003, 0.0000000E+000,-3.7751884E-002, 1.6959941E-003,-2.2530103E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0245420E-002, 1.6244040E-004, 2.1951869E-005
 1.0000573E+001, 9.0838007E+000, 0.0000000E+000,-1.0786953E+000,-8.0170229E+000,-1.3439978E-002, 2.4292506E-003, 0.0000000E+000,-3.7540998E-002,-3.9403146E-002,-6.0469258E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8886450E-002, 1.6244041E-004, 2.1951871E-005
 1.1000446E+001, 9.0717296E+000, 0.0000000E+000,-1.0075374E+000,-7.8524345E+000,-1.4238277E-002, 2.4584383E-003, 0.0000000E+000,-3.7433547E-002, 2.0465251E-001, 1.6254442E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7527659E-002, 1.6244041E-004, 2.1951871E-005
 1.2000062E+001, 9.0511396E+000, 0.0000000E+000,-9.7914913E-001,-8.0525570E+000,-1.2228355E-002, 2.4177111E-003, 0.0000000E+000,-3.6294396E-002, 1.7592353E-002,-2.6671529E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6165708E-002, 1.6244041E-004, 2.1951872E-005
 1.3000437E+001, 8.9902156E+000, 0.0000000E+000,-9.2891417E-001,-8.3164111E+000,-1.1044402E-002, 2.3343510E-003, 0.0000000E+000,-3.5030827E-002,-2.6463176E-001,-2.9885058E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4805463E-002, 1.6244041E-004, 2.1951872E-005
 1.4000408E+001, 9.0291422E+000, 0.0000000E+000,-8.7956350E-001,-7.9134245E+000,-7.2195302E-003, 2.2608685E-003, 0.0000000E+000,-3.5144068E-002, 2.5124923E-001, 1.9605147E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3447051E-002, 1.6244041E-004, 2.1951872E-005
 1.5000232E+001, 9.0203283E+000, 0.0000000E+000,-8.0904428E-001,-8.1680910E+000,-8.6692539E-003, 2.1645714E-003, 0.0000000E+000,-3.3905654E-002, 4.7950654E-002, 2.7826868E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2085758E-002, 1.6244041E-004, 2.1951872E-005
 1.6000809E+001, 9.0262558E+000, 0.0000000E+000,-7.9538468E-001,-8.6720105E+000,-1.1923314E-002, 2.1062022E-003, 0.0000000E+000,-3.3758591E-002,-4.4729852E-001,-4.8471512E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0728452E-002, 1.6244041E-004, 2.1951872E-005
 1.7000761E+001, 8.7670503E+000, 0.0000000E+000,-7.1010302E-001,-7.7206288E+000,-6.0123526E-003, 1.8890851E-003, 0.0000000E+000,-3.2881902E-002, 3.6051892E-001, 2.9931331E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9370058E-002, 1.6244041E-004, 2.1951872E-005
 1.8000452E+001, 8.8129263E+000, 0.0000000E+000,-6.6250900E-001,-8.1008055E+000,-5.7673066E-003, 1.6797559E-003, 0.0000000E+000,-3.1629911E-002, 6.0937462E-002, 1.3894278E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0800901E-001, 1.6244041E-004, 2.1951872E-005
 1.9000343E+001, 8.9455963E+000, 0.0000000E+000,-6.3497446E-001,-8.6415519E+000,-5.9247833E-003, 1.5635894E-003, 0.0000000E+000,-3.1237961E-002,-3.2537325E-001,-3.6652916E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1664707E-001, 1.6244041E-004, 2.1951872E-005
 2.0000090E+001, 9.0943315E+000, 0.0000000E+000,-6.2456247E-001,-8.4847087E+000,-6.6984501E-003, 1.5211025E-003, 0.0000000E+000,-3.1398811E-002,-1.3704948E-002,-5.1515845E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2528522E-001, 1.6244041E-004, 2.1951872E-005
 2.1000753E+001, 9.0805802E+000, 0.0000000E+000,-5.7140305E-001,-8.3519047E+000,-7.1409102E-003, 1.4463190E-003, 0.0000000E+000,-3.1478044E-002, 1.7392080E-001, 1.2009980E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3392738E-001, 1.6244041E-004, 2.1951872E-005
 2.2000803E+001, 9.0353085E+000, 0.0000000E+000,-5.4198749E-001,-8.9138918E+000,-6.9146543E-003, 1.4054349E-003, 0.0000000E+000,-3.0398758E-002,-4.0433060E-001,-4.5647869E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4257022E-001, 1.6244041E-004, 2.1951872E-005
 2.3000364E+001, 9.0672281E+000, 0.0000000E+000,-5.1268431E-001,-8.3702444E+000,-3.9497575E-003, 1.3298973E-003, 0.0000000E+000,-3.0016657E-002, 2.0276870E-001, 1.5166286E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5120860E-001, 1.6244041E-004, 2.1951872E-005
 2.4000549E+001, 9.0610256E+000, 0.0000000E+000,-4.5813666E-001,-8.2079887E+000,-4.0770410E-003, 1.2938696E-003, 0.0000000E+000,-2.9716475E-002, 3.9242429E-001, 3.6240058E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984720E-001, 1.6244041E-004, 2.1951872E-005
 2.5000458E+001, 9.1140288E+000, 0.0000000E+000,-4.2603682E-001,-9.2242935E+000,-4.9249789E-003, 1.3034679E-003, 0.0000000E+000,-3.0185116E-002,-5.2134930E-001,-5.7010809E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6848783E-001, 1.6244041E-004, 2.1951872E-005
 2.6000685E+001, 8.5835659E+000, 0.0000000E+000,-3.3497380E-001,-8.1666613E+000,-4.2370370E-003, 1.1541094E-003, 0.0000000E+000,-2.8560643E-002, 9.1043912E-002, 5.0287221E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7712934E-001, 1.6244041E-004, 2.1951872E-005
 2.7000044E+001, 8.6374908E+000, 0.0000000E+000,-2.8717648E-001,-8.4579886E+000,-2.1069077E-003, 1.1192295E-003, 0.0000000E+000,-2.8116736E-002,-1.0322320E-001,-1.3677870E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8576713E-001, 1.6244041E-004, 2.1951872E-005
 2.8000996E+001, 8.8048937E+000, 0.0000000E+000,-2.3314637E-001,-8.7195184E+000,-2.1528795E-003, 1.2097549E-003, 0.0000000E+000,-2.7920331E-002,-1.5932939E-001,-1.7663456E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9440848E-001, 1.6244041E-004, 2.1951872E-005
 2.9000338E+001, 8.4248452E+000, 0.0000000E+000,-1.7718661E-001,-8.4265531E+000,-2.2649418E-003, 1.0672917E-003, 0.0000000E+000,-2.8328236E-002,-1.8971918E-001,-2.0842035E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0305032E-001, 1.6244041E-004, 2.1951872E-005
 3.0000032E+001, 7.8808474E+000, 0.0000000E+000,-1.2295244E-001,-7.5891703E+000,-9.9081956E-004, 9.2791088E-004, 0.0000000E+000,-2.8140987E-002, 1.4187618E-001, 1.4052076E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168609E-001, 1.6244041E-004, 2.1951872E-005
 3.1000483E+001, 8.3508245E+000, 0.0000000E+000,-8.9863363E-002,-8.0535821E+000,-1.2350493E-003, 9.1625553E-004, 0.0000000E+000,-2.8704635E-002, 1.7991650E-001, 1.7835565E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2032739E-001, 1.6244041E-004, 2.1951872E-005
 3.2001270E+001, 7.8939392E+000, 0.0000000E+000,-6.0749056E-002,-8.6496887E+000,-3.7650034E-003, 8.5546814E-004, 0.0000000E+000,-2.9450122E-002,-8.5012964E-001,-8.4885822E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2897321E-001, 1.6244041E-004, 2.1951872E-005
 3.3000317E+001, 7.2186599E+000, 0.0000000E+000,-3.5292214E-002,-7.7191589E+000,-3.0783521E-004, 8.0403070E-004, 0.0000000E+000,-2.9381103E-002,-5.7348228E-001,-5.6467618E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3761362E-001, 1.6244041E-004, 2.1951872E-005
 3.4000015E+001, 5.9063631E+000, 0.0000000E+000,-1.9353787E-002,-6.2778378E+000,-9.2142186E-004, 8.0372955E-004, 0.0000000E+000,-2.8611683E-002,-4.2847242E-001,-4.1955791E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4625183E-001, 1.6244041E-004, 2.1951872E-005
 3.5001942E+001, 3.3531686E+000, 0.0000000E+000,-9.5477724E-003,-4.0296978E+000, 1.8700534E-005, 7.5098525E-004, 0.0000000E+000,-2.8042968E-002,-7.2403190E-001,-7.1335025E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5489833E-001, 1.6244041E-004, 2.1951872E-005
 3.6000641E+001, 1.6135566E+000, 0.0000000E+000,-6.2260454E-003,-1.9474610E+000, 1.7872510E-004, 7.1941668E-004, 0.0000000E+000,-2.8405666E-002,-3.7791052E-001,-3.6763795E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6354114E-001, 1.6244041E-004, 2.1951872E-005
 3.7001965E+001, 8.3511436E-001, 0.0000000E+000,-5.1446806E-003,-8.8964899E-001, 1.9571381E-004, 7.0294574E-004, 0.0000000E+000,-2.8395112E-002,-9.8235410E-002,-8.7175767E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7218157E-001, 1.6244041E-004, 2.1951872E-005
 3.8000942E+001, 7.3684364E-001, 0.0000000E+000,-4.2650136E-003,-7.1347146E-001, 2.0444038E-004, 6.9813510E-004, 0.0000000E+000,-2.7271966E-002,-1.8868657E-002,-7.2622225E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8082444E-001, 1.6244041E-004, 2.1951872E-005
 3.9002144E+001, 6.6329680E-001, 0.0000000E+000,-3.6428731E-003,-6.6063339E-001, 2.1054717E-004, 6.7408502E-004, 0.0000000E+000,-2.4360288E-002,-3.5704330E-002,-2.4455123E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8946513E-001, 1.6244041E-004, 2.1951872E-005
 4.0001877E+001, 5.5961689E-001, 0.0000000E+000,-3.1989145E-003,-6.8648108E-001, 2.1949557E-004, 6.6525811E-004, 0.0000000E+000,-1.8733923E-002,-1.6019051E-001,-1.4791227E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9810954E-001, 1.6244041E-004, 2.1951872E-005
 4.1002922E+001, 3.8509850E-001, 0.0000000E+000,-2.1648948E-003,-5.2555784E-001, 2.2682618E-004, 6.9122403E-004, 0.0000000E+000,-4.5714849E-003,-1.6029825E-001,-1.4627767E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0675140E-001, 1.6244041E-004, 2.1951872E-005
 4.2002487E+001, 1.8406068E-001, 0.0000000E+000,-1.2432517E-003,-3.7192510E-001, 2.3524997E-004, 6.4892333E-004, 0.0000000E+000,-2.9260897E-004,-2.0076038E-001,-1.8851610E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1539834E-001, 1.6244041E-004, 2.1951872E-005
 4.3000996E+001, 2.6902067E-002, 0.0000000E+000,-4.4034381E-004,-2.6587991E-001, 2.3882292E-004, 6.7602202E-004, 0.0000000E+000,-1.0016728E-004,-2.5238209E-001,-2.3860351E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2403341E-001, 1.6244041E-004, 2.1951872E-005
 4.4004078E+001, 0.0000000E+000, 0.0000000E+000,-8.3519499E-005,-1.2842843E-001, 2.4075243E-004, 6.3472289E-004, 0.0000000E+000,-4.3938570E-005,-1.3970140E-001,-1.2768041E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3268497E-001, 1.6244041E-004, 2.1951872E-005
 4.5004311E+001, 0.0000000E+000, 0.0000000E+000, 5.2858238E-005,-2.5097804E-002, 2.4431634E-004, 6.2240003E-004, 0.0000000E+000,-4.1319805E-005,-3.7808002E-002,-2.4219549E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4134448E-001, 1.6244041E-004, 2.1951872E-005
 4.6001934E+001, 0.0000000E+000, 0.0000000E+000, 7.6078073E-005, 7.1477912E-003, 2.4855431E-004, 6.3731760E-004, 0.0000000E+000,-4.2423885E-005,-5.8138319E-003, 8.0673173E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4997818E-001, 1.6244041E-004, 2.1951872E-005
 4.7006733E+001, 0.0000000E+000, 0.0000000E+000, 7.7535510E-005, 1.2524721E-002, 2.5113110E-004, 5.8933508E-004, 0.0000000E+000,-4.0582671E-005,-3.9699727E-004, 1.3402140E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5862801E-001, 1.6244041E-004, 2.1951872E-005
 4.8004353E+001, 0.0000000E+000, 0.0000000E+000, 7.6413540E-005, 1.2126110E-002, 2.5385658E-004, 6.1952284E-004, 0.0000000E+000,-3.9704744E-005,-2.9139595E-004, 1.3036198E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6727869E-001, 1.6244041E-004, 2.1951872E-005
 4.9001976E+001, 0.0000000E+000, 0.0000000E+000, 7.7307991E-005, 1.2705863E-002, 2.5557382E-004, 5.9083603E-004, 0.0000000E+000,-4.0098316E-005,-3.6215418E-005, 1.3589483E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7589824E-001, 1.6244041E-004, 2.1951872E-005
 5.0006775E+001, 0.0000000E+000, 0.0000000E+000, 7.5431179E-005, 1.3262984E-002, 2.5699261E-004, 5.1378298E-004, 0.0000000E+000,-4.0530182E-005, 3.5419135E-004, 1.4068660E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8454826E-001, 1.6244041E-004, 2.1951872E-005
 5.1004395E+001, 0.0000000E+000, 0.0000000E+000, 7.2122221E-005, 1.3156500E-002, 2.6003914E-004, 5.6107858E-004, 0.0000000E+000,-3.9842789E-005, 1.6644156E-004, 1.4009897E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9319875E-001, 1.6244041E-004, 2.1951872E-005
 5.2004631E+001, 0.0000000E+000, 0.0000000E+000, 7.1923899E-005, 1.3319012E-002, 2.6115050E-004, 5.1709084E-004, 0.0000000E+000,-3.9137663E-005, 2.4487856E-004, 1.4130039E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0182529E-001, 1.6244041E-004, 2.1951872E-005
 5.3001293E+001, 0.0000000E+000, 0.0000000E+000, 7.1154334E-005, 1.3098779E-002, 2.6262278E-004, 5.0888595E-004, 0.0000000E+000,-3.9927800E-005,-3.3096797E-004, 1.3901514E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1045613E-001, 1.6244041E-004, 2.1951872E-005
 5.4004387E+001, 0.0000000E+000, 0.0000000E+000, 6.9277802E-005, 1.3624728E-002, 2.6354581E-004, 5.0233137E-004, 0.0000000E+000,-4.0719098E-005,-3.4435693E-005, 1.4419164E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1908896E-001, 1.6244041E-004, 2.1951872E-005
 5.5001045E+001, 0.0000000E+000, 0.0000000E+000, 6.6124365E-005, 1.4259867E-002, 2.6583542E-004, 4.7479092E-004, 0.0000000E+000,-3.6464973E-005, 3.9635056E-004, 1.5030153E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2773167E-001, 1.6244041E-004, 2.1951872E-005
 5.6004139E+001, 0.0000000E+000, 0.0000000E+000, 6.6150949E-005, 1.3993895E-002, 2.6755598E-004, 4.8001371E-004, 0.0000000E+000,-3.6936738E-005, 3.0661354E-005, 1.4770679E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3637328E-001, 1.6244041E-004, 2.1951872E-005
 5.7000801E+001, 0.0000000E+000, 0.0000000E+000, 6.5459021E-005, 1.3805392E-002, 2.6918601E-004, 4.7970595E-004, 0.0000000E+000,-3.7101459E-005,-3.9868784E-004, 1.4582642E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4500576E-001, 1.6244041E-004, 2.1951872E-005
 5.8003891E+001, 0.0000000E+000, 0.0000000E+000, 6.7127067E-005, 1.5023617E-002, 2.6936484E-004, 4.4110314E-004, 0.0000000E+000,-3.8433992E-005, 5.9037850E-004, 1.5762778E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5364824E-001, 1.6244041E-004, 2.1951872E-005
 5.9000553E+001, 0.0000000E+000, 0.0000000E+000, 6.5447620E-005, 1.4302386E-002, 2.7017341E-004, 4.2573691E-004, 0.0000000E+000,-3.8329489E-005,-2.1688529E-004, 1.5025415E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6229073E-001, 1.6244041E-004, 2.1951872E-005
 6.0000648E+001, 0.0000000E+000, 0.0000000E+000, 6.1267549E-005, 1.5111981E-002, 2.7166289E-004, 4.1034502E-004, 0.0000000E+000,-3.7345149E-005, 5.2067228E-004, 1.5817911E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7090600E-001, 1.6244041E-004, 2.1951872E-005
 6.1004940E+001, 0.0000000E+000, 0.0000000E+000, 6.0845239E-005, 1.4719804E-002, 2.7322077E-004, 4.4057157E-004, 0.0000000E+000,-3.7259366E-005,-5.9053581E-005, 1.5457182E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7956956E-001, 1.6244041E-004, 2.1951872E-005
 6.2003460E+001, 0.0000000E+000, 0.0000000E+000, 6.0754352E-005, 1.5205812E-002, 2.7501708E-004, 4.3763484E-004, 0.0000000E+000,-3.8295571E-005, 2.1835758E-004, 1.5940923E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8822293E-001, 1.6244041E-004, 2.1951872E-005
 6.3001980E+001, 0.0000000E+000, 0.0000000E+000, 6.1929054E-005, 1.4859458E-002, 2.7604705E-004, 4.2494195E-004, 0.0000000E+000,-3.8716099E-005,-3.2950941E-004, 1.5583660E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9684690E-001, 1.6244041E-004, 2.1951872E-005
 6.4000504E+001, 0.0000000E+000, 0.0000000E+000, 5.9549535E-005, 1.5351515E-002, 2.7737271E-004, 3.7706334E-004, 0.0000000E+000,-3.3848699E-005,-7.2273875E-005, 1.6031652E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0547541E-001, 1.6244041E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 5.6867782E-005, 1.5942926E-002, 2.7916119E-004, 3.9228797E-004, 0.0000000E+000,-3.5168203E-005, 4.0963122E-004, 1.6636075E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1410813E-001, 1.6244041E-004, 2.1951872E-005
