s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0349769E-003,-1.7608312E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0349771E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0351655E-001, 2.8487826E+000, 0.0000000E+000,-3.1822676E-001,-6.3962527E-004,-3.3656404E-003,-1.4189529E-004, 0.0000000E+000, 0.0000000E+000, 2.3642069E+000, 2.5264087E+000, 1.6419260E-002, 7.9685872E-005,-3.3039985E-044,-2.9469655E-037
 1.0007870E+000, 7.7984432E+000, 0.0000000E+000,-1.4787240E+000,-2.1058714E+000,-8.1732550E-003,-3.2836837E-004, 0.0000000E+000, 0.0000000E+000, 4.0071011E+000, 4.2053462E+000, 4.4190684E-002, 2.0044346E-004,-7.2894672E-038,-5.2154268E-033
 1.5009110E+000, 1.1739863E+001, 0.0000000E+000,-2.4352110E+000,-8.2838616E+000,-9.6261546E-003,-4.0826729E-004, 0.0000000E+000, 0.0000000E+000, 7.9426373E-001, 1.0107564E+000, 5.9347631E-002, 2.6869504E-004,-8.6487013E-036,-2.6467644E-031
 2.0014839E+000, 1.3486702E+001, 0.0000000E+000,-2.5737259E+000,-9.1077223E+000,-1.1807549E-002,-4.3656941E-004, 0.0000000E+000, 0.0000000E+000, 1.4677368E+000, 1.7930093E+000, 6.6096327E-002, 2.9910698E-004,-1.1422214E-034,-2.1892703E-030
 2.5018325E+000, 1.4022400E+001, 0.0000000E+000,-2.8053859E+000,-1.0835925E+001,-2.4732755E-002,-4.4855186E-004, 0.0000000E+000, 0.0000000E+000,-2.8177653E-002, 3.5590789E-001, 6.8772103E-002, 3.1116448E-004,-6.0656007E-034,-7.9049988E-030
 3.0013018E+000, 1.4286808E+001, 0.0000000E+000,-2.8103659E+000,-9.9214867E+000,-2.3091774E-002,-4.5414938E-004, 0.0000000E+000, 0.0000000E+000, 1.1071765E+000, 1.5314093E+000, 6.9783548E-002, 3.1572271E-004,-2.0531504E-033,-1.7487838E-029
 3.5001369E+000, 1.4348940E+001, 0.0000000E+000,-2.8782491E+000,-1.1603444E+001,-2.5448414E-002,-4.4510749E-004, 0.0000000E+000, 0.0000000E+000,-5.2216011E-001,-1.5864678E-001, 7.0159333E-002, 3.1741609E-004,-5.7432185E-033,-2.8942141E-029
 4.0005198E+000, 1.4864436E+001, 0.0000000E+000,-2.8969568E+000,-1.0358905E+001,-1.5675582E-002,-4.5941283E-004, 0.0000000E+000, 0.0000000E+000, 1.2229540E+000, 1.5924386E+000, 7.0298399E-002, 3.1804269E-004,-1.3972646E-032,-4.1606188E-029
