s,mol/mol
Time,XO2
 0.0000000E+000, 2.0755882E-001
 1.0004963E+000, 2.0755882E-001
 2.0016629E+000, 2.0755882E-001
 3.0017142E+000, 2.0755882E-001
 4.0002222E+000, 2.0755882E-001
 5.0016788E+000, 2.0755882E-001
 6.0019230E+000, 2.0745359E-001
 7.0013626E+000, 2.0244840E-001
 8.0022505E+000, 1.9700099E-001
 9.0011220E+000, 1.9186031E-001
 1.0002120E+001, 1.8697106E-001
 1.1000088E+001, 1.8234526E-001
 1.2000430E+001, 1.7791097E-001
 1.3001410E+001, 1.7375825E-001
 1.4001107E+001, 1.6970192E-001
 1.5001060E+001, 1.6595712E-001
 1.6000238E+001, 1.6222359E-001
 1.7001407E+001, 1.5878439E-001
 1.8000746E+001, 1.5539797E-001
 1.9000640E+001, 1.5222746E-001
 2.0001890E+001, 1.4913650E-001
 2.1000937E+001, 1.4619973E-001
 2.2001742E+001, 1.4338295E-001
 2.3001679E+001, 1.4064644E-001
 2.4000295E+001, 1.3803063E-001
 2.5001148E+001, 1.3550291E-001
 2.6000735E+001, 1.3307789E-001
 2.7001401E+001, 1.3074420E-001
 2.8000719E+001, 1.2845717E-001
 2.9001145E+001, 1.2627641E-001
 3.0001569E+001, 1.2417214E-001
 3.1001363E+001, 1.2212908E-001
 3.2000420E+001, 1.2015941E-001
 3.3000319E+001, 1.1825332E-001
 3.4001716E+001, 1.1638901E-001
 3.5000149E+001, 1.1461627E-001
 3.6001164E+001, 1.1288106E-001
 3.7002030E+001, 1.1119446E-001
 3.8000642E+001, 1.0954366E-001
 3.9001186E+001, 1.0796275E-001
 4.0001430E+001, 1.0641497E-001
 4.1001371E+001, 1.0492867E-001
 4.2000857E+001, 1.0347054E-001
 4.3001798E+001, 1.0204950E-001
 4.4001468E+001, 1.0066893E-001
 4.5001543E+001, 9.9348972E-002
 4.6001487E+001, 9.8040348E-002
 4.7002088E+001, 9.6761447E-002
 4.8004713E+001, 9.5515704E-002
 4.9000320E+001, 9.4315895E-002
 5.0008302E+001, 9.3130087E-002
 5.1005041E+001, 9.1983813E-002
 5.2000389E+001, 9.0870092E-002
 5.3012767E+001, 8.9762389E-002
 5.4003035E+001, 8.8718834E-002
 5.5007056E+001, 8.7670740E-002
 5.6004534E+001, 8.6656747E-002
 5.7011084E+001, 8.5660938E-002
 5.8004031E+001, 8.4695501E-002
 5.9000995E+001, 8.3746882E-002
 6.0000712E+001, 8.2816927E-002
 6.1007758E+001, 8.1903708E-002
 6.2005259E+001, 8.1026073E-002
 6.3002759E+001, 8.0161826E-002
 6.4004152E+001, 7.9307861E-002
 6.5000000E+001, 7.8489669E-002
