s,mol/mol
Time,XO2
 0.0000000E+000, 2.0755882E-001
 1.0007737E+000, 2.0755882E-001
 2.0004704E+000, 2.0755882E-001
 3.0007967E+000, 2.0755882E-001
 4.0008088E+000, 2.0755882E-001
 5.0006871E+000, 2.0755882E-001
 6.0005479E+000, 2.0753378E-001
 7.0003820E+000, 2.0251522E-001
 8.0004152E+000, 1.9705361E-001
 9.0008010E+000, 1.9189640E-001
 1.0000698E+001, 1.8699391E-001
 1.1000628E+001, 1.8233026E-001
 1.2000668E+001, 1.7790915E-001
 1.3000626E+001, 1.7370871E-001
 1.4000580E+001, 1.6971598E-001
 1.5000618E+001, 1.6589420E-001
 1.6000178E+001, 1.6223948E-001
 1.7000499E+001, 1.5873553E-001
 1.8000093E+001, 1.5539932E-001
 1.9000034E+001, 1.5220547E-001
 2.0000684E+001, 1.4913971E-001
 2.1000487E+001, 1.4618989E-001
 2.2000531E+001, 1.4335590E-001
 2.3000813E+001, 1.4063159E-001
 2.4000495E+001, 1.3801581E-001
 2.5000847E+001, 1.3548853E-001
 2.6000680E+001, 1.3307545E-001
 2.7000129E+001, 1.3072693E-001
 2.8000139E+001, 1.2845594E-001
 2.9000157E+001, 1.2628328E-001
 3.0000903E+001, 1.2416961E-001
 3.1000583E+001, 1.2213575E-001
 3.2000625E+001, 1.2015121E-001
 3.3000676E+001, 1.1823808E-001
 3.4000444E+001, 1.1639629E-001
 3.5000562E+001, 1.1460344E-001
 3.6000798E+001, 1.1286581E-001
 3.7000648E+001, 1.1118774E-001
 3.8000122E+001, 1.0954788E-001
 3.9000100E+001, 1.0795701E-001
 4.0000055E+001, 1.0641095E-001
 4.1000378E+001, 1.0492136E-001
 4.2000559E+001, 1.0347046E-001
 4.3000705E+001, 1.0204734E-001
 4.4000129E+001, 1.0067367E-001
 4.5001121E+001, 9.9327411E-002
 4.6000802E+001, 9.8025872E-002
 4.7001479E+001, 9.6756079E-002
 4.8000494E+001, 9.5522816E-002
 4.9002278E+001, 9.4308890E-002
 5.0003898E+001, 9.3129647E-002
 5.1004221E+001, 9.1982661E-002
 5.2004543E+001, 9.0872362E-002
 5.3004866E+001, 8.9776030E-002
 5.4005188E+001, 8.8706683E-002
 5.5005511E+001, 8.7663956E-002
 5.6005834E+001, 8.6650902E-002
 5.7006156E+001, 8.5651229E-002
 5.8003986E+001, 8.4688016E-002
 5.9005466E+001, 8.3740597E-002
 6.0000803E+001, 8.2811469E-002
 6.1002283E+001, 8.1906305E-002
 6.2003973E+001, 8.1017720E-002
 6.3001190E+001, 8.0154897E-002
 6.4005791E+001, 7.9300346E-002
 6.5000000E+001, 7.8470147E-002
