s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7450737E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7450737E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0033367E-001, 2.8235004E+000, 0.0000000E+000,-6.2175816E-001, 3.2892560E-002,-2.5407308E-003, 4.5044813E-004, 0.0000000E+000, 0.0000000E+000, 2.0440337E+000, 2.2325445E+000, 1.6391169E-002, 7.8108121E-005,-5.0827083E-058,-7.9099064E-048
 1.0016963E+000, 7.8793460E+000, 0.0000000E+000,-2.3638149E+000, 8.6986462E-002, 7.3170482E-003, 2.5683723E-003, 0.0000000E+000, 0.0000000E+000, 5.0546873E+000, 5.6124030E+000, 4.3998964E-002, 1.9870966E-004,-2.7967359E-048,-2.1640469E-041
 1.5019140E+000, 1.1777724E+001, 0.0000000E+000,-3.5253322E+000,-5.4634598E+000,-1.1816069E-001, 4.6323207E-003, 0.0000000E+000, 0.0000000E+000, 2.7301398E+000, 2.6754034E+000, 5.9190148E-002, 2.6677612E-004,-1.4945209E-044,-1.6212982E-038
 2.0005591E+000, 1.3397506E+001, 0.0000000E+000,-4.0131661E+000,-6.8520242E+000,-2.4168799E-001, 5.4948656E-003, 0.0000000E+000, 0.0000000E+000, 2.2207901E+000, 2.2961222E+000, 6.5901643E-002, 2.9688022E-004,-2.7666776E-042,-1.0779049E-036
 2.5018139E+000, 1.4111620E+001, 0.0000000E+000,-4.2451157E+000,-8.2264647E+000,-3.0010856E-001, 5.9202677E-003, 0.0000000E+000, 0.0000000E+000, 1.3867096E+000, 1.3458511E+000, 6.8566139E-002, 3.0883327E-004,-8.2742554E-041,-1.4966181E-035
 3.0012674E+000, 1.4565978E+001, 0.0000000E+000,-4.3443981E+000,-8.8633326E+000,-3.0394765E-001, 6.0388434E-003, 0.0000000E+000, 0.0000000E+000, 1.0709024E+000, 1.0603382E+000, 6.9576214E-002, 3.1336533E-004,-1.1344955E-039,-8.8643352E-035
 3.5015855E+000, 1.4668466E+001, 0.0000000E+000,-4.3965549E+000,-8.3346845E+000,-3.3641728E-001, 6.0762250E-003, 0.0000000E+000, 0.0000000E+000, 1.7302953E+000, 1.6068860E+000, 6.9951152E-002, 3.1504743E-004,-1.2536502E-038,-2.7622639E-034
 4.0007515E+000, 1.4647004E+001, 0.0000000E+000,-4.3999960E+000,-8.3931061E+000,-3.4152341E-001, 6.0758262E-003, 0.0000000E+000, 0.0000000E+000, 1.4585253E+000, 1.5184543E+000, 7.0089696E-002, 3.1566890E-004,-1.0186403E-037,-5.9027420E-034
 4.5015869E+000, 1.4403013E+001, 0.0000000E+000,-4.3271240E+000,-9.1972633E+000,-3.3473351E-001, 6.1420879E-003, 0.0000000E+000, 0.0000000E+000, 5.3905411E-001, 5.5003393E-001, 7.0140748E-002, 3.1589798E-004,-5.1365291E-037,-1.2021242E-033
 5.0001297E+000, 1.4657803E+001, 0.0000000E+000,-4.3921350E+000,-8.5343152E+000,-3.5387254E-001, 6.1756889E-003, 0.0000000E+000, 0.0000000E+000, 1.5183707E+000, 1.3836558E+000, 7.0159545E-002, 3.1598232E-004,-1.7823426E-036,-2.2890719E-033
 5.5014153E+000, 1.4574199E+001, 0.0000000E+000,-4.3697652E+000,-8.2585195E+000,-3.6710641E-001, 6.1517847E-003, 0.0000000E+000, 0.0000000E+000, 1.6524028E+000, 1.5849601E+000, 7.0166462E-002, 3.1601335E-004,-5.0652637E-036,-4.2648798E-033
 6.0005245E+000, 1.4739974E+001, 0.0000000E+000,-4.4036473E+000,-8.6882145E+000,-3.7994373E-001, 6.1465151E-003, 0.0000000E+000, 0.0000000E+000, 1.4173656E+000, 1.2743150E+000, 7.0169010E-002, 3.1602479E-004,-1.2385966E-035,-7.9180038E-033
 6.5010996E+000, 1.4586122E+001, 0.0000000E+000,-4.3802592E+000,-7.8705891E+000,-3.5516705E-001, 6.1479469E-003, 0.0000000E+000, 0.0000000E+000, 2.1064067E+000, 1.9862543E+000, 7.0169946E-002, 3.1602899E-004,-2.5678975E-035,-1.3628690E-032
 7.0004954E+000, 1.4529584E+001, 0.0000000E+000,-4.3653324E+000,-7.8350516E+000,-3.7415462E-001, 6.1568329E-003, 0.0000000E+000, 0.0000000E+000, 1.9944357E+000, 1.9612027E+000, 7.0170291E-002, 3.1603053E-004,-4.5360741E-035,-2.1071096E-032
 7.5000520E+000, 1.4712679E+001, 0.0000000E+000,-4.4130935E+000,-8.2521537E+000,-4.0198468E-001, 6.1732328E-003, 0.0000000E+000, 0.0000000E+000, 1.7024460E+000, 1.6516208E+000, 7.0170418E-002, 3.1603110E-004,-7.6005566E-035,-3.2141699E-032
 8.0000648E+000, 1.4655866E+001, 0.0000000E+000,-4.3913966E+000,-8.7568921E+000,-4.2512218E-001, 6.1826946E-003, 0.0000000E+000, 0.0000000E+000, 1.2464110E+000, 1.0886374E+000, 7.0170464E-002, 3.1603131E-004,-1.3064712E-034,-5.2163978E-032
 8.5015364E+000, 1.4571605E+001, 0.0000000E+000,-4.3708103E+000,-8.6388408E+000,-4.5172945E-001, 6.1121749E-003, 0.0000000E+000, 0.0000000E+000, 1.0951679E+000, 1.1163367E+000, 7.0170481E-002, 3.1603139E-004,-2.2524847E-034,-8.7547945E-032
 9.0010643E+000, 1.4592319E+001, 0.0000000E+000,-4.3630921E+000,-8.7114761E+000,-4.2726693E-001, 6.1835472E-003, 0.0000000E+000, 0.0000000E+000, 1.1687555E+000, 1.0966674E+000, 7.0170488E-002, 3.1603142E-004,-3.6649181E-034,-1.4119341E-031
 9.5018215E+000, 1.4464120E+001, 0.0000000E+000,-4.3504197E+000,-8.1515064E+000,-4.2410850E-001, 6.1365952E-003, 0.0000000E+000, 0.0000000E+000, 1.4978557E+000, 1.5442219E+000, 7.0170490E-002, 3.1603143E-004,-5.3729246E-034,-2.0882502E-031
 1.0000091E+001, 1.4604600E+001, 0.0000000E+000,-4.3929547E+000,-9.3240773E+000,-4.3576910E-001, 6.2193235E-003, 0.0000000E+000, 0.0000000E+000, 4.6298201E-001, 4.5801795E-001, 7.0170491E-002, 3.1603143E-004,-7.2535617E-034,-2.8579563E-031
 1.0501128E+001, 1.4747214E+001, 0.0000000E+000,-4.3977290E+000,-9.2382274E+000,-4.4915664E-001, 6.1675181E-003, 0.0000000E+000, 0.0000000E+000, 7.6230599E-001, 6.6826893E-001, 7.0170491E-002, 3.1603143E-004,-9.8407274E-034,-3.9171612E-031
